county,precinct,office,district,candidate,party,votes,election_day,av_counting_boards,early_voting
St. Joseph's,"Constantine Township, Precinct 1",President,,Donald J. Trump,Republican,805,593,0,212
St. Joseph's,"Constantine Township, Precinct 2",President,,Donald J. Trump,Republican,572,456,0,116
St. Joseph's,"Fabius Township, Precinct 1",President,,Donald J. Trump,Republican,1340,1028,0,312
St. Joseph's,"Fawn River Township, Precinct 1",President,,Donald J. Trump,Republican,574,497,0,77
St. Joseph's,"Florence Township, Precinct 1",President,,Donald J. Trump,Republican,488,399,0,89
St. Joseph's,"Flowerfield Township, Precinct 1",President,,Donald J. Trump,Republican,694,576,0,118
St. Joseph's,"Leonidas Township, Precinct 1",President,,Donald J. Trump,Republican,439,388,0,51
St. Joseph's,"Lockport Township, Precinct 1",President,,Donald J. Trump,Republican,1326,562,353,411
St. Joseph's,"Mendon Township, Precinct 1",President,,Donald J. Trump,Republican,1055,813,0,242
St. Joseph's,"Mottville Township, Precinct 1",President,,Donald J. Trump,Republican,538,441,0,97
St. Joseph's,"Nottawa Township, Precinct 1",President,,Donald J. Trump,Republican,1196,457,310,429
St. Joseph's,"Park Township, Precinct 1",President,,Donald J. Trump,Republican,928,715,0,213
St. Joseph's,"Sherman Township, Precinct 1",President,,Donald J. Trump,Republican,1296,903,0,393
St. Joseph's,"Sturgis Township, Precinct 1",President,,Donald J. Trump,Republican,650,550,0,100
St. Joseph's,"White Pigeon Township, Precinct 1",President,,Donald J. Trump,Republican,1410,690,415,305
St. Joseph's,"City of Sturgis, Precinct 1",President,,Donald J. Trump,Republican,835,531,169,135
St. Joseph's,"City of Sturgis, Precinct 2",President,,Donald J. Trump,Republican,398,291,53,54
St. Joseph's,"City of Sturgis, Precinct 3",President,,Donald J. Trump,Republican,475,340,80,55
St. Joseph's,"City of Sturgis, Precinct 4",President,,Donald J. Trump,Republican,584,361,134,89
St. Joseph's,"City of Three Rivers, Precinct 1",President,,Donald J. Trump,Republican,798,500,156,142
St. Joseph's,"City of Three Rivers, Precinct 2",President,,Donald J. Trump,Republican,904,556,179,169
St. Joseph's,"Burr Oak Township, Precinct 1",President,,Chase Oliver,Libertarian,5,5,0,0
St. Joseph's,"Colon Township, Precinct 1",President,,Chase Oliver,Libertarian,12,10,0,2
St. Joseph's,"Constantine Township, Precinct 1",President,,Chase Oliver,Libertarian,4,3,0,1
St. Joseph's,"Constantine Township, Precinct 2",President,,Chase Oliver,Libertarian,4,3,0,1
St. Joseph's,"Fabius Township, Precinct 1",President,,Chase Oliver,Libertarian,7,7,0,0
St. Joseph's,"Fawn River Township, Precinct 1",President,,Chase Oliver,Libertarian,2,2,0,0
St. Joseph's,"Florence Township, Precinct 1",President,,Chase Oliver,Libertarian,1,1,0,0
St. Joseph's,"Flowerfield Township, Precinct 1",President,,Chase Oliver,Libertarian,5,3,0,2
St. Joseph's,"Leonidas Township, Precinct 1",President,,Chase Oliver,Libertarian,1,1,0,0
St. Joseph's,"Lockport Township, Precinct 1",President,,Chase Oliver,Libertarian,8,2,4,2
St. Joseph's,"Mendon Township, Precinct 1",President,,Chase Oliver,Libertarian,7,7,0,0
St. Joseph's,"Mottville Township, Precinct 1",President,,Chase Oliver,Libertarian,5,3,0,2
St. Joseph's,"Nottawa Township, Precinct 1",President,,Chase Oliver,Libertarian,5,2,3,0
St. Joseph's,"Park Township, Precinct 1",President,,Chase Oliver,Libertarian,3,1,0,2
St. Joseph's,"Sherman Township, Precinct 1",President,,Chase Oliver,Libertarian,9,9,0,0
St. Joseph's,"Sturgis Township, Precinct 1",President,,Chase Oliver,Libertarian,3,3,0,0
St. Joseph's,"White Pigeon Township, Precinct 1",President,,Chase Oliver,Libertarian,7,4,3,0
St. Joseph's,"City of Sturgis, Precinct 1",President,,Chase Oliver,Libertarian,10,5,4,1
St. Joseph's,"City of Sturgis, Precinct 2",President,,Chase Oliver,Libertarian,5,5,0,0
St. Joseph's,"City of Sturgis, Precinct 3",President,,Chase Oliver,Libertarian,12,9,3,0
St. Joseph's,"City of Sturgis, Precinct 4",President,,Chase Oliver,Libertarian,2,2,0,0
St. Joseph's,"City of Three Rivers, Precinct 1",President,,Chase Oliver,Libertarian,10,5,4,1
St. Joseph's,"City of Three Rivers, Precinct 2",President,,Chase Oliver,Libertarian,11,7,3,1
St. Joseph's,"Burr Oak Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,0,0
St. Joseph's,"Colon Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,0,0
St. Joseph's,"Constantine Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,1,1,0,0
St. Joseph's,"Constantine Township, Precinct 2",President,,Randall Terry,U.S. Taxpayers,0,0,0,0
St. Joseph's,"Fabius Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,1,1,0,0
St. Joseph's,"Fawn River Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,0,0
St. Joseph's,"Florence Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,1,1,0,0
St. Joseph's,"Flowerfield Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,0,0
St. Joseph's,"Leonidas Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,0,0
St. Joseph's,"Lockport Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,2,1,1,0
St. Joseph's,"Mendon Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,0,0
St. Joseph's,"Mottville Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,0,0
St. Joseph's,"Nottawa Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,2,0,2,0
St. Joseph's,"Park Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,3,3,0,0
St. Joseph's,"Sherman Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,4,3,0,1
St. Joseph's,"Sturgis Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,1,1,0,0
St. Joseph's,"White Pigeon Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,2,1,1,0
St. Joseph's,"City of Sturgis, Precinct 1",President,,Randall Terry,U.S. Taxpayers,2,1,0,1
St. Joseph's,"City of Sturgis, Precinct 2",President,,Randall Terry,U.S. Taxpayers,1,0,0,1
St. Joseph's,"City of Sturgis, Precinct 3",President,,Randall Terry,U.S. Taxpayers,1,1,0,0
St. Joseph's,"City of Sturgis, Precinct 4",President,,Randall Terry,U.S. Taxpayers,0,0,0,0
St. Joseph's,"City of Three Rivers, Precinct 1",President,,Randall Terry,U.S. Taxpayers,2,1,1,0
St. Joseph's,"City of Three Rivers, Precinct 2",President,,Randall Terry,U.S. Taxpayers,3,3,0,0
St. Joseph's,"Burr Oak Township, Precinct 1",President,,Jill Stein,Green,2,2,0,0
St. Joseph's,"Colon Township, Precinct 1",President,,Jill Stein,Green,0,0,0,0
St. Joseph's,"Constantine Township, Precinct 1",President,,Jill Stein,Green,3,3,0,0
St. Joseph's,"Constantine Township, Precinct 2",President,,Jill Stein,Green,2,2,0,0
St. Joseph's,"Fabius Township, Precinct 1",President,,Jill Stein,Green,3,3,0,0
St. Joseph's,"Fawn River Township, Precinct 1",President,,Jill Stein,Green,2,2,0,0
St. Joseph's,"Florence Township, Precinct 1",President,,Jill Stein,Green,0,0,0,0
St. Joseph's,"Flowerfield Township, Precinct 1",President,,Jill Stein,Green,1,1,0,0
St. Joseph's,"Leonidas Township, Precinct 1",President,,Jill Stein,Green,2,2,0,0
St. Joseph's,"Lockport Township, Precinct 1",President,,Jill Stein,Green,4,1,2,1
St. Joseph's,"Mendon Township, Precinct 1",President,,Jill Stein,Green,4,4,0,0
St. Joseph's,"Mottville Township, Precinct 1",President,,Jill Stein,Green,1,1,0,0
St. Joseph's,"Nottawa Township, Precinct 1",President,,Jill Stein,Green,7,4,1,2
St. Joseph's,"Park Township, Precinct 1",President,,Jill Stein,Green,0,0,0,0
St. Joseph's,"Sherman Township, Precinct 1",President,,Jill Stein,Green,2,0,0,2
St. Joseph's,"Sturgis Township, Precinct 1",President,,Jill Stein,Green,4,4,0,0
St. Joseph's,"White Pigeon Township, Precinct 1",President,,Jill Stein,Green,3,0,2,1
St. Joseph's,"City of Sturgis, Precinct 1",President,,Jill Stein,Green,3,2,1,0
St. Joseph's,"City of Sturgis, Precinct 2",President,,Jill Stein,Green,3,1,2,0
St. Joseph's,"City of Sturgis, Precinct 3",President,,Jill Stein,Green,2,2,0,0
St. Joseph's,"City of Sturgis, Precinct 4",President,,Jill Stein,Green,0,0,0,0
St. Joseph's,"City of Three Rivers, Precinct 1",President,,Jill Stein,Green,8,7,1,0
St. Joseph's,"City of Three Rivers, Precinct 2",President,,Jill Stein,Green,6,3,1,2
St. Joseph's,"Burr Oak Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,4,4,0,0
St. Joseph's,"Colon Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,11,11,0,0
St. Joseph's,"Constantine Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,8,5,0,3
St. Joseph's,"Constantine Township, Precinct 2",President,,"Robert F. Kennedy, Jr. ",Natural Law,11,9,0,2
St. Joseph's,"Fabius Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,12,11,0,1
St. Joseph's,"Fawn River Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,8,6,0,2
St. Joseph's,"Florence Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,3,3,0,0
St. Joseph's,"Flowerfield Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,4,3,0,1
St. Joseph's,"Leonidas Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,1,1,0,0
St. Joseph's,"Lockport Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,19,8,10,1
St. Joseph's,"Mendon Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,6,6,0,0
St. Joseph's,"Mottville Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,2,2,0,0
St. Joseph's,"Nottawa Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,14,0,11,3
St. Joseph's,"Park Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,5,4,0,1
St. Joseph's,"Sherman Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,15,13,0,2
St. Joseph's,"Sturgis Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,14,14,0,0
St. Joseph's,"White Pigeon Township, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,11,4,5,2
St. Joseph's,"City of Sturgis, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,10,6,4,0
St. Joseph's,"City of Sturgis, Precinct 2",President,,"Robert F. Kennedy, Jr. ",Natural Law,5,4,1,0
St. Joseph's,"City of Sturgis, Precinct 3",President,,"Robert F. Kennedy, Jr. ",Natural Law,7,5,2,0
St. Joseph's,"City of Sturgis, Precinct 4",President,,"Robert F. Kennedy, Jr. ",Natural Law,9,4,3,2
St. Joseph's,"City of Three Rivers, Precinct 1",President,,"Robert F. Kennedy, Jr. ",Natural Law,14,9,5,0
St. Joseph's,"City of Three Rivers, Precinct 2",President,,"Robert F. Kennedy, Jr. ",Natural Law,4,3,1,0
St. Joseph's,"Burr Oak Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Colon Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Constantine Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,2,1,0,1
St. Joseph's,"Constantine Township, Precinct 2",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Fabius Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,1,1,0,0
St. Joseph's,"Fawn River Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Florence Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Flowerfield Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Leonidas Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Lockport Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Mendon Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,1,1,0,0
St. Joseph's,"Mottville Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Nottawa Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,1,1,0,0
St. Joseph's,"Park Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Sherman Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Sturgis Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"White Pigeon Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"City of Sturgis, Precinct 1",President,,Joseph Kishore,No Party Affiliation,2,0,1,1
St. Joseph's,"City of Sturgis, Precinct 2",President,,Joseph Kishore,No Party Affiliation,1,0,0,1
St. Joseph's,"City of Sturgis, Precinct 3",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"City of Sturgis, Precinct 4",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"City of Three Rivers, Precinct 1",President,,Joseph Kishore,No Party Affiliation,1,1,0,0
St. Joseph's,"City of Three Rivers, Precinct 2",President,,Joseph Kishore,No Party Affiliation,0,0,0,0
St. Joseph's,"Burr Oak Township, Precinct 1",President,,Cornel West,No Party Affiliation,1,0,0,1
St. Joseph's,"Colon Township, Precinct 1",President,,Cornel West,No Party Affiliation,2,2,0,0
St. Joseph's,"Constantine Township, Precinct 1",President,,Cornel West,No Party Affiliation,0,0,0,0
St. Joseph's,"Constantine Township, Precinct 2",President,,Cornel West,No Party Affiliation,0,0,0,0
St. Joseph's,"Fabius Township, Precinct 1",President,,Cornel West,No Party Affiliation,1,1,0,0
St. Joseph's,"Fawn River Township, Precinct 1",President,,Cornel West,No Party Affiliation,0,0,0,0
St. Joseph's,"Florence Township, Precinct 1",President,,Cornel West,No Party Affiliation,0,0,0,0
St. Joseph's,"Flowerfield Township, Precinct 1",President,,Cornel West,No Party Affiliation,0,0,0,0
St. Joseph's,"Leonidas Township, Precinct 1",President,,Cornel West,No Party Affiliation,1,1,0,0
St. Joseph's,"Lockport Township, Precinct 1",President,,Cornel West,No Party Affiliation,0,0,0,0
St. Joseph's,"Mendon Township, Precinct 1",President,,Cornel West,No Party Affiliation,0,0,0,0
St. Joseph's,"Mottville Township, Precinct 1",President,,Cornel West,No Party Affiliation,0,0,0,0
St. Joseph's,"Nottawa Township, Precinct 1",President,,Cornel West,No Party Affiliation,1,1,0,0
St. Joseph's,"Park Township, Precinct 1",President,,Cornel West,No Party Affiliation,3,2,0,1
St. Joseph's,"Sherman Township, Precinct 1",President,,Cornel West,No Party Affiliation,2,1,0,1
St. Joseph's,"Sturgis Township, Precinct 1",President,,Cornel West,No Party Affiliation,0,0,0,0
St. Joseph's,"White Pigeon Township, Precinct 1",President,,Cornel West,No Party Affiliation,1,1,0,0
St. Joseph's,"City of Sturgis, Precinct 1",President,,Cornel West,No Party Affiliation,2,2,0,0
St. Joseph's,"City of Sturgis, Precinct 2",President,,Cornel West,No Party Affiliation,1,0,1,0
St. Joseph's,"City of Sturgis, Precinct 3",President,,Cornel West,No Party Affiliation,1,0,1,0
St. Joseph's,"City of Sturgis, Precinct 4",President,,Cornel West,No Party Affiliation,0,0,0,0
St. Joseph's,"City of Three Rivers, Precinct 1",President,,Cornel West,No Party Affiliation,2,1,1,0
St. Joseph's,"City of Three Rivers, Precinct 2",President,,Cornel West,No Party Affiliation,2,2,0,0
St. Joseph's,"Burr Oak Township, Precinct 1",President,,Write-in,,2,2,0,0
St. Joseph's,"Colon Township, Precinct 1",President,,Write-in,,7,7,0,0
St. Joseph's,"Constantine Township, Precinct 1",President,,Write-in,,1,1,0,0
St. Joseph's,"Constantine Township, Precinct 2",President,,Write-in,,0,0,0,0
St. Joseph's,"Fabius Township, Precinct 1",President,,Write-in,,4,4,0,0
St. Joseph's,"Fawn River Township, Precinct 1",President,,Write-in,,1,1,0,0
St. Joseph's,"Florence Township, Precinct 1",President,,Write-in,,0,0,0,0
St. Joseph's,"Flowerfield Township, Precinct 1",President,,Write-in,,1,1,0,0
St. Joseph's,"Leonidas Township, Precinct 1",President,,Write-in,,0,0,0,0
St. Joseph's,"Lockport Township, Precinct 1",President,,Write-in,,2,1,1,0
St. Joseph's,"Mendon Township, Precinct 1",President,,Write-in,,0,0,0,0
St. Joseph's,"Mottville Township, Precinct 1",President,,Write-in,,0,0,0,0
St. Joseph's,"Nottawa Township, Precinct 1",President,,Write-in,,1,0,1,0
St. Joseph's,"Park Township, Precinct 1",President,,Write-in,,1,1,0,0
St. Joseph's,"Sherman Township, Precinct 1",President,,Write-in,,6,5,0,1
St. Joseph's,"Sturgis Township, Precinct 1",President,,Write-in,,0,0,0,0
St. Joseph's,"White Pigeon Township, Precinct 1",President,,Write-in,,0,0,0,0
St. Joseph's,"City of Sturgis, Precinct 1",President,,Write-in,,6,2,4,0
St. Joseph's,"City of Sturgis, Precinct 2",President,,Write-in,,2,2,0,0
St. Joseph's,"City of Sturgis, Precinct 3",President,,Write-in,,1,1,0,0
St. Joseph's,"City of Sturgis, Precinct 4",President,,Write-in,,1,1,0,0
St. Joseph's,"City of Three Rivers, Precinct 1",President,,Write-in,,3,1,2,0
St. Joseph's,"City of Three Rivers, Precinct 2",President,,Write-in,,4,3,1,0
St. Joseph's,"Burr Oak Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,288,247,0,41
St. Joseph's,"Colon Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,433,397,0,36
St. Joseph's,"Constantine Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,308,260,0,48
St. Joseph's,"Constantine Township, Precinct 2",U.S. Senate,,Elissa Slotkin,Democrat,204,172,0,32
St. Joseph's,"Fabius Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,692,601,0,91
St. Joseph's,"Fawn River Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,191,171,0,20
St. Joseph's,"Florence Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,132,121,0,11
St. Joseph's,"Flowerfield Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,263,222,0,41
St. Joseph's,"Leonidas Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,125,108,0,17
St. Joseph's,"Lockport Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,796,229,427,140
St. Joseph's,"Mendon Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,517,454,0,63
St. Joseph's,"Mottville Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,157,145,0,12
St. Joseph's,"Nottawa Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,557,105,326,126
St. Joseph's,"Park Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,438,359,0,79
St. Joseph's,"Sherman Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,510,426,0,84
St. Joseph's,"Sturgis Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,264,226,0,38
St. Joseph's,"White Pigeon Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,522,156,304,62
St. Joseph's,"City of Sturgis, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,500,248,176,76
St. Joseph's,"City of Sturgis, Precinct 2",U.S. Senate,,Elissa Slotkin,Democrat,254,151,75,28
St. Joseph's,"City of Sturgis, Precinct 3",U.S. Senate,,Elissa Slotkin,Democrat,228,132,68,28
St. Joseph's,"City of Sturgis, Precinct 4",U.S. Senate,,Elissa Slotkin,Democrat,388,187,158,43
St. Joseph's,"City of Three Rivers, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,732,314,355,63
St. Joseph's,"City of Three Rivers, Precinct 2",U.S. Senate,,Elissa Slotkin,Democrat,696,297,322,77
St. Joseph's,"Burr Oak Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,912,747,0,165
St. Joseph's,"Colon Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,1108,941,0,167
St. Joseph's,"Constantine Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,769,566,0,203
St. Joseph's,"Constantine Township, Precinct 2",U.S. Senate,,Mike Rogers,Republican,538,426,0,112
St. Joseph's,"Fabius Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,1310,1010,0,300
St. Joseph's,"Fawn River Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,563,490,0,73
St. Joseph's,"Florence Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,472,384,0,88
St. Joseph's,"Flowerfield Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,676,558,0,118
St. Joseph's,"Leonidas Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,427,375,0,52
St. Joseph's,"Lockport Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,1246,516,344,386
St. Joseph's,"Mendon Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,1004,775,0,229
St. Joseph's,"Mottville Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,521,424,0,97
St. Joseph's,"Nottawa Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,1140,439,294,407
St. Joseph's,"Park Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,876,669,0,207
St. Joseph's,"Sherman Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,1274,889,0,385
St. Joseph's,"Sturgis Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,609,514,0,95
St. Joseph's,"White Pigeon Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,1348,650,399,299
St. Joseph's,"City of Sturgis, Precinct 1",U.S. Senate,,Mike Rogers,Republican,827,520,169,138
St. Joseph's,"City of Sturgis, Precinct 2",U.S. Senate,,Mike Rogers,Republican,372,268,53,51
St. Joseph's,"City of Sturgis, Precinct 3",U.S. Senate,,Mike Rogers,Republican,439,310,77,52
St. Joseph's,"City of Sturgis, Precinct 4",U.S. Senate,,Mike Rogers,Republican,558,343,128,87
St. Joseph's,"City of Three Rivers, Precinct 1",U.S. Senate,,Mike Rogers,Republican,732,452,148,132
St. Joseph's,"City of Three Rivers, Precinct 2",U.S. Senate,,Mike Rogers,Republican,824,501,168,155
St. Joseph's,"Burr Oak Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,18,12,0,6
St. Joseph's,"Colon Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,19,19,0,0
St. Joseph's,"Constantine Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,18,12,0,6
St. Joseph's,"Constantine Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,Libertarian,19,15,0,4
St. Joseph's,"Fabius Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,21,17,0,4
St. Joseph's,"Fawn River Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,11,9,0,2
St. Joseph's,"Florence Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,4,3,0,1
St. Joseph's,"Flowerfield Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,12,11,0,1
St. Joseph's,"Leonidas Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,5,4,0,1
St. Joseph's,"Lockport Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,39,15,12,12
St. Joseph's,"Mendon Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,22,17,0,5
St. Joseph's,"Mottville Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,9,8,0,1
St. Joseph's,"Nottawa Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,18,5,5,8
St. Joseph's,"Park Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,25,21,0,4
St. Joseph's,"Sherman Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,14,12,0,2
St. Joseph's,"Sturgis Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,14,13,0,1
St. Joseph's,"White Pigeon Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,22,14,3,5
St. Joseph's,"City of Sturgis, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,22,14,6,2
St. Joseph's,"City of Sturgis, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,Libertarian,14,13,0,1
St. Joseph's,"City of Sturgis, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,Libertarian,17,13,3,1
