county,precinct,office,district,candidate,party,votes,election_day,early_voting,av_counting_boards
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Mark T. Gaffney,Democrat,338,306,32,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Michael Busuito,Republican,695,619,76,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Sunny Reddy,Republican,688,611,77,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Farid Ishac,Libertarian,23,22,1,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,18,17,1,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Sami Makhoul,Green,12,11,1,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Suzanne Roehrig,Working Class,47,45,2,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Kathleen Oakford,Natural Law,15,15,0,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Write-in,,17,13,4,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Under Vote Count,,263,244,19,0
Newaygo,"City of Fremont, Precinct 2",County Prosecuting Attorney,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",County Prosecuting Attorney,,Rachel Robinson,Republican,938,843,95,0
Newaygo,"City of Fremont, Precinct 2",County Prosecuting Attorney,,Write-in,,29,22,7,0
Newaygo,"City of Fremont, Precinct 2",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",County Prosecuting Attorney,,Under Vote Count,,260,239,21,0
Newaygo,"City of Fremont, Precinct 2",County Sheriff,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",County Sheriff,,Bob Mendham,Republican,933,833,100,0
Newaygo,"City of Fremont, Precinct 2",County Sheriff,,Write-in,,34,30,4,0
Newaygo,"City of Fremont, Precinct 2",County Sheriff,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",County Sheriff,,Under Vote Count,,260,241,19,0
Newaygo,"City of Fremont, Precinct 2",County Clerk,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",County Clerk,,Jason VanderStelt,Republican,932,832,100,0
Newaygo,"City of Fremont, Precinct 2",County Clerk,,Write-in,,28,23,5,0
Newaygo,"City of Fremont, Precinct 2",County Clerk,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",County Clerk,,Under Vote Count,,267,249,18,0
Newaygo,"City of Fremont, Precinct 2",County Treasurer,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",County Treasurer,,Jason O'Connell,Republican,940,841,99,0
Newaygo,"City of Fremont, Precinct 2",County Treasurer,,Write-in,,26,21,5,0
Newaygo,"City of Fremont, Precinct 2",County Treasurer,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",County Treasurer,,Under Vote Count,,261,242,19,0
Newaygo,"City of Fremont, Precinct 2",County Register of Deeds,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",County Register of Deeds,,Stewart Sanders,Republican,933,834,99,0
Newaygo,"City of Fremont, Precinct 2",County Register of Deeds,,Write-in,,26,21,5,0
Newaygo,"City of Fremont, Precinct 2",County Register of Deeds,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",County Register of Deeds,,Under Vote Count,,268,249,19,0
Newaygo,"City of Fremont, Precinct 2",Drain Commissioner,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Drain Commissioner,,Dale E. Twing,Republican,923,826,97,0
Newaygo,"City of Fremont, Precinct 2",Drain Commissioner,,Write-in,,30,24,6,0
Newaygo,"City of Fremont, Precinct 2",Drain Commissioner,,Over Vote Count,,1,1,0,0
Newaygo,"City of Fremont, Precinct 2",Drain Commissioner,,Under Vote Count,,273,253,20,0
Newaygo,"City of Fremont, Precinct 2",County Commissioner 2nd District,,Ballots Cast,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",County Commissioner 2nd District,,Bryan J. Kolk,Republican,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",County Commissioner 2nd District,,Write-in,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",County Commissioner 2nd District,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",County Commissioner 2nd District,,Under Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court 8 Year Term,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court 8 Year Term,,Andrew Fink,,448,389,59,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,513,475,38,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court 8 Year Term,,Write-in,,21,16,5,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court 8 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court 8 Year Term,,Under Vote Count,,245,224,21,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,453,421,32,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,517,454,63,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Write-in,,19,15,4,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Over Vote Count,,4,3,1,0
Newaygo,"City of Fremont, Precinct 2",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Under Vote Count,,234,211,23,0
Newaygo,"City of Fremont, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,556,508,48,0
Newaygo,"City of Fremont, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,659,593,66,0
Newaygo,"City of Fremont, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Write-in,,55,48,7,0
Newaygo,"City of Fremont, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Over Vote Count,,2,0,2,0
Newaygo,"City of Fremont, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Under Vote Count,,1182,1059,123,0
Newaygo,"City of Fremont, Precinct 2",Judge of Circuit Court 27th Circuit Incumbent Position,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Judge of Circuit Court 27th Circuit Incumbent Position,,Robert D. Springstead,,831,752,79,0
Newaygo,"City of Fremont, Precinct 2",Judge of Circuit Court 27th Circuit Incumbent Position,,Write-in,,38,33,5,0
Newaygo,"City of Fremont, Precinct 2",Judge of Circuit Court 27th Circuit Incumbent Position,,Over Vote Count,,1,1,0,0
Newaygo,"City of Fremont, Precinct 2",Judge of Circuit Court 27th Circuit Incumbent Position,,Under Vote Count,,357,318,39,0
Newaygo,"City of Fremont, Precinct 2",Judge of Probate Court Incumbent Position,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Judge of Probate Court Incumbent Position,,Melissa Dykman,,838,757,81,0
Newaygo,"City of Fremont, Precinct 2",Judge of Probate Court Incumbent Position,,Write-in,,31,27,4,0
Newaygo,"City of Fremont, Precinct 2",Judge of Probate Court Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",Judge of Probate Court Incumbent Position,,Under Vote Count,,358,320,38,0
Newaygo,"City of Fremont, Precinct 2",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,"Ellsworth J. Stay, Jr.",,786,712,74,0
Newaygo,"City of Fremont, Precinct 2",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Write-in,,37,31,6,0
Newaygo,"City of Fremont, Precinct 2",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Under Vote Count,,404,361,43,0
Newaygo,"City of Fremont, Precinct 2",City Mayor for City of Fremont,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",City Mayor for City of Fremont,,James M. Rynberg,,824,749,75,0
Newaygo,"City of Fremont, Precinct 2",City Mayor for City of Fremont,,Write-in,,40,34,6,0
Newaygo,"City of Fremont, Precinct 2",City Mayor for City of Fremont,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",City Mayor for City of Fremont,,Under Vote Count,,363,321,42,0
Newaygo,"City of Fremont, Precinct 2",City Council Member for City of Fremont,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",City Council Member for City of Fremont,,Brent Deur,,588,531,57,0
Newaygo,"City of Fremont, Precinct 2",City Council Member for City of Fremont,,Rod Glupker,,291,260,31,0
Newaygo,"City of Fremont, Precinct 2",City Council Member for City of Fremont,,Rian Hall,,270,243,27,0
Newaygo,"City of Fremont, Precinct 2",City Council Member for City of Fremont,,Sandra Siegel,,407,371,36,0
Newaygo,"City of Fremont, Precinct 2",City Council Member for City of Fremont,,Write-in,,45,39,6,0
Newaygo,"City of Fremont, Precinct 2",City Council Member for City of Fremont,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",City Council Member for City of Fremont,,Under Vote Count,,853,764,89,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 6 Year Term,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 6 Year Term,,Jared Hanna,,692,623,69,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 6 Year Term,,Kim Rasch,,655,593,62,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 6 Year Term,,Write-in,,33,26,7,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 6 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 6 Year Term,,Under Vote Count,,1074,966,108,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 4 Year Term,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 4 Year Term,,Carrie Crosley,,824,742,82,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 4 Year Term,,Write-in,,26,22,4,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 4 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools 4 Year Term,,Under Vote Count,,377,340,37,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools Partial Term Ending 12/31/2026,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools Partial Term Ending 12/31/2026,,Jennifer Scott,,815,738,77,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools Partial Term Ending 12/31/2026,,Write-in,,27,20,7,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools Partial Term Ending 12/31/2026,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",Board Member for Fremont Public Schools Partial Term Ending 12/31/2026,,Under Vote Count,,385,346,39,0
Newaygo,"City of Fremont, Precinct 2",Fremont Community Recreation Authority Millage Proposal,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Fremont Community Recreation Authority Millage Proposal,,Yes,,589,527,62,0
Newaygo,"City of Fremont, Precinct 2",Fremont Community Recreation Authority Millage Proposal,,No,,518,467,51,0
Newaygo,"City of Fremont, Precinct 2",Fremont Community Recreation Authority Millage Proposal,,Over Vote Count,,1,1,0,0
Newaygo,"City of Fremont, Precinct 2",Fremont Community Recreation Authority Millage Proposal,,Under Vote Count,,119,109,10,0
Newaygo,"City of Grant, Precinct 1",President,,Ballots Cast,,419,380,39,0
Newaygo,"City of Grant, Precinct 1",President,,Kamala D. Harris/Tim Walz,Democrat,122,113,9,0
Newaygo,"City of Grant, Precinct 1",President,,Donald J. Trump/JD Vance,Republican,280,250,30,0
Newaygo,"City of Grant, Precinct 1",President,,Chase Oliver/Mike ter Maat,Libertarian,6,6,0,0
Newaygo,"City of Grant, Precinct 1",President,,Randall Terry/Stephen E. Broden,U.S. Taxpayers,2,2,0,0
Newaygo,"City of Grant, Precinct 1",President,,Jill Stein/Rudolph Ware,Green,2,2,0,0
Newaygo,"City of Grant, Precinct 1",President,,"Robert F. Kennedy, Jr./Nicole Shanahan",Natural Law,3,3,0,0
Newaygo,"City of Grant, Precinct 1",President,,Write-in,,1,1,0,0
Newaygo,"City of Grant, Precinct 1",President,,Over Vote Count,,2,2,0,0
Newaygo,"City of Grant, Precinct 1",President,,Under Vote Count,,1,1,0,0
Newaygo,"City of Grant, Precinct 1",U.S. Senate,,Ballots Cast,,419,380,39,0
Newaygo,"City of Grant, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,127,118,9,0
Newaygo,"City of Grant, Precinct 1",U.S. Senate,,Mike Rogers,Republican,257,228,29,0
Newaygo,"City of Grant, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,8,8,0,0
Newaygo,"City of Grant, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,2,2,0,0
Newaygo,"City of Grant, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,4,4,0,0
Newaygo,"City of Grant, Precinct 1",U.S. Senate,,Write-in,,1,1,0,0
Newaygo,"City of Grant, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Newaygo,"City of Grant, Precinct 1",U.S. Senate,,Under Vote Count,,20,19,1,0
Newaygo,"City of Grant, Precinct 1",U.S. House,2,Ballots Cast,,419,380,39,0
Newaygo,"City of Grant, Precinct 1",U.S. House,2,Michael Lynch,Democrat,109,101,8,0
Newaygo,"City of Grant, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,259,231,28,0
Newaygo,"City of Grant, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,14,14,0,0
Newaygo,"City of Grant, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,7,7,0,0
Newaygo,"City of Grant, Precinct 1",U.S. House,2,Write-in,,1,1,0,0
Newaygo,"City of Grant, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0,0
Newaygo,"City of Grant, Precinct 1",U.S. House,2,Under Vote Count,,29,26,3,0
Newaygo,"City of Grant, Precinct 1",State House,101,Ballots Cast,,419,380,39,0
Newaygo,"City of Grant, Precinct 1",State House,101,Christopher R. Crain,Democrat,108,100,8,0
Newaygo,"City of Grant, Precinct 1",State House,101,Joseph D. Fox,Republican,280,251,29,0
Newaygo,"City of Grant, Precinct 1",State House,101,Over Vote Count,,0,0,0,0
Newaygo,"City of Grant, Precinct 1",State House,101,Under Vote Count,,31,29,2,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Ballots Cast,,419,380,39,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,96,91,5,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,92,87,5,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,242,215,27,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,236,208,28,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,18,17,1,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,4,4,0,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,7,5,2,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,20,17,3,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Write-in,,2,2,0,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Newaygo,"City of Grant, Precinct 1",Member of the State Board of Education,,Under Vote Count,,121,114,7,0
Newaygo,"City of Grant, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,419,380,39,0
Newaygo,"City of Grant, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,102,96,6,0
Newaygo,"City of Grant, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,102,96,6,0
Newaygo,"City of Grant, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,243,214,29,0
Newaygo,"City of Grant, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,216,192,24,0
Newaygo,"City of Grant, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,12,10,2,0
Newaygo,"City of Grant, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,16,14,2,0
Newaygo,"City of Grant, Precinct 1",Regent of the University of Michigan,,Write-in,,2,2,0,0
Newaygo,"City of Grant, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Newaygo,"City of Grant, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,145,136,9,0
Newaygo,"City of Grant, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,419,380,39,0
Newaygo,"City of Grant, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,105,97,8,0
Newaygo,"City of Grant, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,90,86,4,0
Newaygo,"City of Grant, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,233,207,26,0
Newaygo,"City of Grant, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,228,201,27,0
