county,precinct,office,district,candidate,party,votes,election_day,early_voting,av_counting_boards
Newaygo,"City of Fremont, Precinct 1",U.S. Senate,,Under Vote Count,,27,27,0,0
Newaygo,"City of Fremont, Precinct 1",U.S. House,2,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",U.S. House,2,Michael Lynch,Democrat,427,400,27,0
Newaygo,"City of Fremont, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,836,720,116,0
Newaygo,"City of Fremont, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,14,13,1,0
Newaygo,"City of Fremont, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,27,26,1,0
Newaygo,"City of Fremont, Precinct 1",U.S. House,2,Write-in,,4,4,0,0
Newaygo,"City of Fremont, Precinct 1",U.S. House,2,Over Vote Count,,1,1,0,0
Newaygo,"City of Fremont, Precinct 1",U.S. House,2,Under Vote Count,,41,39,2,0
Newaygo,"City of Fremont, Precinct 1",State House,101,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",State House,101,Christopher R. Crain,Democrat,432,406,26,0
Newaygo,"City of Fremont, Precinct 1",State House,101,Joseph D. Fox,Republican,865,748,117,0
Newaygo,"City of Fremont, Precinct 1",State House,101,Write-in,,9,8,1,0
Newaygo,"City of Fremont, Precinct 1",State House,101,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",State House,101,Under Vote Count,,44,41,3,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,416,387,29,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,401,375,26,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,773,668,105,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,796,692,104,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,27,26,1,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,12,10,2,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,25,24,1,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,54,52,2,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Write-in,,7,7,0,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Over Vote Count,,2,2,0,0
Newaygo,"City of Fremont, Precinct 1",Member of the State Board of Education,,Under Vote Count,,187,163,24,0
Newaygo,"City of Fremont, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,438,411,27,0
Newaygo,"City of Fremont, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,415,389,26,0
Newaygo,"City of Fremont, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,807,701,106,0
Newaygo,"City of Fremont, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,731,627,104,0
Newaygo,"City of Fremont, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,24,22,2,0
Newaygo,"City of Fremont, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,41,38,3,0
Newaygo,"City of Fremont, Precinct 1",Regent of the University of Michigan,,Write-in,,8,8,0,0
Newaygo,"City of Fremont, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,236,210,26,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,426,400,26,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,383,358,25,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,791,688,103,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,784,679,105,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,25,24,1,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,22,20,2,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,22,18,4,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,18,17,1,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,Write-in,,7,7,0,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,222,195,27,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,391,367,24,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,391,364,27,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,789,685,104,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,773,671,102,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,20,20,0,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,11,11,0,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,12,12,0,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,44,42,2,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,15,15,0,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Write-in,,6,6,0,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Over Vote Count,,2,2,0,0
Newaygo,"City of Fremont, Precinct 1",Governor of Wayne State University,,Under Vote Count,,246,211,35,0
Newaygo,"City of Fremont, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",County Prosecuting Attorney,,Rachel Robinson,Republican,1006,889,117,0
Newaygo,"City of Fremont, Precinct 1",County Prosecuting Attorney,,Write-in,,23,17,6,0
Newaygo,"City of Fremont, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,1,1,0,0
Newaygo,"City of Fremont, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,320,296,24,0
Newaygo,"City of Fremont, Precinct 1",County Sheriff,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",County Sheriff,,Bob Mendham,Republican,1021,896,125,0
Newaygo,"City of Fremont, Precinct 1",County Sheriff,,Write-in,,19,18,1,0
Newaygo,"City of Fremont, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",County Sheriff,,Under Vote Count,,310,289,21,0
Newaygo,"City of Fremont, Precinct 1",County Clerk,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",County Clerk,,Jason VanderStelt,Republican,1006,885,121,0
Newaygo,"City of Fremont, Precinct 1",County Clerk,,Write-in,,17,16,1,0
Newaygo,"City of Fremont, Precinct 1",County Clerk,,Over Vote Count,,1,1,0,0
Newaygo,"City of Fremont, Precinct 1",County Clerk,,Under Vote Count,,326,301,25,0
Newaygo,"City of Fremont, Precinct 1",County Treasurer,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",County Treasurer,,Jason O'Connell,Republican,1015,892,123,0
Newaygo,"City of Fremont, Precinct 1",County Treasurer,,Write-in,,16,15,1,0
Newaygo,"City of Fremont, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",County Treasurer,,Under Vote Count,,319,296,23,0
Newaygo,"City of Fremont, Precinct 1",County Register of Deeds,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",County Register of Deeds,,Stewart Sanders,Republican,1013,888,125,0
Newaygo,"City of Fremont, Precinct 1",County Register of Deeds,,Write-in,,15,14,1,0
Newaygo,"City of Fremont, Precinct 1",County Register of Deeds,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",County Register of Deeds,,Under Vote Count,,322,301,21,0
Newaygo,"City of Fremont, Precinct 1",Drain Commissioner,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Drain Commissioner,,Dale E. Twing,Republican,1002,879,123,0
Newaygo,"City of Fremont, Precinct 1",Drain Commissioner,,Write-in,,17,16,1,0
Newaygo,"City of Fremont, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",Drain Commissioner,,Under Vote Count,,331,308,23,0
Newaygo,"City of Fremont, Precinct 1",County Commissioner 1st District,,Ballots Cast,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",County Commissioner 1st District,,Paul Mellema,Republican,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",County Commissioner 1st District,,Write-in,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",County Commissioner 1st District,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",County Commissioner 1st District,,Under Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court 8 Year Term,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,573,503,70,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,469,432,37,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court 8 Year Term,,Write-in,,15,15,0,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court 8 Year Term,,Over Vote Count,,2,2,0,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court 8 Year Term,,Under Vote Count,,291,251,40,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,545,507,38,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,498,426,72,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Write-in,,16,13,3,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Over Vote Count,,3,3,0,0
Newaygo,"City of Fremont, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Under Vote Count,,288,254,34,0
Newaygo,"City of Fremont, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,614,551,63,0
Newaygo,"City of Fremont, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,708,641,67,0
Newaygo,"City of Fremont, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Write-in,,32,30,2,0
Newaygo,"City of Fremont, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Over Vote Count,,2,2,0,0
Newaygo,"City of Fremont, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Under Vote Count,,1342,1180,162,0
Newaygo,"City of Fremont, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Robert D. Springstead,,909,806,103,0
Newaygo,"City of Fremont, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Write-in,,21,20,1,0
Newaygo,"City of Fremont, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Under Vote Count,,420,377,43,0
Newaygo,"City of Fremont, Precinct 1",Judge of Probate Court Incumbent Position,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Judge of Probate Court Incumbent Position,,Melissa Dykman,,893,793,100,0
Newaygo,"City of Fremont, Precinct 1",Judge of Probate Court Incumbent Position,,Write-in,,31,29,2,0
Newaygo,"City of Fremont, Precinct 1",Judge of Probate Court Incumbent Position,,Over Vote Count,,1,1,0,0
Newaygo,"City of Fremont, Precinct 1",Judge of Probate Court Incumbent Position,,Under Vote Count,,424,379,45,0
Newaygo,"City of Fremont, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,"Ellsworth J. Stay, Jr.",,841,751,90,0
Newaygo,"City of Fremont, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Write-in,,25,22,3,0
Newaygo,"City of Fremont, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Under Vote Count,,484,430,54,0
Newaygo,"City of Fremont, Precinct 1",City Mayor for City of Fremont,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",City Mayor for City of Fremont,,James M. Rynberg,,873,779,94,0
Newaygo,"City of Fremont, Precinct 1",City Mayor for City of Fremont,,Write-in,,35,29,6,0
Newaygo,"City of Fremont, Precinct 1",City Mayor for City of Fremont,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",City Mayor for City of Fremont,,Under Vote Count,,442,395,47,0
Newaygo,"City of Fremont, Precinct 1",City Council Member for City of Fremont,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",City Council Member for City of Fremont,,Brent Deur,,726,650,76,0
Newaygo,"City of Fremont, Precinct 1",City Council Member for City of Fremont,,Rod Glupker,,254,214,40,0
Newaygo,"City of Fremont, Precinct 1",City Council Member for City of Fremont,,Rian Hall,,247,213,34,0
Newaygo,"City of Fremont, Precinct 1",City Council Member for City of Fremont,,Sandra Siegel,,463,433,30,0
Newaygo,"City of Fremont, Precinct 1",City Council Member for City of Fremont,,Write-in,,34,31,3,0
Newaygo,"City of Fremont, Precinct 1",City Council Member for City of Fremont,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",City Council Member for City of Fremont,,Under Vote Count,,976,865,111,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 6 Year Term,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 6 Year Term,,Jared Hanna,,743,657,86,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 6 Year Term,,Kim Rasch,,718,644,74,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 6 Year Term,,Write-in,,37,36,1,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 6 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 6 Year Term,,Under Vote Count,,1202,1069,133,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 4 Year Term,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 4 Year Term,,Carrie Crosley,,884,784,100,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 4 Year Term,,Write-in,,20,20,0,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 4 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools 4 Year Term,,Under Vote Count,,446,399,47,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools Partial Term Ending 12/31/2026,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools Partial Term Ending 12/31/2026,,Jennifer Scott,,884,786,98,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools Partial Term Ending 12/31/2026,,Write-in,,20,20,0,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools Partial Term Ending 12/31/2026,,Over Vote Count,,1,1,0,0
Newaygo,"City of Fremont, Precinct 1",Board Member for Fremont Public Schools Partial Term Ending 12/31/2026,,Under Vote Count,,445,396,49,0
Newaygo,"City of Fremont, Precinct 1",Fremont Community Recreation Authority Millage Proposal,,Ballots Cast,,1350,1203,147,0
Newaygo,"City of Fremont, Precinct 1",Fremont Community Recreation Authority Millage Proposal,,Yes,,651,577,74,0
Newaygo,"City of Fremont, Precinct 1",Fremont Community Recreation Authority Millage Proposal,,No,,531,479,52,0
Newaygo,"City of Fremont, Precinct 1",Fremont Community Recreation Authority Millage Proposal,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 1",Fremont Community Recreation Authority Millage Proposal,,Under Vote Count,,168,147,21,0
Newaygo,"City of Fremont, Precinct 2",President,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",President,,Kamala D. Harris/Tim Walz,Democrat,432,396,36,0
Newaygo,"City of Fremont, Precinct 2",President,,Donald J. Trump/JD Vance,Republican,764,678,86,0
Newaygo,"City of Fremont, Precinct 2",President,,Chase Oliver/Mike ter Maat,Libertarian,7,7,0,0
Newaygo,"City of Fremont, Precinct 2",President,,Randall Terry/Stephen E. Broden,U.S. Taxpayers,3,3,0,0
Newaygo,"City of Fremont, Precinct 2",President,,Jill Stein/Rudolph Ware,Green,1,1,0,0
Newaygo,"City of Fremont, Precinct 2",President,,"Robert F. Kennedy, Jr./Nicole Shanahan",Natural Law,7,7,0,0
Newaygo,"City of Fremont, Precinct 2",President,,Cornel West/Melina Abdullah,No Party Affiliation,1,1,0,0
Newaygo,"City of Fremont, Precinct 2",President,,Write-in,,1,0,1,0
Newaygo,"City of Fremont, Precinct 2",President,,Over Vote Count,,1,1,0,0
Newaygo,"City of Fremont, Precinct 2",President,,Under Vote Count,,10,10,0,0
Newaygo,"City of Fremont, Precinct 2",U.S. Senate,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",U.S. Senate,,Elissa Slotkin,Democrat,421,385,36,0
Newaygo,"City of Fremont, Precinct 2",U.S. Senate,,Mike Rogers,Republican,753,672,81,0
Newaygo,"City of Fremont, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,Libertarian,18,17,1,0
Newaygo,"City of Fremont, Precinct 2",U.S. Senate,,Dave Stein,U.S. Taxpayers,7,7,0,0
Newaygo,"City of Fremont, Precinct 2",U.S. Senate,,Douglas P. Marsh,Green,4,3,1,0
Newaygo,"City of Fremont, Precinct 2",U.S. Senate,,Doug Dern,Natural Law,5,4,1,0
Newaygo,"City of Fremont, Precinct 2",U.S. Senate,,Write-in,,3,2,1,0
Newaygo,"City of Fremont, Precinct 2",U.S. Senate,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",U.S. Senate,,Under Vote Count,,16,14,2,0
Newaygo,"City of Fremont, Precinct 2",U.S. House,2,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",U.S. House,2,Michael Lynch,Democrat,378,345,33,0
Newaygo,"City of Fremont, Precinct 2",U.S. House,2,John R. Moolenaar,Republican,783,700,83,0
Newaygo,"City of Fremont, Precinct 2",U.S. House,2,Ben DeJong,Libertarian,18,17,1,0
Newaygo,"City of Fremont, Precinct 2",U.S. House,2,Scott Adams,U.S. Taxpayers,15,13,2,0
Newaygo,"City of Fremont, Precinct 2",U.S. House,2,Write-in,,5,3,2,0
Newaygo,"City of Fremont, Precinct 2",U.S. House,2,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",U.S. House,2,Under Vote Count,,28,26,2,0
Newaygo,"City of Fremont, Precinct 2",State House,101,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",State House,101,Christopher R. Crain,Democrat,395,360,35,0
Newaygo,"City of Fremont, Precinct 2",State House,101,Joseph D. Fox,Republican,791,707,84,0
Newaygo,"City of Fremont, Precinct 2",State House,101,Write-in,,8,6,2,0
Newaygo,"City of Fremont, Precinct 2",State House,101,Over Vote Count,,1,1,0,0
Newaygo,"City of Fremont, Precinct 2",State House,101,Under Vote Count,,32,30,2,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Theodore Jones,Democrat,351,317,34,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,350,316,34,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Tom McMillin,Republican,718,640,78,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Nikki Snyder,Republican,732,656,76,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Scotty Boman,Libertarian,25,23,2,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,10,8,2,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,15,14,1,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Mary Anne Hering,Working Class,50,48,2,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Write-in,,13,10,3,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",Member of the State Board of Education,,Under Vote Count,,190,176,14,0
Newaygo,"City of Fremont, Precinct 2",Regent of the University of Michigan,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Regent of the University of Michigan,,Denise Ilitch,Democrat,362,328,34,0
Newaygo,"City of Fremont, Precinct 2",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,356,324,32,0
Newaygo,"City of Fremont, Precinct 2",Regent of the University of Michigan,,Carl Meyers,Republican,753,671,82,0
Newaygo,"City of Fremont, Precinct 2",Regent of the University of Michigan,,Sevag Vartanian,Republican,671,598,73,0
Newaygo,"City of Fremont, Precinct 2",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,33,33,0,0
Newaygo,"City of Fremont, Precinct 2",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,40,38,2,0
Newaygo,"City of Fremont, Precinct 2",Regent of the University of Michigan,,Write-in,,12,9,3,0
Newaygo,"City of Fremont, Precinct 2",Regent of the University of Michigan,,Over Vote Count,,2,2,0,0
Newaygo,"City of Fremont, Precinct 2",Regent of the University of Michigan,,Under Vote Count,,225,205,20,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,375,342,33,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,329,298,31,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,Mike Balow,Republican,722,643,79,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,Julie Maday,Republican,708,628,80,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,Grant T. Baker,Libertarian,19,19,0,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,32,31,1,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,13,12,1,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,John Anthony La Pietra,Green,16,15,1,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,Write-in,,13,10,3,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Newaygo,"City of Fremont, Precinct 2",Trustee of Michigan State University,,Under Vote Count,,227,210,17,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Ballots Cast,,1227,1104,123,0
Newaygo,"City of Fremont, Precinct 2",Governor of Wayne State University,,Rasha Demashkieh,Democrat,338,305,33,0
