county,precinct,office,district,candidate,party,total,election_day,early_voting,av_counting_boards,votes
Lake,"Pinora Township, Precinct 11",Justice of Supreme Court,,Over Vote Count,,0,0,0,0,0
Lake,"Pinora Township, Precinct 11",Justice of Supreme Court,,Under Vote Count,,138,125,13,0,138
Lake,"Pinora Township, Precinct 11",Justice of Supreme Court Partial Term,,Ballots Cast,,465,418,47,0,465
Lake,"Pinora Township, Precinct 11",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,131,119,12,0,131
Lake,"Pinora Township, Precinct 11",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,188,162,26,0,188
Lake,"Pinora Township, Precinct 11",Justice of Supreme Court Partial Term,,Write-in,,7,7,0,0,7
Lake,"Pinora Township, Precinct 11",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0,0,0
Lake,"Pinora Township, Precinct 11",Justice of Supreme Court Partial Term,,Under Vote Count,,139,130,9,0,139
Lake,"Pinora Township, Precinct 11",Judge of Court of Appeals 4th District 6 Year Term,,Ballots Cast,,465,418,47,0,465
Lake,"Pinora Township, Precinct 11",Judge of Court of Appeals 4th District 6 Year Term,,Stephen L. Borrello,,256,224,32,0,256
Lake,"Pinora Township, Precinct 11",Judge of Court of Appeals 4th District 6 Year Term,,Write-in,,11,9,2,0,11
Lake,"Pinora Township, Precinct 11",Judge of Court of Appeals 4th District 6 Year Term,,Over Vote Count,,0,0,0,0,0
Lake,"Pinora Township, Precinct 11",Judge of Court of Appeals 4th District 6 Year Term,,Under Vote Count,,198,185,13,0,198
Lake,"Pinora Township, Precinct 11",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Ballots Cast,,465,418,47,0,465
Lake,"Pinora Township, Precinct 11",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,252,224,28,0,252
Lake,"Pinora Township, Precinct 11",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Write-in,,10,8,2,0,10
Lake,"Pinora Township, Precinct 11",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0,0
Lake,"Pinora Township, Precinct 11",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Under Vote Count,,203,186,17,0,203
Lake,"Pinora Township, Precinct 11",Judge of Probate Court,,Ballots Cast,,465,418,47,0,465
Lake,"Pinora Township, Precinct 11",Judge of Probate Court,,Floyd Brown,,69,62,7,0,69
Lake,"Pinora Township, Precinct 11",Judge of Probate Court,,David M. Glancy,,234,202,32,0,234
Lake,"Pinora Township, Precinct 11",Judge of Probate Court,,Write-in,,6,5,1,0,6
Lake,"Pinora Township, Precinct 11",Judge of Probate Court,,Over Vote Count,,0,0,0,0,0
Lake,"Pinora Township, Precinct 11",Judge of Probate Court,,Under Vote Count,,156,149,7,0,156
Lake,"Pinora Township, Precinct 11",Pine River School District Board Member,,Ballots Cast,,177,160,17,0,177
Lake,"Pinora Township, Precinct 11",Pine River School District Board Member,,Katy Draper,,63,57,6,0,63
Lake,"Pinora Township, Precinct 11",Pine River School District Board Member,,Wendy Ragatzki,,69,57,12,0,69
Lake,"Pinora Township, Precinct 11",Pine River School District Board Member,,Susan Stoll,,27,24,3,0,27
Lake,"Pinora Township, Precinct 11",Pine River School District Board Member,,Wayne W. Tessman Jr.,,31,31,0,0,31
Lake,"Pinora Township, Precinct 11",Pine River School District Board Member,,Write-in,,2,2,0,0,2
Lake,"Pinora Township, Precinct 11",Pine River School District Board Member,,Over Vote Count,,0,0,0,0,0
Lake,"Pinora Township, Precinct 11",Pine River School District Board Member,,Under Vote Count,,162,149,13,0,162
Lake,"Pinora Township, Precinct 11",Reed City School District Board Member,,Ballots Cast,,288,258,30,0,288
Lake,"Pinora Township, Precinct 11",Reed City School District Board Member,,Sherry Westra Franklin,,86,78,8,0,86
Lake,"Pinora Township, Precinct 11",Reed City School District Board Member,,Spencer Mund,,103,94,9,0,103
Lake,"Pinora Township, Precinct 11",Reed City School District Board Member,,Nicole Quinn,,94,81,13,0,94
Lake,"Pinora Township, Precinct 11",Reed City School District Board Member,,Nate Vanderhoof,,113,99,14,0,113
Lake,"Pinora Township, Precinct 11",Reed City School District Board Member,,Write-in,,4,4,0,0,4
Lake,"Pinora Township, Precinct 11",Reed City School District Board Member,,Over Vote Count,,0,0,0,0,0
Lake,"Pinora Township, Precinct 11",Reed City School District Board Member,,Under Vote Count,,752,676,76,0,752
Lake,"Pinora Township, Precinct 11",Lake County Veterans Affairs Proposal,,Ballots Cast,,465,418,47,0,465
Lake,"Pinora Township, Precinct 11",Lake County Veterans Affairs Proposal,,Yes,,290,258,32,0,290
Lake,"Pinora Township, Precinct 11",Lake County Veterans Affairs Proposal,,No,,85,76,9,0,85
Lake,"Pinora Township, Precinct 11",Lake County Veterans Affairs Proposal,,Over Vote Count,,0,0,0,0,0
Lake,"Pinora Township, Precinct 11",Lake County Veterans Affairs Proposal,,Under Vote Count,,90,84,6,0,90
Lake,"Pinora Township, Precinct 11",Lake County Emergency Medical Services Millage Proposal,,Ballots Cast,,465,418,47,0,465
Lake,"Pinora Township, Precinct 11",Lake County Emergency Medical Services Millage Proposal,,Yes,,251,223,28,0,251
Lake,"Pinora Township, Precinct 11",Lake County Emergency Medical Services Millage Proposal,,No,,119,105,14,0,119
Lake,"Pinora Township, Precinct 11",Lake County Emergency Medical Services Millage Proposal,,Over Vote Count,,0,0,0,0,0
Lake,"Pinora Township, Precinct 11",Lake County Emergency Medical Services Millage Proposal,,Under Vote Count,,95,90,5,0,95
Lake,"Pleasant Plains Township, Precinct 12",President,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",President,,Kamala D. Harris,Democrat,320,274,46,0,320
Lake,"Pleasant Plains Township, Precinct 12",President,,Donald J. Trump,Republican,455,369,86,0,455
Lake,"Pleasant Plains Township, Precinct 12",President,,Chase Oliver,Libertarian,7,7,0,0,7
Lake,"Pleasant Plains Township, Precinct 12",President,,"Robert F. Kennedy, Jr.",Natural Law,3,2,1,0,3
Lake,"Pleasant Plains Township, Precinct 12",President,,Joseph Kishore / Jerry White,No Party Affiliation,2,2,0,0,2
Lake,"Pleasant Plains Township, Precinct 12",President,,Cornel West / Melina Abdullah,No Party Affiliation,1,1,0,0,1
Lake,"Pleasant Plains Township, Precinct 12",President,,Over Vote Count,,1,1,0,0,1
Lake,"Pleasant Plains Township, Precinct 12",President,,Under Vote Count,,6,6,0,0,6
Lake,"Pleasant Plains Township, Precinct 12",U.S. Senate,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",U.S. Senate,,Elissa Slotkin,Democrat,314,269,45,0,314
Lake,"Pleasant Plains Township, Precinct 12",U.S. Senate,,Mike Rogers,Republican,403,321,82,0,403
Lake,"Pleasant Plains Township, Precinct 12",U.S. Senate,,Joseph Solis-Mullen,Libertarian,13,13,0,0,13
Lake,"Pleasant Plains Township, Precinct 12",U.S. Senate,,Dave Stein,U.S. Taxpayers,10,10,0,0,10
Lake,"Pleasant Plains Township, Precinct 12",U.S. Senate,,Douglas P. Marsh,Green,9,9,0,0,9
Lake,"Pleasant Plains Township, Precinct 12",U.S. Senate,,Doug Dern,Natural Law,9,9,0,0,9
Lake,"Pleasant Plains Township, Precinct 12",U.S. Senate,,Write-in,,3,1,2,0,3
Lake,"Pleasant Plains Township, Precinct 12",U.S. Senate,,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",U.S. Senate,,Under Vote Count,,34,30,4,0,34
Lake,"Pleasant Plains Township, Precinct 12",U.S. House,2,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",U.S. House,2,Michael Lynch,Democrat,285,248,37,0,285
Lake,"Pleasant Plains Township, Precinct 12",U.S. House,2,John R. Moolenaar,Republican,426,337,89,0,426
Lake,"Pleasant Plains Township, Precinct 12",U.S. House,2,Ben DeJong,Libertarian,15,15,0,0,15
Lake,"Pleasant Plains Township, Precinct 12",U.S. House,2,Scott Adams,U.S. Taxpayers,22,20,2,0,22
Lake,"Pleasant Plains Township, Precinct 12",U.S. House,2,Write-in,,2,2,0,0,2
Lake,"Pleasant Plains Township, Precinct 12",U.S. House,2,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",U.S. House,2,Under Vote Count,,45,40,5,0,45
Lake,"Pleasant Plains Township, Precinct 12",State House,101,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",State House,101,Christopher R. Crain,Democrat,293,256,37,0,293
Lake,"Pleasant Plains Township, Precinct 12",State House,101,Joseph D. Fox,Republican,438,351,87,0,438
Lake,"Pleasant Plains Township, Precinct 12",State House,101,Write-in,,5,5,0,0,5
Lake,"Pleasant Plains Township, Precinct 12",State House,101,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",State House,101,Under Vote Count,,59,50,9,0,59
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Theodore Jones,Democrat,263,229,34,0,263
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,240,208,32,0,240
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Tom McMillin,Republican,357,276,81,0,357
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Nikki Snyder,Republican,364,289,75,0,364
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Scotty Boman,Libertarian,35,33,2,0,35
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,14,12,2,0,14
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,14,13,1,0,14
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Mary Anne Hering,Working Class,50,44,6,0,50
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Write-in,,2,2,0,0,2
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Over Vote Count,,2,2,0,0,2
Lake,"Pleasant Plains Township, Precinct 12",Member of the State Board of Education,,Under Vote Count,,249,216,33,0,249
Lake,"Pleasant Plains Township, Precinct 12",Regent of the University of Michigan,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",Regent of the University of Michigan,,Denise Ilitch,Democrat,280,245,35,0,280
Lake,"Pleasant Plains Township, Precinct 12",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,250,214,36,0,250
Lake,"Pleasant Plains Township, Precinct 12",Regent of the University of Michigan,,Carl Meyers,Republican,381,302,79,0,381
Lake,"Pleasant Plains Township, Precinct 12",Regent of the University of Michigan,,Sevag Vartanian,Republican,330,260,70,0,330
Lake,"Pleasant Plains Township, Precinct 12",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,31,26,5,0,31
Lake,"Pleasant Plains Township, Precinct 12",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,36,33,3,0,36
Lake,"Pleasant Plains Township, Precinct 12",Regent of the University of Michigan,,Write-in,,4,3,1,0,4
Lake,"Pleasant Plains Township, Precinct 12",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",Regent of the University of Michigan,,Under Vote Count,,278,241,37,0,278
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,278,242,36,0,278
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,244,211,33,0,244
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,Mike Balow,Republican,362,287,75,0,362
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,Julie Maday,Republican,345,273,72,0,345
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,Grant T. Baker,Libertarian,25,22,3,0,25
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,22,17,5,0,22
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,23,20,3,0,23
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,John Anthony La Pietra,Green,14,13,1,0,14
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,Write-in,,3,2,1,0,3
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",Trustee of Michigan State University,,Under Vote Count,,274,237,37,0,274
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Rasha Demashkieh,Democrat,251,218,33,0,251
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Mark T. Gaffney,Democrat,261,227,34,0,261
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Michael Busuito,Republican,358,280,78,0,358
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Sunny Reddy,Republican,343,269,74,0,343
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Farid Ishac,Libertarian,15,12,3,0,15
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,15,13,2,0,15
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Sami Makhoul,Green,11,11,0,0,11
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Suzanne Roehrig,Working Class,34,30,4,0,34
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Kathleen Oakford,Natural Law,14,13,1,0,14
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Write-in,,5,4,1,0,5
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Over Vote Count,,2,2,0,0,2
Lake,"Pleasant Plains Township, Precinct 12",Governor of Wayne State University,,Under Vote Count,,281,245,36,0,281
Lake,"Pleasant Plains Township, Precinct 12",County Prosecuting Attorney,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",County Prosecuting Attorney,,Gregory T. Mick,No Party Affiliation,279,232,47,0,279
Lake,"Pleasant Plains Township, Precinct 12",County Prosecuting Attorney,,Al Swanson,No Party Affiliation,253,211,42,0,253
Lake,"Pleasant Plains Township, Precinct 12",County Prosecuting Attorney,,Write-in,,15,10,5,0,15
Lake,"Pleasant Plains Township, Precinct 12",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",County Prosecuting Attorney,,Under Vote Count,,248,209,39,0,248
Lake,"Pleasant Plains Township, Precinct 12",County Sheriff,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",County Sheriff,,Rich Martin,Republican,527,429,98,0,527
Lake,"Pleasant Plains Township, Precinct 12",County Sheriff,,Joseph Umbreit,No Party Affiliation,198,168,30,0,198
Lake,"Pleasant Plains Township, Precinct 12",County Sheriff,,Write-in,,9,9,0,0,9
Lake,"Pleasant Plains Township, Precinct 12",County Sheriff,,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",County Sheriff,,Under Vote Count,,61,56,5,0,61
Lake,"Pleasant Plains Township, Precinct 12",County Clerk and Register of Deeds,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",County Clerk and Register of Deeds,,Patti Pacola,Republican,503,408,95,0,503
Lake,"Pleasant Plains Township, Precinct 12",County Clerk and Register of Deeds,,Ryan Weston Ducati,No Party Affiliation,186,158,28,0,186
Lake,"Pleasant Plains Township, Precinct 12",County Clerk and Register of Deeds,,Write-in,,6,6,0,0,6
Lake,"Pleasant Plains Township, Precinct 12",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",County Clerk and Register of Deeds,,Under Vote Count,,100,90,10,0,100
Lake,"Pleasant Plains Township, Precinct 12",County Treasurer,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",County Treasurer,,Kellie Allen,Republican,572,470,102,0,572
Lake,"Pleasant Plains Township, Precinct 12",County Treasurer,,Write-in,,25,20,5,0,25
Lake,"Pleasant Plains Township, Precinct 12",County Treasurer,,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",County Treasurer,,Under Vote Count,,198,172,26,0,198
Lake,"Pleasant Plains Township, Precinct 12",County Road Commissioner,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",County Road Commissioner,,Jim Fri,Democrat,296,258,38,0,296
Lake,"Pleasant Plains Township, Precinct 12",County Road Commissioner,,Don Divis,Republican,436,346,90,0,436
Lake,"Pleasant Plains Township, Precinct 12",County Road Commissioner,,Write-in,,4,3,1,0,4
Lake,"Pleasant Plains Township, Precinct 12",County Road Commissioner,,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",County Road Commissioner,,Under Vote Count,,59,55,4,0,59
Lake,"Pleasant Plains Township, Precinct 12",County Surveyor,,Ballots Cast,,795,662,133,0,795
Lake,"Pleasant Plains Township, Precinct 12",County Surveyor,,Patrick Johnson,Republican,573,469,104,0,573
Lake,"Pleasant Plains Township, Precinct 12",County Surveyor,,Write-in,,32,26,6,0,32
Lake,"Pleasant Plains Township, Precinct 12",County Surveyor,,Over Vote Count,,0,0,0,0,0
Lake,"Pleasant Plains Township, Precinct 12",County Surveyor,,Under Vote Count,,190,167,23,0,190
Lake,"Pleasant Plains Township, Precinct 12",County Commissioner 6th District,,Ballots Cast,,448,363,85,0,448
Lake,"Pleasant Plains Township, Precinct 12",County Commissioner 6th District,,Jamie Russell,Republican,329,261,68,0,329
