county,precinct,office,district,candidate,party,votes,election_day,av_counting_boards,early_voting
Jackson,"Hanover Township, Precinct 2",President,,Donald J. Trump,REP,915,617,184,114
Jackson,"Henrietta Township, Precinct 1NW",President,,Donald J. Trump,REP,909,446,296,167
Jackson,"Henrietta Township, Precinct 2",President,,Donald J. Trump,REP,1040,596,295,149
Jackson,"Leoni Township, Precinct 1MC",President,,Donald J. Trump,REP,1211,514,487,210
Jackson,"Leoni Township, Precinct 2",President,,Donald J. Trump,REP,1256,633,406,217
Jackson,"Leoni Township, Precinct 3",President,,Donald J. Trump,REP,1075,514,351,210
Jackson,"Leoni Township, Precinct 4",President,,Donald J. Trump,REP,1276,543,417,316
Jackson,"Liberty Township, Precinct 1",President,,Donald J. Trump,REP,832,641,0,191
Jackson,"Liberty Township, Precinct 2",President,,Donald J. Trump,REP,590,439,0,151
Jackson,"Napoleon Township, Precinct 1NAP",President,,Donald J. Trump,REP,926,560,240,126
Jackson,"Napoleon Township, Precinct 2",President,,Donald J. Trump,REP,845,462,209,174
Jackson,"Napoleon Township, Precinct 3NAP",President,,Donald J. Trump,REP,960,506,306,148
Jackson,"Norvell Township, Precinct 1",President,,Donald J. Trump,REP,546,351,152,43
Jackson,"Norvell Township, Precinct 2COL",President,,Donald J. Trump,REP,690,351,242,97
Jackson,"Parma Township, Precinct 1",President,,Donald J. Trump,REP,997,856,0,141
Jackson,"Pulaski Township, Precinct 1",President,,Donald J. Trump,REP,792,715,0,77
Jackson,"Rives Township, Precinct 1",President,,Donald J. Trump,REP,1010,529,253,228
Jackson,"Rives Township, Precinct 2",President,,Donald J. Trump,REP,841,440,219,182
Jackson,"Sandstone Charter Township, Precinct 1",President,,Donald J. Trump,REP,715,339,198,178
Jackson,"Sandstone Charter Township, Precinct 2WEST",President,,Donald J. Trump,REP,539,285,118,136
Jackson,"Sandstone Charter Township, Precinct 3",President,,Donald J. Trump,REP,477,293,83,101
Jackson,"Spring Arbor Township, Precinct 1",President,,Donald J. Trump,REP,691,256,211,224
Jackson,"Spring Arbor Township, Precinct 2",President,,Donald J. Trump,REP,1231,482,290,459
Jackson,"Spring Arbor Township, Precinct 3",President,,Donald J. Trump,REP,1049,492,235,322
Jackson,"Springport Township, Precinct 1",President,,Donald J. Trump,REP,819,762,0,57
Jackson,"Summit Township, Precinct 1JPS",President,,Donald J. Trump,REP,730,351,196,183
Jackson,"Summit Township, Precinct 2",President,,Donald J. Trump,REP,1144,362,444,338
Jackson,"Summit Township, Precinct 3JPS",President,,Donald J. Trump,REP,869,331,287,251
Jackson,"Summit Township, Precinct 4JPS",President,,Donald J. Trump,REP,999,303,336,360
Jackson,"Summit Township, Precinct 5",President,,Donald J. Trump,REP,1031,276,337,418
Jackson,"Summit Township, Precinct 6",President,,Donald J. Trump,REP,677,234,213,230
Jackson,"Summit Township, Precinct 7",President,,Donald J. Trump,REP,1192,593,299,300
Jackson,"Summit Township, Precinct 8",President,,Donald J. Trump,REP,904,465,218,221
Jackson,"Tompkins Township, Precinct 1",President,,Donald J. Trump,REP,1087,711,202,174
Jackson,"Waterloo Township, Precinct 1",President,,Donald J. Trump,REP,1104,660,293,151
Jackson,"City of Jackson, Ward 1, Precinct 1",President,,Chase Oliver,LIB,2,1,1,0
Jackson,"City of Jackson, Ward 2, Precinct 2",President,,Chase Oliver,LIB,0,0,0,0
Jackson,"City of Jackson, Ward 2, Precinct 3",President,,Chase Oliver,LIB,3,3,0,0
Jackson,"City of Jackson, Ward 3, Precinct 4",President,,Chase Oliver,LIB,4,4,0,0
Jackson,"City of Jackson, Ward 3, Precinct 5",President,,Chase Oliver,LIB,8,4,3,1
Jackson,"City of Jackson, Ward 4, Precinct 6",President,,Chase Oliver,LIB,4,2,1,1
Jackson,"City of Jackson, Ward 4, Precinct 7",President,,Chase Oliver,LIB,5,5,0,0
Jackson,"City of Jackson, Ward 5, Precinct 8",President,,Chase Oliver,LIB,11,5,5,1
Jackson,"City of Jackson, Ward 6, Precinct 9",President,,Chase Oliver,LIB,5,1,2,2
Jackson,"City of Jackson, Ward 6, Precinct 10",President,,Chase Oliver,LIB,7,4,1,2
Jackson,"Blackman Charter Township, Precinct 1",President,,Chase Oliver,LIB,6,4,1,1
Jackson,"Blackman Charter Township, Precinct 2NW",President,,Chase Oliver,LIB,6,1,3,2
Jackson,"Blackman Charter Township, Precinct 3NW",President,,Chase Oliver,LIB,7,5,1,1
Jackson,"Blackman Charter Township, Precinct 4NW",President,,Chase Oliver,LIB,4,1,3,0
Jackson,"Blackman Charter Township, Precinct 5",President,,Chase Oliver,LIB,7,2,5,0
Jackson,"Blackman Charter Township, Precinct 6NW",President,,Chase Oliver,LIB,9,4,4,1
Jackson,"Columbia Township, Precinct 1",President,,Chase Oliver,LIB,5,2,0,3
Jackson,"Columbia Township, Precinct 2",President,,Chase Oliver,LIB,6,3,1,2
Jackson,"Columbia Township, Precinct 3COL",President,,Chase Oliver,LIB,7,2,2,3
Jackson,"Concord Township, Precinct 1",President,,Chase Oliver,LIB,10,7,1,2
Jackson,"Grass Lake Charter Township, Precinct 1",President,,Chase Oliver,LIB,4,3,1,0
Jackson,"Grass Lake Charter Township, Precinct 2",President,,Chase Oliver,LIB,8,2,5,1
Jackson,"Grass Lake Charter Township, Precinct 3VIL",President,,Chase Oliver,LIB,3,3,0,0
Jackson,"Hanover Township, Precinct 1HH",President,,Chase Oliver,LIB,4,1,3,0
Jackson,"Hanover Township, Precinct 2",President,,Chase Oliver,LIB,2,1,1,0
Jackson,"Henrietta Township, Precinct 1NW",President,,Chase Oliver,LIB,4,4,0,0
Jackson,"Henrietta Township, Precinct 2",President,,Chase Oliver,LIB,7,5,2,0
Jackson,"Leoni Township, Precinct 1MC",President,,Chase Oliver,LIB,10,3,7,0
Jackson,"Leoni Township, Precinct 2",President,,Chase Oliver,LIB,6,1,5,0
Jackson,"Leoni Township, Precinct 3",President,,Chase Oliver,LIB,7,3,1,3
Jackson,"Leoni Township, Precinct 4",President,,Chase Oliver,LIB,6,2,4,0
Jackson,"Liberty Township, Precinct 1",President,,Chase Oliver,LIB,9,9,0,0
Jackson,"Liberty Township, Precinct 2",President,,Chase Oliver,LIB,1,0,0,1
Jackson,"Napoleon Township, Precinct 1NAP",President,,Chase Oliver,LIB,7,5,2,0
Jackson,"Napoleon Township, Precinct 2",President,,Chase Oliver,LIB,3,2,1,0
Jackson,"Napoleon Township, Precinct 3NAP",President,,Chase Oliver,LIB,4,0,3,1
Jackson,"Norvell Township, Precinct 1",President,,Chase Oliver,LIB,4,3,1,0
Jackson,"Norvell Township, Precinct 2COL",President,,Chase Oliver,LIB,3,2,1,0
Jackson,"Parma Township, Precinct 1",President,,Chase Oliver,LIB,11,10,0,1
Jackson,"Pulaski Township, Precinct 1",President,,Chase Oliver,LIB,2,2,0,0
Jackson,"Rives Township, Precinct 1",President,,Chase Oliver,LIB,2,2,0,0
Jackson,"Rives Township, Precinct 2",President,,Chase Oliver,LIB,3,3,0,0
Jackson,"Sandstone Charter Township, Precinct 1",President,,Chase Oliver,LIB,6,4,0,2
Jackson,"Sandstone Charter Township, Precinct 2WEST",President,,Chase Oliver,LIB,4,3,1,0
Jackson,"Sandstone Charter Township, Precinct 3",President,,Chase Oliver,LIB,3,1,2,0
Jackson,"Spring Arbor Township, Precinct 1",President,,Chase Oliver,LIB,4,1,3,0
Jackson,"Spring Arbor Township, Precinct 2",President,,Chase Oliver,LIB,4,1,1,2
Jackson,"Spring Arbor Township, Precinct 3",President,,Chase Oliver,LIB,3,0,2,1
Jackson,"Springport Township, Precinct 1",President,,Chase Oliver,LIB,4,4,0,0
Jackson,"Summit Township, Precinct 1JPS",President,,Chase Oliver,LIB,12,8,4,0
Jackson,"Summit Township, Precinct 2",President,,Chase Oliver,LIB,1,1,0,0
Jackson,"Summit Township, Precinct 3JPS",President,,Chase Oliver,LIB,7,3,3,1
Jackson,"Summit Township, Precinct 4JPS",President,,Chase Oliver,LIB,8,5,1,2
Jackson,"Summit Township, Precinct 5",President,,Chase Oliver,LIB,4,2,1,1
Jackson,"Summit Township, Precinct 6",President,,Chase Oliver,LIB,8,4,2,2
Jackson,"Summit Township, Precinct 7",President,,Chase Oliver,LIB,12,7,5,0
Jackson,"Summit Township, Precinct 8",President,,Chase Oliver,LIB,7,3,3,1
Jackson,"Tompkins Township, Precinct 1",President,,Chase Oliver,LIB,12,8,2,2
Jackson,"Waterloo Township, Precinct 1",President,,Chase Oliver,LIB,7,5,2,0
Jackson,"City of Jackson, Ward 1, Precinct 1",President,,Randall Terry,UST,3,0,2,1
Jackson,"City of Jackson, Ward 2, Precinct 2",President,,Randall Terry,UST,0,0,0,0
Jackson,"City of Jackson, Ward 2, Precinct 3",President,,Randall Terry,UST,1,0,0,1
Jackson,"City of Jackson, Ward 3, Precinct 4",President,,Randall Terry,UST,1,0,1,0
Jackson,"City of Jackson, Ward 3, Precinct 5",President,,Randall Terry,UST,4,3,1,0
Jackson,"City of Jackson, Ward 4, Precinct 6",President,,Randall Terry,UST,4,2,2,0
Jackson,"City of Jackson, Ward 4, Precinct 7",President,,Randall Terry,UST,1,0,1,0
Jackson,"City of Jackson, Ward 5, Precinct 8",President,,Randall Terry,UST,5,4,0,1
Jackson,"City of Jackson, Ward 6, Precinct 9",President,,Randall Terry,UST,5,3,2,0
Jackson,"City of Jackson, Ward 6, Precinct 10",President,,Randall Terry,UST,2,0,2,0
Jackson,"Blackman Charter Township, Precinct 1",President,,Randall Terry,UST,1,0,0,1
Jackson,"Blackman Charter Township, Precinct 2NW",President,,Randall Terry,UST,1,0,1,0
Jackson,"Blackman Charter Township, Precinct 3NW",President,,Randall Terry,UST,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 4NW",President,,Randall Terry,UST,2,0,2,0
Jackson,"Blackman Charter Township, Precinct 5",President,,Randall Terry,UST,5,3,2,0
Jackson,"Blackman Charter Township, Precinct 6NW",President,,Randall Terry,UST,2,0,2,0
Jackson,"Columbia Township, Precinct 1",President,,Randall Terry,UST,2,0,2,0
Jackson,"Columbia Township, Precinct 2",President,,Randall Terry,UST,2,1,1,0
Jackson,"Columbia Township, Precinct 3COL",President,,Randall Terry,UST,2,1,1,0
Jackson,"Concord Township, Precinct 1",President,,Randall Terry,UST,3,1,2,0
Jackson,"Grass Lake Charter Township, Precinct 1",President,,Randall Terry,UST,0,0,0,0
Jackson,"Grass Lake Charter Township, Precinct 2",President,,Randall Terry,UST,2,1,1,0
Jackson,"Grass Lake Charter Township, Precinct 3VIL",President,,Randall Terry,UST,0,0,0,0
Jackson,"Hanover Township, Precinct 1HH",President,,Randall Terry,UST,2,2,0,0
Jackson,"Hanover Township, Precinct 2",President,,Randall Terry,UST,0,0,0,0
Jackson,"Henrietta Township, Precinct 1NW",President,,Randall Terry,UST,3,0,3,0
Jackson,"Henrietta Township, Precinct 2",President,,Randall Terry,UST,0,0,0,0
Jackson,"Leoni Township, Precinct 1MC",President,,Randall Terry,UST,1,1,0,0
Jackson,"Leoni Township, Precinct 2",President,,Randall Terry,UST,1,0,1,0
Jackson,"Leoni Township, Precinct 3",President,,Randall Terry,UST,2,0,2,0
Jackson,"Leoni Township, Precinct 4",President,,Randall Terry,UST,13,11,1,1
Jackson,"Liberty Township, Precinct 1",President,,Randall Terry,UST,1,1,0,0
Jackson,"Liberty Township, Precinct 2",President,,Randall Terry,UST,1,1,0,0
Jackson,"Napoleon Township, Precinct 1NAP",President,,Randall Terry,UST,1,1,0,0
Jackson,"Napoleon Township, Precinct 2",President,,Randall Terry,UST,0,0,0,0
Jackson,"Napoleon Township, Precinct 3NAP",President,,Randall Terry,UST,2,0,2,0
Jackson,"Norvell Township, Precinct 1",President,,Randall Terry,UST,0,0,0,0
Jackson,"Norvell Township, Precinct 2COL",President,,Randall Terry,UST,3,2,1,0
Jackson,"Parma Township, Precinct 1",President,,Randall Terry,UST,5,5,0,0
Jackson,"Pulaski Township, Precinct 1",President,,Randall Terry,UST,0,0,0,0
Jackson,"Rives Township, Precinct 1",President,,Randall Terry,UST,2,1,1,0
Jackson,"Rives Township, Precinct 2",President,,Randall Terry,UST,2,0,2,0
Jackson,"Sandstone Charter Township, Precinct 1",President,,Randall Terry,UST,0,0,0,0
Jackson,"Sandstone Charter Township, Precinct 2WEST",President,,Randall Terry,UST,2,1,1,0
Jackson,"Sandstone Charter Township, Precinct 3",President,,Randall Terry,UST,0,0,0,0
Jackson,"Spring Arbor Township, Precinct 1",President,,Randall Terry,UST,6,4,2,0
Jackson,"Spring Arbor Township, Precinct 2",President,,Randall Terry,UST,2,0,1,1
Jackson,"Spring Arbor Township, Precinct 3",President,,Randall Terry,UST,2,1,0,1
Jackson,"Springport Township, Precinct 1",President,,Randall Terry,UST,4,4,0,0
Jackson,"Summit Township, Precinct 1JPS",President,,Randall Terry,UST,3,1,2,0
Jackson,"Summit Township, Precinct 2",President,,Randall Terry,UST,2,1,1,0
Jackson,"Summit Township, Precinct 3JPS",President,,Randall Terry,UST,4,1,2,1
Jackson,"Summit Township, Precinct 4JPS",President,,Randall Terry,UST,1,0,1,0
Jackson,"Summit Township, Precinct 5",President,,Randall Terry,UST,1,0,1,0
Jackson,"Summit Township, Precinct 6",President,,Randall Terry,UST,1,0,1,0
Jackson,"Summit Township, Precinct 7",President,,Randall Terry,UST,1,1,0,0
Jackson,"Summit Township, Precinct 8",President,,Randall Terry,UST,1,1,0,0
Jackson,"Tompkins Township, Precinct 1",President,,Randall Terry,UST,1,1,0,0
Jackson,"Waterloo Township, Precinct 1",President,,Randall Terry,UST,2,2,0,0
Jackson,"City of Jackson, Ward 1, Precinct 1",President,,Jill Stein,GRN,8,3,5,0
Jackson,"City of Jackson, Ward 2, Precinct 2",President,,Jill Stein,GRN,0,0,0,0
Jackson,"City of Jackson, Ward 2, Precinct 3",President,,Jill Stein,GRN,5,4,0,1
Jackson,"City of Jackson, Ward 3, Precinct 4",President,,Jill Stein,GRN,2,2,0,0
Jackson,"City of Jackson, Ward 3, Precinct 5",President,,Jill Stein,GRN,6,4,2,0
Jackson,"City of Jackson, Ward 4, Precinct 6",President,,Jill Stein,GRN,5,2,3,0
Jackson,"City of Jackson, Ward 4, Precinct 7",President,,Jill Stein,GRN,1,1,0,0
Jackson,"City of Jackson, Ward 5, Precinct 8",President,,Jill Stein,GRN,11,7,2,2
Jackson,"City of Jackson, Ward 6, Precinct 9",President,,Jill Stein,GRN,8,5,3,0
Jackson,"City of Jackson, Ward 6, Precinct 10",President,,Jill Stein,GRN,4,2,0,2
Jackson,"Blackman Charter Township, Precinct 1",President,,Jill Stein,GRN,5,2,3,0
Jackson,"Blackman Charter Township, Precinct 2NW",President,,Jill Stein,GRN,2,1,1,0
Jackson,"Blackman Charter Township, Precinct 3NW",President,,Jill Stein,GRN,5,3,0,2
Jackson,"Blackman Charter Township, Precinct 4NW",President,,Jill Stein,GRN,1,1,0,0
Jackson,"Blackman Charter Township, Precinct 5",President,,Jill Stein,GRN,2,2,0,0
Jackson,"Blackman Charter Township, Precinct 6NW",President,,Jill Stein,GRN,8,3,4,1
Jackson,"Columbia Township, Precinct 1",President,,Jill Stein,GRN,3,3,0,0
Jackson,"Columbia Township, Precinct 2",President,,Jill Stein,GRN,3,2,1,0
Jackson,"Columbia Township, Precinct 3COL",President,,Jill Stein,GRN,3,1,0,2
Jackson,"Concord Township, Precinct 1",President,,Jill Stein,GRN,5,2,2,1
Jackson,"Grass Lake Charter Township, Precinct 1",President,,Jill Stein,GRN,3,3,0,0
Jackson,"Grass Lake Charter Township, Precinct 2",President,,Jill Stein,GRN,3,3,0,0
Jackson,"Grass Lake Charter Township, Precinct 3VIL",President,,Jill Stein,GRN,2,0,2,0
Jackson,"Hanover Township, Precinct 1HH",President,,Jill Stein,GRN,1,0,1,0
Jackson,"Hanover Township, Precinct 2",President,,Jill Stein,GRN,2,0,1,1
Jackson,"Henrietta Township, Precinct 1NW",President,,Jill Stein,GRN,2,2,0,0
Jackson,"Henrietta Township, Precinct 2",President,,Jill Stein,GRN,3,1,1,1
Jackson,"Leoni Township, Precinct 1MC",President,,Jill Stein,GRN,5,3,1,1
Jackson,"Leoni Township, Precinct 2",President,,Jill Stein,GRN,14,6,6,2
Jackson,"Leoni Township, Precinct 3",President,,Jill Stein,GRN,6,2,4,0
Jackson,"Leoni Township, Precinct 4",President,,Jill Stein,GRN,2,1,1,0
Jackson,"Liberty Township, Precinct 1",President,,Jill Stein,GRN,1,1,0,0
Jackson,"Liberty Township, Precinct 2",President,,Jill Stein,GRN,0,0,0,0
Jackson,"Napoleon Township, Precinct 1NAP",President,,Jill Stein,GRN,1,1,0,0
Jackson,"Napoleon Township, Precinct 2",President,,Jill Stein,GRN,10,5,5,0
Jackson,"Napoleon Township, Precinct 3NAP",President,,Jill Stein,GRN,1,0,1,0
Jackson,"Norvell Township, Precinct 1",President,,Jill Stein,GRN,2,0,2,0
Jackson,"Norvell Township, Precinct 2COL",President,,Jill Stein,GRN,3,1,2,0
Jackson,"Parma Township, Precinct 1",President,,Jill Stein,GRN,5,5,0,0
Jackson,"Pulaski Township, Precinct 1",President,,Jill Stein,GRN,2,2,0,0
Jackson,"Rives Township, Precinct 1",President,,Jill Stein,GRN,3,2,1,0
Jackson,"Rives Township, Precinct 2",President,,Jill Stein,GRN,1,1,0,0
Jackson,"Sandstone Charter Township, Precinct 1",President,,Jill Stein,GRN,2,0,2,0
Jackson,"Sandstone Charter Township, Precinct 2WEST",President,,Jill Stein,GRN,2,1,1,0
Jackson,"Sandstone Charter Township, Precinct 3",President,,Jill Stein,GRN,0,0,0,0
Jackson,"Spring Arbor Township, Precinct 1",President,,Jill Stein,GRN,1,1,0,0
Jackson,"Spring Arbor Township, Precinct 2",President,,Jill Stein,GRN,5,1,1,3
Jackson,"Spring Arbor Township, Precinct 3",President,,Jill Stein,GRN,7,4,2,1
Jackson,"Springport Township, Precinct 1",President,,Jill Stein,GRN,4,4,0,0
Jackson,"Summit Township, Precinct 1JPS",President,,Jill Stein,GRN,2,2,0,0
Jackson,"Summit Township, Precinct 2",President,,Jill Stein,GRN,2,2,0,0
Jackson,"Summit Township, Precinct 3JPS",President,,Jill Stein,GRN,8,3,2,3
Jackson,"Summit Township, Precinct 4JPS",President,,Jill Stein,GRN,8,1,6,1
Jackson,"Summit Township, Precinct 5",President,,Jill Stein,GRN,2,0,0,2
Jackson,"Summit Township, Precinct 6",President,,Jill Stein,GRN,3,0,2,1
Jackson,"Summit Township, Precinct 7",President,,Jill Stein,GRN,4,3,0,1
Jackson,"Summit Township, Precinct 8",President,,Jill Stein,GRN,4,2,1,1
Jackson,"Tompkins Township, Precinct 1",President,,Jill Stein,GRN,4,4,0,0
Jackson,"Waterloo Township, Precinct 1",President,,Jill Stein,GRN,3,1,2,0
Jackson,"City of Jackson, Ward 1, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,13,6,5,2
Jackson,"City of Jackson, Ward 2, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,2,2,0,0
Jackson,"City of Jackson, Ward 2, Precinct 3",President,,"Robert F. Kennedy, Jr.",NLP,12,4,5,3
Jackson,"City of Jackson, Ward 3, Precinct 4",President,,"Robert F. Kennedy, Jr.",NLP,3,1,2,0
Jackson,"City of Jackson, Ward 3, Precinct 5",President,,"Robert F. Kennedy, Jr.",NLP,12,7,4,1
Jackson,"City of Jackson, Ward 4, Precinct 6",President,,"Robert F. Kennedy, Jr.",NLP,11,7,4,0
Jackson,"City of Jackson, Ward 4, Precinct 7",President,,"Robert F. Kennedy, Jr.",NLP,4,2,1,1
Jackson,"City of Jackson, Ward 5, Precinct 8",President,,"Robert F. Kennedy, Jr.",NLP,11,6,4,1
Jackson,"City of Jackson, Ward 6, Precinct 9",President,,"Robert F. Kennedy, Jr.",NLP,4,2,2,0
Jackson,"City of Jackson, Ward 6, Precinct 10",President,,"Robert F. Kennedy, Jr.",NLP,5,3,2,0
Jackson,"Blackman Charter Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,11,6,3,2
Jackson,"Blackman Charter Township, Precinct 2NW",President,,"Robert F. Kennedy, Jr.",NLP,12,4,4,4
Jackson,"Blackman Charter Township, Precinct 3NW",President,,"Robert F. Kennedy, Jr.",NLP,4,1,2,1
Jackson,"Blackman Charter Township, Precinct 4NW",President,,"Robert F. Kennedy, Jr.",NLP,9,3,6,0
Jackson,"Blackman Charter Township, Precinct 5",President,,"Robert F. Kennedy, Jr.",NLP,11,4,6,1
Jackson,"Blackman Charter Township, Precinct 6NW",President,,"Robert F. Kennedy, Jr.",NLP,14,7,7,0
Jackson,"Columbia Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,10,5,1,4
Jackson,"Columbia Township, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,8,3,2,3
Jackson,"Columbia Township, Precinct 3COL",President,,"Robert F. Kennedy, Jr.",NLP,14,5,8,1
Jackson,"Concord Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,9,5,3,1
Jackson,"Grass Lake Charter Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,5,3,2,0
Jackson,"Grass Lake Charter Township, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,12,5,6,1
Jackson,"Grass Lake Charter Township, Precinct 3VIL",President,,"Robert F. Kennedy, Jr.",NLP,4,3,1,0
Jackson,"Hanover Township, Precinct 1HH",President,,"Robert F. Kennedy, Jr.",NLP,2,1,1,0
Jackson,"Hanover Township, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,6,4,2,0
Jackson,"Henrietta Township, Precinct 1NW",President,,"Robert F. Kennedy, Jr.",NLP,10,7,3,0
Jackson,"Henrietta Township, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,5,2,3,0
Jackson,"Leoni Township, Precinct 1MC",President,,"Robert F. Kennedy, Jr.",NLP,10,0,9,1
Jackson,"Leoni Township, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,12,7,4,1
Jackson,"Leoni Township, Precinct 3",President,,"Robert F. Kennedy, Jr.",NLP,12,6,4,2
Jackson,"Leoni Township, Precinct 4",President,,"Robert F. Kennedy, Jr.",NLP,13,5,7,1
Jackson,"Liberty Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,6,5,0,1
Jackson,"Liberty Township, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,4,2,0,2
Jackson,"Napoleon Township, Precinct 1NAP",President,,"Robert F. Kennedy, Jr.",NLP,11,4,6,1
Jackson,"Napoleon Township, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,8,3,3,2
Jackson,"Napoleon Township, Precinct 3NAP",President,,"Robert F. Kennedy, Jr.",NLP,11,5,4,2
Jackson,"Norvell Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,1,0,1,0
Jackson,"Norvell Township, Precinct 2COL",President,,"Robert F. Kennedy, Jr.",NLP,9,4,4,1
Jackson,"Parma Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,11,11,0,0
Jackson,"Pulaski Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,5,5,0,0
Jackson,"Rives Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,9,3,5,1
Jackson,"Rives Township, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,6,3,3,0
Jackson,"Sandstone Charter Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,4,2,2,0
Jackson,"Sandstone Charter Township, Precinct 2WEST",President,,"Robert F. Kennedy, Jr.",NLP,4,1,2,1
Jackson,"Sandstone Charter Township, Precinct 3",President,,"Robert F. Kennedy, Jr.",NLP,3,2,1,0
Jackson,"Spring Arbor Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,5,1,2,2
Jackson,"Spring Arbor Township, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,9,3,2,4
Jackson,"Spring Arbor Township, Precinct 3",President,,"Robert F. Kennedy, Jr.",NLP,10,8,2,0
Jackson,"Springport Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,10,10,0,0
Jackson,"Summit Township, Precinct 1JPS",President,,"Robert F. Kennedy, Jr.",NLP,9,4,4,1
Jackson,"Summit Township, Precinct 2",President,,"Robert F. Kennedy, Jr.",NLP,16,7,6,3
Jackson,"Summit Township, Precinct 3JPS",President,,"Robert F. Kennedy, Jr.",NLP,15,10,5,0
Jackson,"Summit Township, Precinct 4JPS",President,,"Robert F. Kennedy, Jr.",NLP,10,4,5,1
Jackson,"Summit Township, Precinct 5",President,,"Robert F. Kennedy, Jr.",NLP,7,0,4,3
Jackson,"Summit Township, Precinct 6",President,,"Robert F. Kennedy, Jr.",NLP,4,2,2,0
Jackson,"Summit Township, Precinct 7",President,,"Robert F. Kennedy, Jr.",NLP,16,7,8,1
Jackson,"Summit Township, Precinct 8",President,,"Robert F. Kennedy, Jr.",NLP,12,3,6,3
Jackson,"Tompkins Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,5,2,1,2
Jackson,"Waterloo Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,7,4,3,0
Jackson,"City of Jackson, Ward 1, Precinct 1",President,,Joseph Kishore,,2,1,1,0
Jackson,"City of Jackson, Ward 2, Precinct 2",President,,Joseph Kishore,,0,0,0,0
Jackson,"City of Jackson, Ward 2, Precinct 3",President,,Joseph Kishore,,0,0,0,0
Jackson,"City of Jackson, Ward 3, Precinct 4",President,,Joseph Kishore,,0,0,0,0
Jackson,"City of Jackson, Ward 3, Precinct 5",President,,Joseph Kishore,,1,0,0,1
Jackson,"City of Jackson, Ward 4, Precinct 6",President,,Joseph Kishore,,1,0,0,1
Jackson,"City of Jackson, Ward 4, Precinct 7",President,,Joseph Kishore,,0,0,0,0
Jackson,"City of Jackson, Ward 5, Precinct 8",President,,Joseph Kishore,,0,0,0,0
Jackson,"City of Jackson, Ward 6, Precinct 9",President,,Joseph Kishore,,2,2,0,0
Jackson,"City of Jackson, Ward 6, Precinct 10",President,,Joseph Kishore,,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 1",President,,Joseph Kishore,,1,1,0,0
Jackson,"Blackman Charter Township, Precinct 2NW",President,,Joseph Kishore,,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 3NW",President,,Joseph Kishore,,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 4NW",President,,Joseph Kishore,,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 5",President,,Joseph Kishore,,2,1,1,0
Jackson,"Blackman Charter Township, Precinct 6NW",President,,Joseph Kishore,,0,0,0,0
Jackson,"Columbia Township, Precinct 1",President,,Joseph Kishore,,1,1,0,0
Jackson,"Columbia Township, Precinct 2",President,,Joseph Kishore,,0,0,0,0
Jackson,"Columbia Township, Precinct 3COL",President,,Joseph Kishore,,1,1,0,0
Jackson,"Concord Township, Precinct 1",President,,Joseph Kishore,,0,0,0,0
Jackson,"Grass Lake Charter Township, Precinct 1",President,,Joseph Kishore,,3,1,2,0
Jackson,"Grass Lake Charter Township, Precinct 2",President,,Joseph Kishore,,0,0,0,0
Jackson,"Grass Lake Charter Township, Precinct 3VIL",President,,Joseph Kishore,,1,0,1,0
Jackson,"Hanover Township, Precinct 1HH",President,,Joseph Kishore,,0,0,0,0
Jackson,"Hanover Township, Precinct 2",President,,Joseph Kishore,,0,0,0,0
Jackson,"Henrietta Township, Precinct 1NW",President,,Joseph Kishore,,1,0,0,1
Jackson,"Henrietta Township, Precinct 2",President,,Joseph Kishore,,2,1,0,1
Jackson,"Leoni Township, Precinct 1MC",President,,Joseph Kishore,,0,0,0,0
Jackson,"Leoni Township, Precinct 2",President,,Joseph Kishore,,0,0,0,0
