county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Isabella,"City of Mt. Pleasant, Precinct 3A",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,131,110,96,337
Isabella,"City of Mt. Pleasant, Precinct 3A",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Write-ins,,7,3,6,16
Isabella,"City of Mt. Pleasant, Precinct 3A",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Over Votes,,0,0,0,0
Isabella,"City of Mt. Pleasant, Precinct 3A",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Under Votes,,261,225,135,621
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Stephen L. Borrello,,321,382,254,957
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Write-ins,,9,13,15,37
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Over Votes,,0,0,0,0
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Under Votes,,391,425,262,1078
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,317,394,255,966
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Write-ins,,10,13,14,37
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Over Votes,,0,0,0,0
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Under Votes,,394,413,262,1069
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Circuit Court 21st Circuit Non-Incumbent,,JEB Allen,,310,380,244,934
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Circuit Court 21st Circuit Non-Incumbent,,Write-ins,,15,16,19,50
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Circuit Court 21st Circuit Non-Incumbent,,Over Votes,,0,0,0,0
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Circuit Court 21st Circuit Non-Incumbent,,Under Votes,,396,424,268,1088
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Probate Court Incumbent,,Stuart Black,,330,413,272,1015
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Probate Court Incumbent,,Write-ins,,12,13,17,42
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Probate Court Incumbent,,Over Votes,,0,0,0,0
Isabella,"City of Mt. Pleasant, Precinct 3A",Judge of Probate Court Incumbent,,Under Votes,,379,394,242,1015
Isabella,"City of Mt. Pleasant, Precinct 3A",Mid Michigan College Board of Trustees 6 Year Term,,Richard Allen,,220,293,181,694
Isabella,"City of Mt. Pleasant, Precinct 3A",Mid Michigan College Board of Trustees 6 Year Term,,Karen Moore,,221,296,190,707
Isabella,"City of Mt. Pleasant, Precinct 3A",Mid Michigan College Board of Trustees 6 Year Term,,Lois Pittsley,,200,304,196,700
Isabella,"City of Mt. Pleasant, Precinct 3A",Mid Michigan College Board of Trustees 6 Year Term,,Write-ins,,14,19,24,57
Isabella,"City of Mt. Pleasant, Precinct 3A",Mid Michigan College Board of Trustees 6 Year Term,,Over Votes,,0,0,0,0
Isabella,"City of Mt. Pleasant, Precinct 3A",Mid Michigan College Board of Trustees 6 Year Term,,Under Votes,,1508,1548,1002,4058
Isabella,"City of Mt. Pleasant, Precinct 3A",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Michael W. Jankoviak,,280,365,235,880
Isabella,"City of Mt. Pleasant, Precinct 3A",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Write-ins,,7,14,14,35
Isabella,"City of Mt. Pleasant, Precinct 3A",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Over Votes,,0,0,0,0
Isabella,"City of Mt. Pleasant, Precinct 3A",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Under Votes,,434,441,282,1157
Isabella,"City of Mt. Pleasant, Precinct 3A",City of Mt. Pleasant Commissioner,,Brian Assmann,,196,228,163,587
Isabella,"City of Mt. Pleasant, Precinct 3A",City of Mt. Pleasant Commissioner,,Liz Busch,,228,332,212,772
Isabella,"City of Mt. Pleasant, Precinct 3A",City of Mt. Pleasant Commissioner,,Maureen Eke,,219,353,225,797
Isabella,"City of Mt. Pleasant, Precinct 3A",City of Mt. Pleasant Commissioner,,Amy Perschbacher,,223,338,204,765
Isabella,"City of Mt. Pleasant, Precinct 3A",City of Mt. Pleasant Commissioner,,Write-ins,,14,13,23,50
Isabella,"City of Mt. Pleasant, Precinct 3A",City of Mt. Pleasant Commissioner,,Over Votes,,0,0,0,0
Isabella,"City of Mt. Pleasant, Precinct 3A",City of Mt. Pleasant Commissioner,,Under Votes,,1283,1196,766,3245
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member 6 Year Term,,Madison Chapman,,174,203,158,535
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member 6 Year Term,,Kristina Marie Hug,,141,180,143,464
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member 6 Year Term,,Melissa Isaac,,203,312,205,720
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member 6 Year Term,,Tamara Kobylarz,,128,192,118,438
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member 6 Year Term,,Write-ins,,14,15,20,49
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member 6 Year Term,,Over Votes,,0,10,2,12
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member 6 Year Term,,Under Votes,,782,728,416,1926
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member Partial Term Ending 12/31/2026,,Derek Snyder,,198,206,176,580
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member Partial Term Ending 12/31/2026,,Nathan C. Tomson,,159,262,161,582
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member Partial Term Ending 12/31/2026,,Write-ins,,13,16,16,45
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member Partial Term Ending 12/31/2026,,Over Votes,,0,1,0,1
Isabella,"City of Mt. Pleasant, Precinct 3A",Mt. Pleasant Public Schools Board Member Partial Term Ending 12/31/2026,,Under Votes,,352,335,178,865
Isabella,"City of Mt. Pleasant, Precinct 3A",Isabella County Sheriff's Office Road Patrol Proposal,,Yes,,247,339,238,824
Isabella,"City of Mt. Pleasant, Precinct 3A",Isabella County Sheriff's Office Road Patrol Proposal,,No,,297,299,215,811
Isabella,"City of Mt. Pleasant, Precinct 3A",Isabella County Sheriff's Office Road Patrol Proposal,,Over Votes,,0,0,0,0
Isabella,"City of Mt. Pleasant, Precinct 3A",Isabella County Sheriff's Office Road Patrol Proposal,,Under Votes,,179,182,78,439
Isabella,"Broomfield Township, Precinct 1",Ballots Cast,,,,895,0,194,1089
Isabella,"Broomfield Township, Precinct 1",President,,Kamala D. Harris,DEM,338,0,50,388
Isabella,"Broomfield Township, Precinct 1",President,,Donald J. Trump,REP,530,0,141,671
Isabella,"Broomfield Township, Precinct 1",President,,Chase Oliver,LIB,3,0,0,3
Isabella,"Broomfield Township, Precinct 1",President,,Randall Terry,UST,1,0,0,1
Isabella,"Broomfield Township, Precinct 1",President,,Jill Stein,GRE,1,0,0,1
Isabella,"Broomfield Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,8,0,2,10
Isabella,"Broomfield Township, Precinct 1",President,,Write-ins,,2,0,1,3
Isabella,"Broomfield Township, Precinct 1",President,,Over Votes,,3,0,0,3
Isabella,"Broomfield Township, Precinct 1",President,,Under Votes,,9,0,0,9
Isabella,"Broomfield Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,336,0,46,382
Isabella,"Broomfield Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,513,0,140,653
Isabella,"Broomfield Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,5,0,1,6
Isabella,"Broomfield Township, Precinct 1",U.S. Senate,,Dave Stein,UST,12,0,0,12
Isabella,"Broomfield Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRE,2,0,1,3
Isabella,"Broomfield Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,4,0,1,5
Isabella,"Broomfield Township, Precinct 1",U.S. Senate,,Write-ins,,3,0,1,4
Isabella,"Broomfield Township, Precinct 1",U.S. Senate,,Over Votes,,1,0,0,1
Isabella,"Broomfield Township, Precinct 1",U.S. Senate,,Under Votes,,19,0,4,23
Isabella,"Broomfield Township, Precinct 1",U.S. House,2,Michael Lynch,DEM,288,0,38,326
Isabella,"Broomfield Township, Precinct 1",U.S. House,2,John R. Moolenaar,REP,549,0,147,696
Isabella,"Broomfield Township, Precinct 1",U.S. House,2,Ben DeJong,LIB,10,0,1,11
Isabella,"Broomfield Township, Precinct 1",U.S. House,2,Scott Adams,UST,18,0,3,21
Isabella,"Broomfield Township, Precinct 1",U.S. House,2,Write-ins,,5,0,1,6
Isabella,"Broomfield Township, Precinct 1",U.S. House,2,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",U.S. House,2,Under Votes,,25,0,4,29
Isabella,"Broomfield Township, Precinct 1",State House,92,Timothy Odykirk,DEM,317,0,48,365
Isabella,"Broomfield Township, Precinct 1",State House,92,Jerry Neyer,REP,551,0,142,693
Isabella,"Broomfield Township, Precinct 1",State House,92,Write-ins,,5,0,0,5
Isabella,"Broomfield Township, Precinct 1",State House,92,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",State House,92,Under Votes,,22,0,4,26
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,DEM,284,0,38,322
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,DEM,261,0,34,295
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,468,0,127,595
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,477,0,127,604
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,21,0,5,26
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,14,0,2,16
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,24,0,9,33
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,42,0,7,49
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Write-ins,,4,0,1,5
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Over Votes,,4,0,0,4
Isabella,"Broomfield Township, Precinct 1",Member of the State Board of Education,,Under Votes,,191,0,38,229
Isabella,"Broomfield Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,295,0,39,334
Isabella,"Broomfield Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,264,0,34,298
Isabella,"Broomfield Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,499,0,138,637
Isabella,"Broomfield Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,418,0,127,545
Isabella,"Broomfield Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,26,0,2,28
Isabella,"Broomfield Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,39,0,5,44
Isabella,"Broomfield Township, Precinct 1",Regent of the University of Michigan,,Write-ins,,4,0,1,5
Isabella,"Broomfield Township, Precinct 1",Regent of the University of Michigan,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Regent of the University of Michigan,,Under Votes,,245,0,42,287
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,282,0,36,318
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,DEM,249,0,33,282
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,REP,474,0,129,603
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,REP,461,0,130,591
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,LIB,22,0,4,26
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,UST,21,0,2,23
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,UST,23,0,6,29
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,GRE,10,0,0,10
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,Write-ins,,4,0,1,5
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Trustee of Michigan State University,,Under Votes,,244,0,47,291
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,DEM,247,0,30,277
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,DEM,280,0,34,314
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,REP,459,0,128,587
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,REP,460,0,127,587
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,LIB,12,0,2,14
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,William Mohr II,UST,16,0,2,18
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,GRE,9,0,2,11
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,40,0,7,47
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,13,0,2,15
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Write-ins,,6,0,1,7
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Governor of Wayne State University,,Under Votes,,248,0,53,301
Isabella,"Broomfield Township, Precinct 1",County Prosecuting Attorney,,Mark Kowalczyk,REP,663,0,156,819
Isabella,"Broomfield Township, Precinct 1",County Prosecuting Attorney,,Write-ins,,15,0,3,18
Isabella,"Broomfield Township, Precinct 1",County Prosecuting Attorney,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",County Prosecuting Attorney,,Under Votes,,217,0,35,252
Isabella,"Broomfield Township, Precinct 1",County Sheriff,,Michael Main,REP,673,0,155,828
Isabella,"Broomfield Township, Precinct 1",County Sheriff,,Write-ins,,16,0,5,21
Isabella,"Broomfield Township, Precinct 1",County Sheriff,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",County Sheriff,,Under Votes,,206,0,34,240
Isabella,"Broomfield Township, Precinct 1",County Clerk,,Patti Sandel,DEM,326,0,49,375
Isabella,"Broomfield Township, Precinct 1",County Clerk,,Minde B. Lux,REP,537,0,136,673
Isabella,"Broomfield Township, Precinct 1",County Clerk,,Write-ins,,2,0,2,4
Isabella,"Broomfield Township, Precinct 1",County Clerk,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",County Clerk,,Under Votes,,30,0,7,37
Isabella,"Broomfield Township, Precinct 1",County Treasurer,,Kathleen M. Schafer,REP,667,0,157,824
Isabella,"Broomfield Township, Precinct 1",County Treasurer,,Write-ins,,11,0,2,13
Isabella,"Broomfield Township, Precinct 1",County Treasurer,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",County Treasurer,,Under Votes,,217,0,35,252
Isabella,"Broomfield Township, Precinct 1",County Register of Deeds,,Karen R. Jackson,REP,657,0,155,812
Isabella,"Broomfield Township, Precinct 1",County Register of Deeds,,Write-ins,,11,0,2,13
Isabella,"Broomfield Township, Precinct 1",County Register of Deeds,,Over Votes,,1,0,0,1
Isabella,"Broomfield Township, Precinct 1",County Register of Deeds,,Under Votes,,226,0,37,263
Isabella,"Broomfield Township, Precinct 1",County Road Commissioner,,Bob Busch,DEM,317,0,43,360
Isabella,"Broomfield Township, Precinct 1",County Road Commissioner,,Kelly D. Beltinck,REP,504,0,134,638
Isabella,"Broomfield Township, Precinct 1",County Road Commissioner,,Patrick J. Recker,REP,561,0,137,698
Isabella,"Broomfield Township, Precinct 1",County Road Commissioner,,Write-ins,,5,0,2,7
Isabella,"Broomfield Township, Precinct 1",County Road Commissioner,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",County Road Commissioner,,Under Votes,,403,0,72,475
Isabella,"Broomfield Township, Precinct 1",County Drain Commissioner,,Ryon Skalitzky,DEM,292,0,42,334
Isabella,"Broomfield Township, Precinct 1",County Drain Commissioner,,Robert J. Willoughby,REP,552,0,136,688
Isabella,"Broomfield Township, Precinct 1",County Drain Commissioner,,Write-ins,,3,0,2,5
Isabella,"Broomfield Township, Precinct 1",County Drain Commissioner,,Over Votes,,1,0,0,1
Isabella,"Broomfield Township, Precinct 1",County Drain Commissioner,,Under Votes,,47,0,14,61
Isabella,"Broomfield Township, Precinct 1",County Commissioner 2nd District,,Bob Campbell,REP,660,0,157,817
Isabella,"Broomfield Township, Precinct 1",County Commissioner 2nd District,,Write-ins,,18,0,4,22
Isabella,"Broomfield Township, Precinct 1",County Commissioner 2nd District,,Chris Embrey,,7,0,1,8
Isabella,"Broomfield Township, Precinct 1",County Commissioner 2nd District,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",County Commissioner 2nd District,,Under Votes,,217,0,33,250
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Supervisor,,Neil R. Strong,REP,668,0,153,821
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Supervisor,,Write-ins,,12,0,2,14
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Supervisor,,Over Votes,,1,0,0,1
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Supervisor,,Under Votes,,214,0,39,253
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Clerk,,Heather K. Justice,DEM,522,0,70,592
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Clerk,,Write-ins,,33,0,12,45
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Clerk,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Clerk,,Under Votes,,340,0,112,452
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Treasurer,,Jackie L. Verbeke,REP,671,0,154,825
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Treasurer,,Write-ins,,12,0,3,15
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Treasurer,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Treasurer,,Under Votes,,212,0,37,249
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Trustee,,Terry D. Ellis,DEM,373,0,45,418
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Trustee,,Candy Recker,REP,612,0,147,759
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Trustee,,Write-ins,,8,0,2,10
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Trustee,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Broomfield Township Trustee,,Under Votes,,797,0,194,991
Isabella,"Broomfield Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,290,0,75,365
Isabella,"Broomfield Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,375,0,61,436
Isabella,"Broomfield Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Write-ins,,9,0,5,14
Isabella,"Broomfield Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Under Votes,,221,0,53,274
Isabella,"Broomfield Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,330,0,60,390
Isabella,"Broomfield Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,330,0,78,408
Isabella,"Broomfield Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Write-ins,,12,0,5,17
Isabella,"Broomfield Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Over Votes,,0,0,1,1
Isabella,"Broomfield Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Under Votes,,223,0,50,273
Isabella,"Broomfield Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Stephen L. Borrello,,521,0,102,623
Isabella,"Broomfield Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Write-ins,,20,0,5,25
Isabella,"Broomfield Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Under Votes,,354,0,87,441
Isabella,"Broomfield Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,516,0,100,616
Isabella,"Broomfield Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Write-ins,,22,0,6,28
Isabella,"Broomfield Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Under Votes,,357,0,88,445
Isabella,"Broomfield Township, Precinct 1",Judge of Circuit Court 21st Circuit Non-Incumbent,,JEB Allen,,560,0,115,675
Isabella,"Broomfield Township, Precinct 1",Judge of Circuit Court 21st Circuit Non-Incumbent,,Write-ins,,13,0,5,18
Isabella,"Broomfield Township, Precinct 1",Judge of Circuit Court 21st Circuit Non-Incumbent,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Judge of Circuit Court 21st Circuit Non-Incumbent,,Under Votes,,322,0,74,396
Isabella,"Broomfield Township, Precinct 1",Judge of Probate Court Incumbent,,Stuart Black,,558,0,105,663
Isabella,"Broomfield Township, Precinct 1",Judge of Probate Court Incumbent,,Write-ins,,14,0,5,19
Isabella,"Broomfield Township, Precinct 1",Judge of Probate Court Incumbent,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Judge of Probate Court Incumbent,,Under Votes,,323,0,84,407
Isabella,"Broomfield Township, Precinct 1",Montcalm Community College Board of Trustees,,Carol Deuling-Ravell,,55,0,10,65
Isabella,"Broomfield Township, Precinct 1",Montcalm Community College Board of Trustees,,Kurt D. Peterson,,69,0,13,82
Isabella,"Broomfield Township, Precinct 1",Montcalm Community College Board of Trustees,,Write-ins,,3,0,2,5
Isabella,"Broomfield Township, Precinct 1",Montcalm Community College Board of Trustees,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Montcalm Community College Board of Trustees,,Under Votes,,145,0,29,174
Isabella,"Broomfield Township, Precinct 1",Village of Lake Isabella Council Member 4 Year Term,,Carrie Barringer,,170,0,49,219
Isabella,"Broomfield Township, Precinct 1",Village of Lake Isabella Council Member 4 Year Term,,Robert Laraway,,153,0,48,201
Isabella,"Broomfield Township, Precinct 1",Village of Lake Isabella Council Member 4 Year Term,,Carol Shannon,,161,0,45,206
Isabella,"Broomfield Township, Precinct 1",Village of Lake Isabella Council Member 4 Year Term,,Write-ins,,3,0,2,5
Isabella,"Broomfield Township, Precinct 1",Village of Lake Isabella Council Member 4 Year Term,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Village of Lake Isabella Council Member 4 Year Term,,Under Votes,,515,0,147,662
Isabella,"Broomfield Township, Precinct 1",Village of Lake Isabella Council Member Partial Term Ending 01/01/2027,,Emil Joseph Lahti,,183,0,52,235
Isabella,"Broomfield Township, Precinct 1",Village of Lake Isabella Council Member Partial Term Ending 01/01/2027,,Write-ins,,2,0,0,2
Isabella,"Broomfield Township, Precinct 1",Village of Lake Isabella Council Member Partial Term Ending 01/01/2027,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Village of Lake Isabella Council Member Partial Term Ending 01/01/2027,,Under Votes,,149,0,45,194
Isabella,"Broomfield Township, Precinct 1",Chippewa Hills Schools Board Member,,Brenda L. Donley,,382,0,77,459
Isabella,"Broomfield Township, Precinct 1",Chippewa Hills Schools Board Member,,Julia Ezell,,300,0,58,358
Isabella,"Broomfield Township, Precinct 1",Chippewa Hills Schools Board Member,,Brian Simon,,359,0,72,431
Isabella,"Broomfield Township, Precinct 1",Chippewa Hills Schools Board Member,,Write-ins,,25,0,7,32
Isabella,"Broomfield Township, Precinct 1",Chippewa Hills Schools Board Member,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Chippewa Hills Schools Board Member,,Under Votes,,1235,0,296,1531
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Eylie Foster,,70,0,8,78
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Jeramee Gilman,,43,0,5,48
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Sherri L. Miel,,45,0,5,50
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Anna Silverthorn,,23,0,4,27
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Steve Sweet,,43,0,5,48
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Write-ins,,4,0,3,7
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Under Votes,,156,0,42,198
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member Partial Term Ending 12/31/2026,,Write-ins,,29,0,1,30
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member Partial Term Ending 12/31/2026,,Andrew Gilman,,1,0,0,1
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member Partial Term Ending 12/31/2026,,Scott Parks,,4,0,0,4
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member Partial Term Ending 12/31/2026,,Over Votes,,0,0,0,0
Isabella,"Broomfield Township, Precinct 1",Montabella Community Schools Board Member Partial Term Ending 12/31/2026,,Under Votes,,99,0,23,122
Isabella,"Broomfield Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,Yes,,330,0,81,411
Isabella,"Broomfield Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,No,,503,0,98,601
Isabella,"Broomfield Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,Over Votes,,0,0,0,0
