county,precinct,office,district,candidate,party,election_day,early_voting,av_counting_boards,votes
Iosco,"Alabaster Township, Precinct 1",County Drain Commissioner,,Under Vote Count,,120,23,0,143
Iosco,"Alabaster Township, Precinct 1",County Commissioner 5th District,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",County Commissioner 5th District,,Donald Jay O'Farrell,Republican,217,40,0,257
Iosco,"Alabaster Township, Precinct 1",County Commissioner 5th District,,Write-in,,3,0,0,3
Iosco,"Alabaster Township, Precinct 1",County Commissioner 5th District,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",County Commissioner 5th District,,Under Vote Count,,83,7,0,90
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Supervisor,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Supervisor,,Michael Berent,No Party Affiliation,172,23,0,195
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Supervisor,,Write-in,,4,0,0,4
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Supervisor,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Supervisor,,Under Vote Count,,127,24,0,151
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Clerk,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Clerk,,Jasmine Tubbs,Democrat,185,22,0,207
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Clerk,,Write-in,,5,0,0,5
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Clerk,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Clerk,,Under Vote Count,,113,25,0,138
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Treasurer,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Treasurer,,Christine Gentges,Republican,223,37,0,260
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Treasurer,,Write-in,,3,0,0,3
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Treasurer,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Treasurer,,Under Vote Count,,77,10,0,87
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Trustee,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Trustee,,Kelly J. Frank,Republican,223,36,0,259
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Trustee,,Dion Rasey,Republican,198,35,0,233
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Trustee,,Write-in,,4,0,0,4
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Trustee,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",Alabaster Township Trustee,,Under Vote Count,,181,23,0,204
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Andrew Fink,,104,25,0,129
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Kimberly Ann Thomas,,104,9,0,113
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Write-in,,1,0,0,1
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Under Vote Count,,94,13,0,107
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,117,12,0,129
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Patrick William O'Grady,,95,21,0,116
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Write-in,,1,0,0,1
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Under Vote Count,,90,14,0,104
Iosco,"Alabaster Township, Precinct 1",Judge of Court of Appeals 4th District,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Judge of Court of Appeals 4th District,,Stephen L. Borrello,,158,22,0,180
Iosco,"Alabaster Township, Precinct 1",Judge of Court of Appeals 4th District,,Write-in,,2,0,0,2
Iosco,"Alabaster Township, Precinct 1",Judge of Court of Appeals 4th District,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",Judge of Court of Appeals 4th District,,Under Vote Count,,143,25,0,168
Iosco,"Alabaster Township, Precinct 1",Judge of Court of Appeals 4th District Partial Term,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Judge of Court of Appeals 4th District Partial Term,,Allie Greenleaf Maldonado,,141,19,0,160
Iosco,"Alabaster Township, Precinct 1",Judge of Court of Appeals 4th District Partial Term,,Write-in,,3,0,0,3
Iosco,"Alabaster Township, Precinct 1",Judge of Court of Appeals 4th District Partial Term,,Over Vote Count,,1,0,0,1
Iosco,"Alabaster Township, Precinct 1",Judge of Court of Appeals 4th District Partial Term,,Under Vote Count,,158,28,0,186
Iosco,"Alabaster Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Judge of Probate Court,,Christopher P. Martin,,178,22,0,200
Iosco,"Alabaster Township, Precinct 1",Judge of Probate Court,,Write-in,,4,0,0,4
Iosco,"Alabaster Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,121,25,0,146
Iosco,"Alabaster Township, Precinct 1",Tawas Area Schools Local School District Board Member,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Tawas Area Schools Local School District Board Member,,Michael A. Butzin,,121,20,0,141
Iosco,"Alabaster Township, Precinct 1",Tawas Area Schools Local School District Board Member,,Sheila A. Malewska,,136,22,0,158
Iosco,"Alabaster Township, Precinct 1",Tawas Area Schools Local School District Board Member,,Allan Miller,,145,16,0,161
Iosco,"Alabaster Township, Precinct 1",Tawas Area Schools Local School District Board Member,,Julie L. Ulman,,139,16,0,155
Iosco,"Alabaster Township, Precinct 1",Tawas Area Schools Local School District Board Member,,Write-in,,36,8,0,44
Iosco,"Alabaster Township, Precinct 1",Tawas Area Schools Local School District Board Member,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",Tawas Area Schools Local School District Board Member,,Under Vote Count,,635,106,0,741
Iosco,"Alabaster Township, Precinct 1",Countywide Recycling Program Millage Proposal,,Ballots Cast,,303,47,0,350
Iosco,"Alabaster Township, Precinct 1",Countywide Recycling Program Millage Proposal,,Yes,,145,14,0,159
Iosco,"Alabaster Township, Precinct 1",Countywide Recycling Program Millage Proposal,,No,,129,25,0,154
Iosco,"Alabaster Township, Precinct 1",Countywide Recycling Program Millage Proposal,,Over Vote Count,,0,0,0,0
Iosco,"Alabaster Township, Precinct 1",Countywide Recycling Program Millage Proposal,,Under Vote Count,,29,8,0,37
Iosco,"Ausable Township, Precinct 1",President,,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",President,,Kamala D. Harris /,Democrat,429,21,0,450
Iosco,"Ausable Township, Precinct 1",President,,Donald J. Trump /,Republican,695,56,0,751
Iosco,"Ausable Township, Precinct 1",President,,Chase Oliver /,Libertarian,8,0,0,8
Iosco,"Ausable Township, Precinct 1",President,,Randall Terry /,U.S. Taxpayers,0,0,0,0
Iosco,"Ausable Township, Precinct 1",President,,Jill Stein /,Green,7,0,0,7
Iosco,"Ausable Township, Precinct 1",President,,"Robert F. Kennedy, Jr. /",Natural Law,4,0,0,4
Iosco,"Ausable Township, Precinct 1",President,,Joseph Kishore /,No Party Affiliation,0,0,0,0
Iosco,"Ausable Township, Precinct 1",President,,Cornel West /,No Party Affiliation,0,0,0,0
Iosco,"Ausable Township, Precinct 1",President,,Write-in,,5,0,0,5
Iosco,"Ausable Township, Precinct 1",President,,Over Vote Count,,3,0,0,3
Iosco,"Ausable Township, Precinct 1",President,,Under Vote Count,,4,0,0,4
Iosco,"Ausable Township, Precinct 1",U.S. Senate,,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,440,20,0,460
Iosco,"Ausable Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,660,55,0,715
Iosco,"Ausable Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,12,1,0,13
Iosco,"Ausable Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,9,0,0,9
Iosco,"Ausable Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,7,0,0,7
Iosco,"Ausable Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,5,0,0,5
Iosco,"Ausable Township, Precinct 1",U.S. Senate,,Write-in,,5,0,0,5
Iosco,"Ausable Township, Precinct 1",U.S. Senate,,Over Vote Count,,1,0,0,1
Iosco,"Ausable Township, Precinct 1",U.S. Senate,,Under Vote Count,,16,1,0,17
Iosco,"Ausable Township, Precinct 1",U.S. House,1,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",U.S. House,1,Callie Barr,Democrat,393,20,0,413
Iosco,"Ausable Township, Precinct 1",U.S. House,1,Jack Bergman,Republican,654,56,0,710
Iosco,"Ausable Township, Precinct 1",U.S. House,1,Andrew Gale,Libertarian,21,0,0,21
Iosco,"Ausable Township, Precinct 1",U.S. House,1,Liz Hakola,Working Class,44,1,0,45
Iosco,"Ausable Township, Precinct 1",U.S. House,1,Write-in,,4,0,0,4
Iosco,"Ausable Township, Precinct 1",U.S. House,1,Over Vote Count,,0,0,0,0
Iosco,"Ausable Township, Precinct 1",U.S. House,1,Under Vote Count,,39,0,0,39
Iosco,"Ausable Township, Precinct 1",State House,99,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",State House,99,Jon LeRoux,Democrat,394,16,0,410
Iosco,"Ausable Township, Precinct 1",State House,99,Mike Hoadley,Republican,698,60,0,758
Iosco,"Ausable Township, Precinct 1",State House,99,Write-in,,5,0,0,5
Iosco,"Ausable Township, Precinct 1",State House,99,Over Vote Count,,0,0,0,0
Iosco,"Ausable Township, Precinct 1",State House,99,Under Vote Count,,58,1,0,59
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,378,16,0,394
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,350,16,0,366
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,604,53,0,657
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,611,52,0,663
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,33,1,0,34
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,7,0,0,7
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,19,0,0,19
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,55,3,0,58
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Write-in,,4,0,0,4
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,2,0,0,2
Iosco,"Ausable Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,247,13,0,260
Iosco,"Ausable Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,399,15,0,414
Iosco,"Ausable Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,374,15,0,389
Iosco,"Ausable Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,619,54,0,673
Iosco,"Ausable Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,535,48,0,583
Iosco,"Ausable Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,35,2,0,37
Iosco,"Ausable Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,36,1,0,37
Iosco,"Ausable Township, Precinct 1",Regent of the University of Michigan,,Write-in,,7,0,0,7
Iosco,"Ausable Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Iosco,"Ausable Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,305,19,0,324
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,387,16,0,403
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,346,15,0,361
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,605,52,0,657
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,592,50,0,642
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,23,0,0,23
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,29,1,0,30
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,18,0,0,18
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,11,2,0,13
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,Write-in,,8,0,0,8
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Iosco,"Ausable Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,291,18,0,309
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,342,16,0,358
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,370,17,0,387
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,585,53,0,638
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,584,49,0,633
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,19,0,0,19
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,4,1,0,5
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,9,0,0,9
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,58,1,0,59
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,18,1,0,19
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Write-in,,8,0,0,8
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Iosco,"Ausable Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,313,16,0,329
Iosco,"Ausable Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",County Prosecuting Attorney,,James A. Bacarella,Republican,856,59,0,915
Iosco,"Ausable Township, Precinct 1",County Prosecuting Attorney,,Write-in,,22,0,0,22
Iosco,"Ausable Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Iosco,"Ausable Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,276,18,0,294
Iosco,"Ausable Township, Precinct 1",County Sheriff,,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",County Sheriff,,Scott D. Frank,Republican,848,60,0,908
Iosco,"Ausable Township, Precinct 1",County Sheriff,,Write-in,,26,1,0,27
Iosco,"Ausable Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Iosco,"Ausable Township, Precinct 1",County Sheriff,,Under Vote Count,,280,16,0,296
Iosco,"Ausable Township, Precinct 1",County Clerk,,Ballots Cast,,1155,77,0,1232
Iosco,"Ausable Township, Precinct 1",County Clerk,,Nancy J. Huebel,Republican,864,60,0,924
Iosco,"Ausable Township, Precinct 1",County Clerk,,Write-in,,20,0,0,20
Iosco,"Ausable Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Iosco,"Ausable Township, Precinct 1",County Clerk,,Under Vote Count,,270,17,0,287
