county,precinct,office,district,candidate,party,election_day,absentee,early_voting_local,early_voting_county,votes
Muskegon,"City of Norton Shores, Precinct 4",County Commissioner 3rd District,,Michelle Hazekamp,REP,805,594,0,252,1651
Muskegon,"City of Norton Shores, Precinct 4",County Commissioner 3rd District,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",County Commissioner 3rd District,,Under Votes,,92,69,0,20,181
Muskegon,"City of Norton Shores, Precinct 4",County Commissioner 3rd District,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Justice of Supreme Court 8 Year Term,,Andrew Fink,,434,322,0,150,906
Muskegon,"City of Norton Shores, Precinct 4",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,468,760,0,127,1355
Muskegon,"City of Norton Shores, Precinct 4",Justice of Supreme Court 8 Year Term,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Justice of Supreme Court 8 Year Term,,Under Votes,,361,328,0,131,820
Muskegon,"City of Norton Shores, Precinct 4",Justice of Supreme Court 8 Year Term,,Over Votes,,1,0,0,1,2
Muskegon,"City of Norton Shores, Precinct 4",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Kyra Harris Bolden,,450,688,0,125,1263
Muskegon,"City of Norton Shores, Precinct 4",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Patrick William O'Grady,,463,394,0,153,1010
Muskegon,"City of Norton Shores, Precinct 4",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Under Votes,,349,328,0,131,808
Muskegon,"City of Norton Shores, Precinct 4",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Over Votes,,2,0,0,0,2
Muskegon,"City of Norton Shores, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,535,760,0,155,1450
Muskegon,"City of Norton Shores, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,578,744,0,175,1497
Muskegon,"City of Norton Shores, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,Under Votes,,1415,1316,0,488,3219
Muskegon,"City of Norton Shores, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Judge of Circuit Court 14th Circuit Incumbent Position,,Annette R. Smedley,,784,906,0,219,1909
Muskegon,"City of Norton Shores, Precinct 4",Judge of Circuit Court 14th Circuit Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Judge of Circuit Court 14th Circuit Incumbent Position,,Under Votes,,480,504,0,190,1174
Muskegon,"City of Norton Shores, Precinct 4",Judge of Circuit Court 14th Circuit Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Judge of Probate Court Incumbent Position,,Gregory C. Pittman,,539,508,0,171,1218
Muskegon,"City of Norton Shores, Precinct 4",Judge of Probate Court Incumbent Position,,Kendrah Robinson,,385,608,0,118,1111
Muskegon,"City of Norton Shores, Precinct 4",Judge of Probate Court Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Judge of Probate Court Incumbent Position,,Under Votes,,337,294,0,119,750
Muskegon,"City of Norton Shores, Precinct 4",Judge of Probate Court Incumbent Position,,Over Votes,,3,0,0,1,4
Muskegon,"City of Norton Shores, Precinct 4",Judge of District Court 60th District Incumbent Position,,Raymond J. Kostrzewa,,767,887,0,216,1870
Muskegon,"City of Norton Shores, Precinct 4",Judge of District Court 60th District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Judge of District Court 60th District Incumbent Position,,Under Votes,,497,523,0,193,1213
Muskegon,"City of Norton Shores, Precinct 4",Judge of District Court 60th District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Board of Trustees Member Muskegon Community College,,Donald Crandall,,761,879,0,211,1851
Muskegon,"City of Norton Shores, Precinct 4",Board of Trustees Member Muskegon Community College,,Asaline Scott (W),,1,32,0,3,36
Muskegon,"City of Norton Shores, Precinct 4",Board of Trustees Member Muskegon Community College,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Board of Trustees Member Muskegon Community College,,Jeffrey Lee Zabrocki (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Board of Trustees Member Muskegon Community College,,Kara Olson (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Board of Trustees Member Muskegon Community College,,Neal Alan Barncard (W),,7,2,0,11,20
Muskegon,"City of Norton Shores, Precinct 4",Board of Trustees Member Muskegon Community College,,Under Votes,,1759,1907,0,593,4259
Muskegon,"City of Norton Shores, Precinct 4",Board of Trustees Member Muskegon Community College,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Board Member Mona Shores Public Schools,,Kandace Boysen,,665,846,0,190,1701
Muskegon,"City of Norton Shores, Precinct 4",Board Member Mona Shores Public Schools,,Stan Miller,,555,755,0,175,1485
Muskegon,"City of Norton Shores, Precinct 4",Board Member Mona Shores Public Schools,,Under Votes,,1308,1219,0,453,2980
Muskegon,"City of Norton Shores, Precinct 4",Board Member Mona Shores Public Schools,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Registered Voters,,,,,,,,1544
Muskegon,"City of Norton Shores, Precinct 5",Ballots Cast,,,,,,,,2288
Muskegon,"City of Norton Shores, Precinct 5",Straight Party,,Democratic Party,DEM,135,242,0,30,407
Muskegon,"City of Norton Shores, Precinct 5",Straight Party,,Republican Party,REP,215,169,0,67,451
Muskegon,"City of Norton Shores, Precinct 5",Straight Party,,Libertarian Party,LIB,3,2,0,0,5
Muskegon,"City of Norton Shores, Precinct 5",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Straight Party,,Green Party,GRN,0,1,0,0,1
Muskegon,"City of Norton Shores, Precinct 5",Straight Party,,Working Class Party,WC,8,0,0,0,8
Muskegon,"City of Norton Shores, Precinct 5",Straight Party,,Natural Law Party,NLP,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Straight Party,,Under Votes,,324,286,0,62,672
Muskegon,"City of Norton Shores, Precinct 5",Straight Party,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",President,,Kamala D. Harris,DEM,256,397,0,56,709
Muskegon,"City of Norton Shores, Precinct 5",President,,Donald J. Trump,REP,415,279,0,100,794
Muskegon,"City of Norton Shores, Precinct 5",President,,Chase Oliver,LIB,2,3,0,2,7
Muskegon,"City of Norton Shores, Precinct 5",President,,Randall Terry,UST,0,3,0,0,3
Muskegon,"City of Norton Shores, Precinct 5",President,,Jill Stein,GRN,2,2,0,0,4
Muskegon,"City of Norton Shores, Precinct 5",President,,"Robert F. Kennedy, Jr.",NLP,2,4,0,1,7
Muskegon,"City of Norton Shores, Precinct 5",President,,Joseph Kishore,NPA,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",President,,Cornel West,NPA,4,0,0,0,4
Muskegon,"City of Norton Shores, Precinct 5",President,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",President,,Cherunda Lynn Fox (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",President,,Claudia De la Cruz (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",President,,Jay J. Bowman (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",President,,Peter Sonski (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",President,,Under Votes,,3,12,0,0,15
Muskegon,"City of Norton Shores, Precinct 5",President,,Over Votes,,1,0,0,0,1
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Elissa Slotkin,DEM,247,405,0,57,709
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Mike Rogers,REP,393,270,0,97,760
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Joseph Solis-Mullen,LIB,9,8,0,4,21
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Dave Stein,UST,5,6,0,0,11
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Douglas P. Marsh,GRN,4,3,0,0,7
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Doug Dern,NLP,3,0,0,0,3
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,James Chapman (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Under Votes,,24,8,0,1,33
Muskegon,"City of Norton Shores, Precinct 5",U.S. Senate,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",U.S. House,3,Hillary Scholten,DEM,257,390,0,58,705
Muskegon,"City of Norton Shores, Precinct 5",U.S. House,3,Paul Hudson,REP,377,265,0,98,740
Muskegon,"City of Norton Shores, Precinct 5",U.S. House,3,Alex Avery,LIB,8,9,0,1,18
Muskegon,"City of Norton Shores, Precinct 5",U.S. House,3,Louis Palus,WC,11,12,0,0,23
Muskegon,"City of Norton Shores, Precinct 5",U.S. House,3,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",U.S. House,3,Under Votes,,32,24,0,2,58
Muskegon,"City of Norton Shores, Precinct 5",U.S. House,3,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",State House,88,Tim Meyer,DEM,230,368,0,51,649
Muskegon,"City of Norton Shores, Precinct 5",State House,88,Greg VanWoerkom,REP,420,314,0,106,840
Muskegon,"City of Norton Shores, Precinct 5",State House,88,Under Votes,,35,18,0,2,55
Muskegon,"City of Norton Shores, Precinct 5",State House,88,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Theodore Jones,DEM,210,340,0,50,600
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Adam Frederick Zemke,DEM,188,352,0,49,589
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Tom McMillin,REP,352,266,0,91,709
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Nikki Snyder,REP,356,279,0,89,724
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Scotty Boman,LIB,18,11,0,5,34
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Ted Gerrard,UST,7,7,0,0,14
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Christine C. Schwartz,UST,6,10,0,0,16
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Mary Anne Hering,WC,49,20,0,6,75
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Under Votes,,184,115,0,26,325
Muskegon,"City of Norton Shores, Precinct 5",Members of the State Board of Education,,Over Votes,,0,0,0,1,1
Muskegon,"City of Norton Shores, Precinct 5",Regent of the University of Michigan,,Denise Ilitch,DEM,215,357,0,47,619
Muskegon,"City of Norton Shores, Precinct 5",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,204,350,0,46,600
Muskegon,"City of Norton Shores, Precinct 5",Regent of the University of Michigan,,Carl Meyers,REP,356,281,0,100,737
Muskegon,"City of Norton Shores, Precinct 5",Regent of the University of Michigan,,Sevag Vartanian,REP,326,250,0,93,669
Muskegon,"City of Norton Shores, Precinct 5",Regent of the University of Michigan,,Andrew Chadderdon,LIB,23,8,0,3,34
Muskegon,"City of Norton Shores, Precinct 5",Regent of the University of Michigan,,Donna M. Oetman,UST,13,16,0,1,30
Muskegon,"City of Norton Shores, Precinct 5",Regent of the University of Michigan,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Regent of the University of Michigan,,Under Votes,,233,138,0,28,399
Muskegon,"City of Norton Shores, Precinct 5",Regent of the University of Michigan,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,211,357,0,49,617
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,Thomas Stallworth III,DEM,183,330,0,43,556
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,Mike Balow,REP,349,270,0,96,715
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,Julie Maday,REP,350,273,0,95,718
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,Grant T. Baker,LIB,12,12,0,3,27
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,Janet M. Sanger,UST,15,10,0,0,25
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,John Paul Sanger,UST,10,7,0,1,18
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,John Anthony La Pietra,GRN,10,6,0,2,18
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,Under Votes,,230,135,0,29,394
Muskegon,"City of Norton Shores, Precinct 5",Trustee of Michigan State University,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Rasha Demashkieh,DEM,199,326,0,44,569
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Mark T. Gaffney,DEM,185,327,0,38,550
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Michael Busuito,REP,340,269,0,95,704
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Sunny Reddy,REP,333,270,0,94,697
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Farid Ishac,LIB,10,4,0,1,15
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,William Mohr II,UST,5,10,0,1,16
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Sami Makhoul,GRN,6,4,0,1,11
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Suzanne Roehrig,WC,32,20,0,4,56
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Kathleen Oakford,NLP,8,10,0,1,19
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Under Votes,,252,160,0,39,451
Muskegon,"City of Norton Shores, Precinct 5",Governor of Wayne State University,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Prosecuting Attorney,,D. J. Hilson,DEM,369,487,0,67,923
Muskegon,"City of Norton Shores, Precinct 5",Prosecuting Attorney,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Prosecuting Attorney,,Under Votes,,316,213,0,92,621
Muskegon,"City of Norton Shores, Precinct 5",Prosecuting Attorney,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Sheriff,,Michael J. Poulin,DEM,288,432,0,52,772
Muskegon,"City of Norton Shores, Precinct 5",Sheriff,,Max Riekse,REP,337,240,0,99,676
Muskegon,"City of Norton Shores, Precinct 5",Sheriff,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Sheriff,,Under Votes,,60,28,0,8,96
Muskegon,"City of Norton Shores, Precinct 5",Sheriff,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Clerk,,Karen D. Buie,DEM,245,397,0,53,695
Muskegon,"City of Norton Shores, Precinct 5",Clerk,,Eric Rothoff,REP,367,267,0,97,731
Muskegon,"City of Norton Shores, Precinct 5",Clerk,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Clerk,,Under Votes,,72,36,0,9,117
Muskegon,"City of Norton Shores, Precinct 5",Clerk,,Over Votes,,1,0,0,0,1
Muskegon,"City of Norton Shores, Precinct 5",Treasurer,,Tony Moulatsiotis,DEM,249,395,0,54,698
Muskegon,"City of Norton Shores, Precinct 5",Treasurer,,Kent Boersema,REP,381,278,0,97,756
Muskegon,"City of Norton Shores, Precinct 5",Treasurer,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Treasurer,,Under Votes,,55,27,0,8,90
Muskegon,"City of Norton Shores, Precinct 5",Treasurer,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Register of Deeds,,William Moulatsiotis,DEM,246,386,0,53,685
Muskegon,"City of Norton Shores, Precinct 5",Register of Deeds,,Jason M. Hall,REP,369,278,0,96,743
Muskegon,"City of Norton Shores, Precinct 5",Register of Deeds,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Register of Deeds,,Under Votes,,70,36,0,10,116
Muskegon,"City of Norton Shores, Precinct 5",Register of Deeds,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Water Resources Commissioner,,Stephanie Barrett,DEM,247,388,0,54,689
Muskegon,"City of Norton Shores, Precinct 5",Water Resources Commissioner,,Zach Laring,REP,368,282,0,98,748
Muskegon,"City of Norton Shores, Precinct 5",Water Resources Commissioner,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Water Resources Commissioner,,Under Votes,,70,30,0,7,107
Muskegon,"City of Norton Shores, Precinct 5",Water Resources Commissioner,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Surveyor,,Tim DeMumbrum,DEM,348,452,0,71,871
Muskegon,"City of Norton Shores, Precinct 5",Surveyor,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Surveyor,,Under Votes,,337,248,0,88,673
Muskegon,"City of Norton Shores, Precinct 5",Surveyor,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",County Commissioner 3rd District,,Sandra Boone-Thomas,DEM,221,347,0,53,621
Muskegon,"City of Norton Shores, Precinct 5",County Commissioner 3rd District,,Michelle Hazekamp,REP,384,301,0,97,782
Muskegon,"City of Norton Shores, Precinct 5",County Commissioner 3rd District,,Blank (W),,0,0,0,0,0
