county,precinct,office,district,candidate,party,election_day,absentee,early_voting_local,early_voting_county,votes
Muskegon,"Dalton Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,8,4,3,0,15
Muskegon,"Dalton Township, Precinct 1",Governor of Wayne State University,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor of Wayne State University,,Under Votes,,194,164,180,0,538
Muskegon,"Dalton Township, Precinct 1",Governor of Wayne State University,,Over Votes,,1,0,0,0,1
Muskegon,"Dalton Township, Precinct 1",Prosecuting Attorney,,D. J. Hilson,DEM,266,436,197,0,899
Muskegon,"Dalton Township, Precinct 1",Prosecuting Attorney,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Prosecuting Attorney,,Under Votes,,264,198,343,0,805
Muskegon,"Dalton Township, Precinct 1",Prosecuting Attorney,,Over Votes,,0,0,1,0,1
Muskegon,"Dalton Township, Precinct 1",Sheriff,,Michael J. Poulin,DEM,204,420,190,0,814
Muskegon,"Dalton Township, Precinct 1",Sheriff,,Max Riekse,REP,298,197,317,0,812
Muskegon,"Dalton Township, Precinct 1",Sheriff,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Sheriff,,Under Votes,,28,17,34,0,79
Muskegon,"Dalton Township, Precinct 1",Sheriff,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Clerk,,Karen D. Buie,DEM,147,359,118,0,624
Muskegon,"Dalton Township, Precinct 1",Clerk,,Eric Rothoff,REP,339,245,373,0,957
Muskegon,"Dalton Township, Precinct 1",Clerk,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Clerk,,Under Votes,,44,30,50,0,124
Muskegon,"Dalton Township, Precinct 1",Clerk,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Treasurer,,Tony Moulatsiotis,DEM,143,359,123,0,625
Muskegon,"Dalton Township, Precinct 1",Treasurer,,Kent Boersema,REP,344,242,374,0,960
Muskegon,"Dalton Township, Precinct 1",Treasurer,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Treasurer,,Under Votes,,43,31,44,0,118
Muskegon,"Dalton Township, Precinct 1",Treasurer,,Over Votes,,0,2,0,0,2
Muskegon,"Dalton Township, Precinct 1",Register of Deeds,,William Moulatsiotis,DEM,139,344,120,0,603
Muskegon,"Dalton Township, Precinct 1",Register of Deeds,,Jason M. Hall,REP,340,252,371,0,963
Muskegon,"Dalton Township, Precinct 1",Register of Deeds,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Register of Deeds,,Under Votes,,50,38,50,0,138
Muskegon,"Dalton Township, Precinct 1",Register of Deeds,,Over Votes,,1,0,0,0,1
Muskegon,"Dalton Township, Precinct 1",Water Resources Commissioner,,Stephanie Barrett,DEM,151,339,117,0,607
Muskegon,"Dalton Township, Precinct 1",Water Resources Commissioner,,Zach Laring,REP,330,253,373,0,956
Muskegon,"Dalton Township, Precinct 1",Water Resources Commissioner,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Water Resources Commissioner,,Under Votes,,49,42,51,0,142
Muskegon,"Dalton Township, Precinct 1",Water Resources Commissioner,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Surveyor,,Tim DeMumbrum,DEM,239,405,174,0,818
Muskegon,"Dalton Township, Precinct 1",Surveyor,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Surveyor,,Under Votes,,291,229,367,0,887
Muskegon,"Dalton Township, Precinct 1",Surveyor,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",County Commissioner 1st District,,Bruce E. Froelich,DEM,132,313,111,0,556
Muskegon,"Dalton Township, Precinct 1",County Commissioner 1st District,,Kim L. Cyr,REP,347,280,387,0,1014
Muskegon,"Dalton Township, Precinct 1",County Commissioner 1st District,,Under Votes,,51,41,43,0,135
Muskegon,"Dalton Township, Precinct 1",County Commissioner 1st District,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Dalton Township Supervisor,,Heather Petrie-Cooley,REP,336,311,362,0,1009
Muskegon,"Dalton Township, Precinct 1",Dalton Township Supervisor,,Kevin J. Ferguson,NPA,102,149,80,0,331
Muskegon,"Dalton Township, Precinct 1",Dalton Township Supervisor,,Under Votes,,92,173,99,0,364
Muskegon,"Dalton Township, Precinct 1",Dalton Township Supervisor,,Over Votes,,0,1,0,0,1
Muskegon,"Dalton Township, Precinct 1",Dalton Township Clerk,,Tracy L. DeMarse,DEM,247,396,174,0,817
Muskegon,"Dalton Township, Precinct 1",Dalton Township Clerk,,Under Votes,,283,238,367,0,888
Muskegon,"Dalton Township, Precinct 1",Dalton Township Clerk,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Dalton Township Treasurer,,Kristy Houseman-Miles,REP,403,363,402,0,1168
Muskegon,"Dalton Township, Precinct 1",Dalton Township Treasurer,,Under Votes,,127,271,139,0,537
Muskegon,"Dalton Township, Precinct 1",Dalton Township Treasurer,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Dalton Township Trustee,,Michael Bennett,DEM,143,354,121,0,618
Muskegon,"Dalton Township, Precinct 1",Dalton Township Trustee,,Daniel Hess,DEM,154,357,126,0,637
Muskegon,"Dalton Township, Precinct 1",Dalton Township Trustee,,Eugene Kooi,REP,320,263,372,0,955
Muskegon,"Dalton Township, Precinct 1",Dalton Township Trustee,,Nola Twining,REP,331,265,354,0,950
Muskegon,"Dalton Township, Precinct 1",Dalton Township Trustee,,Leeland Witte,REP,322,254,342,0,918
Muskegon,"Dalton Township, Precinct 1",Dalton Township Trustee,,Under Votes,,850,1043,849,0,2742
Muskegon,"Dalton Township, Precinct 1",Dalton Township Trustee,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,172,148,187,0,507
Muskegon,"Dalton Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,168,321,148,0,637
Muskegon,"Dalton Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Under Votes,,190,165,205,0,560
Muskegon,"Dalton Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Over Votes,,0,0,1,0,1
Muskegon,"Dalton Township, Precinct 1",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Kyra Harris Bolden,,159,284,119,0,562
Muskegon,"Dalton Township, Precinct 1",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Patrick William O'Grady,,182,180,221,0,583
Muskegon,"Dalton Township, Precinct 1",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Under Votes,,189,169,201,0,559
Muskegon,"Dalton Township, Precinct 1",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Over Votes,,0,1,0,0,1
Muskegon,"Dalton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,192,279,174,0,645
Muskegon,"Dalton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,210,287,193,0,690
Muskegon,"Dalton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Under Votes,,658,702,715,0,2075
Muskegon,"Dalton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Judge of Circuit Court 14th Circuit Incumbent Position,,Annette R. Smedley,,274,334,232,0,840
Muskegon,"Dalton Township, Precinct 1",Judge of Circuit Court 14th Circuit Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Judge of Circuit Court 14th Circuit Incumbent Position,,Under Votes,,256,300,309,0,865
Muskegon,"Dalton Township, Precinct 1",Judge of Circuit Court 14th Circuit Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Judge of Probate Court Incumbent Position,,Gregory C. Pittman,,196,212,199,0,607
Muskegon,"Dalton Township, Precinct 1",Judge of Probate Court Incumbent Position,,Kendrah Robinson,,142,244,119,0,505
Muskegon,"Dalton Township, Precinct 1",Judge of Probate Court Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Judge of Probate Court Incumbent Position,,Under Votes,,192,178,222,0,592
Muskegon,"Dalton Township, Precinct 1",Judge of Probate Court Incumbent Position,,Over Votes,,0,0,1,0,1
Muskegon,"Dalton Township, Precinct 1",Judge of District Court 60th District Incumbent Position,,Raymond J. Kostrzewa,,275,329,244,0,848
Muskegon,"Dalton Township, Precinct 1",Judge of District Court 60th District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Judge of District Court 60th District Incumbent Position,,Under Votes,,254,304,297,0,855
Muskegon,"Dalton Township, Precinct 1",Judge of District Court 60th District Incumbent Position,,Over Votes,,1,1,0,0,2
Muskegon,"Dalton Township, Precinct 1",Board of Trustees Member Muskegon Community College,,Donald Crandall,,262,313,222,0,797
Muskegon,"Dalton Township, Precinct 1",Board of Trustees Member Muskegon Community College,,Asaline Scott (W),,3,14,0,0,17
Muskegon,"Dalton Township, Precinct 1",Board of Trustees Member Muskegon Community College,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Board of Trustees Member Muskegon Community College,,Jeffrey Lee Zabrocki (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Board of Trustees Member Muskegon Community College,,Kara Olson (W),,0,3,0,0,3
Muskegon,"Dalton Township, Precinct 1",Board of Trustees Member Muskegon Community College,,Neal Alan Barncard (W),,2,4,4,0,10
Muskegon,"Dalton Township, Precinct 1",Board of Trustees Member Muskegon Community College,,Under Votes,,793,934,856,0,2583
Muskegon,"Dalton Township, Precinct 1",Board of Trustees Member Muskegon Community College,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 1",Board Member Reeths-Puffer Schools,,Austin Aamodt,,112,167,111,0,390
Muskegon,"Dalton Township, Precinct 1",Board Member Reeths-Puffer Schools,,Christopher M. Brooks,,150,214,167,0,531
Muskegon,"Dalton Township, Precinct 1",Board Member Reeths-Puffer Schools,,David R. Muskovin,,132,148,131,0,411
Muskegon,"Dalton Township, Precinct 1",Board Member Reeths-Puffer Schools,,Zach Neumann,,117,108,86,0,311
Muskegon,"Dalton Township, Precinct 1",Board Member Reeths-Puffer Schools,,Under Votes,,549,631,587,0,1767
Muskegon,"Dalton Township, Precinct 1",Board Member Reeths-Puffer Schools,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Registered Voters,,,,,,,,1214
Muskegon,Dalton Township Precinct 2,Ballots Cast,,,,,,,,1973
Muskegon,Dalton Township Precinct 2,Straight Party,,Democratic Party,DEM,84,131,60,0,275
Muskegon,Dalton Township Precinct 2,Straight Party,,Republican Party,REP,229,61,166,0,456
Muskegon,Dalton Township Precinct 2,Straight Party,,Libertarian Party,LIB,1,1,0,0,2
Muskegon,Dalton Township Precinct 2,Straight Party,,U.S. Taxpayers Party,UST,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Straight Party,,Green Party,GRN,1,0,0,0,1
Muskegon,Dalton Township Precinct 2,Straight Party,,Working Class Party,WC,0,1,0,0,1
Muskegon,Dalton Township Precinct 2,Straight Party,,Natural Law Party,NLP,1,0,0,0,1
Muskegon,Dalton Township Precinct 2,Straight Party,,Under Votes,,248,105,125,0,478
Muskegon,Dalton Township Precinct 2,Straight Party,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Kamala D. Harris,DEM,166,182,89,0,437
Muskegon,Dalton Township Precinct 2,President,,Donald J. Trump,REP,384,114,259,0,757
Muskegon,Dalton Township Precinct 2,President,,Chase Oliver,LIB,1,1,0,0,2
Muskegon,Dalton Township Precinct 2,President,,Randall Terry,UST,1,0,0,0,1
Muskegon,Dalton Township Precinct 2,President,,Jill Stein,GRN,3,1,0,0,4
Muskegon,Dalton Township Precinct 2,President,,"Robert F. Kennedy, Jr.",NLP,5,1,2,0,8
Muskegon,Dalton Township Precinct 2,President,,Joseph Kishore,NPA,0,0,1,0,1
Muskegon,Dalton Township Precinct 2,President,,Cornel West,NPA,1,0,0,0,1
Muskegon,Dalton Township Precinct 2,President,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Cherunda Lynn Fox (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Claudia De la Cruz (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Jay J. Bowman (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Peter Sonski (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Under Votes,,3,0,0,0,3
Muskegon,Dalton Township Precinct 2,President,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Elissa Slotkin,DEM,163,175,82,0,420
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Mike Rogers,REP,353,109,254,0,716
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Joseph Solis-Mullen,LIB,7,2,3,0,12
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Dave Stein,UST,12,4,1,0,17
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Douglas P. Marsh,GRN,8,3,4,0,15
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Doug Dern,NLP,2,0,1,0,3
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,U.S. Senate,,James Chapman (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Under Votes,,19,6,6,0,31
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,U.S. House,2,Michael Lynch,DEM,150,169,82,0,401
Muskegon,Dalton Township Precinct 2,U.S. House,2,John R. Moolenaar,REP,353,109,252,0,714
Muskegon,Dalton Township Precinct 2,U.S. House,2,Ben DeJong,LIB,15,5,6,0,26
Muskegon,Dalton Township Precinct 2,U.S. House,2,Scott Adams,UST,10,5,2,0,17
Muskegon,Dalton Township Precinct 2,U.S. House,2,Under Votes,,35,11,9,0,55
Muskegon,Dalton Township Precinct 2,U.S. House,2,Over Votes,,1,0,0,0,1
Muskegon,Dalton Township Precinct 2,State House,102,Kathy Pelleran-Mahoney,DEM,159,174,84,0,417
Muskegon,Dalton Township Precinct 2,State House,102,Curt VanderWall,REP,369,117,259,0,745
Muskegon,Dalton Township Precinct 2,State House,102,Under Votes,,34,8,8,0,50
Muskegon,Dalton Township Precinct 2,State House,102,Over Votes,,2,0,0,0,2
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Theodore Jones,DEM,131,160,79,0,370
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Adam Frederick Zemke,DEM,131,152,79,0,362
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Tom McMillin,REP,306,103,234,0,643
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Nikki Snyder,REP,324,109,233,0,666
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Scotty Boman,LIB,20,8,7,0,35
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Ted Gerrard,UST,9,4,2,0,15
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Christine C. Schwartz,UST,8,8,2,0,18
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Mary Anne Hering,WC,34,8,8,0,50
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Under Votes,,165,46,58,0,269
Muskegon,Dalton Township Precinct 2,Members of the State Board of Education,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Regent of the University of Michigan,,Denise Ilitch,DEM,152,161,83,0,396
Muskegon,Dalton Township Precinct 2,Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,135,160,77,0,372
Muskegon,Dalton Township Precinct 2,Regent of the University of Michigan,,Carl Meyers,REP,323,107,241,0,671
Muskegon,Dalton Township Precinct 2,Regent of the University of Michigan,,Sevag Vartanian,REP,285,94,215,0,594
Muskegon,Dalton Township Precinct 2,Regent of the University of Michigan,,Andrew Chadderdon,LIB,23,4,5,0,32
Muskegon,Dalton Township Precinct 2,Regent of the University of Michigan,,Donna M. Oetman,UST,28,14,10,0,52
Muskegon,Dalton Township Precinct 2,Regent of the University of Michigan,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Regent of the University of Michigan,,Under Votes,,182,58,71,0,311
Muskegon,Dalton Township Precinct 2,Regent of the University of Michigan,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,143,161,81,0,385
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,Thomas Stallworth III,DEM,126,154,78,0,358
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,Mike Balow,REP,314,103,235,0,652
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,Julie Maday,REP,305,98,227,0,630
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,Grant T. Baker,LIB,16,4,4,0,24
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,Janet M. Sanger,UST,17,10,3,0,30
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,John Paul Sanger,UST,16,10,2,0,28
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,John Anthony La Pietra,GRN,7,4,2,0,13
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,Under Votes,,184,52,70,0,306
Muskegon,Dalton Township Precinct 2,Trustee of Michigan State University,,Over Votes,,0,1,0,0,1
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Rasha Demashkieh,DEM,133,148,76,0,357
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Mark T. Gaffney,DEM,131,163,78,0,372
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Michael Busuito,REP,310,104,232,0,646
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Sunny Reddy,REP,285,101,230,0,616
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Farid Ishac,LIB,8,3,3,0,14
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,William Mohr II,UST,14,3,1,0,18
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Sami Makhoul,GRN,8,1,0,0,9
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Suzanne Roehrig,WC,36,14,3,0,53
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Kathleen Oakford,NLP,7,3,2,0,12
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Under Votes,,196,58,77,0,331
Muskegon,Dalton Township Precinct 2,Governor of Wayne State University,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Prosecuting Attorney,,D. J. Hilson,DEM,250,215,137,0,602
Muskegon,Dalton Township Precinct 2,Prosecuting Attorney,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Prosecuting Attorney,,Under Votes,,314,84,214,0,612
Muskegon,Dalton Township Precinct 2,Prosecuting Attorney,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Sheriff,,Michael J. Poulin,DEM,206,196,118,0,520
Muskegon,Dalton Township Precinct 2,Sheriff,,Max Riekse,REP,326,96,229,0,651
Muskegon,Dalton Township Precinct 2,Sheriff,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Sheriff,,Under Votes,,32,7,4,0,43
Muskegon,Dalton Township Precinct 2,Sheriff,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Clerk,,Karen D. Buie,DEM,170,179,93,0,442
Muskegon,Dalton Township Precinct 2,Clerk,,Eric Rothoff,REP,340,105,245,0,690
Muskegon,Dalton Township Precinct 2,Clerk,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Clerk,,Under Votes,,54,15,13,0,82
Muskegon,Dalton Township Precinct 2,Clerk,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Treasurer,,Tony Moulatsiotis,DEM,165,178,89,0,432
Muskegon,Dalton Township Precinct 2,Treasurer,,Kent Boersema,REP,351,108,251,0,710
Muskegon,Dalton Township Precinct 2,Treasurer,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Treasurer,,Under Votes,,48,13,11,0,72
Muskegon,Dalton Township Precinct 2,Treasurer,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Register of Deeds,,William Moulatsiotis,DEM,162,175,85,0,422
Muskegon,Dalton Township Precinct 2,Register of Deeds,,Jason M. Hall,REP,351,109,252,0,712
Muskegon,Dalton Township Precinct 2,Register of Deeds,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Register of Deeds,,Under Votes,,51,15,14,0,80
Muskegon,Dalton Township Precinct 2,Register of Deeds,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Water Resources Commissioner,,Stephanie Barrett,DEM,176,183,89,0,448
Muskegon,Dalton Township Precinct 2,Water Resources Commissioner,,Zach Laring,REP,337,105,248,0,690
Muskegon,Dalton Township Precinct 2,Water Resources Commissioner,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Water Resources Commissioner,,Under Votes,,51,11,14,0,76
Muskegon,Dalton Township Precinct 2,Water Resources Commissioner,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Surveyor,,Tim DeMumbrum,DEM,227,207,132,0,566
Muskegon,Dalton Township Precinct 2,Surveyor,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Surveyor,,Under Votes,,337,92,219,0,648
Muskegon,Dalton Township Precinct 2,Surveyor,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,County Commissioner 1st District,,Bruce E. Froelich,DEM,145,164,82,0,391
Muskegon,Dalton Township Precinct 2,County Commissioner 1st District,,Kim L. Cyr,REP,369,122,259,0,750
Muskegon,Dalton Township Precinct 2,County Commissioner 1st District,,Under Votes,,50,13,10,0,73
Muskegon,Dalton Township Precinct 2,County Commissioner 1st District,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Dalton Township Supervisor,,Heather Petrie-Cooley,REP,348,129,240,0,717
Muskegon,Dalton Township Precinct 2,Dalton Township Supervisor,,Kevin J. Ferguson,NPA,77,63,44,0,184
Muskegon,Dalton Township Precinct 2,Dalton Township Supervisor,,Under Votes,,139,107,67,0,313
Muskegon,Dalton Township Precinct 2,Dalton Township Supervisor,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Dalton Township Clerk,,Tracy L. DeMarse,DEM,229,211,135,0,575
Muskegon,Dalton Township Precinct 2,Dalton Township Clerk,,Under Votes,,335,88,216,0,639
Muskegon,Dalton Township Precinct 2,Dalton Township Clerk,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Dalton Township Treasurer,,Kristy Houseman-Miles,REP,393,160,265,0,818
Muskegon,Dalton Township Precinct 2,Dalton Township Treasurer,,Under Votes,,171,139,85,0,395
Muskegon,Dalton Township Precinct 2,Dalton Township Treasurer,,Over Votes,,0,0,1,0,1
Muskegon,Dalton Township Precinct 2,Dalton Township Trustee,,Michael Bennett,DEM,173,174,89,0,436
Muskegon,Dalton Township Precinct 2,Dalton Township Trustee,,Daniel Hess,DEM,159,176,93,0,428
Muskegon,Dalton Township Precinct 2,Dalton Township Trustee,,Eugene Kooi,REP,326,120,232,0,678
Muskegon,Dalton Township Precinct 2,Dalton Township Trustee,,Nola Twining,REP,348,131,237,0,716
Muskegon,Dalton Township Precinct 2,Dalton Township Trustee,,Leeland Witte,REP,317,119,231,0,667
Muskegon,Dalton Township Precinct 2,Dalton Township Trustee,,Under Votes,,929,476,522,0,1927
Muskegon,Dalton Township Precinct 2,Dalton Township Trustee,,Over Votes,,1,0,0,0,1
Muskegon,Dalton Township Precinct 2,Justice of Supreme Court 8 Year Term,,Andrew Fink,,204,69,130,0,403
Muskegon,Dalton Township Precinct 2,Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,209,151,96,0,456
Muskegon,Dalton Township Precinct 2,Justice of Supreme Court 8 Year Term,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Justice of Supreme Court 8 Year Term,,Under Votes,,150,79,125,0,354
Muskegon,Dalton Township Precinct 2,Justice of Supreme Court 8 Year Term,,Over Votes,,1,0,0,0,1
Muskegon,Dalton Township Precinct 2,Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Kyra Harris Bolden,,236,153,108,0,497
Muskegon,Dalton Township Precinct 2,Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Patrick William O'Grady,,178,64,117,0,359
Muskegon,Dalton Township Precinct 2,Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Under Votes,,149,82,126,0,357
Muskegon,Dalton Township Precinct 2,Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Over Votes,,1,0,0,0,1
Muskegon,Dalton Township Precinct 2,Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,218,146,115,0,479
Muskegon,Dalton Township Precinct 2,Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,252,147,136,0,535
Muskegon,Dalton Township Precinct 2,Judge of Court of Appeals 3rd District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Judge of Court of Appeals 3rd District Incumbent Position,,Under Votes,,658,305,451,0,1414
Muskegon,Dalton Township Precinct 2,Judge of Court of Appeals 3rd District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Judge of Circuit Court 14th Circuit Incumbent Position,,Annette R. Smedley,,334,170,176,0,680
Muskegon,Dalton Township Precinct 2,Judge of Circuit Court 14th Circuit Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Judge of Circuit Court 14th Circuit Incumbent Position,,Under Votes,,230,129,175,0,534
Muskegon,Dalton Township Precinct 2,Judge of Circuit Court 14th Circuit Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Judge of Probate Court Incumbent Position,,Gregory C. Pittman,,244,115,156,0,515
