county,precinct,office,district,candidate,party,election_day,early_voting,votes
Gratiot,"Washington Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,291,57,348
Gratiot,"Washington Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,4,0,4
Gratiot,"Washington Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,8,1,9
Gratiot,"Washington Township, Precinct 1",U.S. House,2,Write-in,,2,0,2
Gratiot,"Washington Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",U.S. House,2,Under Vote Count,,6,3,9
Gratiot,"Washington Township, Precinct 1",State House,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",State House,,Kevin C. Seamon,Democrat,104,6,110
Gratiot,"Washington Township, Precinct 1",State House,,Tim Kelly,Republican,288,59,347
Gratiot,"Washington Township, Precinct 1",State House,,Write-in,,2,0,2
Gratiot,"Washington Township, Precinct 1",State House,,Over Vote Count,,0,1,1
Gratiot,"Washington Township, Precinct 1",State House,,Under Vote Count,,16,2,18
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,108,8,116
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,100,8,108
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,254,50,304
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,260,50,310
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,6,3,9
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,2,1,3
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,4,3,7
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,13,2,15
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Write-in,,3,0,3
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,70,11,81
Gratiot,"Washington Township, Precinct 1",Regents of the Unversity of Michigan,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Regents of the Unversity of Michigan,,Denise Ilitch,Democrat,105,8,113
Gratiot,"Washington Township, Precinct 1",Regents of the Unversity of Michigan,,Shauna Ryder Diggs,Democrat,100,6,106
Gratiot,"Washington Township, Precinct 1",Regents of the Unversity of Michigan,,Carl Meyers,Republican,266,54,320
Gratiot,"Washington Township, Precinct 1",Regents of the Unversity of Michigan,,Sevag Vartanian,Republican,234,46,280
Gratiot,"Washington Township, Precinct 1",Regents of the Unversity of Michigan,,Andrew Chadderdon,Libertarian,9,2,11
Gratiot,"Washington Township, Precinct 1",Regents of the Unversity of Michigan,,Donna M. Oetman,U.S. Taxpayers,19,2,21
Gratiot,"Washington Township, Precinct 1",Regents of the Unversity of Michigan,,Write-in,,2,0,2
Gratiot,"Washington Township, Precinct 1",Regents of the Unversity of Michigan,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Regents of the Unversity of Michigan,,Under Vote Count,,85,18,103
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,Rebecca Bahar-Cook,Democrat,108,7,115
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,Thomas Stallworth III,Democrat,99,9,108
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,Mike Balow,Republican,254,48,302
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,Julie Maday,Republican,255,48,303
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,Grant T. Baker,Libertarian,6,2,8
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,7,1,8
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,John Paul Sanger,U.S. Taxpayers,7,2,9
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,John Anthony La Pietra,Green,6,1,7
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,Write-in,,2,0,2
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Trustees of Michigan State University,,Under Vote Count,,76,18,94
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,100,6,106
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,106,7,113
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,250,49,299
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,247,49,296
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,2,1,3
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,5,0,5
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,2,1,3
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,10,1,11
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,6,1,7
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Write-in,,2,0,2
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,90,21,111
Gratiot,"Washington Township, Precinct 1",Prosecuting Attorney,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Prosecuting Attorney,,Laura M. Bever,Republican,325,60,385
Gratiot,"Washington Township, Precinct 1",Prosecuting Attorney,,Write-in,,6,0,6
Gratiot,"Washington Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,79,8,87
Gratiot,"Washington Township, Precinct 1",Sheriff,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Sheriff,,Tom Clark,Republican,312,63,375
Gratiot,"Washington Township, Precinct 1",Sheriff,,John Cary,No Party Affiliation,39,3,42
Gratiot,"Washington Township, Precinct 1",Sheriff,,Write-in,,3,0,3
Gratiot,"Washington Township, Precinct 1",Sheriff,,Over Vote Count,,1,0,1
Gratiot,"Washington Township, Precinct 1",Sheriff,,Under Vote Count,,55,2,57
Gratiot,"Washington Township, Precinct 1",County Clerk,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",County Clerk,,Angie Thompson,Republican,330,61,391
Gratiot,"Washington Township, Precinct 1",County Clerk,,Write-in,,5,1,6
Gratiot,"Washington Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",County Clerk,,Under Vote Count,,75,6,81
Gratiot,"Washington Township, Precinct 1",County Treasurer,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",County Treasurer,,Terri R. Ball,Republican,331,61,392
Gratiot,"Washington Township, Precinct 1",County Treasurer,,Write-in,,7,0,7
Gratiot,"Washington Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",County Treasurer,,Under Vote Count,,72,7,79
Gratiot,"Washington Township, Precinct 1",Register of Deeds,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Register of Deeds,,Kimberlee M. VanHoose,Republican,330,61,391
Gratiot,"Washington Township, Precinct 1",Register of Deeds,,Write-in,,8,1,9
Gratiot,"Washington Township, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Register of Deeds,,Under Vote Count,,72,6,78
Gratiot,"Washington Township, Precinct 1",Road Commissioner,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Road Commissioner,,John H. Wilson,Republican,332,60,392
Gratiot,"Washington Township, Precinct 1",Road Commissioner,,Write-in,,7,0,7
Gratiot,"Washington Township, Precinct 1",Road Commissioner,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Road Commissioner,,Under Vote Count,,71,8,79
Gratiot,"Washington Township, Precinct 1",Drain Commissioner,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Drain Commissioner,,Bernard James Barnes,Republican,330,58,388
Gratiot,"Washington Township, Precinct 1",Drain Commissioner,,Write-in,,7,0,7
Gratiot,"Washington Township, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Drain Commissioner,,Under Vote Count,,73,10,83
Gratiot,"Washington Township, Precinct 1",County Commissioner 4th District,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",County Commissioner 4th District,,Sarah M. Foltz,Democrat,100,5,105
Gratiot,"Washington Township, Precinct 1",County Commissioner 4th District,,Steven Sopocy,Republican,298,61,359
Gratiot,"Washington Township, Precinct 1",County Commissioner 4th District,,Write-in,,1,0,1
Gratiot,"Washington Township, Precinct 1",County Commissioner 4th District,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",County Commissioner 4th District,,Under Vote Count,,11,2,13
Gratiot,"Washington Township, Precinct 1",Washington Township Supervisor,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Washington Township Supervisor,,Howard Whaley,Republican,336,62,398
Gratiot,"Washington Township, Precinct 1",Washington Township Supervisor,,Write-in,,6,0,6
Gratiot,"Washington Township, Precinct 1",Washington Township Supervisor,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Washington Township Supervisor,,Under Vote Count,,68,6,74
Gratiot,"Washington Township, Precinct 1",Washington Township Clerk,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Washington Township Clerk,,Doreen Summer,Republican,319,61,380
Gratiot,"Washington Township, Precinct 1",Washington Township Clerk,,Write-in,,7,1,8
Gratiot,"Washington Township, Precinct 1",Washington Township Clerk,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Washington Township Clerk,,Under Vote Count,,84,6,90
Gratiot,"Washington Township, Precinct 1",Washington Township Treasurer,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Washington Township Treasurer,,Kevin Whaley,Republican,247,54,301
Gratiot,"Washington Township, Precinct 1",Washington Township Treasurer,,Valerie Spousta,No Party Affiliation,117,10,127
Gratiot,"Washington Township, Precinct 1",Washington Township Treasurer,,Write-in,,4,0,4
Gratiot,"Washington Township, Precinct 1",Washington Township Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Washington Township Treasurer,,Under Vote Count,,42,4,46
Gratiot,"Washington Township, Precinct 1",Washington Township Trustee,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Washington Township Trustee,,Nancy Rogers,Republican,306,56,362
Gratiot,"Washington Township, Precinct 1",Washington Township Trustee,,Eric Whitford,Republican,297,60,357
Gratiot,"Washington Township, Precinct 1",Washington Township Trustee,,Write-in,,11,0,11
Gratiot,"Washington Township, Precinct 1",Washington Township Trustee,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Washington Township Trustee,,Under Vote Count,,206,20,226
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court,,Andrew Fink,,136,34,170
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,163,16,179
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court,,Write-in,,4,0,4
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court,,Under Vote Count,,107,18,125
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court Partial Term,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,143,16,159
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,154,34,188
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court Partial Term,,Write-in,,4,0,4
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Justice of Supreme Court Partial Term,,Under Vote Count,,109,18,127
Gratiot,"Washington Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Stephen L. Borrello,,254,42,296
Gratiot,"Washington Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Write-in,,5,0,5
Gratiot,"Washington Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Under Vote Count,,151,26,177
Gratiot,"Washington Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Allie Greenleaf Maldonado,,252,42,294
Gratiot,"Washington Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Write-in,,5,0,5
Gratiot,"Washington Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Under Vote Count,,153,26,179
Gratiot,"Washington Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,410,68,478
Gratiot,"Washington Township, Precinct 1",Judge of Probate Court,,Kristin Bakker,,264,43,307
Gratiot,"Washington Township, Precinct 1",Judge of Probate Court,,Write-in,,7,0,7
Gratiot,"Washington Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,139,25,164
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member,,Ballots Cast,,100,12,112
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member,,Dustin Crumbaugh,,55,8,63
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member,,Ashleigh S. Shaw,,49,6,55
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member,,Dawn M. Wirt,,47,7,54
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member,,Trent Yelsik,,57,10,67
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member,,Write-in,,1,0,1
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member,,Under Vote Count,,191,17,208
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member Partial Term,,Ballots Cast,,100,12,112
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member Partial Term,,Saige Slowinski,,58,10,68
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member Partial Term,,Write-in,,1,0,1
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member Partial Term,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Ashley Community School Board Member Partial Term,,Under Vote Count,,141,14,155
Gratiot,"Washington Township, Precinct 1",Fulton School Board Member,,Ballots Cast,,193,39,232
Gratiot,"Washington Township, Precinct 1",Fulton School Board Member,,Natasha Walden,,106,19,125
Gratiot,"Washington Township, Precinct 1",Fulton School Board Member,,Jennifer Whitford,,121,23,144
Gratiot,"Washington Township, Precinct 1",Fulton School Board Member,,Write-in,,3,0,3
Gratiot,"Washington Township, Precinct 1",Fulton School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Fulton School Board Member,,Under Vote Count,,156,36,192
Gratiot,"Washington Township, Precinct 1",Ithaca Public School Board Member,,Ballots Cast,,41,5,46
Gratiot,"Washington Township, Precinct 1",Ithaca Public School Board Member,,Justin Seaman,,0,0,0
Gratiot,"Washington Township, Precinct 1",Ithaca Public School Board Member,,Write-in,,0,0,0
Gratiot,"Washington Township, Precinct 1",Ithaca Public School Board Member,,Corey Garbow-Gaylord Fowler,,0,0,0
Gratiot,"Washington Township, Precinct 1",Ithaca Public School Board Member,,Richard Jolliff,,0,0,0
Gratiot,"Washington Township, Precinct 1",Ithaca Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Ithaca Public School Board Member,,Under Vote Count,,0,0,0
Gratiot,"Washington Township, Precinct 1",Ovid-Elsie Area School Board Member,,Ballots Cast,,16,5,21
