county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Saginaw,"Saginaw Township, Precinct 10",County Treasurer,,Write-in,,45,6,4,55
Saginaw,"Saginaw Township, Precinct 10",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 10",County Treasurer,,Under Vote Count,,287,201,78,566
Saginaw,"Saginaw Township, Precinct 10",Register of Deeds,,Katie Albosta Kelly,DEM,534,559,118,1211
Saginaw,"Saginaw Township, Precinct 10",Register of Deeds,,Write-in,,39,7,4,50
Saginaw,"Saginaw Township, Precinct 10",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 10",Register of Deeds,,Under Vote Count,,296,211,79,586
Saginaw,"Saginaw Township, Precinct 11",Ballots Cast,,,,753,563,176,1492
Saginaw,"Saginaw Township, Precinct 11",Straight Party,,Democratic Party,DEM,240,311,60,611
Saginaw,"Saginaw Township, Precinct 11",Straight Party,,Republican Party,REP,188,68,55,311
Saginaw,"Saginaw Township, Precinct 11",Straight Party,,Libertarian Party,LIB,3,3,0,6
Saginaw,"Saginaw Township, Precinct 11",Straight Party,,U.S. Taxpayers Party,UST,2,2,1,5
Saginaw,"Saginaw Township, Precinct 11",Straight Party,,Green Party,GRE,2,4,0,6
Saginaw,"Saginaw Township, Precinct 11",Straight Party,,Working Class Party,WCP,11,1,0,12
Saginaw,"Saginaw Township, Precinct 11",Straight Party,,Natural Law Party,NLP,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",Straight Party,,Over Vote Count,,1,0,0,1
Saginaw,"Saginaw Township, Precinct 11",Straight Party,,Under Vote Count,,306,174,60,540
Saginaw,"Saginaw Township, Precinct 11",President,,Kamala D. Harris,DEM,375,420,82,877
Saginaw,"Saginaw Township, Precinct 11",President,,Donald J. Trump,REP,359,128,93,580
Saginaw,"Saginaw Township, Precinct 11",President,,Chase Oliver,LIB,7,2,0,9
Saginaw,"Saginaw Township, Precinct 11",President,,Randall Terry,UST,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",President,,Jill Stein,GRE,3,4,1,8
Saginaw,"Saginaw Township, Precinct 11",President,,Robert F. Kennedy Jr.,NLP,6,4,0,10
Saginaw,"Saginaw Township, Precinct 11",President,,Joseph Kishore,NPA,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",President,,Cornel West,NPA,2,0,0,2
Saginaw,"Saginaw Township, Precinct 11",President,,Write-in,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",President,,Peter Sonski,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",President,,Over Vote Count,,1,2,0,3
Saginaw,"Saginaw Township, Precinct 11",President,,Under Vote Count,,0,3,0,3
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Elissa Slotkin,DEM,372,412,82,866
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Mike Rogers,REP,323,116,88,527
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Joseph Solis-Mullen,LIB,14,3,2,19
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Dave Stein,UST,6,4,0,10
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Douglas P. Marsh,GRE,7,5,0,12
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Doug Dern,NLP,3,2,1,6
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Write-in,,6,2,0,8
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",U.S. Senate,,Under Vote Count,,22,19,3,44
Saginaw,"Saginaw Township, Precinct 11",U.S. House,8,Kristen McDonald Rivet,DEM,393,408,80,881
Saginaw,"Saginaw Township, Precinct 11",U.S. House,8,Paul Junge,REP,294,112,88,494
Saginaw,"Saginaw Township, Precinct 11",U.S. House,8,Steve Barcelo,LIB,12,5,0,17
Saginaw,"Saginaw Township, Precinct 11",U.S. House,8,James Allen Little,UST,2,3,0,5
Saginaw,"Saginaw Township, Precinct 11",U.S. House,8,Jim Casha,GRE,8,2,1,11
Saginaw,"Saginaw Township, Precinct 11",U.S. House,8,Kathy Goodwin,WCP,19,8,3,30
Saginaw,"Saginaw Township, Precinct 11",U.S. House,8,Write-in,,5,2,0,7
Saginaw,"Saginaw Township, Precinct 11",U.S. House,8,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",U.S. House,8,Under Vote Count,,20,23,4,47
Saginaw,"Saginaw Township, Precinct 11",State House,94,Amos O'Neal,DEM,382,414,80,876
Saginaw,"Saginaw Township, Precinct 11",State House,94,Robert E. Zelle,REP,321,114,83,518
Saginaw,"Saginaw Township, Precinct 11",State House,94,Write-in,,7,1,1,9
Saginaw,"Saginaw Township, Precinct 11",State House,94,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",State House,94,Under Vote Count,,43,34,12,89
Saginaw,"Saginaw Township, Precinct 11",Prosecuting Attorney,,John A. McColgan Jr.,DEM,508,451,102,1061
Saginaw,"Saginaw Township, Precinct 11",Prosecuting Attorney,,Write-in,,31,7,8,46
Saginaw,"Saginaw Township, Precinct 11",Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",Prosecuting Attorney,,Under Vote Count,,214,105,66,385
Saginaw,"Saginaw Township, Precinct 11",Sheriff,,William L. Federspiel,DEM,433,440,91,964
Saginaw,"Saginaw Township, Precinct 11",Sheriff,,Jason Wise,REP,286,98,78,462
Saginaw,"Saginaw Township, Precinct 11",Sheriff,,Write-in,,6,1,1,8
Saginaw,"Saginaw Township, Precinct 11",Sheriff,,Over Vote Count,,0,1,0,1
Saginaw,"Saginaw Township, Precinct 11",Sheriff,,Under Vote Count,,28,23,6,57
Saginaw,"Saginaw Township, Precinct 11",County Clerk,,Vanessa Guerra,DEM,517,451,107,1075
Saginaw,"Saginaw Township, Precinct 11",County Clerk,,Write-in,,28,5,6,39
Saginaw,"Saginaw Township, Precinct 11",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",County Clerk,,Under Vote Count,,208,107,63,378
Saginaw,"Saginaw Township, Precinct 11",County Treasurer,,Timothy Novak,DEM,519,450,104,1073
Saginaw,"Saginaw Township, Precinct 11",County Treasurer,,Write-in,,28,5,7,40
Saginaw,"Saginaw Township, Precinct 11",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",County Treasurer,,Under Vote Count,,206,108,65,379
Saginaw,"Saginaw Township, Precinct 11",Register of Deeds,,Katie Albosta Kelly,DEM,515,445,101,1061
Saginaw,"Saginaw Township, Precinct 11",Register of Deeds,,Write-in,,28,5,7,40
Saginaw,"Saginaw Township, Precinct 11",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 11",Register of Deeds,,Under Vote Count,,210,113,68,391
Saginaw,"Saginaw Township, Precinct 12",Ballots Cast,,,,1084,1055,344,2483
Saginaw,"Saginaw Township, Precinct 12",Straight Party,,Democratic Party,DEM,219,342,96,657
Saginaw,"Saginaw Township, Precinct 12",Straight Party,,Republican Party,REP,292,262,112,666
Saginaw,"Saginaw Township, Precinct 12",Straight Party,,Libertarian Party,LIB,1,4,1,6
Saginaw,"Saginaw Township, Precinct 12",Straight Party,,U.S. Taxpayers Party,UST,1,0,0,1
Saginaw,"Saginaw Township, Precinct 12",Straight Party,,Green Party,GRE,6,8,5,19
Saginaw,"Saginaw Township, Precinct 12",Straight Party,,Working Class Party,WCP,1,0,1,2
Saginaw,"Saginaw Township, Precinct 12",Straight Party,,Natural Law Party,NLP,2,0,0,2
Saginaw,"Saginaw Township, Precinct 12",Straight Party,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",Straight Party,,Under Vote Count,,562,439,129,1130
Saginaw,"Saginaw Township, Precinct 12",President,,Kamala D. Harris,DEM,430,592,152,1174
Saginaw,"Saginaw Township, Precinct 12",President,,Donald J. Trump,REP,625,428,183,1236
Saginaw,"Saginaw Township, Precinct 12",President,,Chase Oliver,LIB,10,2,1,13
Saginaw,"Saginaw Township, Precinct 12",President,,Randall Terry,UST,1,0,0,1
Saginaw,"Saginaw Township, Precinct 12",President,,Jill Stein,GRE,8,16,7,31
Saginaw,"Saginaw Township, Precinct 12",President,,Robert F. Kennedy Jr.,NLP,6,5,0,11
Saginaw,"Saginaw Township, Precinct 12",President,,Joseph Kishore,NPA,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",President,,Cornel West,NPA,0,2,0,2
Saginaw,"Saginaw Township, Precinct 12",President,,Write-in,,1,3,0,4
Saginaw,"Saginaw Township, Precinct 12",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",President,,Claudia De la Cruz,,0,1,0,1
Saginaw,"Saginaw Township, Precinct 12",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",President,,Peter Sonski,,0,2,0,2
Saginaw,"Saginaw Township, Precinct 12",President,,Over Vote Count,,1,1,0,2
Saginaw,"Saginaw Township, Precinct 12",President,,Under Vote Count,,2,6,1,9
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Elissa Slotkin,DEM,422,578,156,1156
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Mike Rogers,REP,606,436,172,1214
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Joseph Solis-Mullen,LIB,13,7,3,23
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Dave Stein,UST,3,4,1,8
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Douglas P. Marsh,GRE,11,13,4,28
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Doug Dern,NLP,2,2,0,4
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Write-in,,3,0,1,4
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Over Vote Count,,0,2,0,2
Saginaw,"Saginaw Township, Precinct 12",U.S. Senate,,Under Vote Count,,24,13,7,44
Saginaw,"Saginaw Township, Precinct 12",U.S. House,8,Kristen McDonald Rivet,DEM,467,595,163,1225
Saginaw,"Saginaw Township, Precinct 12",U.S. House,8,Paul Junge,REP,540,414,166,1120
Saginaw,"Saginaw Township, Precinct 12",U.S. House,8,Steve Barcelo,LIB,13,5,3,21
Saginaw,"Saginaw Township, Precinct 12",U.S. House,8,James Allen Little,UST,9,4,0,13
Saginaw,"Saginaw Township, Precinct 12",U.S. House,8,Jim Casha,GRE,7,11,2,20
Saginaw,"Saginaw Township, Precinct 12",U.S. House,8,Kathy Goodwin,WCP,13,6,1,20
Saginaw,"Saginaw Township, Precinct 12",U.S. House,8,Write-in,,1,1,1,3
Saginaw,"Saginaw Township, Precinct 12",U.S. House,8,Over Vote Count,,0,1,1,2
Saginaw,"Saginaw Township, Precinct 12",U.S. House,8,Under Vote Count,,34,18,7,59
Saginaw,"Saginaw Township, Precinct 12",State House,93,Kevin C. Seamon,DEM,366,507,153,1026
Saginaw,"Saginaw Township, Precinct 12",State House,93,Tim Kelly,REP,652,491,180,1323
Saginaw,"Saginaw Township, Precinct 12",State House,93,Write-in,,6,3,2,11
Saginaw,"Saginaw Township, Precinct 12",State House,93,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",State House,93,Under Vote Count,,60,54,9,123
Saginaw,"Saginaw Township, Precinct 12",Prosecuting Attorney,,John A. McColgan Jr.,DEM,661,679,198,1538
Saginaw,"Saginaw Township, Precinct 12",Prosecuting Attorney,,Write-in,,40,11,12,63
Saginaw,"Saginaw Township, Precinct 12",Prosecuting Attorney,,Over Vote Count,,0,1,0,1
Saginaw,"Saginaw Township, Precinct 12",Prosecuting Attorney,,Under Vote Count,,383,364,134,881
Saginaw,"Saginaw Township, Precinct 12",Sheriff,,William L. Federspiel,DEM,522,636,184,1342
Saginaw,"Saginaw Township, Precinct 12",Sheriff,,Jason Wise,REP,501,370,149,1020
Saginaw,"Saginaw Township, Precinct 12",Sheriff,,Write-in,,5,4,2,11
Saginaw,"Saginaw Township, Precinct 12",Sheriff,,Over Vote Count,,1,1,0,2
Saginaw,"Saginaw Township, Precinct 12",Sheriff,,Under Vote Count,,55,44,9,108
Saginaw,"Saginaw Township, Precinct 12",County Clerk,,Vanessa Guerra,DEM,675,672,195,1542
Saginaw,"Saginaw Township, Precinct 12",County Clerk,,Write-in,,42,12,16,70
Saginaw,"Saginaw Township, Precinct 12",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",County Clerk,,Under Vote Count,,367,371,133,871
Saginaw,"Saginaw Township, Precinct 12",County Treasurer,,Timothy Novak,DEM,684,678,193,1555
Saginaw,"Saginaw Township, Precinct 12",County Treasurer,,Write-in,,36,14,17,67
Saginaw,"Saginaw Township, Precinct 12",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",County Treasurer,,Under Vote Count,,364,363,134,861
Saginaw,"Saginaw Township, Precinct 12",Register of Deeds,,Katie Albosta Kelly,DEM,662,678,192,1532
Saginaw,"Saginaw Township, Precinct 12",Register of Deeds,,Write-in,,40,13,15,68
Saginaw,"Saginaw Township, Precinct 12",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 12",Register of Deeds,,Under Vote Count,,382,364,137,883
Saginaw,"Saginaw Township, Precinct 13",Ballots Cast,,,,912,876,226,2014
Saginaw,"Saginaw Township, Precinct 13",Straight Party,,Democratic Party,DEM,243,354,80,677
Saginaw,"Saginaw Township, Precinct 13",Straight Party,,Republican Party,REP,237,130,65,432
Saginaw,"Saginaw Township, Precinct 13",Straight Party,,Libertarian Party,LIB,5,2,1,8
Saginaw,"Saginaw Township, Precinct 13",Straight Party,,U.S. Taxpayers Party,UST,1,1,0,2
Saginaw,"Saginaw Township, Precinct 13",Straight Party,,Green Party,GRE,4,1,0,5
Saginaw,"Saginaw Township, Precinct 13",Straight Party,,Working Class Party,WCP,2,0,1,3
Saginaw,"Saginaw Township, Precinct 13",Straight Party,,Natural Law Party,NLP,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",Straight Party,,Over Vote Count,,0,2,0,2
Saginaw,"Saginaw Township, Precinct 13",Straight Party,,Under Vote Count,,420,386,79,885
Saginaw,"Saginaw Township, Precinct 13",President,,Kamala D. Harris,DEM,414,580,118,1112
Saginaw,"Saginaw Township, Precinct 13",President,,Donald J. Trump,REP,471,264,104,839
Saginaw,"Saginaw Township, Precinct 13",President,,Chase Oliver,LIB,6,5,0,11
Saginaw,"Saginaw Township, Precinct 13",President,,Randall Terry,UST,1,1,1,3
Saginaw,"Saginaw Township, Precinct 13",President,,Jill Stein,GRE,7,1,0,8
Saginaw,"Saginaw Township, Precinct 13",President,,Robert F. Kennedy Jr.,NLP,8,8,0,16
Saginaw,"Saginaw Township, Precinct 13",President,,Joseph Kishore,NPA,1,3,0,4
Saginaw,"Saginaw Township, Precinct 13",President,,Cornel West,NPA,2,2,1,5
Saginaw,"Saginaw Township, Precinct 13",President,,Write-in,,1,2,1,4
Saginaw,"Saginaw Township, Precinct 13",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",President,,Peter Sonski,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",President,,Over Vote Count,,0,2,0,2
Saginaw,"Saginaw Township, Precinct 13",President,,Under Vote Count,,1,8,1,10
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Elissa Slotkin,DEM,418,571,116,1105
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Mike Rogers,REP,444,254,105,803
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Joseph Solis-Mullen,LIB,9,7,2,18
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Dave Stein,UST,12,5,2,19
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Douglas P. Marsh,GRE,12,5,0,17
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Doug Dern,NLP,2,8,0,10
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Write-in,,2,0,0,2
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Over Vote Count,,0,2,0,2
Saginaw,"Saginaw Township, Precinct 13",U.S. Senate,,Under Vote Count,,13,24,1,38
Saginaw,"Saginaw Township, Precinct 13",U.S. House,8,Kristen McDonald Rivet,DEM,447,585,117,1149
Saginaw,"Saginaw Township, Precinct 13",U.S. House,8,Paul Junge,REP,400,242,101,743
Saginaw,"Saginaw Township, Precinct 13",U.S. House,8,Steve Barcelo,LIB,10,5,0,15
Saginaw,"Saginaw Township, Precinct 13",U.S. House,8,James Allen Little,UST,6,3,1,10
Saginaw,"Saginaw Township, Precinct 13",U.S. House,8,Jim Casha,GRE,8,2,0,10
Saginaw,"Saginaw Township, Precinct 13",U.S. House,8,Kathy Goodwin,WCP,23,14,4,41
Saginaw,"Saginaw Township, Precinct 13",U.S. House,8,Write-in,,3,0,0,3
Saginaw,"Saginaw Township, Precinct 13",U.S. House,8,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",U.S. House,8,Under Vote Count,,15,25,3,43
Saginaw,"Saginaw Township, Precinct 13",State House,94,Amos O'Neal,DEM,430,580,118,1128
Saginaw,"Saginaw Township, Precinct 13",State House,94,Robert E. Zelle,REP,427,254,103,784
Saginaw,"Saginaw Township, Precinct 13",State House,94,Write-in,,4,1,0,5
Saginaw,"Saginaw Township, Precinct 13",State House,94,Over Vote Count,,1,0,0,1
Saginaw,"Saginaw Township, Precinct 13",State House,94,Under Vote Count,,50,41,5,96
Saginaw,"Saginaw Township, Precinct 13",Prosecuting Attorney,,John A. McColgan Jr.,DEM,588,654,150,1392
Saginaw,"Saginaw Township, Precinct 13",Prosecuting Attorney,,Write-in,,23,4,3,30
Saginaw,"Saginaw Township, Precinct 13",Prosecuting Attorney,,Over Vote Count,,0,1,0,1
Saginaw,"Saginaw Township, Precinct 13",Prosecuting Attorney,,Under Vote Count,,301,217,73,591
Saginaw,"Saginaw Township, Precinct 13",Sheriff,,William L. Federspiel,DEM,498,634,133,1265
Saginaw,"Saginaw Township, Precinct 13",Sheriff,,Jason Wise,REP,370,211,91,672
Saginaw,"Saginaw Township, Precinct 13",Sheriff,,Write-in,,3,1,0,4
Saginaw,"Saginaw Township, Precinct 13",Sheriff,,Over Vote Count,,2,0,0,2
Saginaw,"Saginaw Township, Precinct 13",Sheriff,,Under Vote Count,,39,30,2,71
Saginaw,"Saginaw Township, Precinct 13",County Clerk,,Vanessa Guerra,DEM,587,651,145,1383
Saginaw,"Saginaw Township, Precinct 13",County Clerk,,Write-in,,28,2,5,35
Saginaw,"Saginaw Township, Precinct 13",County Clerk,,Over Vote Count,,0,1,0,1
Saginaw,"Saginaw Township, Precinct 13",County Clerk,,Under Vote Count,,297,222,76,595
Saginaw,"Saginaw Township, Precinct 13",County Treasurer,,Timothy Novak,DEM,593,652,147,1392
Saginaw,"Saginaw Township, Precinct 13",County Treasurer,,Write-in,,27,1,3,31
Saginaw,"Saginaw Township, Precinct 13",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",County Treasurer,,Under Vote Count,,292,223,76,591
Saginaw,"Saginaw Township, Precinct 13",Register of Deeds,,Katie Albosta Kelly,DEM,585,651,146,1382
Saginaw,"Saginaw Township, Precinct 13",Register of Deeds,,Write-in,,25,2,3,30
Saginaw,"Saginaw Township, Precinct 13",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 13",Register of Deeds,,Under Vote Count,,302,223,77,602
Saginaw,"Saginaw Township, Precinct 14",Ballots Cast,,,,887,833,204,1924
Saginaw,"Saginaw Township, Precinct 14",Straight Party,,Democratic Party,DEM,184,245,56,485
Saginaw,"Saginaw Township, Precinct 14",Straight Party,,Republican Party,REP,215,173,55,443
Saginaw,"Saginaw Township, Precinct 14",Straight Party,,Libertarian Party,LIB,4,1,0,5
Saginaw,"Saginaw Township, Precinct 14",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",Straight Party,,Green Party,GRE,2,0,2,4
Saginaw,"Saginaw Township, Precinct 14",Straight Party,,Working Class Party,WCP,6,0,1,7
Saginaw,"Saginaw Township, Precinct 14",Straight Party,,Natural Law Party,NLP,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",Straight Party,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",Straight Party,,Under Vote Count,,476,414,90,980
Saginaw,"Saginaw Township, Precinct 14",President,,Kamala D. Harris,DEM,369,473,91,933
Saginaw,"Saginaw Township, Precinct 14",President,,Donald J. Trump,REP,499,340,107,946
Saginaw,"Saginaw Township, Precinct 14",President,,Chase Oliver,LIB,4,2,0,6
Saginaw,"Saginaw Township, Precinct 14",President,,Randall Terry,UST,0,2,1,3
Saginaw,"Saginaw Township, Precinct 14",President,,Jill Stein,GRE,5,1,4,10
Saginaw,"Saginaw Township, Precinct 14",President,,Robert F. Kennedy Jr.,NLP,2,4,0,6
Saginaw,"Saginaw Township, Precinct 14",President,,Joseph Kishore,NPA,1,0,0,1
Saginaw,"Saginaw Township, Precinct 14",President,,Cornel West,NPA,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",President,,Write-in,,2,5,0,7
Saginaw,"Saginaw Township, Precinct 14",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",President,,Peter Sonski,,1,0,0,1
Saginaw,"Saginaw Township, Precinct 14",President,,Over Vote Count,,0,1,0,1
Saginaw,"Saginaw Township, Precinct 14",President,,Under Vote Count,,5,5,1,11
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Elissa Slotkin,DEM,370,462,90,922
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Mike Rogers,REP,464,332,104,900
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Joseph Solis-Mullen,LIB,8,5,0,13
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Dave Stein,UST,6,4,1,11
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Douglas P. Marsh,GRE,9,1,4,14
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Doug Dern,NLP,1,0,0,1
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Write-in,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Over Vote Count,,0,1,0,1
Saginaw,"Saginaw Township, Precinct 14",U.S. Senate,,Under Vote Count,,29,28,5,62
Saginaw,"Saginaw Township, Precinct 14",U.S. House,8,Kristen McDonald Rivet,DEM,396,480,93,969
Saginaw,"Saginaw Township, Precinct 14",U.S. House,8,Paul Junge,REP,420,307,100,827
Saginaw,"Saginaw Township, Precinct 14",U.S. House,8,Steve Barcelo,LIB,11,9,1,21
Saginaw,"Saginaw Township, Precinct 14",U.S. House,8,James Allen Little,UST,6,3,0,9
Saginaw,"Saginaw Township, Precinct 14",U.S. House,8,Jim Casha,GRE,5,1,3,9
Saginaw,"Saginaw Township, Precinct 14",U.S. House,8,Kathy Goodwin,WCP,16,4,2,22
Saginaw,"Saginaw Township, Precinct 14",U.S. House,8,Write-in,,1,0,0,1
Saginaw,"Saginaw Township, Precinct 14",U.S. House,8,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",U.S. House,8,Under Vote Count,,32,29,5,66
Saginaw,"Saginaw Township, Precinct 14",State House,94,Amos O'Neal,DEM,373,466,94,933
Saginaw,"Saginaw Township, Precinct 14",State House,94,Robert E. Zelle,REP,454,314,98,866
Saginaw,"Saginaw Township, Precinct 14",State House,94,Write-in,,1,1,1,3
Saginaw,"Saginaw Township, Precinct 14",State House,94,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",State House,94,Under Vote Count,,59,52,11,122
Saginaw,"Saginaw Township, Precinct 14",Prosecuting Attorney,,John A. McColgan Jr.,DEM,550,553,116,1219
Saginaw,"Saginaw Township, Precinct 14",Prosecuting Attorney,,Write-in,,18,5,7,30
Saginaw,"Saginaw Township, Precinct 14",Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",Prosecuting Attorney,,Under Vote Count,,319,275,81,675
Saginaw,"Saginaw Township, Precinct 14",Sheriff,,William L. Federspiel,DEM,472,519,108,1099
Saginaw,"Saginaw Township, Precinct 14",Sheriff,,Jason Wise,REP,370,274,88,732
Saginaw,"Saginaw Township, Precinct 14",Sheriff,,Write-in,,6,1,0,7
Saginaw,"Saginaw Township, Precinct 14",Sheriff,,Over Vote Count,,1,1,0,2
Saginaw,"Saginaw Township, Precinct 14",Sheriff,,Under Vote Count,,38,38,8,84
Saginaw,"Saginaw Township, Precinct 14",County Clerk,,Vanessa Guerra,DEM,549,548,113,1210
Saginaw,"Saginaw Township, Precinct 14",County Clerk,,Write-in,,25,5,8,38
Saginaw,"Saginaw Township, Precinct 14",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"Saginaw Township, Precinct 14",County Clerk,,Under Vote Count,,313,280,83,676
Saginaw,"Saginaw Township, Precinct 14",County Treasurer,,Timothy Novak,DEM,569,556,116,1241
Saginaw,"Saginaw Township, Precinct 14",County Treasurer,,Write-in,,19,5,8,32
Saginaw,"Saginaw Township, Precinct 14",County Treasurer,,Over Vote Count,,0,1,0,1
Saginaw,"Saginaw Township, Precinct 14",County Treasurer,,Under Vote Count,,299,271,80,650
Saginaw,"Saginaw Township, Precinct 14",Register of Deeds,,Katie Albosta Kelly,DEM,550,554,113,1217
Saginaw,"Saginaw Township, Precinct 14",Register of Deeds,,Write-in,,22,5,8,35
