county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Saginaw,"City of Frankenmuth, Precinct 1",U.S. House,8,Write-in,,6,1,0,7
Saginaw,"City of Frankenmuth, Precinct 1",U.S. House,8,Over Vote Count,,0,1,0,1
Saginaw,"City of Frankenmuth, Precinct 1",U.S. House,8,Under Vote Count,,36,68,2,106
Saginaw,"City of Frankenmuth, Precinct 1",State House,97,Mark Putnam,DEM,263,515,19,797
Saginaw,"City of Frankenmuth, Precinct 1",State House,97,Matthew Bierlein,REP,1148,1274,102,2524
Saginaw,"City of Frankenmuth, Precinct 1",State House,97,Write-in,,4,3,0,7
Saginaw,"City of Frankenmuth, Precinct 1",State House,97,Over Vote Count,,0,0,0,0
Saginaw,"City of Frankenmuth, Precinct 1",State House,97,Under Vote Count,,45,57,3,105
Saginaw,"City of Frankenmuth, Precinct 1",Prosecuting Attorney,,John A. McColgan Jr.,DEM,593,886,51,1530
Saginaw,"City of Frankenmuth, Precinct 1",Prosecuting Attorney,,Write-in,,31,19,5,55
Saginaw,"City of Frankenmuth, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Saginaw,"City of Frankenmuth, Precinct 1",Prosecuting Attorney,,Under Vote Count,,836,944,68,1848
Saginaw,"City of Frankenmuth, Precinct 1",Sheriff,,William L. Federspiel,DEM,479,848,33,1360
Saginaw,"City of Frankenmuth, Precinct 1",Sheriff,,Jason Wise,REP,903,917,83,1903
Saginaw,"City of Frankenmuth, Precinct 1",Sheriff,,Write-in,,2,2,0,4
Saginaw,"City of Frankenmuth, Precinct 1",Sheriff,,Over Vote Count,,0,1,0,1
Saginaw,"City of Frankenmuth, Precinct 1",Sheriff,,Under Vote Count,,76,81,8,165
Saginaw,"City of Frankenmuth, Precinct 1",County Clerk,,Vanessa Guerra,DEM,602,894,52,1548
Saginaw,"City of Frankenmuth, Precinct 1",County Clerk,,Write-in,,25,19,5,49
Saginaw,"City of Frankenmuth, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"City of Frankenmuth, Precinct 1",County Clerk,,Under Vote Count,,833,936,67,1836
Saginaw,"City of Frankenmuth, Precinct 1",County Treasurer,,Timothy Novak,DEM,601,887,49,1537
Saginaw,"City of Frankenmuth, Precinct 1",County Treasurer,,Write-in,,25,20,5,50
Saginaw,"City of Frankenmuth, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"City of Frankenmuth, Precinct 1",County Treasurer,,Under Vote Count,,834,942,70,1846
Saginaw,"City of Frankenmuth, Precinct 1",Register of Deeds,,Katie Albosta Kelly,DEM,593,882,49,1524
Saginaw,"City of Frankenmuth, Precinct 1",Register of Deeds,,Write-in,,27,19,5,51
Saginaw,"City of Frankenmuth, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"City of Frankenmuth, Precinct 1",Register of Deeds,,Under Vote Count,,840,948,70,1858
Saginaw,"City of Saginaw, Precinct 1",Ballots Cast,,,,509,525,120,1154
Saginaw,"City of Saginaw, Precinct 1",Straight Party,,Democratic Party,DEM,416,461,83,960
Saginaw,"City of Saginaw, Precinct 1",Straight Party,,Republican Party,REP,19,7,0,26
Saginaw,"City of Saginaw, Precinct 1",Straight Party,,Libertarian Party,LIB,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,1,1,0,2
Saginaw,"City of Saginaw, Precinct 1",Straight Party,,Green Party,GRE,1,0,0,1
Saginaw,"City of Saginaw, Precinct 1",Straight Party,,Working Class Party,WCP,15,1,4,20
Saginaw,"City of Saginaw, Precinct 1",Straight Party,,Natural Law Party,NLP,2,0,0,2
Saginaw,"City of Saginaw, Precinct 1",Straight Party,,Over Vote Count,,1,1,0,2
Saginaw,"City of Saginaw, Precinct 1",Straight Party,,Under Vote Count,,54,54,33,141
Saginaw,"City of Saginaw, Precinct 1",President,,Kamala D. Harris,DEM,472,507,112,1091
Saginaw,"City of Saginaw, Precinct 1",President,,Donald J. Trump,REP,31,11,5,47
Saginaw,"City of Saginaw, Precinct 1",President,,Chase Oliver,LIB,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",President,,Randall Terry,UST,1,0,0,1
Saginaw,"City of Saginaw, Precinct 1",President,,Jill Stein,GRE,0,2,2,4
Saginaw,"City of Saginaw, Precinct 1",President,,Robert F. Kennedy Jr.,NLP,2,0,0,2
Saginaw,"City of Saginaw, Precinct 1",President,,Joseph Kishore,NPA,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",President,,Cornel West,NPA,0,2,1,3
Saginaw,"City of Saginaw, Precinct 1",President,,Write-in,,0,1,0,1
Saginaw,"City of Saginaw, Precinct 1",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",President,,Peter Sonski,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",President,,Over Vote Count,,2,1,0,3
Saginaw,"City of Saginaw, Precinct 1",President,,Under Vote Count,,1,1,0,2
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,455,500,114,1069
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Mike Rogers,REP,29,10,5,44
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,5,5,0,10
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Dave Stein,UST,12,2,0,14
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRE,1,2,1,4
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Doug Dern,NLP,2,2,0,4
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Write-in,,3,1,0,4
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",U.S. Senate,,Under Vote Count,,2,3,0,5
Saginaw,"City of Saginaw, Precinct 1",U.S. House,8,Kristen McDonald Rivet,DEM,450,498,114,1062
Saginaw,"City of Saginaw, Precinct 1",U.S. House,8,Paul Junge,REP,26,9,1,36
Saginaw,"City of Saginaw, Precinct 1",U.S. House,8,Steve Barcelo,LIB,2,2,0,4
Saginaw,"City of Saginaw, Precinct 1",U.S. House,8,James Allen Little,UST,7,4,0,11
Saginaw,"City of Saginaw, Precinct 1",U.S. House,8,Jim Casha,GRE,1,0,0,1
Saginaw,"City of Saginaw, Precinct 1",U.S. House,8,Kathy Goodwin,WCP,12,7,2,21
Saginaw,"City of Saginaw, Precinct 1",U.S. House,8,Write-in,,5,1,3,9
Saginaw,"City of Saginaw, Precinct 1",U.S. House,8,Over Vote Count,,1,0,0,1
Saginaw,"City of Saginaw, Precinct 1",U.S. House,8,Under Vote Count,,5,4,0,9
Saginaw,"City of Saginaw, Precinct 1",State House,94,Amos O'Neal,DEM,475,509,113,1097
Saginaw,"City of Saginaw, Precinct 1",State House,94,Robert E. Zelle,REP,24,9,3,36
Saginaw,"City of Saginaw, Precinct 1",State House,94,Write-in,,3,0,0,3
Saginaw,"City of Saginaw, Precinct 1",State House,94,Over Vote Count,,1,0,0,1
Saginaw,"City of Saginaw, Precinct 1",State House,94,Under Vote Count,,6,7,4,17
Saginaw,"City of Saginaw, Precinct 1",Prosecuting Attorney,,John A. McColgan Jr.,DEM,478,505,112,1095
Saginaw,"City of Saginaw, Precinct 1",Prosecuting Attorney,,Write-in,,15,2,0,17
Saginaw,"City of Saginaw, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",Prosecuting Attorney,,Under Vote Count,,16,18,8,42
Saginaw,"City of Saginaw, Precinct 1",Sheriff,,William L. Federspiel,DEM,460,507,110,1077
Saginaw,"City of Saginaw, Precinct 1",Sheriff,,Jason Wise,REP,37,11,4,52
Saginaw,"City of Saginaw, Precinct 1",Sheriff,,Write-in,,7,1,1,9
Saginaw,"City of Saginaw, Precinct 1",Sheriff,,Over Vote Count,,1,0,0,1
Saginaw,"City of Saginaw, Precinct 1",Sheriff,,Under Vote Count,,4,6,5,15
Saginaw,"City of Saginaw, Precinct 1",County Clerk,,Vanessa Guerra,DEM,487,514,113,1114
Saginaw,"City of Saginaw, Precinct 1",County Clerk,,Write-in,,8,0,1,9
Saginaw,"City of Saginaw, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",County Clerk,,Under Vote Count,,14,11,6,31
Saginaw,"City of Saginaw, Precinct 1",County Treasurer,,Timothy Novak,DEM,481,509,110,1100
Saginaw,"City of Saginaw, Precinct 1",County Treasurer,,Write-in,,12,1,0,13
Saginaw,"City of Saginaw, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",County Treasurer,,Under Vote Count,,16,15,10,41
Saginaw,"City of Saginaw, Precinct 1",Register of Deeds,,Katie Albosta Kelly,DEM,483,507,111,1101
Saginaw,"City of Saginaw, Precinct 1",Register of Deeds,,Write-in,,9,1,0,10
Saginaw,"City of Saginaw, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 1",Register of Deeds,,Under Vote Count,,17,17,9,43
Saginaw,"City of Saginaw, Precinct 2",Ballots Cast,,,,279,221,63,563
Saginaw,"City of Saginaw, Precinct 2",Straight Party,,Democratic Party,DEM,199,180,43,422
Saginaw,"City of Saginaw, Precinct 2",Straight Party,,Republican Party,REP,25,4,6,35
Saginaw,"City of Saginaw, Precinct 2",Straight Party,,Libertarian Party,LIB,0,1,0,1
Saginaw,"City of Saginaw, Precinct 2",Straight Party,,U.S. Taxpayers Party,UST,1,0,0,1
Saginaw,"City of Saginaw, Precinct 2",Straight Party,,Green Party,GRE,0,0,1,1
Saginaw,"City of Saginaw, Precinct 2",Straight Party,,Working Class Party,WCP,3,1,1,5
Saginaw,"City of Saginaw, Precinct 2",Straight Party,,Natural Law Party,NLP,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",Straight Party,,Over Vote Count,,0,1,1,2
Saginaw,"City of Saginaw, Precinct 2",Straight Party,,Under Vote Count,,51,34,11,96
Saginaw,"City of Saginaw, Precinct 2",President,,Kamala D. Harris,DEM,238,209,54,501
Saginaw,"City of Saginaw, Precinct 2",President,,Donald J. Trump,REP,36,9,7,52
Saginaw,"City of Saginaw, Precinct 2",President,,Chase Oliver,LIB,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",President,,Randall Terry,UST,1,0,1,2
Saginaw,"City of Saginaw, Precinct 2",President,,Jill Stein,GRE,1,0,1,2
Saginaw,"City of Saginaw, Precinct 2",President,,Robert F. Kennedy Jr.,NLP,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",President,,Joseph Kishore,NPA,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",President,,Cornel West,NPA,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",President,,Write-in,,0,1,0,1
Saginaw,"City of Saginaw, Precinct 2",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",President,,Peter Sonski,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",President,,Over Vote Count,,1,2,0,3
Saginaw,"City of Saginaw, Precinct 2",President,,Under Vote Count,,2,0,0,2
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Elissa Slotkin,DEM,229,209,55,493
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Mike Rogers,REP,35,9,6,50
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,1,1,0,2
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Dave Stein,UST,4,0,1,5
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRE,3,0,0,3
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Doug Dern,NLP,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Write-in,,2,1,0,3
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Over Vote Count,,1,0,0,1
Saginaw,"City of Saginaw, Precinct 2",U.S. Senate,,Under Vote Count,,4,1,1,6
Saginaw,"City of Saginaw, Precinct 2",U.S. House,8,Kristen McDonald Rivet,DEM,230,207,53,490
Saginaw,"City of Saginaw, Precinct 2",U.S. House,8,Paul Junge,REP,29,9,5,43
Saginaw,"City of Saginaw, Precinct 2",U.S. House,8,Steve Barcelo,LIB,0,1,1,2
Saginaw,"City of Saginaw, Precinct 2",U.S. House,8,James Allen Little,UST,3,0,1,4
Saginaw,"City of Saginaw, Precinct 2",U.S. House,8,Jim Casha,GRE,1,0,1,2
Saginaw,"City of Saginaw, Precinct 2",U.S. House,8,Kathy Goodwin,WCP,8,2,1,11
Saginaw,"City of Saginaw, Precinct 2",U.S. House,8,Write-in,,2,0,0,2
Saginaw,"City of Saginaw, Precinct 2",U.S. House,8,Over Vote Count,,1,1,0,2
Saginaw,"City of Saginaw, Precinct 2",U.S. House,8,Under Vote Count,,5,1,1,7
Saginaw,"City of Saginaw, Precinct 2",State House,94,Amos O'Neal,DEM,246,210,52,508
Saginaw,"City of Saginaw, Precinct 2",State House,94,Robert E. Zelle,REP,28,6,9,43
Saginaw,"City of Saginaw, Precinct 2",State House,94,Write-in,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",State House,94,Over Vote Count,,1,0,0,1
Saginaw,"City of Saginaw, Precinct 2",State House,94,Under Vote Count,,4,5,2,11
Saginaw,"City of Saginaw, Precinct 2",Prosecuting Attorney,,John A. McColgan Jr.,DEM,241,212,55,508
Saginaw,"City of Saginaw, Precinct 2",Prosecuting Attorney,,Write-in,,10,1,2,13
Saginaw,"City of Saginaw, Precinct 2",Prosecuting Attorney,,Over Vote Count,,0,0,1,1
Saginaw,"City of Saginaw, Precinct 2",Prosecuting Attorney,,Under Vote Count,,28,8,5,41
Saginaw,"City of Saginaw, Precinct 2",Sheriff,,William L. Federspiel,DEM,227,210,54,491
Saginaw,"City of Saginaw, Precinct 2",Sheriff,,Jason Wise,REP,39,6,7,52
Saginaw,"City of Saginaw, Precinct 2",Sheriff,,Write-in,,7,0,0,7
Saginaw,"City of Saginaw, Precinct 2",Sheriff,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",Sheriff,,Under Vote Count,,6,5,2,13
Saginaw,"City of Saginaw, Precinct 2",County Clerk,,Vanessa Guerra,DEM,247,214,58,519
Saginaw,"City of Saginaw, Precinct 2",County Clerk,,Write-in,,7,2,1,10
Saginaw,"City of Saginaw, Precinct 2",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",County Clerk,,Under Vote Count,,25,5,4,34
Saginaw,"City of Saginaw, Precinct 2",County Treasurer,,Timothy Novak,DEM,241,215,57,513
Saginaw,"City of Saginaw, Precinct 2",County Treasurer,,Write-in,,9,1,1,11
Saginaw,"City of Saginaw, Precinct 2",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",County Treasurer,,Under Vote Count,,29,5,5,39
Saginaw,"City of Saginaw, Precinct 2",Register of Deeds,,Katie Albosta Kelly,DEM,236,214,57,507
Saginaw,"City of Saginaw, Precinct 2",Register of Deeds,,Write-in,,10,2,1,13
Saginaw,"City of Saginaw, Precinct 2",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 2",Register of Deeds,,Under Vote Count,,33,5,5,43
Saginaw,"City of Saginaw, Precinct 3",Ballots Cast,,,,419,426,110,955
Saginaw,"City of Saginaw, Precinct 3",Straight Party,,Democratic Party,DEM,301,336,75,712
Saginaw,"City of Saginaw, Precinct 3",Straight Party,,Republican Party,REP,27,17,10,54
Saginaw,"City of Saginaw, Precinct 3",Straight Party,,Libertarian Party,LIB,2,0,0,2
Saginaw,"City of Saginaw, Precinct 3",Straight Party,,U.S. Taxpayers Party,UST,0,0,1,1
Saginaw,"City of Saginaw, Precinct 3",Straight Party,,Green Party,GRE,3,1,0,4
Saginaw,"City of Saginaw, Precinct 3",Straight Party,,Working Class Party,WCP,4,1,1,6
Saginaw,"City of Saginaw, Precinct 3",Straight Party,,Natural Law Party,NLP,3,0,0,3
Saginaw,"City of Saginaw, Precinct 3",Straight Party,,Over Vote Count,,0,1,0,1
Saginaw,"City of Saginaw, Precinct 3",Straight Party,,Under Vote Count,,79,70,23,172
Saginaw,"City of Saginaw, Precinct 3",President,,Kamala D. Harris,DEM,362,389,91,842
Saginaw,"City of Saginaw, Precinct 3",President,,Donald J. Trump,REP,50,28,18,96
Saginaw,"City of Saginaw, Precinct 3",President,,Chase Oliver,LIB,1,0,0,1
Saginaw,"City of Saginaw, Precinct 3",President,,Randall Terry,UST,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",President,,Jill Stein,GRE,1,1,0,2
Saginaw,"City of Saginaw, Precinct 3",President,,Robert F. Kennedy Jr.,NLP,2,0,0,2
Saginaw,"City of Saginaw, Precinct 3",President,,Joseph Kishore,NPA,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",President,,Cornel West,NPA,1,0,0,1
Saginaw,"City of Saginaw, Precinct 3",President,,Write-in,,1,0,1,2
Saginaw,"City of Saginaw, Precinct 3",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",President,,Peter Sonski,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",President,,Over Vote Count,,0,5,0,5
Saginaw,"City of Saginaw, Precinct 3",President,,Under Vote Count,,1,3,0,4
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Elissa Slotkin,DEM,353,389,87,829
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Mike Rogers,REP,44,26,18,88
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,LIB,3,0,0,3
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Dave Stein,UST,6,2,1,9
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Douglas P. Marsh,GRE,3,3,0,6
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Doug Dern,NLP,3,0,1,4
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Write-in,,1,0,1,2
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Over Vote Count,,0,2,0,2
Saginaw,"City of Saginaw, Precinct 3",U.S. Senate,,Under Vote Count,,6,4,2,12
Saginaw,"City of Saginaw, Precinct 3",U.S. House,8,Kristen McDonald Rivet,DEM,348,384,86,818
Saginaw,"City of Saginaw, Precinct 3",U.S. House,8,Paul Junge,REP,37,26,19,82
Saginaw,"City of Saginaw, Precinct 3",U.S. House,8,Steve Barcelo,LIB,3,0,0,3
Saginaw,"City of Saginaw, Precinct 3",U.S. House,8,James Allen Little,UST,5,0,0,5
Saginaw,"City of Saginaw, Precinct 3",U.S. House,8,Jim Casha,GRE,2,1,0,3
Saginaw,"City of Saginaw, Precinct 3",U.S. House,8,Kathy Goodwin,WCP,18,10,2,30
Saginaw,"City of Saginaw, Precinct 3",U.S. House,8,Write-in,,1,0,1,2
Saginaw,"City of Saginaw, Precinct 3",U.S. House,8,Over Vote Count,,0,2,0,2
Saginaw,"City of Saginaw, Precinct 3",U.S. House,8,Under Vote Count,,5,3,2,10
Saginaw,"City of Saginaw, Precinct 3",State House,94,Amos O'Neal,DEM,361,395,91,847
Saginaw,"City of Saginaw, Precinct 3",State House,94,Robert E. Zelle,REP,46,25,18,89
Saginaw,"City of Saginaw, Precinct 3",State House,94,Write-in,,1,1,0,2
Saginaw,"City of Saginaw, Precinct 3",State House,94,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",State House,94,Under Vote Count,,11,5,1,17
Saginaw,"City of Saginaw, Precinct 3",Prosecuting Attorney,,John A. McColgan Jr.,DEM,377,399,94,870
Saginaw,"City of Saginaw, Precinct 3",Prosecuting Attorney,,Write-in,,14,3,3,20
Saginaw,"City of Saginaw, Precinct 3",Prosecuting Attorney,,Over Vote Count,,0,0,1,1
Saginaw,"City of Saginaw, Precinct 3",Prosecuting Attorney,,Under Vote Count,,28,24,12,64
Saginaw,"City of Saginaw, Precinct 3",Sheriff,,William L. Federspiel,DEM,358,398,93,849
Saginaw,"City of Saginaw, Precinct 3",Sheriff,,Jason Wise,REP,51,20,16,87
Saginaw,"City of Saginaw, Precinct 3",Sheriff,,Write-in,,3,3,1,7
Saginaw,"City of Saginaw, Precinct 3",Sheriff,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 3",Sheriff,,Under Vote Count,,7,5,0,12
Saginaw,"City of Saginaw, Precinct 3",County Clerk,,Vanessa Guerra,DEM,383,398,95,876
Saginaw,"City of Saginaw, Precinct 3",County Clerk,,Write-in,,8,1,4,13
Saginaw,"City of Saginaw, Precinct 3",County Clerk,,Over Vote Count,,0,1,0,1
Saginaw,"City of Saginaw, Precinct 3",County Clerk,,Under Vote Count,,28,26,11,65
Saginaw,"City of Saginaw, Precinct 3",County Treasurer,,Timothy Novak,DEM,375,397,95,867
Saginaw,"City of Saginaw, Precinct 3",County Treasurer,,Write-in,,17,1,3,21
Saginaw,"City of Saginaw, Precinct 3",County Treasurer,,Over Vote Count,,0,1,0,1
Saginaw,"City of Saginaw, Precinct 3",County Treasurer,,Under Vote Count,,27,27,12,66
Saginaw,"City of Saginaw, Precinct 3",Register of Deeds,,Katie Albosta Kelly,DEM,380,396,94,870
Saginaw,"City of Saginaw, Precinct 3",Register of Deeds,,Write-in,,11,3,4,18
Saginaw,"City of Saginaw, Precinct 3",Register of Deeds,,Over Vote Count,,0,1,0,1
Saginaw,"City of Saginaw, Precinct 3",Register of Deeds,,Under Vote Count,,28,26,12,66
Saginaw,"City of Saginaw, Precinct 4",Ballots Cast,,,,371,274,77,722
