county,precinct,office,district,candidate,party,election_day,early_voting,av_counting_boards,votes
Van Buren,"City of Bangor, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,116,17,0,133
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,259,24,0,283
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,265,23,0,288
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,292,71,0,363
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,277,69,0,346
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,13,2,0,15
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,8,1,0,9
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,8,1,0,9
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,24,4,0,28
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,17,0,0,17
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Write-in,,1,0,0,1
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Over Vote Count,,2,0,0,2
Van Buren,"City of Bangor, Precinct 1",Governor of Wayne State University,,Under Vote Count,,132,19,0,151
Van Buren,"City of Bangor, Precinct 1",Prosecuting Attorney,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Prosecuting Attorney,,Susan Zuiderveen,Republican,401,86,0,487
Van Buren,"City of Bangor, Precinct 1",Prosecuting Attorney,,Write-in,,15,0,0,15
Van Buren,"City of Bangor, Precinct 1",Prosecuting Attorney,,Over Vote Count,,1,0,0,1
Van Buren,"City of Bangor, Precinct 1",Prosecuting Attorney,,Under Vote Count,,232,21,0,253
Van Buren,"City of Bangor, Precinct 1",Sheriff,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Sheriff,,Daniel E. Abbott,Republican,416,88,0,504
Van Buren,"City of Bangor, Precinct 1",Sheriff,,Write-in,,22,1,0,23
Van Buren,"City of Bangor, Precinct 1",Sheriff,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",Sheriff,,Under Vote Count,,211,18,0,229
Van Buren,"City of Bangor, Precinct 1",County Clerk,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",County Clerk,,Suzie Roehm,Republican,406,86,0,492
Van Buren,"City of Bangor, Precinct 1",County Clerk,,Write-in,,14,1,0,15
Van Buren,"City of Bangor, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",County Clerk,,Under Vote Count,,229,20,0,249
Van Buren,"City of Bangor, Precinct 1",County Treasurer,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",County Treasurer,,Trisha Nesbitt,Republican,400,85,0,485
Van Buren,"City of Bangor, Precinct 1",County Treasurer,,Write-in,,20,1,0,21
Van Buren,"City of Bangor, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",County Treasurer,,Under Vote Count,,229,21,0,250
Van Buren,"City of Bangor, Precinct 1",Register of Deeds,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Register of Deeds,,Mia King,Democrat,283,24,0,307
Van Buren,"City of Bangor, Precinct 1",Register of Deeds,,Paul W. DeYoung,Republican,329,76,0,405
Van Buren,"City of Bangor, Precinct 1",Register of Deeds,,Write-in,,4,0,0,4
Van Buren,"City of Bangor, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",Register of Deeds,,Under Vote Count,,33,7,0,40
Van Buren,"City of Bangor, Precinct 1",Drain Commissioner,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Drain Commissioner,,Joe Parman,Republican,398,84,0,482
Van Buren,"City of Bangor, Precinct 1",Drain Commissioner,,Write-in,,19,2,0,21
Van Buren,"City of Bangor, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",Drain Commissioner,,Under Vote Count,,232,21,0,253
Van Buren,"City of Bangor, Precinct 1",Surveyor,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Surveyor,,Charles D. Lossie,Republican,392,86,0,478
Van Buren,"City of Bangor, Precinct 1",Surveyor,,Write-in,,18,0,0,18
Van Buren,"City of Bangor, Precinct 1",Surveyor,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",Surveyor,,Under Vote Count,,239,21,0,260
Van Buren,"City of Bangor, Precinct 1",County Commissioner 3,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",County Commissioner 3,,Nancy Backas,Democrat,271,22,0,293
Van Buren,"City of Bangor, Precinct 1",County Commissioner 3,,Kurt Doroh,Republican,338,79,0,417
Van Buren,"City of Bangor, Precinct 1",County Commissioner 3,,Write-in,,5,0,0,5
Van Buren,"City of Bangor, Precinct 1",County Commissioner 3,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",County Commissioner 3,,Under Vote Count,,35,6,0,41
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court,,Andrew Fink,,167,41,0,208
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,291,39,0,330
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court,,Write-in,,11,0,0,11
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court,,Under Vote Count,,180,27,0,207
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court Partial,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court Partial,,Kyra Harris Bolden,,313,45,0,358
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court Partial,,Patrick William O'Grady,,154,35,0,189
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court Partial,,Write-in,,11,0,0,11
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court Partial,,Over Vote Count,,2,0,0,2
Van Buren,"City of Bangor, Precinct 1",Justice of Supreme Court Partial,,Under Vote Count,,169,27,0,196
Van Buren,"City of Bangor, Precinct 1",Judge of Court of Appeals 3rd District - Incumbent,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Judge of Court of Appeals 3rd District - Incumbent,,Philip P. Mariani,,256,50,0,306
Van Buren,"City of Bangor, Precinct 1",Judge of Court of Appeals 3rd District - Incumbent,,Christopher P. Yates,,284,54,0,338
Van Buren,"City of Bangor, Precinct 1",Judge of Court of Appeals 3rd District - Incumbent,,Write-in,,20,2,0,22
Van Buren,"City of Bangor, Precinct 1",Judge of Court of Appeals 3rd District - Incumbent,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",Judge of Court of Appeals 3rd District - Incumbent,,Under Vote Count,,738,108,0,846
Van Buren,"City of Bangor, Precinct 1",Judge of 36th Circuit Court - Incumbent,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Judge of 36th Circuit Court - Incumbent,,Kathleen M. Brickley,,404,69,0,473
Van Buren,"City of Bangor, Precinct 1",Judge of 36th Circuit Court - Incumbent,,Write-in,,9,1,0,10
Van Buren,"City of Bangor, Precinct 1",Judge of 36th Circuit Court - Incumbent,,Over Vote Count,,1,0,0,1
Van Buren,"City of Bangor, Precinct 1",Judge of 36th Circuit Court - Incumbent,,Under Vote Count,,235,37,0,272
Van Buren,"City of Bangor, Precinct 1",Judge of Probate Court - Incumbent,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Judge of Probate Court - Incumbent,,Susan Metzger,,375,65,0,440
Van Buren,"City of Bangor, Precinct 1",Judge of Probate Court - Incumbent,,Write-in,,15,1,0,16
Van Buren,"City of Bangor, Precinct 1",Judge of Probate Court - Incumbent,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",Judge of Probate Court - Incumbent,,Under Vote Count,,259,41,0,300
Van Buren,"City of Bangor, Precinct 1",Bangor School Board,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",Bangor School Board,,Renee Doroh,,431,71,0,502
Van Buren,"City of Bangor, Precinct 1",Bangor School Board,,Write-in,,18,0,0,18
Van Buren,"City of Bangor, Precinct 1",Bangor School Board,,Jennifer Lynn Zordan,,2,0,0,2
Van Buren,"City of Bangor, Precinct 1",Bangor School Board,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",Bangor School Board,,Under Vote Count,,2147,357,0,2504
Van Buren,"City of Bangor, Precinct 1",City of Bangor Road Millage Renewal,,Ballots Cast,,649,107,0,756
Van Buren,"City of Bangor, Precinct 1",City of Bangor Road Millage Renewal,,Yes,,353,68,0,421
Van Buren,"City of Bangor, Precinct 1",City of Bangor Road Millage Renewal,,No,,162,25,0,187
Van Buren,"City of Bangor, Precinct 1",City of Bangor Road Millage Renewal,,Over Vote Count,,0,0,0,0
Van Buren,"City of Bangor, Precinct 1",City of Bangor Road Millage Renewal,,Under Vote Count,,134,14,0,148
Van Buren,"City of Gobles, Precinct 1",President,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",President,,Kamala D. Harris,Democrat,145,4,0,149
Van Buren,"City of Gobles, Precinct 1",President,,Donald J. Trump,Republican,229,25,0,254
Van Buren,"City of Gobles, Precinct 1",President,,Chase Oliver,Libertarian,2,0,0,2
Van Buren,"City of Gobles, Precinct 1",President,,Jill Stein,Green,3,0,0,3
Van Buren,"City of Gobles, Precinct 1",President,,"Robert F. Kennedy, Jr.",Natural Law,2,0,0,2
Van Buren,"City of Gobles, Precinct 1",President,,Write-in,,1,0,0,1
Van Buren,"City of Gobles, Precinct 1",President,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",President,,Under Vote Count,,1,0,0,1
Van Buren,"City of Gobles, Precinct 1",U.S. Senate,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,141,5,0,146
Van Buren,"City of Gobles, Precinct 1",U.S. Senate,,Mike Rogers,Republican,216,24,0,240
Van Buren,"City of Gobles, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,8,0,0,8
Van Buren,"City of Gobles, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,3,0,0,3
Van Buren,"City of Gobles, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,2,0,0,2
Van Buren,"City of Gobles, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,5,0,0,5
Van Buren,"City of Gobles, Precinct 1",U.S. Senate,,Over Vote Count,,2,0,0,2
Van Buren,"City of Gobles, Precinct 1",U.S. Senate,,Under Vote Count,,6,0,0,6
Van Buren,"City of Gobles, Precinct 1",U.S. House,4,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",U.S. House,4,Jessica Swartz,Democrat,132,4,0,136
Van Buren,"City of Gobles, Precinct 1",U.S. House,4,Bill Huizenga,Republican,229,25,0,254
Van Buren,"City of Gobles, Precinct 1",U.S. House,4,Curtis Clark,U.S. Taxpayers,12,0,0,12
Van Buren,"City of Gobles, Precinct 1",U.S. House,4,Write-in,,1,0,0,1
Van Buren,"City of Gobles, Precinct 1",U.S. House,4,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",U.S. House,4,Under Vote Count,,9,0,0,9
Van Buren,"City of Gobles, Precinct 1",State House,39,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",State House,39,Kerry Tapper,Democrat,140,4,0,144
Van Buren,"City of Gobles, Precinct 1",State House,39,Pauline Wendzel,Republican,227,24,0,251
Van Buren,"City of Gobles, Precinct 1",State House,39,Write-in,,1,1,0,2
Van Buren,"City of Gobles, Precinct 1",State House,39,Over Vote Count,,1,0,0,1
Van Buren,"City of Gobles, Precinct 1",State House,39,Under Vote Count,,14,0,0,14
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Theodore Jones,Democrat,122,3,0,125
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Adam Frederick Zemke,Democrat,121,2,0,123
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Tom McMillin,Republican,207,22,0,229
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Nikki Snyder,Republican,197,23,0,220
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Scotty Boman,Libertarian,14,1,0,15
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Ted Gerrard,U.S. Taxpayers,5,0,0,5
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,8,0,0,8
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Mary Anne Hering,Working Class,20,2,0,22
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",State Board of Education,,Under Vote Count,,72,5,0,77
Van Buren,"City of Gobles, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,129,4,0,133
Van Buren,"City of Gobles, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,116,2,0,118
Van Buren,"City of Gobles, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,207,24,0,231
Van Buren,"City of Gobles, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,188,21,0,209
Van Buren,"City of Gobles, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,13,1,0,14
Van Buren,"City of Gobles, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,17,1,0,18
Van Buren,"City of Gobles, Precinct 1",Regent of the University of Michigan,,Write-in,,2,0,0,2
Van Buren,"City of Gobles, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,94,5,0,99
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,133,3,0,136
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,109,3,0,112
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,208,21,0,229
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,198,22,0,220
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,7,2,0,9
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,14,2,0,16
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,6,0,0,6
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,6,0,0,6
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,Write-in,,2,0,0,2
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,83,5,0,88
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,116,3,0,119
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,123,2,0,125
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,194,24,0,218
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,196,21,0,217
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,7,1,0,8
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,6,0,0,6
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,3,0,0,3
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,18,1,0,19
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,6,0,0,6
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Write-in,,2,0,0,2
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",Governor of Wayne State University,,Under Vote Count,,95,6,0,101
Van Buren,"City of Gobles, Precinct 1",Prosecuting Attorney,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",Prosecuting Attorney,,Susan Zuiderveen,Republican,285,27,0,312
Van Buren,"City of Gobles, Precinct 1",Prosecuting Attorney,,Write-in,,6,0,0,6
Van Buren,"City of Gobles, Precinct 1",Prosecuting Attorney,,Over Vote Count,,1,0,0,1
Van Buren,"City of Gobles, Precinct 1",Prosecuting Attorney,,Under Vote Count,,91,2,0,93
Van Buren,"City of Gobles, Precinct 1",Sheriff,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",Sheriff,,Daniel E. Abbott,Republican,289,27,0,316
Van Buren,"City of Gobles, Precinct 1",Sheriff,,Write-in,,9,0,0,9
Van Buren,"City of Gobles, Precinct 1",Sheriff,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",Sheriff,,Under Vote Count,,85,2,0,87
Van Buren,"City of Gobles, Precinct 1",County Clerk,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",County Clerk,,Suzie Roehm,Republican,281,27,0,308
Van Buren,"City of Gobles, Precinct 1",County Clerk,,Write-in,,5,0,0,5
Van Buren,"City of Gobles, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",County Clerk,,Under Vote Count,,97,2,0,99
Van Buren,"City of Gobles, Precinct 1",County Treasurer,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",County Treasurer,,Trisha Nesbitt,Republican,282,26,0,308
Van Buren,"City of Gobles, Precinct 1",County Treasurer,,Write-in,,6,0,0,6
Van Buren,"City of Gobles, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",County Treasurer,,Under Vote Count,,95,3,0,98
Van Buren,"City of Gobles, Precinct 1",Register of Deeds,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",Register of Deeds,,Mia King,Democrat,124,4,0,128
Van Buren,"City of Gobles, Precinct 1",Register of Deeds,,Paul W. DeYoung,Republican,228,24,0,252
Van Buren,"City of Gobles, Precinct 1",Register of Deeds,,Write-in,,1,1,0,2
Van Buren,"City of Gobles, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",Register of Deeds,,Under Vote Count,,30,0,0,30
Van Buren,"City of Gobles, Precinct 1",Drain Commissioner,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",Drain Commissioner,,Joe Parman,Republican,272,26,0,298
Van Buren,"City of Gobles, Precinct 1",Drain Commissioner,,Write-in,,6,0,0,6
Van Buren,"City of Gobles, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",Drain Commissioner,,Under Vote Count,,105,3,0,108
Van Buren,"City of Gobles, Precinct 1",Surveyor,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",Surveyor,,Charles D. Lossie,Republican,271,27,0,298
Van Buren,"City of Gobles, Precinct 1",Surveyor,,Write-in,,6,0,0,6
Van Buren,"City of Gobles, Precinct 1",Surveyor,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",Surveyor,,Under Vote Count,,106,2,0,108
Van Buren,"City of Gobles, Precinct 1",County Commissioner 4,,Ballots Cast,,383,29,0,412
Van Buren,"City of Gobles, Precinct 1",County Commissioner 4,,David J. DiStefano,Republican,276,27,0,303
Van Buren,"City of Gobles, Precinct 1",County Commissioner 4,,Write-in,,5,0,0,5
Van Buren,"City of Gobles, Precinct 1",County Commissioner 4,,Over Vote Count,,0,0,0,0
Van Buren,"City of Gobles, Precinct 1",County Commissioner 4,,Under Vote Count,,102,2,0,104
