county,precinct,office,district,party,candidate,election_day,av_counting_boards,early_voting,votes
Allegan,"Clyde Township, Precinct 1 - FEN",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Allegan,"Clyde Township, Precinct 1 - FEN",Straight Party,,GRN,Green,1,2,0,3
Allegan,"Clyde Township, Precinct 1 - FEN",Straight Party,,WCP,Working Class,5,3,1,9
Allegan,"Clyde Township, Precinct 1 - FEN",Straight Party,,NLP,Natural Law,2,0,1,3
Allegan,"Dorr Township, Precinct 1 - HOP",Straight Party,,DEM,Democratic,23,114,30,167
Allegan,"Dorr Township, Precinct 1 - HOP",Straight Party,,REP,Republican,184,180,305,669
Allegan,"Dorr Township, Precinct 1 - HOP",Straight Party,,LIB,Libertarian,2,1,0,3
Allegan,"Dorr Township, Precinct 1 - HOP",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Allegan,"Dorr Township, Precinct 1 - HOP",Straight Party,,GRN,Green,0,0,1,1
Allegan,"Dorr Township, Precinct 1 - HOP",Straight Party,,WCP,Working Class,0,0,2,2
Allegan,"Dorr Township, Precinct 1 - HOP",Straight Party,,NLP,Natural Law,0,0,0,0
Allegan,"Dorr Township, Precinct 2 - WAY",Straight Party,,DEM,Democratic,48,131,37,216
Allegan,"Dorr Township, Precinct 2 - WAY",Straight Party,,REP,Republican,261,227,438,926
Allegan,"Dorr Township, Precinct 2 - WAY",Straight Party,,LIB,Libertarian,0,0,0,0
Allegan,"Dorr Township, Precinct 2 - WAY",Straight Party,,UST,U.S. Taxpayers,1,2,1,4
Allegan,"Dorr Township, Precinct 2 - WAY",Straight Party,,GRN,Green,0,0,1,1
Allegan,"Dorr Township, Precinct 2 - WAY",Straight Party,,WCP,Working Class,3,2,0,5
Allegan,"Dorr Township, Precinct 2 - WAY",Straight Party,,NLP,Natural Law,0,1,0,1
Allegan,"Dorr Township, Precinct 3 - WAY",Straight Party,,DEM,Democratic,76,116,49,241
Allegan,"Dorr Township, Precinct 3 - WAY",Straight Party,,REP,Republican,229,142,308,679
Allegan,"Dorr Township, Precinct 3 - WAY",Straight Party,,LIB,Libertarian,3,0,1,4
Allegan,"Dorr Township, Precinct 3 - WAY",Straight Party,,UST,U.S. Taxpayers,0,1,0,1
Allegan,"Dorr Township, Precinct 3 - WAY",Straight Party,,GRN,Green,1,0,0,1
Allegan,"Dorr Township, Precinct 3 - WAY",Straight Party,,WCP,Working Class,4,1,1,6
Allegan,"Dorr Township, Precinct 3 - WAY",Straight Party,,NLP,Natural Law,0,0,1,1
Allegan,"Fillmore Township, Precinct 1",Straight Party,,DEM,Democratic,54,107,73,234
Allegan,"Fillmore Township, Precinct 1",Straight Party,,REP,Republican,279,314,431,1024
Allegan,"Fillmore Township, Precinct 1",Straight Party,,LIB,Libertarian,1,2,1,4
Allegan,"Fillmore Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Allegan,"Fillmore Township, Precinct 1",Straight Party,,GRN,Green,1,0,0,1
Allegan,"Fillmore Township, Precinct 1",Straight Party,,WCP,Working Class,0,1,1,2
Allegan,"Fillmore Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Allegan,"Ganges Township, Precinct 1",Straight Party,,DEM,Democratic,124,225,93,442
Allegan,"Ganges Township, Precinct 1",Straight Party,,REP,Republican,246,153,193,592
Allegan,"Ganges Township, Precinct 1",Straight Party,,LIB,Libertarian,1,1,1,3
Allegan,"Ganges Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,2,0,2
Allegan,"Ganges Township, Precinct 1",Straight Party,,GRN,Green,1,2,0,3
Allegan,"Ganges Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0,0
Allegan,"Ganges Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Allegan,"Gun Plain Township, Precinct 1",Straight Party,,DEM,Democratic,115,432,272,819
Allegan,"Gun Plain Township, Precinct 1",Straight Party,,REP,Republican,418,344,567,1329
Allegan,"Gun Plain Township, Precinct 1",Straight Party,,LIB,Libertarian,4,2,1,7
Allegan,"Gun Plain Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,1,1,2
Allegan,"Gun Plain Township, Precinct 1",Straight Party,,GRN,Green,1,1,1,3
Allegan,"Gun Plain Township, Precinct 1",Straight Party,,WCP,Working Class,5,1,0,6
Allegan,"Gun Plain Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,0,1
Allegan,"Heath Township, Precinct 1 - HAM",Straight Party,,DEM,Democratic,39,132,75,246
Allegan,"Heath Township, Precinct 1 - HAM",Straight Party,,REP,Republican,273,344,503,1120
Allegan,"Heath Township, Precinct 1 - HAM",Straight Party,,LIB,Libertarian,0,1,3,4
Allegan,"Heath Township, Precinct 1 - HAM",Straight Party,,UST,U.S. Taxpayers,2,1,0,3
Allegan,"Heath Township, Precinct 1 - HAM",Straight Party,,GRN,Green,0,1,0,1
Allegan,"Heath Township, Precinct 1 - HAM",Straight Party,,WCP,Working Class,2,2,1,5
Allegan,"Heath Township, Precinct 1 - HAM",Straight Party,,NLP,Natural Law,0,3,0,3
Allegan,"Heath Township, Precinct 2 - ALG",Straight Party,,DEM,Democratic,13,25,10,48
Allegan,"Heath Township, Precinct 2 - ALG",Straight Party,,REP,Republican,65,42,85,192
Allegan,"Heath Township, Precinct 2 - ALG",Straight Party,,LIB,Libertarian,0,0,0,0
Allegan,"Heath Township, Precinct 2 - ALG",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Allegan,"Heath Township, Precinct 2 - ALG",Straight Party,,GRN,Green,0,0,0,0
Allegan,"Heath Township, Precinct 2 - ALG",Straight Party,,WCP,Working Class,1,1,0,2
Allegan,"Heath Township, Precinct 2 - ALG",Straight Party,,NLP,Natural Law,0,0,0,0
Allegan,"Hopkins Township, Precinct 1",Straight Party,,DEM,Democratic,43,89,59,191
Allegan,"Hopkins Township, Precinct 1",Straight Party,,REP,Republican,254,137,360,751
Allegan,"Hopkins Township, Precinct 1",Straight Party,,LIB,Libertarian,4,3,1,8
Allegan,"Hopkins Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Allegan,"Hopkins Township, Precinct 1",Straight Party,,GRN,Green,1,1,0,2
Allegan,"Hopkins Township, Precinct 1",Straight Party,,WCP,Working Class,3,1,2,6
Allegan,"Hopkins Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,0,1
Allegan,"Laketown Township, Precinct 1 - HOL",Straight Party,,DEM,Democratic,63,171,92,326
Allegan,"Laketown Township, Precinct 1 - HOL",Straight Party,,REP,Republican,130,169,223,522
Allegan,"Laketown Township, Precinct 1 - HOL",Straight Party,,LIB,Libertarian,1,0,0,1
Allegan,"Laketown Township, Precinct 1 - HOL",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Allegan,"Laketown Township, Precinct 1 - HOL",Straight Party,,GRN,Green,1,1,0,2
Allegan,"Laketown Township, Precinct 1 - HOL",Straight Party,,WCP,Working Class,1,0,0,1
Allegan,"Laketown Township, Precinct 1 - HOL",Straight Party,,NLP,Natural Law,0,0,0,0
Allegan,"Laketown Township, Precinct 2 - HAM",Straight Party,,DEM,Democratic,74,159,80,313
Allegan,"Laketown Township, Precinct 2 - HAM",Straight Party,,REP,Republican,254,323,318,895
Allegan,"Laketown Township, Precinct 2 - HAM",Straight Party,,LIB,Libertarian,1,2,0,3
Allegan,"Laketown Township, Precinct 2 - HAM",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Allegan,"Laketown Township, Precinct 2 - HAM",Straight Party,,GRN,Green,3,0,2,5
Allegan,"Laketown Township, Precinct 2 - HAM",Straight Party,,WCP,Working Class,4,0,1,5
Allegan,"Laketown Township, Precinct 2 - HAM",Straight Party,,NLP,Natural Law,1,0,0,1
Allegan,"Laketown Township, Precinct 3 - SAU",Straight Party,,DEM,Democratic,32,74,47,153
Allegan,"Laketown Township, Precinct 3 - SAU",Straight Party,,REP,Republican,76,79,135,290
Allegan,"Laketown Township, Precinct 3 - SAU",Straight Party,,LIB,Libertarian,4,0,0,4
Allegan,"Laketown Township, Precinct 3 - SAU",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Allegan,"Laketown Township, Precinct 3 - SAU",Straight Party,,GRN,Green,1,0,0,1
Allegan,"Laketown Township, Precinct 3 - SAU",Straight Party,,WCP,Working Class,0,0,0,0
Allegan,"Laketown Township, Precinct 3 - SAU",Straight Party,,NLP,Natural Law,0,0,0,0
Allegan,"Lee Township, Precinct 1",Straight Party,,DEM,Democratic,168,110,48,326
Allegan,"Lee Township, Precinct 1",Straight Party,,REP,Republican,295,65,139,499
Allegan,"Lee Township, Precinct 1",Straight Party,,LIB,Libertarian,2,0,0,2
Allegan,"Lee Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,3,0,1,4
Allegan,"Lee Township, Precinct 1",Straight Party,,GRN,Green,1,0,1,2
Allegan,"Lee Township, Precinct 1",Straight Party,,WCP,Working Class,10,1,0,11
Allegan,"Lee Township, Precinct 1",Straight Party,,NLP,Natural Law,3,0,0,3
Allegan,"Leighton Township, Precinct 1 - WAY",Straight Party,,DEM,Democratic,52,68,36,156
Allegan,"Leighton Township, Precinct 1 - WAY",Straight Party,,REP,Republican,204,158,317,679
Allegan,"Leighton Township, Precinct 1 - WAY",Straight Party,,LIB,Libertarian,1,1,3,5
Allegan,"Leighton Township, Precinct 1 - WAY",Straight Party,,UST,U.S. Taxpayers,0,0,1,1
Allegan,"Leighton Township, Precinct 1 - WAY",Straight Party,,GRN,Green,0,0,0,0
Allegan,"Leighton Township, Precinct 1 - WAY",Straight Party,,WCP,Working Class,4,2,0,6
Allegan,"Leighton Township, Precinct 1 - WAY",Straight Party,,NLP,Natural Law,0,0,0,0
Allegan,"Leighton Township, Precinct 2",Straight Party,,DEM,Democratic,58,114,59,231
Allegan,"Leighton Township, Precinct 2",Straight Party,,REP,Republican,205,235,363,803
Allegan,"Leighton Township, Precinct 2",Straight Party,,LIB,Libertarian,2,1,1,4
Allegan,"Leighton Township, Precinct 2",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Allegan,"Leighton Township, Precinct 2",Straight Party,,GRN,Green,0,0,0,0
Allegan,"Leighton Township, Precinct 2",Straight Party,,WCP,Working Class,0,0,1,1
Allegan,"Leighton Township, Precinct 2",Straight Party,,NLP,Natural Law,0,0,0,0
Allegan,"Leighton Township, Precinct 3 - WAY",Straight Party,,DEM,Democratic,35,97,43,175
Allegan,"Leighton Township, Precinct 3 - WAY",Straight Party,,REP,Republican,206,186,301,693
Allegan,"Leighton Township, Precinct 3 - WAY",Straight Party,,LIB,Libertarian,0,1,1,2
Allegan,"Leighton Township, Precinct 3 - WAY",Straight Party,,UST,U.S. Taxpayers,0,1,1,2
Allegan,"Leighton Township, Precinct 3 - WAY",Straight Party,,GRN,Green,0,0,0,0
Allegan,"Leighton Township, Precinct 3 - WAY",Straight Party,,WCP,Working Class,0,1,0,1
Allegan,"Leighton Township, Precinct 3 - WAY",Straight Party,,NLP,Natural Law,0,0,0,0
Allegan,"Manlius Township, Precinct 1",Straight Party,,DEM,Democratic,63,155,78,296
Allegan,"Manlius Township, Precinct 1",Straight Party,,REP,Republican,313,266,372,951
Allegan,"Manlius Township, Precinct 1",Straight Party,,LIB,Libertarian,2,0,1,3
Allegan,"Manlius Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,1,1
Allegan,"Manlius Township, Precinct 1",Straight Party,,GRN,Green,1,0,0,1
Allegan,"Manlius Township, Precinct 1",Straight Party,,WCP,Working Class,1,1,1,3
Allegan,"Manlius Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Allegan,"Martin Township, Precinct 1",Straight Party,,DEM,Democratic,61,102,58,221
Allegan,"Martin Township, Precinct 1",Straight Party,,REP,Republican,282,143,302,727
Allegan,"Martin Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,1,1
Allegan,"Martin Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Allegan,"Martin Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
