county,precinct,office,district,candidate,party,early_voting,avcb,election_day,votes
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",U.S. Senate,,Doug Dern,NLP,0,0,3,3
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",U.S. Senate,,James Chapman (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",U.S. House,5,Libbi Urban,DEM,24,0,97,121
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",U.S. House,5,Tim Walberg,REP,296,0,475,771
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",U.S. House,5,James Bronke,GRN,2,0,14,16
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",State House,35,Don Hicks,DEM,19,0,100,119
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",State House,35,Jennifer Wortz,REP,296,0,476,772
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Member of the State Board of Education,,Theodore Jones,DEM,19,0,100,119
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,DEM,18,0,91,109
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,275,0,419,694
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,266,0,418,684
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,12,0,27,39
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,2,0,6,8
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,0,0,9,9
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,WCP,4,0,21,25
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,21,0,102,123
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,19,0,97,116
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,271,0,423,694
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,257,0,398,655
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,9,0,24,33
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,4,0,16,20
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,18,0,97,115
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Trustee of Michigan State University,,"Thomas Stallworth, III",DEM,17,0,90,107
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Trustee of Michigan State University,,Mike Balow,REP,272,0,412,684
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Trustee of Michigan State University,,Julie Maday,REP,256,0,409,665
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,LIB,9,0,20,29
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,UST,4,0,11,15
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,UST,3,0,10,13
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,GRN,3,0,7,10
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,DEM,19,0,90,109
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,DEM,20,0,94,114
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Governor of Wayne State University,,Michael Busuito,REP,260,0,419,679
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Governor of Wayne State University,,Sunny Reddy,REP,261,0,404,665
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Governor of Wayne State University,,Farid Ishac,LIB,5,0,18,23
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Governor of Wayne State University,,"William Mohr, II",UST,3,0,6,9
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Governor of Wayne State University,,Sami Makhoul,GRN,1,0,2,3
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,WCP,2,0,15,17
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,2,0,8,10
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Prosecuting Attorney,,Jamie Wisniewski,REP,279,0,504,783
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Sheriff,,Scott Hodshire,REP,278,0,512,790
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Clerk,,Abe Dane,REP,281,0,501,782
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Treasurer,,Stephenie Kyser,REP,276,0,490,766
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Register of Deeds,,Nick Wheeler,REP,276,0,495,771
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",County Road Commissioner,,Mark Kline,REP,259,0,438,697
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",County Road Commissioner,,Michael Parney,REP,258,0,449,707
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",County Road Commissioner Partial Term Ending 12/31/2026,,Kathy Schmitt,REP,272,0,477,749
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Drain Commissioner,,Matt Word,REP,271,0,480,751
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Surveyor,,Michael Lodzinski,REP,272,0,482,754
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",County Commissioner 1st District,,Doug Ingles,REP,270,0,477,747
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,257,0,348,605
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,28,0,134,162
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,57,0,156,213
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,206,0,297,503
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Judge of Court of Appeals 1st District Incumbent Position,,Kirsten Frank Kelly,,112,0,252,364
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Judge of Court of Appeals 1st District Incumbent Position,,Michael J. Riordan,,176,0,268,444
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Judge of Probate Court Incumbent Position,,Michelle A. Bianchi,,185,0,357,542
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Councilperson Ward I,,Jacob Bruns,,126,0,219,345
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Councilperson Ward I,,Tony Vear,,101,0,199,300
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Board Member Hillsdale Community Schools,,Jeremy Adams,,89,0,129,218
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Board Member Hillsdale Community Schools,,Jordan C. Adams,,110,0,156,266
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Board Member Hillsdale Community Schools,,Matthew Gordon,,114,0,228,342
Hillsdale,"City of Hillsdale, Ward I, Precinct 1",Board Member Hillsdale Community Schools,,Christopher C. Sumnar,,59,0,162,221
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Registered Voters,,,,,,,1001
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Ballots Cast,,,,,,,698
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Straight Party,,Democratic Party,DEM,12,0,59,71
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Straight Party,,Republican Party,REP,91,0,242,333
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Straight Party,,Libertarian Party,LIB,0,0,2,2
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,2,2
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Straight Party,,Green Party,GRN,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Straight Party,,Working Class Party,WCP,1,0,4,5
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Kamala Harris Tim Walz,DEM,20,0,135,155
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Donald J. Trump JD Vance,REP,150,0,373,523
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Chase Oliver Mike ter Maat,LIB,0,0,5,5
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Randall Terry Stephen E. Broden,UST,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Jill Stein Rudolph Ware,GRN,1,0,3,4
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,"Robert F. Kennedy, Jr. Nicole Shanahan",NLP,0,0,4,4
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Joseph Kishore Jerry White,,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Cornel West Melina Abdullah,,1,0,0,1
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Cherunda Lynn Fox (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Claudia De la Cruz (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Jay J. Bowman (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",President,,Peter Sonski (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,22,0,133,155
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. Senate,,Mike Rogers,REP,140,0,352,492
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,1,0,10,11
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. Senate,,Dave Stein,UST,1,0,5,6
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,3,0,7,10
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. Senate,,Doug Dern,NLP,0,0,2,2
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. Senate,,James Chapman (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. House,5,Libbi Urban,DEM,20,0,118,138
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. House,5,Tim Walberg,REP,146,0,381,527
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",U.S. House,5,James Bronke,GRN,2,0,8,10
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",State House,35,Don Hicks,DEM,21,0,116,137
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",State House,35,Jennifer Wortz,REP,143,0,376,519
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Member of the State Board of Education,,Theodore Jones,DEM,18,0,104,122
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,DEM,17,0,96,113
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,132,0,333,465
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,133,0,331,464
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,5,0,23,28
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,1,0,10,11
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,2,0,7,9
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,WCP,6,0,21,27
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,21,0,112,133
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,17,0,100,117
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,134,0,335,469
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,123,0,303,426
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,8,0,23,31
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,3,0,18,21
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Regent of the University of Michigan,,Huwaida Arraf (W),,1,0,0,1
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,18,0,107,125
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Trustee of Michigan State University,,"Thomas Stallworth, III",DEM,15,0,95,110
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Trustee of Michigan State University,,Mike Balow,REP,131,0,324,455
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Trustee of Michigan State University,,Julie Maday,REP,126,0,311,437
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,LIB,10,0,22,32
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,UST,2,0,9,11
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,UST,1,0,9,10
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,GRN,4,0,5,9
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,DEM,17,0,93,110
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,DEM,17,0,97,114
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Governor of Wayne State University,,Michael Busuito,REP,130,0,319,449
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Governor of Wayne State University,,Sunny Reddy,REP,122,0,309,431
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Governor of Wayne State University,,Farid Ishac,LIB,6,0,10,16
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Governor of Wayne State University,,"William Mohr, II",UST,1,0,14,15
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Governor of Wayne State University,,Sami Makhoul,GRN,2,0,2,4
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,WCP,5,0,20,25
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,3,0,7,10
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Prosecuting Attorney,,Jamie Wisniewski,REP,144,0,407,551
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Sheriff,,Scott Hodshire,REP,148,0,429,577
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Clerk,,Abe Dane,REP,144,0,411,555
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Treasurer,,Stephenie Kyser,REP,145,0,411,556
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Register of Deeds,,Nick Wheeler,REP,145,0,410,555
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",County Road Commissioner,,Mark Kline,REP,135,0,361,496
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",County Road Commissioner,,Michael Parney,REP,132,0,388,520
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",County Road Commissioner Partial Term Ending 12/31/2026,,Kathy Schmitt,REP,140,0,396,536
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Drain Commissioner,,Matt Word,REP,142,0,396,538
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Surveyor,,Michael Lodzinski,REP,143,0,389,532
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",County Commissioner 1st District,,Doug Ingles,REP,142,0,390,532
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,107,0,244,351
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,24,0,153,177
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,32,0,145,177
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,88,0,221,309
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Judge of Court of Appeals 1st District Incumbent Position,,Kirsten Frank Kelly,,56,0,241,297
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Judge of Court of Appeals 1st District Incumbent Position,,Michael J. Riordan,,79,0,204,283
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Judge of Probate Court Incumbent Position,,Michelle A. Bianchi,,95,0,319,414
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Councilperson Ward II,,Matthew Bentley,,90,0,307,397
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Board Member Hillsdale Community Schools,,Jeremy Adams,,32,0,112,144
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Board Member Hillsdale Community Schools,,Jordan C. Adams,,40,0,138,178
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Board Member Hillsdale Community Schools,,Matthew Gordon,,52,0,171,223
Hillsdale,"City of Hillsdale, Ward II, Precinct 1",Board Member Hillsdale Community Schools,,Christopher C. Sumnar,,34,0,142,176
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Registered Voters,,,,,,,1394
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Ballots Cast,,,,,,,1022
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Straight Party,,Democratic Party,DEM,21,0,110,131
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Straight Party,,Republican Party,REP,110,0,307,417
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Straight Party,,Libertarian Party,LIB,0,0,2,2
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,1,1
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Straight Party,,Green Party,GRN,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Straight Party,,Working Class Party,WCP,0,0,3,3
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Kamala Harris Tim Walz,DEM,58,0,221,279
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Donald J. Trump JD Vance,REP,194,0,525,719
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Chase Oliver Mike ter Maat,LIB,1,0,4,5
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Randall Terry Stephen E. Broden,UST,0,0,1,1
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Jill Stein Rudolph Ware,GRN,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,"Robert F. Kennedy, Jr. Nicole Shanahan",NLP,0,0,6,6
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Joseph Kishore Jerry White,,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Cornel West Melina Abdullah,,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Cherunda Lynn Fox (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Claudia De la Cruz (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Jay J. Bowman (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",President,,Peter Sonski (W),,0,0,5,5
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,58,0,218,276
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. Senate,,Mike Rogers,REP,186,0,503,689
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,0,0,11,11
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. Senate,,Dave Stein,UST,1,0,7,8
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,0,0,3,3
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. Senate,,Doug Dern,NLP,2,0,3,5
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. Senate,,James Chapman (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. House,5,Libbi Urban,DEM,51,0,194,245
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. House,5,Tim Walberg,REP,188,0,541,729
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",U.S. House,5,James Bronke,GRN,2,0,8,10
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",State House,35,Don Hicks,DEM,55,0,201,256
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",State House,35,Jennifer Wortz,REP,190,0,534,724
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Member of the State Board of Education,,Theodore Jones,DEM,50,0,174,224
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,DEM,45,0,172,217
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,169,0,472,641
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,167,0,491,658
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,5,0,28,33
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,0,0,3,3
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,1,0,16,17
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,WCP,3,0,30,33
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,49,0,183,232
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,44,0,170,214
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,167,0,486,653
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,158,0,437,595
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,4,0,32,36
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,7,0,29,36
Hillsdale,"City of Hillsdale, Ward III, Precinct 1",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0
