county,precinct,office,district,candidate,party,early_voting,avcb,election_day,votes
Hillsdale,"Hillsdale Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,252,0,617,869
Hillsdale,"Hillsdale Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,256,0,621,877
Hillsdale,"Hillsdale Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,8,0,36,44
Hillsdale,"Hillsdale Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,2,0,6,8
Hillsdale,"Hillsdale Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,5,0,12,17
Hillsdale,"Hillsdale Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,WCP,3,0,34,37
Hillsdale,"Hillsdale Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,54,0,216,270
Hillsdale,"Hillsdale Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,51,0,192,243
Hillsdale,"Hillsdale Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,254,0,643,897
Hillsdale,"Hillsdale Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,240,0,556,796
Hillsdale,"Hillsdale Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,6,0,33,39
Hillsdale,"Hillsdale Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,3,0,30,33
Hillsdale,"Hillsdale Township, Precinct 1",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0
Hillsdale,"Hillsdale Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,50,0,192,242
Hillsdale,"Hillsdale Township, Precinct 1",Trustee of Michigan State University,,"Thomas Stallworth, III",DEM,46,0,182,228
Hillsdale,"Hillsdale Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,REP,247,0,620,867
Hillsdale,"Hillsdale Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,REP,252,0,595,847
Hillsdale,"Hillsdale Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,LIB,6,0,30,36
Hillsdale,"Hillsdale Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,UST,4,0,17,21
Hillsdale,"Hillsdale Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,UST,2,0,13,15
Hillsdale,"Hillsdale Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,GRN,1,0,6,7
Hillsdale,"Hillsdale Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,DEM,44,0,177,221
Hillsdale,"Hillsdale Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,DEM,49,0,196,245
Hillsdale,"Hillsdale Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,REP,246,0,598,844
Hillsdale,"Hillsdale Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,REP,242,0,594,836
Hillsdale,"Hillsdale Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,LIB,6,0,18,24
Hillsdale,"Hillsdale Township, Precinct 1",Governor of Wayne State University,,"William Mohr, II",UST,6,0,16,22
Hillsdale,"Hillsdale Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,GRN,2,0,4,6
Hillsdale,"Hillsdale Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,WCP,6,0,32,38
Hillsdale,"Hillsdale Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,0,0,13,13
Hillsdale,"Hillsdale Township, Precinct 1",Prosecuting Attorney,,Jamie Wisniewski,REP,289,0,741,"1,030"
Hillsdale,"Hillsdale Township, Precinct 1",Sheriff,,Scott Hodshire,REP,304,0,761,"1,065"
Hillsdale,"Hillsdale Township, Precinct 1",Clerk,,Abe Dane,REP,302,0,742,"1,044"
Hillsdale,"Hillsdale Township, Precinct 1",Treasurer,,Stephenie Kyser,REP,292,0,738,"1,030"
Hillsdale,"Hillsdale Township, Precinct 1",Register of Deeds,,Nick Wheeler,REP,290,0,731,"1,021"
Hillsdale,"Hillsdale Township, Precinct 1",County Road Commissioner,,Mark Kline,REP,261,0,659,920
Hillsdale,"Hillsdale Township, Precinct 1",County Road Commissioner,,Michael Parney,REP,274,0,693,967
Hillsdale,"Hillsdale Township, Precinct 1",County Road Commissioner Partial Term Ending 12/31/2026,,Kathy Schmitt,REP,286,0,733,"1,019"
Hillsdale,"Hillsdale Township, Precinct 1",Drain Commissioner,,Matt Word,REP,284,0,730,"1,014"
Hillsdale,"Hillsdale Township, Precinct 1",Surveyor,,Michael Lodzinski,REP,282,0,723,"1,005"
Hillsdale,"Hillsdale Township, Precinct 1",County Commissioner 1st District,,Doug Ingles,REP,154,0,497,651
Hillsdale,"Hillsdale Township, Precinct 1",County Commissioner 4th District,,Brad Benzing,REP,126,0,217,343
Hillsdale,"Hillsdale Township, Precinct 1",Supervisor,,Jackie Sullivan,REP,290,0,728,"1,018"
Hillsdale,"Hillsdale Township, Precinct 1",Clerk,,Janel R. Stewart,REP,287,0,740,"1,027"
Hillsdale,"Hillsdale Township, Precinct 1",Treasurer,,Kelly L. Lantis,REP,295,0,754,"1,049"
Hillsdale,"Hillsdale Township, Precinct 1",Trustee,,Rick Emery,REP,267,0,680,947
Hillsdale,"Hillsdale Township, Precinct 1",Trustee,,Tim Wilcox,REP,270,0,684,954
Hillsdale,"Hillsdale Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,206,0,508,714
Hillsdale,"Hillsdale Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,72,0,252,324
Hillsdale,"Hillsdale Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,80,0,253,333
Hillsdale,"Hillsdale Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,173,0,436,609
Hillsdale,"Hillsdale Township, Precinct 1",Judge of Court of Appeals 1st District Incumbent Position,,Kirsten Frank Kelly,,154,0,432,586
Hillsdale,"Hillsdale Township, Precinct 1",Judge of Court of Appeals 1st District Incumbent Position,,Michael J. Riordan,,156,0,445,601
Hillsdale,"Hillsdale Township, Precinct 1",Judge of Probate Court Incumbent Position,,Michelle A. Bianchi,,244,0,598,842
Hillsdale,"Hillsdale Township, Precinct 1",Board Member Hillsdale Community Schools,,Jeremy Adams,,95,0,257,352
Hillsdale,"Hillsdale Township, Precinct 1",Board Member Hillsdale Community Schools,,Jordan C. Adams,,62,0,147,209
Hillsdale,"Hillsdale Township, Precinct 1",Board Member Hillsdale Community Schools,,Matthew Gordon,,142,0,403,545
Hillsdale,"Hillsdale Township, Precinct 1",Board Member Hillsdale Community Schools,,Christopher C. Sumnar,,126,0,324,450
Hillsdale,"Hillsdale Township, Precinct 1",Board Member Jonesville Community Schools,,Ryan Griffiths,,2,0,12,14
Hillsdale,"Hillsdale Township, Precinct 1",Board Member Jonesville Community Schools,,Susan Raker,,2,0,13,15
Hillsdale,"Hillsdale Township, Precinct 1",Board Member Jonesville Community Schools Partial Term Ending 12/31/2026,,Lenya Keller,,2,0,16,18
Hillsdale,"Jefferson Township, Precinct 1",Registered Voters,,,,,,,2229
Hillsdale,"Jefferson Township, Precinct 1",Ballots Cast,,,,,,,1645
Hillsdale,"Jefferson Township, Precinct 1",Straight Party,,Democratic Party,DEM,37,0,189,226
Hillsdale,"Jefferson Township, Precinct 1",Straight Party,,Republican Party,REP,205,0,628,833
Hillsdale,"Jefferson Township, Precinct 1",Straight Party,,Libertarian Party,LIB,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",Straight Party,,Green Party,GRN,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",Straight Party,,Working Class Party,WCP,0,0,2,2
Hillsdale,"Jefferson Township, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",President,,Kamala Harris Tim Walz,DEM,72,0,313,385
Hillsdale,"Jefferson Township, Precinct 1",President,,Donald J. Trump JD Vance,REP,308,0,925,"1,233"
Hillsdale,"Jefferson Township, Precinct 1",President,,Chase Oliver Mike ter Maat,LIB,1,0,5,6
Hillsdale,"Jefferson Township, Precinct 1",President,,Randall Terry Stephen E. Broden,UST,1,0,1,2
Hillsdale,"Jefferson Township, Precinct 1",President,,Jill Stein Rudolph Ware,GRN,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",President,,"Robert F. Kennedy, Jr. Nicole Shanahan",NLP,1,0,6,7
Hillsdale,"Jefferson Township, Precinct 1",President,,Joseph Kishore Jerry White,,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",President,,Cornel West Melina Abdullah,,1,0,0,1
Hillsdale,"Jefferson Township, Precinct 1",President,,Cherunda Lynn Fox (W),,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",President,,Claudia De la Cruz (W),,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",President,,Jay J. Bowman (W),,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",President,,Peter Sonski (W),,0,0,1,1
Hillsdale,"Jefferson Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,75,0,317,392
Hillsdale,"Jefferson Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,295,0,876,"1,171"
Hillsdale,"Jefferson Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,5,0,10,15
Hillsdale,"Jefferson Township, Precinct 1",U.S. Senate,,Dave Stein,UST,3,0,4,7
Hillsdale,"Jefferson Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,1,0,9,10
Hillsdale,"Jefferson Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,2,0,2,4
Hillsdale,"Jefferson Township, Precinct 1",U.S. Senate,,James Chapman (W),,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",U.S. House,5,Libbi Urban,DEM,62,0,277,339
Hillsdale,"Jefferson Township, Precinct 1",U.S. House,5,Tim Walberg,REP,308,0,933,"1,241"
Hillsdale,"Jefferson Township, Precinct 1",U.S. House,5,James Bronke,GRN,5,0,9,14
Hillsdale,"Jefferson Township, Precinct 1",State House,35,Don Hicks,DEM,71,0,282,353
Hillsdale,"Jefferson Township, Precinct 1",State House,35,Jennifer Wortz,REP,300,0,924,"1,224"
Hillsdale,"Jefferson Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,DEM,53,0,267,320
Hillsdale,"Jefferson Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,DEM,54,0,264,318
Hillsdale,"Jefferson Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,284,0,831,"1,115"
Hillsdale,"Jefferson Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,277,0,831,"1,108"
Hillsdale,"Jefferson Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,10,0,26,36
Hillsdale,"Jefferson Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,1,0,21,22
Hillsdale,"Jefferson Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,4,0,23,27
Hillsdale,"Jefferson Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,WCP,13,0,44,57
Hillsdale,"Jefferson Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,59,0,288,347
Hillsdale,"Jefferson Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,54,0,265,319
Hillsdale,"Jefferson Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,288,0,861,"1,149"
Hillsdale,"Jefferson Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,260,0,778,"1,038"
Hillsdale,"Jefferson Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,11,0,34,45
Hillsdale,"Jefferson Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,10,0,51,61
Hillsdale,"Jefferson Township, Precinct 1",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,60,0,278,338
Hillsdale,"Jefferson Township, Precinct 1",Trustee of Michigan State University,,"Thomas Stallworth, III",DEM,54,0,258,312
Hillsdale,"Jefferson Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,REP,275,0,827,"1,102"
Hillsdale,"Jefferson Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,REP,276,0,820,"1,096"
Hillsdale,"Jefferson Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,LIB,8,0,30,38
Hillsdale,"Jefferson Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,UST,3,0,20,23
Hillsdale,"Jefferson Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,UST,3,0,21,24
Hillsdale,"Jefferson Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,GRN,2,0,8,10
Hillsdale,"Jefferson Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,DEM,52,0,258,310
Hillsdale,"Jefferson Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,DEM,56,0,281,337
Hillsdale,"Jefferson Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,REP,273,0,813,"1,086"
Hillsdale,"Jefferson Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,REP,266,0,809,"1,075"
Hillsdale,"Jefferson Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,LIB,6,0,11,17
Hillsdale,"Jefferson Township, Precinct 1",Governor of Wayne State University,,"William Mohr, II",UST,2,0,27,29
Hillsdale,"Jefferson Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,GRN,1,0,4,5
Hillsdale,"Jefferson Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,WCP,8,0,34,42
Hillsdale,"Jefferson Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,5,0,21,26
Hillsdale,"Jefferson Township, Precinct 1",Prosecuting Attorney,,Jamie Wisniewski,REP,315,0,956,"1,271"
Hillsdale,"Jefferson Township, Precinct 1",Sheriff,,Scott Hodshire,REP,319,0,981,"1,300"
Hillsdale,"Jefferson Township, Precinct 1",Clerk,,Abe Dane,REP,314,0,973,"1,287"
Hillsdale,"Jefferson Township, Precinct 1",Treasurer,,Stephenie Kyser,REP,312,0,965,"1,277"
Hillsdale,"Jefferson Township, Precinct 1",Register of Deeds,,Nick Wheeler,REP,308,0,956,"1,264"
Hillsdale,"Jefferson Township, Precinct 1",County Road Commissioner,,Mark Kline,REP,283,0,893,"1,176"
Hillsdale,"Jefferson Township, Precinct 1",County Road Commissioner,,Michael Parney,REP,304,0,902,"1,206"
Hillsdale,"Jefferson Township, Precinct 1",County Road Commissioner Partial Term Ending 12/31/2026,,Kathy Schmitt,REP,306,0,943,"1,249"
Hillsdale,"Jefferson Township, Precinct 1",Drain Commissioner,,Matt Word,REP,310,0,944,"1,254"
Hillsdale,"Jefferson Township, Precinct 1",Surveyor,,Michael Lodzinski,REP,305,0,943,"1,248"
Hillsdale,"Jefferson Township, Precinct 1",County Commissioner 4th District,,Brad Benzing,REP,304,0,928,"1,232"
Hillsdale,"Jefferson Township, Precinct 1",Supervisor,,Steve Wismar,REP,305,0,941,"1,246"
Hillsdale,"Jefferson Township, Precinct 1",Clerk,,Allyssa Cornett,REP,305,0,950,"1,255"
Hillsdale,"Jefferson Township, Precinct 1",Treasurer,,Barbie Keiser,REP,313,0,954,"1,267"
Hillsdale,"Jefferson Township, Precinct 1",Treasurer,,Lana Sue Dilyard (W),,0,0,0,0
Hillsdale,"Jefferson Township, Precinct 1",Trustee,,Bonnie Tew,REP,280,0,897,"1,177"
Hillsdale,"Jefferson Township, Precinct 1",Trustee,,Wes Wickham,REP,290,0,913,"1,203"
Hillsdale,"Jefferson Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,226,0,626,852
Hillsdale,"Jefferson Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,84,0,304,388
Hillsdale,"Jefferson Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,126,0,405,531
Hillsdale,"Jefferson Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,151,0,458,609
Hillsdale,"Jefferson Township, Precinct 1",Judge of Court of Appeals 1st District Incumbent Position,,Kirsten Frank Kelly,,174,0,589,763
Hillsdale,"Jefferson Township, Precinct 1",Judge of Court of Appeals 1st District Incumbent Position,,Michael J. Riordan,,158,0,518,676
Hillsdale,"Jefferson Township, Precinct 1",Judge of Probate Court Incumbent Position,,Michelle A. Bianchi,,245,0,758,"1,003"
Hillsdale,"Jefferson Township, Precinct 1",Board Member Camden-Frontier School,,Chris Hibbard,,2,0,4,6
Hillsdale,"Jefferson Township, Precinct 1",Board Member Camden-Frontier School,,Lynn Landers,,2,0,1,3
Hillsdale,"Jefferson Township, Precinct 1",Board Member Camden-Frontier School,,Nathan D. VanAken,,2,0,2,4
Hillsdale,"Jefferson Township, Precinct 1",Board Member Hillsdale Community Schools,,Jeremy Adams,,63,0,151,214
Hillsdale,"Jefferson Township, Precinct 1",Board Member Hillsdale Community Schools,,Jordan C. Adams,,42,0,117,159
Hillsdale,"Jefferson Township, Precinct 1",Board Member Hillsdale Community Schools,,Matthew Gordon,,78,0,200,278
Hillsdale,"Jefferson Township, Precinct 1",Board Member Hillsdale Community Schools,,Christopher C. Sumnar,,41,0,158,199
Hillsdale,"Jefferson Township, Precinct 1",Board Member Pittsford Area Schools,,Stacy G. Gamble,,83,0,245,328
Hillsdale,"Jefferson Township, Precinct 1",Board Member Pittsford Area Schools,,Nathan Wickard,,84,0,255,339
Hillsdale,"Jefferson Township, Precinct 1",Board Member Pittsford Area Schools Partial Term Ending 12/31/2026,,Jacob Wayne Drawe (W),,1,0,3,4
Hillsdale,"Litchfield Township, Precinct 1",Registered Voters,,,,,,,693
Hillsdale,"Litchfield Township, Precinct 1",Ballots Cast,,,,,,,529
Hillsdale,"Litchfield Township, Precinct 1",Straight Party,,Democratic Party,DEM,2,0,37,39
Hillsdale,"Litchfield Township, Precinct 1",Straight Party,,Republican Party,REP,31,0,236,267
Hillsdale,"Litchfield Township, Precinct 1",Straight Party,,Libertarian Party,LIB,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,1,1
Hillsdale,"Litchfield Township, Precinct 1",Straight Party,,Green Party,GRN,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",Straight Party,,Working Class Party,WCP,0,0,3,3
Hillsdale,"Litchfield Township, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",President,,Kamala Harris Tim Walz,DEM,7,0,97,104
Hillsdale,"Litchfield Township, Precinct 1",President,,Donald J. Trump JD Vance,REP,45,0,375,420
Hillsdale,"Litchfield Township, Precinct 1",President,,Chase Oliver Mike ter Maat,LIB,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",President,,Randall Terry Stephen E. Broden,UST,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",President,,Jill Stein Rudolph Ware,GRN,0,0,1,1
Hillsdale,"Litchfield Township, Precinct 1",President,,"Robert F. Kennedy, Jr. Nicole Shanahan",NLP,1,0,0,1
Hillsdale,"Litchfield Township, Precinct 1",President,,Joseph Kishore Jerry White,,0,0,1,1
Hillsdale,"Litchfield Township, Precinct 1",President,,Cornel West Melina Abdullah,,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",President,,Cherunda Lynn Fox (W),,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",President,,Claudia De la Cruz (W),,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",President,,Jay J. Bowman (W),,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",President,,Peter Sonski (W),,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,6,0,98,104
Hillsdale,"Litchfield Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,42,0,353,395
Hillsdale,"Litchfield Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,1,0,4,5
Hillsdale,"Litchfield Township, Precinct 1",U.S. Senate,,Dave Stein,UST,1,0,7,8
Hillsdale,"Litchfield Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,0,0,2,2
Hillsdale,"Litchfield Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,1,0,2,3
Hillsdale,"Litchfield Township, Precinct 1",U.S. Senate,,James Chapman (W),,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",U.S. House,5,Libbi Urban,DEM,4,0,81,85
Hillsdale,"Litchfield Township, Precinct 1",U.S. House,5,Tim Walberg,REP,46,0,373,419
Hillsdale,"Litchfield Township, Precinct 1",U.S. House,5,James Bronke,GRN,0,0,7,7
Hillsdale,"Litchfield Township, Precinct 1",State House,35,Don Hicks,DEM,3,0,88,91
Hillsdale,"Litchfield Township, Precinct 1",State House,35,Jennifer Wortz,REP,45,0,367,412
Hillsdale,"Litchfield Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,DEM,2,0,78,80
Hillsdale,"Litchfield Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,DEM,3,0,76,79
Hillsdale,"Litchfield Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,43,0,329,372
Hillsdale,"Litchfield Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,42,0,333,375
Hillsdale,"Litchfield Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,1,0,6,7
Hillsdale,"Litchfield Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,2,0,5,7
Hillsdale,"Litchfield Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,1,0,16,17
Hillsdale,"Litchfield Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,WCP,0,0,21,21
Hillsdale,"Litchfield Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,3,0,86,89
Hillsdale,"Litchfield Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,3,0,83,86
Hillsdale,"Litchfield Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,45,0,334,379
Hillsdale,"Litchfield Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,41,0,293,334
Hillsdale,"Litchfield Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,1,0,13,14
Hillsdale,"Litchfield Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,1,0,23,24
Hillsdale,"Litchfield Township, Precinct 1",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0
Hillsdale,"Litchfield Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,3,0,81,84
Hillsdale,"Litchfield Township, Precinct 1",Trustee of Michigan State University,,"Thomas Stallworth, III",DEM,3,0,70,73
Hillsdale,"Litchfield Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,REP,43,0,308,351
Hillsdale,"Litchfield Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,REP,44,0,308,352
Hillsdale,"Litchfield Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,LIB,1,0,6,7
Hillsdale,"Litchfield Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,UST,1,0,35,36
Hillsdale,"Litchfield Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,UST,0,0,32,32
Hillsdale,"Litchfield Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,GRN,0,0,3,3
Hillsdale,"Litchfield Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,DEM,3,0,69,72
Hillsdale,"Litchfield Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,DEM,2,0,82,84
Hillsdale,"Litchfield Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,REP,41,0,309,350
Hillsdale,"Litchfield Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,REP,43,0,315,358
Hillsdale,"Litchfield Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,LIB,1,0,4,5
Hillsdale,"Litchfield Township, Precinct 1",Governor of Wayne State University,,"William Mohr, II",UST,0,0,17,17
Hillsdale,"Litchfield Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,GRN,0,0,2,2
Hillsdale,"Litchfield Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,WCP,2,0,16,18
Hillsdale,"Litchfield Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,0,0,6,6
Hillsdale,"Litchfield Township, Precinct 1",Prosecuting Attorney,,Jamie Wisniewski,REP,49,0,393,442
Hillsdale,"Litchfield Township, Precinct 1",Sheriff,,Scott Hodshire,REP,48,0,402,450
Hillsdale,"Litchfield Township, Precinct 1",Clerk,,Abe Dane,REP,49,0,397,446
Hillsdale,"Litchfield Township, Precinct 1",Treasurer,,Stephenie Kyser,REP,50,0,393,443
Hillsdale,"Litchfield Township, Precinct 1",Register of Deeds,,Nick Wheeler,REP,50,0,393,443
Hillsdale,"Litchfield Township, Precinct 1",County Road Commissioner,,Mark Kline,REP,47,0,363,410
Hillsdale,"Litchfield Township, Precinct 1",County Road Commissioner,,Michael Parney,REP,46,0,366,412
Hillsdale,"Litchfield Township, Precinct 1",County Road Commissioner Partial Term Ending 12/31/2026,,Kathy Schmitt,REP,47,0,385,432
Hillsdale,"Litchfield Township, Precinct 1",Drain Commissioner,,Matt Word,REP,47,0,393,440
Hillsdale,"Litchfield Township, Precinct 1",Surveyor,,Michael Lodzinski,REP,47,0,379,426
Hillsdale,"Litchfield Township, Precinct 1",County Commissioner 2nd District,,Kevin Collins,REP,47,0,385,432
Hillsdale,"Litchfield Township, Precinct 1",Supervisor,,Ben Thomas,REP,47,0,398,445
Hillsdale,"Litchfield Township, Precinct 1",Clerk,,Vicki Heckel,REP,47,0,409,456
Hillsdale,"Litchfield Township, Precinct 1",Treasurer,,Ann B. McCormick,REP,47,0,392,439
Hillsdale,"Litchfield Township, Precinct 1",Trustee,,Julie J. Blonde,REP,43,0,381,424
Hillsdale,"Litchfield Township, Precinct 1",Trustee,,Ronald Lemke,REP,47,0,366,413
Hillsdale,"Litchfield Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,25,0,227,252
Hillsdale,"Litchfield Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,13,0,138,151
Hillsdale,"Litchfield Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,16,0,133,149
Hillsdale,"Litchfield Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,20,0,204,224
