county,precinct,office,district,party,candidate,election_day,early_voting,votes
Oscoda,"Big Creek Township, Precinct 2",Straight Party,,UST,U.S. Taxpayers,1,0,1
Oscoda,"Big Creek Township, Precinct 2",Straight Party,,GRN,Green,0,0,0
Oscoda,"Big Creek Township, Precinct 2",Straight Party,,WCP,Working Class,5,3,8
Oscoda,"Big Creek Township, Precinct 2",Straight Party,,NLP,Natural Law,0,0,0
Oscoda,"Clinton Township, Precinct 1",Straight Party,,DEM,Democratic,29,3,32
Oscoda,"Clinton Township, Precinct 1",Straight Party,,REP,Republican,98,23,121
Oscoda,"Clinton Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0
Oscoda,"Clinton Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,1
Oscoda,"Clinton Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Oscoda,"Clinton Township, Precinct 1",Straight Party,,WCP,Working Class,3,0,3
Oscoda,"Clinton Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Oscoda,"Comins Township, Precinct 1",Straight Party,,DEM,Democratic,108,18,126
Oscoda,"Comins Township, Precinct 1",Straight Party,,REP,Republican,338,75,413
Oscoda,"Comins Township, Precinct 1",Straight Party,,LIB,Libertarian,5,0,5
Oscoda,"Comins Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,3,2,5
Oscoda,"Comins Township, Precinct 1",Straight Party,,GRN,Green,2,0,2
Oscoda,"Comins Township, Precinct 1",Straight Party,,WCP,Working Class,5,0,5
Oscoda,"Comins Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Oscoda,"Elmer Township, Precinct 1",Straight Party,,DEM,Democratic,45,5,50
Oscoda,"Elmer Township, Precinct 1",Straight Party,,REP,Republican,132,26,158
Oscoda,"Elmer Township, Precinct 1",Straight Party,,LIB,Libertarian,1,1,2
Oscoda,"Elmer Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Oscoda,"Elmer Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Oscoda,"Elmer Township, Precinct 1",Straight Party,,WCP,Working Class,3,0,3
Oscoda,"Elmer Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Oscoda,"Greenwood Township, Precinct 1",Straight Party,,DEM,Democratic,103,4,107
Oscoda,"Greenwood Township, Precinct 1",Straight Party,,REP,Republican,261,40,301
Oscoda,"Greenwood Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,1
Oscoda,"Greenwood Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Oscoda,"Greenwood Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Oscoda,"Greenwood Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,2
Oscoda,"Greenwood Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Oscoda,"Mentor Township, Precinct 1",Straight Party,,DEM,Democratic,93,12,105
Oscoda,"Mentor Township, Precinct 1",Straight Party,,REP,Republican,208,67,275
Oscoda,"Mentor Township, Precinct 1",Straight Party,,LIB,Libertarian,1,1,2
Oscoda,"Mentor Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Oscoda,"Mentor Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Oscoda,"Mentor Township, Precinct 1",Straight Party,,WCP,Working Class,1,0,1
Oscoda,"Mentor Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,1
Oscoda,"Big Creek Township, Precinct 1",President,,DEM,Kamala D. Harris,172,50,222
Oscoda,"Big Creek Township, Precinct 1",President,,REP,Donald J. Trump,331,212,543
Oscoda,"Big Creek Township, Precinct 1",President,,LIB,Chase Oliver,2,0,2
Oscoda,"Big Creek Township, Precinct 1",President,,UST,Randall Terry,0,1,1
Oscoda,"Big Creek Township, Precinct 1",President,,GRN,Jill Stein,0,0,0
Oscoda,"Big Creek Township, Precinct 1",President,,NLP,"Robert F. Kennedy, Jr.",2,1,3
Oscoda,"Big Creek Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Oscoda,"Big Creek Township, Precinct 1",President,,,Cornel West,1,0,1
Oscoda,"Big Creek Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Oscoda,"Big Creek Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Oscoda,"Big Creek Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
Oscoda,"Big Creek Township, Precinct 1",President,,,Peter Sonski,0,0,0
Oscoda,"Big Creek Township, Precinct 1",President,,,Write-ins,0,0,0
Oscoda,"Big Creek Township, Precinct 2",President,,DEM,Kamala D. Harris,201,60,261
Oscoda,"Big Creek Township, Precinct 2",President,,REP,Donald J. Trump,401,287,688
Oscoda,"Big Creek Township, Precinct 2",President,,LIB,Chase Oliver,3,0,3
Oscoda,"Big Creek Township, Precinct 2",President,,UST,Randall Terry,1,0,1
Oscoda,"Big Creek Township, Precinct 2",President,,GRN,Jill Stein,2,0,2
Oscoda,"Big Creek Township, Precinct 2",President,,NLP,"Robert F. Kennedy, Jr.",4,0,4
Oscoda,"Big Creek Township, Precinct 2",President,,,Joseph Kishore,0,0,0
Oscoda,"Big Creek Township, Precinct 2",President,,,Cornel West,0,0,0
Oscoda,"Big Creek Township, Precinct 2",President,,,Jay J. Bowman,0,0,0
Oscoda,"Big Creek Township, Precinct 2",President,,,Claudia De la Cruz,0,0,0
Oscoda,"Big Creek Township, Precinct 2",President,,,Cherunda Lynn Fox,0,0,0
Oscoda,"Big Creek Township, Precinct 2",President,,,Peter Sonski,0,0,0
Oscoda,"Big Creek Township, Precinct 2",President,,,Write-ins,1,0,1
Oscoda,"Clinton Township, Precinct 1",President,,DEM,Kamala D. Harris,70,8,78
Oscoda,"Clinton Township, Precinct 1",President,,REP,Donald J. Trump,198,34,232
Oscoda,"Clinton Township, Precinct 1",President,,LIB,Chase Oliver,0,0,0
Oscoda,"Clinton Township, Precinct 1",President,,UST,Randall Terry,0,0,0
Oscoda,"Clinton Township, Precinct 1",President,,GRN,Jill Stein,0,0,0
Oscoda,"Clinton Township, Precinct 1",President,,NLP,"Robert F. Kennedy, Jr.",3,0,3
Oscoda,"Clinton Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Oscoda,"Clinton Township, Precinct 1",President,,,Cornel West,0,0,0
Oscoda,"Clinton Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Oscoda,"Clinton Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Oscoda,"Clinton Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
Oscoda,"Clinton Township, Precinct 1",President,,,Peter Sonski,0,0,0
Oscoda,"Clinton Township, Precinct 1",President,,,Write-ins,1,0,1
Oscoda,"Comins Township, Precinct 1",President,,DEM,Kamala D. Harris,225,28,253
Oscoda,"Comins Township, Precinct 1",President,,REP,Donald J. Trump,687,125,812
Oscoda,"Comins Township, Precinct 1",President,,LIB,Chase Oliver,3,0,3
Oscoda,"Comins Township, Precinct 1",President,,UST,Randall Terry,4,1,5
Oscoda,"Comins Township, Precinct 1",President,,GRN,Jill Stein,0,0,0
Oscoda,"Comins Township, Precinct 1",President,,NLP,"Robert F. Kennedy, Jr.",12,0,12
Oscoda,"Comins Township, Precinct 1",President,,,Joseph Kishore,2,0,2
Oscoda,"Comins Township, Precinct 1",President,,,Cornel West,0,0,0
Oscoda,"Comins Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Oscoda,"Comins Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Oscoda,"Comins Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
Oscoda,"Comins Township, Precinct 1",President,,,Peter Sonski,0,0,0
Oscoda,"Comins Township, Precinct 1",President,,,Write-ins,2,0,2
Oscoda,"Elmer Township, Precinct 1",President,,DEM,Kamala D. Harris,100,22,122
Oscoda,"Elmer Township, Precinct 1",President,,REP,Donald J. Trump,266,73,339
Oscoda,"Elmer Township, Precinct 1",President,,LIB,Chase Oliver,1,0,1
Oscoda,"Elmer Township, Precinct 1",President,,UST,Randall Terry,1,0,1
Oscoda,"Elmer Township, Precinct 1",President,,GRN,Jill Stein,2,0,2
Oscoda,"Elmer Township, Precinct 1",President,,NLP,"Robert F. Kennedy, Jr.",2,0,2
Oscoda,"Elmer Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Oscoda,"Elmer Township, Precinct 1",President,,,Cornel West,0,0,0
Oscoda,"Elmer Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Oscoda,"Elmer Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Oscoda,"Elmer Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
Oscoda,"Elmer Township, Precinct 1",President,,,Peter Sonski,0,0,0
Oscoda,"Elmer Township, Precinct 1",President,,,Write-ins,1,0,1
Oscoda,"Greenwood Township, Precinct 1",President,,DEM,Kamala D. Harris,223,10,233
Oscoda,"Greenwood Township, Precinct 1",President,,REP,Donald J. Trump,511,74,585
Oscoda,"Greenwood Township, Precinct 1",President,,LIB,Chase Oliver,2,0,2
Oscoda,"Greenwood Township, Precinct 1",President,,UST,Randall Terry,0,0,0
Oscoda,"Greenwood Township, Precinct 1",President,,GRN,Jill Stein,2,0,2
Oscoda,"Greenwood Township, Precinct 1",President,,NLP,"Robert F. Kennedy, Jr.",2,0,2
Oscoda,"Greenwood Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Oscoda,"Greenwood Township, Precinct 1",President,,,Cornel West,0,0,0
Oscoda,"Greenwood Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Oscoda,"Greenwood Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Oscoda,"Greenwood Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
Oscoda,"Greenwood Township, Precinct 1",President,,,Peter Sonski,0,0,0
Oscoda,"Greenwood Township, Precinct 1",President,,,Write-ins,0,0,0
Oscoda,"Mentor Township, Precinct 1",President,,DEM,Kamala D. Harris,203,42,245
Oscoda,"Mentor Township, Precinct 1",President,,REP,Donald J. Trump,385,132,517
Oscoda,"Mentor Township, Precinct 1",President,,LIB,Chase Oliver,1,0,1
Oscoda,"Mentor Township, Precinct 1",President,,UST,Randall Terry,0,0,0
Oscoda,"Mentor Township, Precinct 1",President,,GRN,Jill Stein,1,0,1
Oscoda,"Mentor Township, Precinct 1",President,,NLP,"Robert F. Kennedy, Jr.",5,1,6
Oscoda,"Mentor Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Oscoda,"Mentor Township, Precinct 1",President,,,Cornel West,0,0,0
Oscoda,"Mentor Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Oscoda,"Mentor Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Oscoda,"Mentor Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
Oscoda,"Mentor Township, Precinct 1",President,,,Peter Sonski,0,0,0
Oscoda,"Mentor Township, Precinct 1",President,,,Write-ins,0,0,0
Oscoda,"Big Creek Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,173,50,223
Oscoda,"Big Creek Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,304,202,506
Oscoda,"Big Creek Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,5,2,7
Oscoda,"Big Creek Township, Precinct 1",U.S. Senate,,UST,Dave Stein,5,1,6
Oscoda,"Big Creek Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,1,3,4
Oscoda,"Big Creek Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,4,2,6
Oscoda,"Big Creek Township, Precinct 1",U.S. Senate,,,James Chapman,0,0,0
Oscoda,"Big Creek Township, Precinct 1",U.S. Senate,,,Marcus A Irvine,0,0,0
Oscoda,"Big Creek Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis,0,0,0
Oscoda,"Big Creek Township, Precinct 1",U.S. Senate,,,Write-ins,2,1,3
Oscoda,"Big Creek Township, Precinct 2",U.S. Senate,,DEM,Elissa Slotkin,188,67,255
Oscoda,"Big Creek Township, Precinct 2",U.S. Senate,,REP,Mike Rogers,372,261,633
Oscoda,"Big Creek Township, Precinct 2",U.S. Senate,,LIB,Joseph Solis-Mullen,13,8,21
Oscoda,"Big Creek Township, Precinct 2",U.S. Senate,,UST,Dave Stein,7,4,11
Oscoda,"Big Creek Township, Precinct 2",U.S. Senate,,GRN,Douglas P. Marsh,6,1,7
Oscoda,"Big Creek Township, Precinct 2",U.S. Senate,,NLP,Doug Dern,1,1,2
Oscoda,"Big Creek Township, Precinct 2",U.S. Senate,,,James Chapman,0,0,0
Oscoda,"Big Creek Township, Precinct 2",U.S. Senate,,,Marcus A Irvine,0,0,0
Oscoda,"Big Creek Township, Precinct 2",U.S. Senate,,,Valerie Lee Willis,0,0,0
Oscoda,"Big Creek Township, Precinct 2",U.S. Senate,,,Write-ins,6,0,6
Oscoda,"Clinton Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,69,9,78
Oscoda,"Clinton Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,185,33,218
Oscoda,"Clinton Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,2,0,2
Oscoda,"Clinton Township, Precinct 1",U.S. Senate,,UST,Dave Stein,3,0,3
Oscoda,"Clinton Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,3,0,3
Oscoda,"Clinton Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,1,0,1
Oscoda,"Clinton Township, Precinct 1",U.S. Senate,,,James Chapman,0,0,0
Oscoda,"Clinton Township, Precinct 1",U.S. Senate,,,Marcus A Irvine,0,0,0
Oscoda,"Clinton Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis,0,0,0
Oscoda,"Clinton Township, Precinct 1",U.S. Senate,,,Write-ins,1,0,1
Oscoda,"Comins Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,222,33,255
Oscoda,"Comins Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,665,113,778
Oscoda,"Comins Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,13,0,13
Oscoda,"Comins Township, Precinct 1",U.S. Senate,,UST,Dave Stein,9,3,12
Oscoda,"Comins Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,2,1,3
Oscoda,"Comins Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,5,2,7
Oscoda,"Comins Township, Precinct 1",U.S. Senate,,,James Chapman,0,0,0
Oscoda,"Comins Township, Precinct 1",U.S. Senate,,,Marcus A Irvine,0,0,0
Oscoda,"Comins Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis,0,0,0
Oscoda,"Comins Township, Precinct 1",U.S. Senate,,,Write-ins,2,0,2
Oscoda,"Elmer Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,93,19,112
Oscoda,"Elmer Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,257,66,323
Oscoda,"Elmer Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,5,0,5
Oscoda,"Elmer Township, Precinct 1",U.S. Senate,,UST,Dave Stein,6,2,8
Oscoda,"Elmer Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,2,1,3
Oscoda,"Elmer Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,4,0,4
Oscoda,"Elmer Township, Precinct 1",U.S. Senate,,,James Chapman,0,0,0
Oscoda,"Elmer Township, Precinct 1",U.S. Senate,,,Marcus A Irvine,0,0,0
Oscoda,"Elmer Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis,0,0,0
Oscoda,"Elmer Township, Precinct 1",U.S. Senate,,,Write-ins,1,0,1
Oscoda,"Greenwood Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,218,12,230
Oscoda,"Greenwood Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,486,71,557
Oscoda,"Greenwood Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,4,0,4
Oscoda,"Greenwood Township, Precinct 1",U.S. Senate,,UST,Dave Stein,15,0,15
Oscoda,"Greenwood Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,8,0,8
Oscoda,"Greenwood Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,0,2
Oscoda,"Greenwood Township, Precinct 1",U.S. Senate,,,James Chapman,0,0,0
Oscoda,"Greenwood Township, Precinct 1",U.S. Senate,,,Marcus A Irvine,0,0,0
Oscoda,"Greenwood Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis,0,0,0
Oscoda,"Greenwood Township, Precinct 1",U.S. Senate,,,Write-ins,2,1,3
Oscoda,"Mentor Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,191,44,235
Oscoda,"Mentor Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,362,123,485
Oscoda,"Mentor Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,9,0,9
Oscoda,"Mentor Township, Precinct 1",U.S. Senate,,UST,Dave Stein,4,2,6
Oscoda,"Mentor Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,4,0,4
Oscoda,"Mentor Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,6,2,8
Oscoda,"Mentor Township, Precinct 1",U.S. Senate,,,James Chapman,0,0,0
Oscoda,"Mentor Township, Precinct 1",U.S. Senate,,,Marcus A Irvine,0,0,0
Oscoda,"Mentor Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis,0,0,0
Oscoda,"Mentor Township, Precinct 1",U.S. Senate,,,Write-ins,1,0,1
Oscoda,"Big Creek Township, Precinct 1",U.S. House,1,DEM,Callie Barr,166,50,216
Oscoda,"Big Creek Township, Precinct 1",U.S. House,1,REP,Jack Bergman,308,201,509
Oscoda,"Big Creek Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,6,4,10
Oscoda,"Big Creek Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,14,5,19
Oscoda,"Big Creek Township, Precinct 1",U.S. House,1,,Write-ins,1,1,2
Oscoda,"Big Creek Township, Precinct 2",U.S. House,1,DEM,Callie Barr,180,64,244
Oscoda,"Big Creek Township, Precinct 2",U.S. House,1,REP,Jack Bergman,381,262,643
Oscoda,"Big Creek Township, Precinct 2",U.S. House,1,LIB,Andrew Gale,13,6,19
Oscoda,"Big Creek Township, Precinct 2",U.S. House,1,WCP,Liz Hakola,19,6,25
Oscoda,"Big Creek Township, Precinct 2",U.S. House,1,,Write-ins,7,0,7
Oscoda,"Clinton Township, Precinct 1",U.S. House,1,DEM,Callie Barr,67,9,76
Oscoda,"Clinton Township, Precinct 1",U.S. House,1,REP,Jack Bergman,185,32,217
Oscoda,"Clinton Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,3,0,3
Oscoda,"Clinton Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,3,1,4
Oscoda,"Clinton Township, Precinct 1",U.S. House,1,,Write-ins,1,0,1
Oscoda,"Comins Township, Precinct 1",U.S. House,1,DEM,Callie Barr,219,28,247
Oscoda,"Comins Township, Precinct 1",U.S. House,1,REP,Jack Bergman,662,118,780
Oscoda,"Comins Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,16,3,19
Oscoda,"Comins Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,18,1,19
Oscoda,"Comins Township, Precinct 1",U.S. House,1,,Write-ins,2,0,2
Oscoda,"Elmer Township, Precinct 1",U.S. House,1,DEM,Callie Barr,101,19,120
Oscoda,"Elmer Township, Precinct 1",U.S. House,1,REP,Jack Bergman,256,66,322
Oscoda,"Elmer Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,3,0,3
Oscoda,"Elmer Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,5,2,7
Oscoda,"Elmer Township, Precinct 1",U.S. House,1,,Write-ins,0,0,0
Oscoda,"Greenwood Township, Precinct 1",U.S. House,1,DEM,Callie Barr,220,11,231
Oscoda,"Greenwood Township, Precinct 1",U.S. House,1,REP,Jack Bergman,486,73,559
Oscoda,"Greenwood Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,9,0,9
Oscoda,"Greenwood Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,11,0,11
Oscoda,"Greenwood Township, Precinct 1",U.S. House,1,,Write-ins,1,0,1
Oscoda,"Mentor Township, Precinct 1",U.S. House,1,DEM,Callie Barr,183,43,226
Oscoda,"Mentor Township, Precinct 1",U.S. House,1,REP,Jack Bergman,366,120,486
Oscoda,"Mentor Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,9,3,12
Oscoda,"Mentor Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,13,3,16
Oscoda,"Mentor Township, Precinct 1",U.S. House,1,,Write-ins,1,2,3
Oscoda,"Big Creek Township, Precinct 1",State House,105,DEM,James Wojey,167,50,217
Oscoda,"Big Creek Township, Precinct 1",State House,105,REP,Ken Borton,320,206,526
Oscoda,"Big Creek Township, Precinct 1",State House,105,,Write-ins,1,1,2
Oscoda,"Big Creek Township, Precinct 2",State House,105,DEM,James Wojey,167,54,221
Oscoda,"Big Creek Township, Precinct 2",State House,105,REP,Ken Borton,411,282,693
Oscoda,"Big Creek Township, Precinct 2",State House,105,,Write-ins,9,1,10
Oscoda,"Mentor Township, Precinct 1",State House,105,DEM,James Wojey,175,33,208
Oscoda,"Mentor Township, Precinct 1",State House,105,REP,Ken Borton,376,132,508
Oscoda,"Mentor Township, Precinct 1",State House,105,,Write-ins,3,1,4
Oscoda,"Clinton Township, Precinct 1",State House,106,DEM,Trina Borenstein,62,10,72
Oscoda,"Clinton Township, Precinct 1",State House,106,REP,Cam Cavitt,186,31,217
Oscoda,"Clinton Township, Precinct 1",State House,106,,Write-ins,4,0,4
Oscoda,"Comins Township, Precinct 1",State House,106,DEM,Trina Borenstein,216,32,248
Oscoda,"Comins Township, Precinct 1",State House,106,REP,Cam Cavitt,679,113,792
Oscoda,"Comins Township, Precinct 1",State House,106,,Write-ins,3,2,5
Oscoda,"Elmer Township, Precinct 1",State House,106,DEM,Trina Borenstein,92,18,110
Oscoda,"Elmer Township, Precinct 1",State House,106,REP,Cam Cavitt,264,68,332
Oscoda,"Elmer Township, Precinct 1",State House,106,,Write-ins,1,0,1
Oscoda,"Greenwood Township, Precinct 1",State House,106,DEM,Trina Borenstein,218,8,226
Oscoda,"Greenwood Township, Precinct 1",State House,106,REP,Cam Cavitt,498,76,574
Oscoda,"Greenwood Township, Precinct 1",State House,106,,Write-ins,3,0,3
Oscoda,"Big Creek Township, Precinct 1",County Prosecuting Attorney,,REP,Kristi McGregor,364,202,566
Oscoda,"Big Creek Township, Precinct 1",County Prosecuting Attorney,,,Write-ins,11,9,20
Oscoda,"Big Creek Township, Precinct 2",County Prosecuting Attorney,,REP,Kristi McGregor,428,287,715
Oscoda,"Big Creek Township, Precinct 2",County Prosecuting Attorney,,,Write-ins,38,9,47
Oscoda,"Clinton Township, Precinct 1",County Prosecuting Attorney,,REP,Kristi McGregor,199,32,231
Oscoda,"Clinton Township, Precinct 1",County Prosecuting Attorney,,,Write-ins,9,3,12
Oscoda,"Comins Township, Precinct 1",County Prosecuting Attorney,,REP,Kristi McGregor,690,113,803
Oscoda,"Comins Township, Precinct 1",County Prosecuting Attorney,,,Write-ins,26,6,32
Oscoda,"Elmer Township, Precinct 1",County Prosecuting Attorney,,REP,Kristi McGregor,269,66,335
Oscoda,"Elmer Township, Precinct 1",County Prosecuting Attorney,,,Write-ins,12,1,13
Oscoda,"Greenwood Township, Precinct 1",County Prosecuting Attorney,,REP,Kristi McGregor,551,72,623
Oscoda,"Greenwood Township, Precinct 1",County Prosecuting Attorney,,,Write-ins,9,1,10
Oscoda,"Mentor Township, Precinct 1",County Prosecuting Attorney,,REP,Kristi McGregor,421,130,551
Oscoda,"Mentor Township, Precinct 1",County Prosecuting Attorney,,,Write-ins,22,4,26
Oscoda,"Big Creek Township, Precinct 1",County Sheriff,,REP,Taylor Kann,293,164,457
Oscoda,"Big Creek Township, Precinct 1",County Sheriff,,,Bradley Wymer,96,66,162
Oscoda,"Big Creek Township, Precinct 1",County Sheriff,,,Write-ins,11,0,11
Oscoda,"Big Creek Township, Precinct 2",County Sheriff,,REP,Taylor Kann,351,222,573
Oscoda,"Big Creek Township, Precinct 2",County Sheriff,,,Bradley Wymer,148,110,258
Oscoda,"Big Creek Township, Precinct 2",County Sheriff,,,Write-ins,28,0,28
Oscoda,"Clinton Township, Precinct 1",County Sheriff,,REP,Taylor Kann,175,29,204
Oscoda,"Clinton Township, Precinct 1",County Sheriff,,,Bradley Wymer,52,8,60
Oscoda,"Clinton Township, Precinct 1",County Sheriff,,,Write-ins,8,0,8
Oscoda,"Comins Township, Precinct 1",County Sheriff,,REP,Taylor Kann,605,95,700
Oscoda,"Comins Township, Precinct 1",County Sheriff,,,Bradley Wymer,185,36,221
Oscoda,"Comins Township, Precinct 1",County Sheriff,,,Write-ins,13,0,13
Oscoda,"Elmer Township, Precinct 1",County Sheriff,,REP,Taylor Kann,250,51,301
Oscoda,"Elmer Township, Precinct 1",County Sheriff,,,Bradley Wymer,60,17,77
Oscoda,"Elmer Township, Precinct 1",County Sheriff,,,Write-ins,5,17,22
Oscoda,"Greenwood Township, Precinct 1",County Sheriff,,REP,Taylor Kann,524,67,591
Oscoda,"Greenwood Township, Precinct 1",County Sheriff,,,Bradley Wymer,32,9,41
Oscoda,"Greenwood Township, Precinct 1",County Sheriff,,,Write-ins,13,0,13
