county,office,district,party,last,first,middle,suffix,votes
BENZIE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,271
BENZIE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,689
CHARLEVOIX,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,1258
CHARLEVOIX,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1487
CHARLEVOIX,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,552
CHARLEVOIX,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,238
CHARLEVOIX,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,824
CHEBOYGAN,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,1279
CHEBOYGAN,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1673
CHEBOYGAN,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,807
CHEBOYGAN,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,345
CHEBOYGAN,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,678
CHIPPEWA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,1390
CHIPPEWA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1435
CHIPPEWA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,985
CHIPPEWA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,325
CHIPPEWA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,900
CRAWFORD,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,715
CRAWFORD,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,940
CRAWFORD,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,467
CRAWFORD,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,283
CRAWFORD,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,487
DELTA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,273
DELTA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,921
DELTA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,3477
DELTA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,733
DELTA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,2002
DICKINSON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,264
DICKINSON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1068
DICKINSON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,2193
DICKINSON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,631
DICKINSON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1113
EMMET,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,1716
EMMET,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,2473
EMMET,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,1025
EMMET,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,268
EMMET,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1038
GOGEBIC,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,60
GOGEBIC,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,285
GOGEBIC,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,367
GOGEBIC,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,573
GOGEBIC,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1167
GD. TRAVERSE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,6082
GD. TRAVERSE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,4970
GD. TRAVERSE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,2132
GD. TRAVERSE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,1495
GD. TRAVERSE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,2981
HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,212
HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1040
HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,1687
HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,538
HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1754
IRON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,69
IRON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,264
IRON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,628
IRON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,262
IRON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,657
KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,955
KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1011
KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,466
KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,543
KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,313
KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,22
KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,126
KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,194
KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,79
KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,151
LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,1595
LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1365
LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,669
LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,447
LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1468
LUCE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,174
LUCE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,227
LUCE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,451
LUCE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,38
LUCE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,165
MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,701
MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,764
MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,787
MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,170
MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,400
MANISTEE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,948
MANISTEE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1629
MANISTEE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,701
MANISTEE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,554
MANISTEE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1093
MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,214
MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1114
MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,1810
MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,2009
MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,7225
MASON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,214
MASON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,395
MASON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,237
MASON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,79
MASON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,149
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,121
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,252
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,1220
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,277
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,715
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,563
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,789
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,436
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,116
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,189
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,46
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,273
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,479
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,194
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,373
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,429
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,897
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,435
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,82
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,157
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,1322
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1581
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,996
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,258
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,497
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,897
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1154
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,561
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,300
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,516
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,REP,Allen,Jason,,,72
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,254
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,REP,Casperson,Tom,,,528
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Cannon,Jerry,,,162
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,471
ALLEGAN,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,244
ALLEGAN,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,96
KENT,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,8892
KENT,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,3595
LAKE,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,720
LAKE,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,1204
MASON,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,2324
MASON,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,475
MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,7482
MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,13646
NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,7162
NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,877
OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,4142
OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,433
OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,29878
OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,6172
BARRY,3rd District Representative in Congress 2 Year Term (1) Position,,REP,Amash,Justin,,,8950
BARRY,3rd District Representative in Congress 2 Year Term (1) Position,,DEM,Smith,Douglas,,,799
CALHOUN,3rd District Representative in Congress 2 Year Term (1) Position,,REP,Amash,Justin,,,7543
CALHOUN,3rd District Representative in Congress 2 Year Term (1) Position,,DEM,Smith,Douglas,,,3950
IONIA,3rd District Representative in Congress 2 Year Term (1) Position,,REP,Amash,Justin,,,5470
IONIA,3rd District Representative in Congress 2 Year Term (1) Position,,DEM,Smith,Douglas,,,1073
KENT,3rd District Representative in Congress 2 Year Term (1) Position,,REP,Amash,Justin,,,33375
KENT,3rd District Representative in Congress 2 Year Term (1) Position,,DEM,Smith,Douglas,,,14416
MONTCALM,3rd District Representative in Congress 2 Year Term (1) Position,,REP,Amash,Justin,,,551
MONTCALM,3rd District Representative in Congress 2 Year Term (1) Position,,DEM,Smith,Douglas,,,114
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,2520
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,76
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,6544
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,266
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,1976
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,77
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,3288
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,88
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,3498
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,310
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,3570
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,90
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,4088
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,460
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,2222
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,21
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,5775
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,52
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,2667
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,49
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,2698
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,25
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,3688
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,83
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,4381
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,167
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,5968
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,198
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,5003
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,51
ARENAC,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,1020
ARENAC,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,733
BAY,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,2115
BAY,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,13279
GENESEE,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,10279
GENESEE,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,33741
IOSCO,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,1970
IOSCO,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,1850
SAGINAW,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,1916
SAGINAW,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,8972
TUSCOLA,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,946
TUSCOLA,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,515
ALLEGAN,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,10906
ALLEGAN,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,2360
BERRIEN,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,12019
BERRIEN,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,3844
CASS,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,4404
CASS,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,832
KALAMAZOO,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,10932
KALAMAZOO,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,11766
ST. JOSEPH,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,4597
ST. JOSEPH,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,739
VAN BUREN,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,6875
VAN BUREN,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,2081
BRANCH,7th District Representative in Congress 2 Year Term (1) Position,,REP,North,Doug,,,1237
BRANCH,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,3482
BRANCH,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,506
EATON,7th District Representative in Congress 2 Year Term (1) Position,,REP,North,Doug,,,2052
EATON,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,6101
EATON,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,5560
HILLSDALE,7th District Representative in Congress 2 Year Term (1) Position,,REP,North,Doug,,,1566
HILLSDALE,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,4819
HILLSDALE,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,406
JACKSON,7th District Representative in Congress 2 Year Term (1) Position,,REP,North,Doug,,,3640
JACKSON,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,10186
JACKSON,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,3308
LENAWEE,7th District Representative in Congress 2 Year Term (1) Position,,REP,North,Doug,,,2242
LENAWEE,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,6114
LENAWEE,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,2096
MONROE,7th District Representative in Congress 2 Year Term (1) Position,,REP,North,Doug,,,1697
MONROE,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,6724
MONROE,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,7235
WASHTENAW,7th District Representative in Congress 2 Year Term (1) Position,,REP,North,Doug,,,1813
WASHTENAW,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,5694
WASHTENAW,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,6500
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,REP,Bishop,Mike,,,10430
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,DEM,Gilbert,Melissa,,,17512
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,REP,Bishop,Mike,,,19134
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,DEM,Gilbert,Melissa,,,3488
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,REP,Bishop,Mike,,,26860
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,DEM,Gilbert,Melissa,,,7810
MACOMB,9th District Representative in Congress 2 Year Term (1) Position,,REP,Morse,Christopher,R.,,19452
MACOMB,9th District Representative in Congress 2 Year Term (1) Position,,DEM,Levin,Sander,,,31427
OAKLAND,9th District Representative in Congress 2 Year Term (1) Position,,REP,Morse,Christopher,R.,,13512
OAKLAND,9th District Representative in Congress 2 Year Term (1) Position,,DEM,Levin,Sander,,,16966
HURON,10th District Representative in Congress 2 Year Term (1) Position,,REP,Forlini,Tony,,,145
HURON,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,1445
HURON,10th District Representative in Congress 2 Year Term (1) Position,,REP,Pavlov,Phillip,,,2258
HURON,10th District Representative in Congress 2 Year Term (1) Position,,REP,Sanborn,Alan,,,264
HURON,10th District Representative in Congress 2 Year Term (1) Position,,REP,VanAssche,David,J.,,271
HURON,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,493
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,REP,Forlini,Tony,,,554
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,6624
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,REP,Pavlov,Phillip,,,3025
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,REP,Sanborn,Alan,,,1072
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,REP,VanAssche,David,J.,,827
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,1886
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,REP,Forlini,Tony,,,5590
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,10528
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,REP,Pavlov,Phillip,,,5806
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,REP,Sanborn,Alan,,,8683
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,REP,VanAssche,David,J.,,3853
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,11791
