county,office,district,party,last,first,middle,suffix,votes
GLADWIN,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Link,Jacob,,,505
GLADWIN,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wentworth,Jason,,,815
GLADWIN,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Winarski,Thomas,L.,,613
GLADWIN,97th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Corbett,Robert,C.,,474
GLADWIN,97th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Townsend,Robert,,,642
OSCEOLA,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Gilmore,George,,,227
OSCEOLA,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Johnson,Brian,,,210
OSCEOLA,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Link,Jacob,,,397
OSCEOLA,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wentworth,Jason,,,632
OSCEOLA,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Winarski,Thomas,L.,,88
OSCEOLA,97th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Corbett,Robert,C.,,61
OSCEOLA,97th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Townsend,Robert,,,105
BAY,98th District Representative in State Legislature 2 Year Term (1) Position,,REP,Glenn,Gary,,,553
BAY,98th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Malicoat,Geoff,,,1762
MIDLAND,98th District Representative in State Legislature 2 Year Term (1) Position,,REP,Glenn,Gary,,,2590
MIDLAND,98th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Malicoat,Geoff,,,1548
ISABELLA,99th District Representative in State Legislature 2 Year Term (1) Position,,REP,Hauck,Roger,,,2624
ISABELLA,99th District Representative in State Legislature 2 Year Term (1) Position,,REP,Stressman,Robin,,,1536
ISABELLA,99th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Mielke,Bryan,,,1560
MIDLAND,99th District Representative in State Legislature 2 Year Term (1) Position,,REP,Hauck,Roger,,,948
MIDLAND,99th District Representative in State Legislature 2 Year Term (1) Position,,REP,Stressman,Robin,,,388
MIDLAND,99th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Mielke,Bryan,,,462
LAKE,100th District Representative in State Legislature 2 Year Term (1) Position,,REP,Eley,Dan,,,115
LAKE,100th District Representative in State Legislature 2 Year Term (1) Position,,REP,VanSingel,Scott,A.,,478
LAKE,100th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wilterink,John,,,91
LAKE,100th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Clarke,Sandy,,,969
LAKE,100th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Forbes,Cathy,,,416
NEWAYGO,100th District Representative in State Legislature 2 Year Term (1) Position,,REP,Eley,Dan,,,457
NEWAYGO,100th District Representative in State Legislature 2 Year Term (1) Position,,REP,VanSingel,Scott,A.,,5827
NEWAYGO,100th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wilterink,John,,,1354
NEWAYGO,100th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Clarke,Sandy,,,452
NEWAYGO,100th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Forbes,Cathy,,,422
OCEANA,100th District Representative in State Legislature 2 Year Term (1) Position,,REP,Eley,Dan,,,433
OCEANA,100th District Representative in State Legislature 2 Year Term (1) Position,,REP,VanSingel,Scott,A.,,3222
OCEANA,100th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wilterink,John,,,472
OCEANA,100th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Clarke,Sandy,,,181
OCEANA,100th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Forbes,Cathy,,,276
BENZIE,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,Urka,Cary,,,333
BENZIE,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,VanderWall,Curt,,,919
BENZIE,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,Walter,Mark,,,905
BENZIE,101st District Representative in State Legislature 2 Year Term (1) Position,,DEM,Scripps,Dan,,,947
LEELANAU,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,Urka,Cary,,,230
LEELANAU,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,VanderWall,Curt,,,1466
LEELANAU,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,Walter,Mark,,,1517
LEELANAU,101st District Representative in State Legislature 2 Year Term (1) Position,,DEM,Scripps,Dan,,,1963
MANISTEE,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,Urka,Cary,,,861
MANISTEE,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,VanderWall,Curt,,,1658
MANISTEE,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,Walter,Mark,,,579
MANISTEE,101st District Representative in State Legislature 2 Year Term (1) Position,,DEM,Scripps,Dan,,,1634
MASON,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,Urka,Cary,,,302
MASON,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,VanderWall,Curt,,,3057
MASON,101st District Representative in State Legislature 2 Year Term (1) Position,,REP,Walter,Mark,,,294
MASON,101st District Representative in State Legislature 2 Year Term (1) Position,,DEM,Scripps,Dan,,,696
MECOSTA,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Briscoe,Jason,,,992
MECOSTA,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hoitenga,Michele,,,910
MECOSTA,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hook,Ormand,,,1328
MECOSTA,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,"Langworthy, Jr.",Morris,,,752
MECOSTA,102nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Gabert,Douglas,,,780
OSCEOLA,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Briscoe,Jason,,,216
OSCEOLA,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hoitenga,Michele,,,222
OSCEOLA,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hook,Ormand,,,319
OSCEOLA,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,"Langworthy, Jr.",Morris,,,704
OSCEOLA,102nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Gabert,Douglas,,,183
WEXFORD,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Briscoe,Jason,,,902
WEXFORD,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hoitenga,Michele,,,2734
WEXFORD,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hook,Ormand,,,565
WEXFORD,102nd District Representative in State Legislature 2 Year Term (1) Position,,REP,"Langworthy, Jr.",Morris,,,1687
WEXFORD,102nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Gabert,Douglas,,,417
CRAWFORD,103rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Kumar,Vijay,,,477
CRAWFORD,103rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Rendon,Daire,L.,,1540
CRAWFORD,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Pillinger Daniels,Robyn,,,55
CRAWFORD,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Richards,Brad,,,54
CRAWFORD,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Schaiberger,Tim,,,33
CRAWFORD,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Stancil,Jordan,,,632
KALKASKA,103rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Kumar,Vijay,,,613
KALKASKA,103rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Rendon,Daire,L.,,1694
KALKASKA,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Pillinger Daniels,Robyn,,,204
KALKASKA,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Richards,Brad,,,145
KALKASKA,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Schaiberger,Tim,,,56
KALKASKA,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Stancil,Jordan,,,255
MISSAUKEE,103rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Kumar,Vijay,,,424
MISSAUKEE,103rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Rendon,Daire,L.,,1957
MISSAUKEE,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Pillinger Daniels,Robyn,,,71
MISSAUKEE,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Richards,Brad,,,67
MISSAUKEE,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Schaiberger,Tim,,,49
MISSAUKEE,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Stancil,Jordan,,,134
OGEMAW,103rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Kumar,Vijay,,,451
OGEMAW,103rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Rendon,Daire,L.,,2787
OGEMAW,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Pillinger Daniels,Robyn,,,205
OGEMAW,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Richards,Brad,,,193
OGEMAW,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Schaiberger,Tim,,,636
OGEMAW,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Stancil,Jordan,,,582
ROSCOMMON,103rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Kumar,Vijay,,,672
ROSCOMMON,103rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Rendon,Daire,L.,,3447
ROSCOMMON,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Pillinger Daniels,Robyn,,,366
ROSCOMMON,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Richards,Brad,,,254
ROSCOMMON,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Schaiberger,Tim,,,232
ROSCOMMON,103rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Stancil,Jordan,,,498
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,REP,Gillman,Jason,,,5139
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,REP,Inman,Larry,C.,,7410
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,DEM,Coffia,Betsy,,,3584
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,DEM,Crandall,Megan,,,918
ANTRIM,105th District Representative in State Legislature 2 Year Term (1) Position,,REP,Cole,Triston,S.,,3604
ANTRIM,105th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Knight,Wyatt,,,878
CHARLEVOIX,105th District Representative in State Legislature 2 Year Term (1) Position,,REP,Cole,Triston,S.,,2810
CHARLEVOIX,105th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Knight,Wyatt,,,897
MONTMORENCY,105th District Representative in State Legislature 2 Year Term (1) Position,,REP,Cole,Triston,S.,,1592
MONTMORENCY,105th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Knight,Wyatt,,,267
OSCODA,105th District Representative in State Legislature 2 Year Term (1) Position,,REP,Cole,Triston,S.,,1495
OSCODA,105th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Knight,Wyatt,,,216
OTSEGO,105th District Representative in State Legislature 2 Year Term (1) Position,,REP,Cole,Triston,S.,,3357
OTSEGO,105th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Knight,Wyatt,,,667
ALCONA,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Allor,Sue,,,524
ALCONA,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Chandler,David,Ladd,,192
ALCONA,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Krawczak,Jackie,,,544
ALCONA,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Osmer,Jesse,,,218
ALCONA,106th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kennedy,Robert,,,582
ALCONA,106th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kieliszewski,Erin,,,159
ALPENA,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Allor,Sue,,,478
ALPENA,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Chandler,David,Ladd,,129
ALPENA,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Krawczak,Jackie,,,1583
ALPENA,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Osmer,Jesse,,,791
ALPENA,106th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kennedy,Robert,,,651
ALPENA,106th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kieliszewski,Erin,,,1488
CHEBOYGAN,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Allor,Sue,,,1461
CHEBOYGAN,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Chandler,David,Ladd,,194
CHEBOYGAN,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Krawczak,Jackie,,,229
CHEBOYGAN,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Osmer,Jesse,,,172
CHEBOYGAN,106th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kennedy,Robert,,,378
CHEBOYGAN,106th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kieliszewski,Erin,,,316
IOSCO,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Allor,Sue,,,926
IOSCO,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Chandler,David,Ladd,,563
IOSCO,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Krawczak,Jackie,,,441
IOSCO,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Osmer,Jesse,,,332
IOSCO,106th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kennedy,Robert,,,1249
IOSCO,106th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kieliszewski,Erin,,,711
PRESQUE ISLE,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Allor,Sue,,,799
PRESQUE ISLE,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Chandler,David,Ladd,,174
PRESQUE ISLE,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Krawczak,Jackie,,,1177
PRESQUE ISLE,106th District Representative in State Legislature 2 Year Term (1) Position,,REP,Osmer,Jesse,,,405
PRESQUE ISLE,106th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kennedy,Robert,,,438
PRESQUE ISLE,106th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kieliszewski,Erin,,,427
CHEBOYGAN,107th District Representative in State Legislature 2 Year Term (1) Position,,REP,Chatfield,Lee,,,1348
CHEBOYGAN,107th District Representative in State Legislature 2 Year Term (1) Position,,REP,Twardy,Kathy,,,318
CHEBOYGAN,107th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Bellfy,Phil,,,302
CHIPPEWA,107th District Representative in State Legislature 2 Year Term (1) Position,,REP,Chatfield,Lee,,,2629
CHIPPEWA,107th District Representative in State Legislature 2 Year Term (1) Position,,REP,Twardy,Kathy,,,1313
CHIPPEWA,107th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Bellfy,Phil,,,1069
EMMET,107th District Representative in State Legislature 2 Year Term (1) Position,,REP,Chatfield,Lee,,,3986
EMMET,107th District Representative in State Legislature 2 Year Term (1) Position,,REP,Twardy,Kathy,,,1379
EMMET,107th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Bellfy,Phil,,,1127
MACKINAC,107th District Representative in State Legislature 2 Year Term (1) Position,,REP,Chatfield,Lee,,,1653
MACKINAC,107th District Representative in State Legislature 2 Year Term (1) Position,,REP,Twardy,Kathy,,,588
MACKINAC,107th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Bellfy,Phil,,,516
DELTA,108th District Representative in State Legislature 2 Year Term (1) Position,,REP,Arcand,Alan,,,954
DELTA,108th District Representative in State Legislature 2 Year Term (1) Position,,REP,LaFave,Beau,Matthew,,1763
DELTA,108th District Representative in State Legislature 2 Year Term (1) Position,,REP,Shann,Darryl,,,1578
DELTA,108th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Celello,Scott,A.,,1264
DELTA,108th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Dziedzic,Dana,,,1377
DICKINSON,108th District Representative in State Legislature 2 Year Term (1) Position,,REP,Arcand,Alan,,,1593
DICKINSON,108th District Representative in State Legislature 2 Year Term (1) Position,,REP,LaFave,Beau,Matthew,,1478
DICKINSON,108th District Representative in State Legislature 2 Year Term (1) Position,,REP,Shann,Darryl,,,361
DICKINSON,108th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Celello,Scott,A.,,1729
DICKINSON,108th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Dziedzic,Dana,,,268
MENOMINEE,108th District Representative in State Legislature 2 Year Term (1) Position,,REP,Arcand,Alan,,,362
MENOMINEE,108th District Representative in State Legislature 2 Year Term (1) Position,,REP,LaFave,Beau,Matthew,,814
MENOMINEE,108th District Representative in State Legislature 2 Year Term (1) Position,,REP,Shann,Darryl,,,319
MENOMINEE,108th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Celello,Scott,A.,,351
MENOMINEE,108th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Dziedzic,Dana,,,770
ALGER,109th District Representative in State Legislature 2 Year Term (1) Position,,REP,Pfister,Kevin,W.,,398
ALGER,109th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wagner Patterson,Melody,Joy,,312
ALGER,109th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Cambensy,Sara,,,269
ALGER,109th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kivela,John,,,546
LUCE,109th District Representative in State Legislature 2 Year Term (1) Position,,REP,Pfister,Kevin,W.,,351
LUCE,109th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wagner Patterson,Melody,Joy,,320
LUCE,109th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Cambensy,Sara,,,65
LUCE,109th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kivela,John,,,129
MARQUETTE,109th District Representative in State Legislature 2 Year Term (1) Position,,REP,Pfister,Kevin,W.,,1375
MARQUETTE,109th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wagner Patterson,Melody,Joy,,991
MARQUETTE,109th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Cambensy,Sara,,,3568
MARQUETTE,109th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kivela,John,,,6029
SCHOOLCRAFT,109th District Representative in State Legislature 2 Year Term (1) Position,,REP,Pfister,Kevin,W.,,476
SCHOOLCRAFT,109th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wagner Patterson,Melody,Joy,,259
SCHOOLCRAFT,109th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Cambensy,Sara,,,193
SCHOOLCRAFT,109th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kivela,John,,,464
BARAGA,110th District Representative in State Legislature 2 Year Term (1) Position,,REP,Markkanen,Gregory,,,597
BARAGA,110th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Dianda,Scott,,,348
GOGEBIC,110th District Representative in State Legislature 2 Year Term (1) Position,,REP,Markkanen,Gregory,,,513
GOGEBIC,110th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Dianda,Scott,,,1833
HOUGHTON,110th District Representative in State Legislature 2 Year Term (1) Position,,REP,Markkanen,Gregory,,,2166
HOUGHTON,110th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Dianda,Scott,,,2420
IRON,110th District Representative in State Legislature 2 Year Term (1) Position,,REP,Markkanen,Gregory,,,688
IRON,110th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Dianda,Scott,,,930
KEWEENAW,110th District Representative in State Legislature 2 Year Term (1) Position,,REP,Markkanen,Gregory,,,235
KEWEENAW,110th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Dianda,Scott,,,256
MARQUETTE,110th District Representative in State Legislature 2 Year Term (1) Position,,REP,Markkanen,Gregory,,,171
MARQUETTE,110th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Dianda,Scott,,,607
ONTONAGON,110th District Representative in State Legislature 2 Year Term (1) Position,,REP,Markkanen,Gregory,,,536
ONTONAGON,110th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Dianda,Scott,,,637
