county,office,district,party,last,first,middle,votes
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Williams,Jeanette,Brown,555
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Ewald,Christopher,,157
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Gay-Dagnogo,Sherry,,4318
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Grillier,Mia,,696
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Hampton,Nichole,,760
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Muhammad I,Muhsin,,793
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Pugh,Stacy,,2674
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Wheeler,Cyrus,L.,254
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Stephens,James,,233
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Berry,Hussein,,1627
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Santana,Harvey,,4953
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Hauser,Matthew,X.,1113
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Cole,Ronald,J.,349
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Jessup,Brandon,A.,1012
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Johnson,Jay,,1915
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Love,Leslie,,3005
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,"McCalister, Jr.",Roy,,2333
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Malhalab,David,Lawrence,275
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Rhoades,Jim,,1697
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Apigian,Ned,,383
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Baydoun,Rashid,,1324
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Coleman-Richardson,DeArtriss,,629
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Grady,Dorothy,Webb,260
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Hampton,Hilliard,,1075
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Hicks-Clayton,Lisa,,568
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Plawecki,Julie,,2222
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Scott,Patricia,S.,409
WAYNE,12th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Thompson,Kelly,,1753
WAYNE,12th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Geiss,Erika,,4806
WAYNE,13th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Sawicki,Harry,,2789
WAYNE,13th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Liberati,Frank,,3761
WAYNE,13th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Trager,Geraldine,,1075
WAYNE,13th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Trupiano,Tony,,2053
WAYNE,14th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Inks,Nathan,,1883
WAYNE,14th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Clemente,Paul,,4896
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Salemassi,Johnnie,,2102
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Darany,George,T.,5140
WAYNE,16th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Boron,Steve,,1808
WAYNE,16th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Kosowski,Robert,L.,5405
MONROE,17th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Londo,Charles,A.,2593
MONROE,17th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,LaVoy,Bill,,3407
WAYNE,17th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Londo,Charles,A.,741
WAYNE,17th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,LaVoy,Bill,,1394
MACOMB,18th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Fraschetti,Roland,R.,4432
MACOMB,18th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Roberts,Sarah,,5860
WAYNE,19th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Cox,Laura,,6062
WAYNE,19th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Crider,Ken,,2133
WAYNE,19th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Dogonski,Stacey,,5185
WAYNE,20th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Heise,Kurt,L.,7684
WAYNE,20th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Smith-Tyge,Nate,,5211
WAYNE,21st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Fausone,Carol,Ann,4517
WAYNE,21st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Mathis,Cornell,,1005
WAYNE,21st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Mosher,Natalie,,2731
WAYNE,21st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Pagan,Kristy,,3003
MACOMB,22nd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Blundell,Art,,958
MACOMB,22nd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Bonnell,Jeff,,1222
MACOMB,22nd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Chirkun,John,,3009
MACOMB,22nd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,McMenamin,Gary,,1289
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Somerville,Pat,,4525
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Haener,David,,2666
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Linko,Andy,,2636
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Ptaszynski,Bob,,1372
MACOMB,24th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Forlini,Anthony,G.,5450
MACOMB,24th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Smith,Arzo,F.,800
MACOMB,24th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Kurczewski,Philip,,4225
MACOMB,25th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Hawatmeh,Nick,,4046
MACOMB,25th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Yanez,Henry,,4319
OAKLAND,26th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Dildilian,Greg,,3630
OAKLAND,26th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Townsend,Jim,,4802
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Manier,Mark,,678
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Ryan,Michael,,1382
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Cissell,Andrew,Robert,940
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,McHugh,Joe,,1094
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Serra,Rudy,,1845
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Williams,Kelli,,1423
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Wittenberg,Robert,,4165
MACOMB,28th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Dye,Gordon,,1147
MACOMB,28th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Foster,Beth,,1155
MACOMB,28th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Miller,Derek,E.,3961
OAKLAND,29th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County (RECOUNT),,Republican,Barr,Christina,L.,885
OAKLAND,29th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County (RECOUNT),,Republican,Lonier,David,,894
OAKLAND,29th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County (RECOUNT),,Democratic,Greimel,Tim,,4904
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Farrington,Jeff,,4072
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Bogdan,Joseph,,895
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Karpinsky,Bo,,2111
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Rode,Phil,,3856
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Blanke,Kathy,,1004
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Goldwater,Juliana,,643
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Lane,Marilyn,,3803
MACOMB,32nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,LaFontaine,Andrea,,3217
MACOMB,32nd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kraft,Pamela,,2521
ST. CLAIR,32nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,LaFontaine,Andrea,,1997
ST. CLAIR,32nd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kraft,Pamela,,1174
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Goike,Ken,,5136
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Ruffin,Joe,,3248
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Republican,Rogers,Bruce,,354
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Bean,Jeff,,446
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Calvin,Donna,,172
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Davenport,David,L.,165
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Mays,Eric,,443
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Morrish,Nathan,R.,176
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Murphy,Quincy,,126
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Neeley,Sheldon,A.,2966
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Sims,Omar,A.,1888
OAKLAND,35th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Brim,Robert,,2065
OAKLAND,35th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Brown,Nicole,,3507
OAKLAND,35th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Buchanan,Darryle,J.,1909
OAKLAND,35th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Moss,Jeremy,,6541
OAKLAND,35th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Roddis,Charles,,844
MACOMB,36th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Grot,Stan,,4650
MACOMB,36th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Republican,Lucido,Peter,J.,4753
MACOMB,36th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,Democratic,Murphy,Robert,,2441
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Grippo,Julie,,1305
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Lerner,Richard,,3931
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Brickner,Barry,,2729
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Greig,Christine,,3288
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Rich,Theresa,,2244
OAKLAND,38th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Crawford,Kathy,,4179
OAKLAND,38th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Lauffer,Dan,,2946
OAKLAND,38th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Catanzaro,Jasper,,2364
OAKLAND,38th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Dorsch,Jason George -,Wellington,883
OAKLAND,39th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Kesto,Klint,,4500
OAKLAND,39th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,O'Hagan,Deb,,3222
OAKLAND,39th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Stephens,Alan,,466
OAKLAND,39th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Colvin,Sandy,,3758
OAKLAND,39th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Saari,Michael,B.,626
OAKLAND,40th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,McCready,Michael,D.,9007
OAKLAND,40th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Belden,Mary,,5766
OAKLAND,41st District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Howrylak,Martin,,7453
OAKLAND,41st District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Kerwin,Mary,,4463
LIVINGSTON,42nd District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Republican,Fiani,Nick,,1285
LIVINGSTON,42nd District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Republican,Perlberg,Rich,,3018
LIVINGSTON,42nd District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Republican,Rogers,Dale,,1460
LIVINGSTON,42nd District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Republican,Theis,Lana,L.,5722
LIVINGSTON,42nd District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Democratic,Johnson,Timothy,B.,3180
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Aliaga,Jose,,2146
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Greenawalt,Paul,J.,332
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Knapper,Nate,,1515
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Schroeder,Andrea,,2846
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Tedder,Jim,,3007
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Billington,Neil,,377
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,McGregor,Robin,,2164
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Ritter,Dennis,M.,2504
OAKLAND,44th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Fessler Smith,Liz,,3559
OAKLAND,44th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Garlick,Dennis,H.,827
OAKLAND,44th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Runestad,Jim,,3804
OAKLAND,44th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Tierney,Russ,,2527
OAKLAND,44th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Venie,Mark,,3594
OAKLAND,45th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Avery,Mark,,3702
OAKLAND,45th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Mangiapane,Lana,,939
OAKLAND,45th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Webber,Michael,,4026
OAKLAND,45th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,VanRaaphorst,Joanna,,3809
OAKLAND,46th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Jacobsen,Bradford,C.,5551
OAKLAND,46th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Republican,Reilly,John,,4367
OAKLAND,46th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,Democratic,Lillis,David,Jay,3009
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Republican,Campbell,Phil,,1656
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Republican,Day,Wendy,,3436
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Republican,Melton,Harold,,274
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Republican,Ring,Theodore,,73
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Republican,Vaupel,Henry,,3917
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,Democratic,Genso,Jordan,,2024
GENESEE,48th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Republican,Stikovich,Stephanie,K.,3170
GENESEE,48th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Faris,Pam,,5804
GENESEE,49th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Republican,Penton,Lu,,1850
GENESEE,49th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Cawood,Kyle,,1242
GENESEE,49th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Phelps,Phil,,4563
GENESEE,50th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Republican,Withers,Craig,,3716
GENESEE,50th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,Democratic,Smiley,Charles,,4851
GENESEE,51st District Representative in State Legislature 2 Year Term (1) Position,,Republican,Barr,Sheila,,1002
GENESEE,51st District Representative in State Legislature 2 Year Term (1) Position,,Republican,Graves,Joseph,,3453
GENESEE,51st District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Thomas,Ken,,3377
OAKLAND,51st District Representative in State Legislature 2 Year Term (1) Position,,Republican,Barr,Sheila,,449
OAKLAND,51st District Representative in State Legislature 2 Year Term (1) Position,,Republican,Graves,Joseph,,1235
OAKLAND,51st District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Thomas,Ken,,737
WASHTENAW,52nd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,Republican,Hochstetler,John,Clifford,5583
WASHTENAW,52nd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,Democratic,Driskell,Gretchen,,5300
WASHTENAW,53rd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,Republican,Spisak,John,J.,838
WASHTENAW,53rd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,Democratic,Irwin,Jeff,,8811
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,Republican,Moore,Ed,,1120
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,Republican,Nazars,John,T.,375
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,Democratic,Rutledge,David,,5919
WASHTENAW,55th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,Republican,Burk,Leonard,O.,2313
WASHTENAW,55th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,Democratic,Zemke,Adam,,6432
MONROE,56th District Representative in State Legislature 2 Year Term (1) Position Files In MONROE County,,Republican,Kubiske,Irma,M.,1865
MONROE,56th District Representative in State Legislature 2 Year Term (1) Position Files In MONROE County,,Republican,Sheppard,Jason,M.,3757
MONROE,56th District Representative in State Legislature 2 Year Term (1) Position Files In MONROE County,,Democratic,Redmond,Tom,,3351
LENAWEE,57th District Representative in State Legislature 2 Year Term (1) Position Files In LENAWEE County,,Republican,Jenkins,Nancy,,4372
LENAWEE,57th District Representative in State Legislature 2 Year Term (1) Position Files In LENAWEE County,,Democratic,Wimple,Sharon,,2375
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Benzing,Brad,,320
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Besson,Stephen,,41
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Haberl,Tim,Hart,1981
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Jacques,Jeff,J.,552
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Leutheuser,Eric,,879
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Nottingham,Hal,,615
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Ray,Rochelle,,222
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Thomas,Amaryllis,,984
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Benzing,Brad,,1087
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Besson,Stephen,,42
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Haberl,Tim,Hart,361
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Jacques,Jeff,J.,650
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Leutheuser,Eric,,2373
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Nottingham,Hal,,89
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Ray,Rochelle,,208
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Thomas,Amaryllis,,697
CASS,59th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Bippus,John,W.,770
CASS,59th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Miller,Aaron,,456
CASS,59th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Rathburn,Roger,,498
CASS,59th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Sills,Bob,,210
CASS,59th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Moroz,Mike,,630
ST. JOSEPH,59th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Bippus,John,W.,1237
ST. JOSEPH,59th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Miller,Aaron,,2214
ST. JOSEPH,59th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Rathburn,Roger,,1312
ST. JOSEPH,59th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Sills,Bob,,419
ST. JOSEPH,59th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Moroz,Mike,,926
KALAMAZOO,60th District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,Republican,Perrin,Mike,,2027
KALAMAZOO,60th District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,Democratic,Buskirk,David,,1525
KALAMAZOO,60th District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,Democratic,Goodacre,Pamela,Brown,753
KALAMAZOO,60th District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,Democratic,Hoadley,Jon,,3276
KALAMAZOO,61st District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,Republican,Iden,Brandt,,3916
KALAMAZOO,61st District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,Republican,Stinchcomb,Phil,,3158
KALAMAZOO,61st District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,Democratic,Fisher,John,,3036
CALHOUN,62nd District Representative in State Legislature 2 Year Term (1) Position Files In CALHOUN County,,Republican,Bizon,John,,2900
CALHOUN,62nd District Representative in State Legislature 2 Year Term (1) Position Files In CALHOUN County,,Republican,Kale,Art,,2328
CALHOUN,62nd District Representative in State Legislature 2 Year Term (1) Position Files In CALHOUN County,,Democratic,Helmboldt,Andy,,1459
CALHOUN,62nd District Representative in State Legislature 2 Year Term (1) Position Files In CALHOUN County,,Democratic,Morgan,Dave,,1132
CALHOUN,62nd District Representative in State Legislature 2 Year Term (1) Position Files In CALHOUN County,,Democratic,Todd,Terris,E.,1192
CALHOUN,63rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Maturen,David,C.,1722
CALHOUN,63rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Potter,Vic,,2083
CALHOUN,63rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Farmer,Bill,,1057
KALAMAZOO,63rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Maturen,David,C.,2193
KALAMAZOO,63rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Potter,Vic,,1438
KALAMAZOO,63rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Farmer,Bill,,1469
JACKSON,64th District Representative in State Legislature 2 Year Term (1) Position Files In JACKSON County,,Republican,Poleski,Earl,,4953
JACKSON,64th District Representative in State Legislature 2 Year Term (1) Position Files In JACKSON County,,Democratic,Pilgrim,Brenda,,2492
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Calhoun,John,C.,169
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Fulara,Dan,,13
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Moretz,Dale,,41
