county,office,district,party,last,first,middle,votes
MASON,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Benishek,Dan,,544
MASON,1st District Representative in Congress 2 Year Term (1) Position,,Democratic,Cannon,Jerry,,371
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Arcand,Alan,,187
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Benishek,Dan,,765
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,Democratic,Cannon,Jerry,,558
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Arcand,Alan,,381
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Benishek,Dan,,719
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,Democratic,Cannon,Jerry,,463
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Arcand,Alan,,89
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Benishek,Dan,,450
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,Democratic,Cannon,Jerry,,390
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Arcand,Alan,,463
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Benishek,Dan,,664
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,Democratic,Cannon,Jerry,,282
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Arcand,Alan,,1078
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Benishek,Dan,,2336
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,Democratic,Cannon,Jerry,,1075
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Arcand,Alan,,381
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Benishek,Dan,,977
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,Democratic,Cannon,Jerry,,790
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Arcand,Alan,,126
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,Republican,Benishek,Dan,,378
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,Democratic,Cannon,Jerry,,389
ALLEGAN,2nd District Representative in Congress 2 Year Term (1) Position,,Republican,Huizenga,Bill,,190
ALLEGAN,2nd District Representative in Congress 2 Year Term (1) Position,,Democratic,Vanderstelt,Dean,,38
KENT,2nd District Representative in Congress 2 Year Term (1) Position,,Republican,Huizenga,Bill,,11145
KENT,2nd District Representative in Congress 2 Year Term (1) Position,,Democratic,Vanderstelt,Dean,,4174
LAKE,2nd District Representative in Congress 2 Year Term (1) Position,,Republican,Huizenga,Bill,,791
LAKE,2nd District Representative in Congress 2 Year Term (1) Position,,Democratic,Vanderstelt,Dean,,641
MASON,2nd District Representative in Congress 2 Year Term (1) Position,,Republican,Huizenga,Bill,,2257
MASON,2nd District Representative in Congress 2 Year Term (1) Position,,Democratic,Vanderstelt,Dean,,951
MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,,Republican,Huizenga,Bill,,7243
MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,,Democratic,Vanderstelt,Dean,,6629
NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,,Republican,Huizenga,Bill,,3740
NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,,Democratic,Vanderstelt,Dean,,1073
OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,,Republican,Huizenga,Bill,,2442
OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,,Democratic,Vanderstelt,Dean,,736
OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,,Republican,Huizenga,Bill,,26608
OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,,Democratic,Vanderstelt,Dean,,5715
BARRY,3rd District Representative in Congress 2 Year Term (1) Position,,Republican,Amash,Justin,,3691
BARRY,3rd District Representative in Congress 2 Year Term (1) Position,,Republican,Ellis,Brian,,2910
BARRY,3rd District Representative in Congress 2 Year Term (1) Position,,Democratic,Goodrich,Bob,,1387
CALHOUN,3rd District Representative in Congress 2 Year Term (1) Position,,Republican,Amash,Justin,,4868
CALHOUN,3rd District Representative in Congress 2 Year Term (1) Position,,Republican,Ellis,Brian,,4257
CALHOUN,3rd District Representative in Congress 2 Year Term (1) Position,,Democratic,Goodrich,Bob,,4451
IONIA,3rd District Representative in Congress 2 Year Term (1) Position,,Republican,Amash,Justin,,2590
IONIA,3rd District Representative in Congress 2 Year Term (1) Position,,Republican,Ellis,Brian,,2041
IONIA,3rd District Representative in Congress 2 Year Term (1) Position,,Democratic,Goodrich,Bob,,1369
KENT,3rd District Representative in Congress 2 Year Term (1) Position,,Republican,Amash,Justin,,28383
KENT,3rd District Representative in Congress 2 Year Term (1) Position,,Republican,Ellis,Brian,,20041
KENT,3rd District Representative in Congress 2 Year Term (1) Position,,Democratic,Goodrich,Bob,,13033
MONTCALM,3rd District Representative in Congress 2 Year Term (1) Position,,Republican,Amash,Justin,,174
MONTCALM,3rd District Representative in Congress 2 Year Term (1) Position,,Republican,Ellis,Brian,,173
MONTCALM,3rd District Representative in Congress 2 Year Term (1) Position,,Democratic,Goodrich,Bob,,138
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,242
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,792
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1378
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,834
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,818
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,2691
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,2911
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,2628
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,412
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,825
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1248
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,1010
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,310
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,956
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1370
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,1281
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,321
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,1070
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1656
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,1380
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,360
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,1367
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1629
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,995
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,1256
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,2714
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,8164
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,1860
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,185
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,583
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1236
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,427
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,335
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,1775
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1499
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,1346
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,207
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,879
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1046
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,1254
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,332
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,879
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1477
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,601
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,489
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,1566
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1530
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,1590
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,1011
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,4281
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,4960
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,4501
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,723
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,2262
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,2801
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,3012
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Konetchy,Peter,,407
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Mitchell,Paul,,1204
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,Republican,Moolenaar,John,,1494
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,Democratic,Holmes,Jeff,,777
ARENAC,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Hardwick,Allen,,502
ARENAC,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Whitmire,Tom,,404
ARENAC,5th District Representative in Congress 2 Year Term (1) Position,,Democratic,Kildee,Daniel,T.,703
BAY,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Hardwick,Allen,,2836
BAY,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Whitmire,Tom,,2424
BAY,5th District Representative in Congress 2 Year Term (1) Position,,Democratic,Kildee,Daniel,T.,6926
GENESEE,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Hardwick,Allen,,6257
GENESEE,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Whitmire,Tom,,6481
GENESEE,5th District Representative in Congress 2 Year Term (1) Position,,Democratic,Kildee,Daniel,T.,26968
IOSCO,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Hardwick,Allen,,799
IOSCO,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Whitmire,Tom,,736
IOSCO,5th District Representative in Congress 2 Year Term (1) Position,,Democratic,Kildee,Daniel,T.,1748
SAGINAW,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Hardwick,Allen,,2384
SAGINAW,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Whitmire,Tom,,2169
SAGINAW,5th District Representative in Congress 2 Year Term (1) Position,,Democratic,Kildee,Daniel,T.,8970
TUSCOLA,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Hardwick,Allen,,779
TUSCOLA,5th District Representative in Congress 2 Year Term (1) Position,,Republican,Whitmire,Tom,,645
TUSCOLA,5th District Representative in Congress 2 Year Term (1) Position,,Democratic,Kildee,Daniel,T.,750
ALLEGAN,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Bussler,Jim,,2931
ALLEGAN,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Upton,Fred,,8245
ALLEGAN,6th District Representative in Congress 2 Year Term (1) Position,,Democratic,Clements,Paul,,2618
BERRIEN,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Bussler,Jim,,4288
BERRIEN,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Upton,Fred,,9151
BERRIEN,6th District Representative in Congress 2 Year Term (1) Position,,Democratic,Clements,Paul,,3245
CASS,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Bussler,Jim,,1314
CASS,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Upton,Fred,,1928
CASS,6th District Representative in Congress 2 Year Term (1) Position,,Democratic,Clements,Paul,,885
KALAMAZOO,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Bussler,Jim,,3887
KALAMAZOO,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Upton,Fred,,11376
KALAMAZOO,6th District Representative in Congress 2 Year Term (1) Position,,Democratic,Clements,Paul,,10041
ST. JOSEPH,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Bussler,Jim,,1511
ST. JOSEPH,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Upton,Fred,,3478
ST. JOSEPH,6th District Representative in Congress 2 Year Term (1) Position,,Democratic,Clements,Paul,,919
VAN BUREN,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Bussler,Jim,,1352
VAN BUREN,6th District Representative in Congress 2 Year Term (1) Position,,Republican,Upton,Fred,,3553
VAN BUREN,6th District Representative in Congress 2 Year Term (1) Position,,Democratic,Clements,Paul,,2186
BRANCH,7th District Representative in Congress 2 Year Term (1) Position,,Republican,North,Douglas,Radcliffe,962
BRANCH,7th District Representative in Congress 2 Year Term (1) Position,,Republican,Walberg,Tim,,3399
BRANCH,7th District Representative in Congress 2 Year Term (1) Position,,Democratic,Byrnes,Pam,,1016
EATON,7th District Representative in Congress 2 Year Term (1) Position,,Republican,North,Douglas,Radcliffe,1750
EATON,7th District Representative in Congress 2 Year Term (1) Position,,Republican,Walberg,Tim,,5506
EATON,7th District Representative in Congress 2 Year Term (1) Position,,Democratic,Byrnes,Pam,,4535
HILLSDALE,7th District Representative in Congress 2 Year Term (1) Position,,Republican,North,Douglas,Radcliffe,902
HILLSDALE,7th District Representative in Congress 2 Year Term (1) Position,,Republican,Walberg,Tim,,3686
HILLSDALE,7th District Representative in Congress 2 Year Term (1) Position,,Democratic,Byrnes,Pam,,715
JACKSON,7th District Representative in Congress 2 Year Term (1) Position,,Republican,North,Douglas,Radcliffe,2495
JACKSON,7th District Representative in Congress 2 Year Term (1) Position,,Republican,Walberg,Tim,,8186
JACKSON,7th District Representative in Congress 2 Year Term (1) Position,,Democratic,Byrnes,Pam,,4575
LENAWEE,7th District Representative in Congress 2 Year Term (1) Position,,Republican,North,Douglas,Radcliffe,1111
LENAWEE,7th District Representative in Congress 2 Year Term (1) Position,,Republican,Walberg,Tim,,4182
LENAWEE,7th District Representative in Congress 2 Year Term (1) Position,,Democratic,Byrnes,Pam,,2522
MONROE,7th District Representative in Congress 2 Year Term (1) Position,,Republican,North,Douglas,Radcliffe,1134
MONROE,7th District Representative in Congress 2 Year Term (1) Position,,Republican,Walberg,Tim,,7340
MONROE,7th District Representative in Congress 2 Year Term (1) Position,,Democratic,Byrnes,Pam,,6490
WASHTENAW,7th District Representative in Congress 2 Year Term (1) Position,,Republican,North,Douglas,Radcliffe,1580
WASHTENAW,7th District Representative in Congress 2 Year Term (1) Position,,Republican,Walberg,Tim,,5747
WASHTENAW,7th District Representative in Congress 2 Year Term (1) Position,,Democratic,Byrnes,Pam,,5195
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,Republican,Bishop,Mike,,7641
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,Republican,McMillin,Tom,,4223
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Darga,Ken,,875
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Grettenberger,Susan,,4971
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Hank,Jeffrey,,1333
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Schertzing,Eric,,10119
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,Republican,Bishop,Mike,,11972
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,Republican,McMillin,Tom,,7614
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Darga,Ken,,806
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Grettenberger,Susan,,2522
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Hank,Jeffrey,,675
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Schertzing,Eric,,1113
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,Republican,Bishop,Mike,,15809
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,Republican,McMillin,Tom,,11521
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Darga,Ken,,1422
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Grettenberger,Susan,,4428
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Hank,Jeffrey,,1046
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,Democratic,Schertzing,Eric,,2303
MACOMB,9th District Representative in Congress 2 Year Term (1) Position,,Republican,Brikho,George,,19375
MACOMB,9th District Representative in Congress 2 Year Term (1) Position,,Democratic,Levin,Sander,,26625
OAKLAND,9th District Representative in Congress 2 Year Term (1) Position,,Republican,Brikho,George,,11303
OAKLAND,9th District Representative in Congress 2 Year Term (1) Position,,Democratic,Levin,Sander,,14252
HURON,10th District Representative in Congress 2 Year Term (1) Position,,Republican,Miller,Candice,S.,4473
HURON,10th District Representative in Congress 2 Year Term (1) Position,,Democratic,Stadler,Chuck,,1308
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,Republican,Miller,Candice,S.,8217
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,Democratic,Stadler,Chuck,,2871
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,Republican,Miller,Candice,S.,24603
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,Democratic,Stadler,Chuck,,12678
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,Republican,Miller,Candice,S.,11433
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,Democratic,Stadler,Chuck,,6919
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,Republican,Miller,Candice,S.,3570
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,Democratic,Stadler,Chuck,,1043
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,Republican,Miller,Candice,S.,2976
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,Democratic,Stadler,Chuck,,1001
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,Republican,Bentivolio,Kerry,Lynn,14124
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,Republican,Trott,Dave,,27684
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,Democratic,Kumar,Anil,,7263
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,Democratic,McKenzie,Bobby,,6758
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,Democratic,Roberts,Bill,,1540
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,Democratic,Skinner,Nancy,,6146
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,Republican,Bentivolio,Kerry,Lynn,7130
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,Republican,Trott,Dave,,14324
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,Democratic,Kumar,Anil,,5216
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,Democratic,McKenzie,Bobby,,6683
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,Democratic,Roberts,Bill,,1366
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,Democratic,Skinner,Nancy,,4225
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,Republican,Bowman,Terry,,4481
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,Democratic,Dingell,Debbie,,18721
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,Democratic,Mullins,Raymond,G.,4944
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,Republican,Bowman,Terry,,14312
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,Democratic,Dingell,Debbie,,26441
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,Democratic,Mullins,Raymond,G.,8050
WAYNE,13th District Representative in Congress 2 Year Term (1) Position Files In WAYNE County,,Republican,Gorman,Jeff,,6696
WAYNE,13th District Representative in Congress 2 Year Term (1) Position Files In WAYNE County,,Democratic,"Conyers, Jr.",John,,42005
WAYNE,13th District Representative in Congress 2 Year Term (1) Position Files In WAYNE County,,Democratic,Sheffield,Horace,,14850
OAKLAND,14th District Representative in Congress 2 Year Term (1) Position,,Republican,Conyers,Christina,,8394
OAKLAND,14th District Representative in Congress 2 Year Term (1) Position,,Democratic,Clarke,Hansen,,6123
OAKLAND,14th District Representative in Congress 2 Year Term (1) Position,,Democratic,Foster,Burgess,D.,402
OAKLAND,14th District Representative in Congress 2 Year Term (1) Position,,Democratic,Hobbs,Rudy,,12971
OAKLAND,14th District Representative in Congress 2 Year Term (1) Position,,Democratic,Lawrence,Brenda,,13399
WAYNE,14th District Representative in Congress 2 Year Term (1) Position,,Republican,Conyers,Christina,,4217
WAYNE,14th District Representative in Congress 2 Year Term (1) Position,,Democratic,Clarke,Hansen,,16743
WAYNE,14th District Representative in Congress 2 Year Term (1) Position,,Democratic,Foster,Burgess,D.,429
WAYNE,14th District Representative in Congress 2 Year Term (1) Position,,Democratic,Hobbs,Rudy,,11025
WAYNE,14th District Representative in Congress 2 Year Term (1) Position,,Democratic,Lawrence,Brenda,,12988
WAYNE,1st District State Senator 4 Year Term (1) Position Files In WAYNE County,,Republican,Berk,Barry,,4547
WAYNE,1st District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Young,Coleman,,18495
WAYNE,2nd District State Senator 4 Year Term (1) Position Files In WAYNE County,,Republican,Price,Mark,Ashley,4219
WAYNE,2nd District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Johnson,Bert,,10407
WAYNE,2nd District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Lemmons,Georgia,,1733
WAYNE,2nd District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Nykoriak,Taras,P.,721
WAYNE,2nd District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Olumba,John,,3663
WAYNE,3rd District State Senator 4 Year Term (1) Position Files In WAYNE County,,Republican,Keller,Matthew,,2865
WAYNE,3rd District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Hood,Morris,,15723
WAYNE,4th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Republican,Franklin,Keith,,2759
WAYNE,4th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Smith,Virgil,,11597
WAYNE,4th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Tlaib,Rashida,,9742
WAYNE,4th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Worthy,Howard,,1937
WAYNE,5th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Republican,Rynicki,Jennifer,,3675
WAYNE,5th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Jackson,Shanelle,,6317
WAYNE,5th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Knezek,David,,8470
WAYNE,5th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Nathan,David,E.,5526
WAYNE,5th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,O'Connor,Carrie,J.,1189
WAYNE,5th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Stallworth III,Thomas,F.,4301
WAYNE,5th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Tomcsik,Frank,A.,507
WAYNE,6th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Republican,McNeill,Darrell,,6514
WAYNE,6th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Hopgood,Hoon-Yung,,14849
WAYNE,7th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Republican,Colbeck,Patrick,,14494
WAYNE,7th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Republican,Edwards,Matthew,,4807
WAYNE,7th District State Senator 4 Year Term (1) Position Files In WAYNE County,,Democratic,Slavens,Dian,,16835
MACOMB,8th District State Senator 4 Year Term (1) Position Files In MACOMB County,,Republican,Brandenburg,Jack,,19868
MACOMB,8th District State Senator 4 Year Term (1) Position Files In MACOMB County,,Democratic,Bell,Christine,,12272
MACOMB,9th District State Senator 4 Year Term (1) Position Files In MACOMB County,,Republican,Fracassa,Hawke,,7858
MACOMB,9th District State Senator 4 Year Term (1) Position Files In MACOMB County,,Democratic,Bieda,Steve,,13949
MACOMB,10th District State Senator 4 Year Term (1) Position Files In MACOMB County,,Republican,Null,Jake,Alexander,1593
MACOMB,10th District State Senator 4 Year Term (1) Position Files In MACOMB County,,Republican,Rocca,Tory,,13836
MACOMB,10th District State Senator 4 Year Term (1) Position Files In MACOMB County,,Democratic,Jenkins,Kenneth,Paul,11513
OAKLAND,11th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Tuman,Boris,,7853
OAKLAND,11th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Democratic,Barnett,Vicki,,10168
OAKLAND,11th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Democratic,Gregory,Vincent,,10286
OAKLAND,11th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Democratic,Lipton,Ellen,Cogen,9204
OAKLAND,12th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Gray,Bob,,5873
OAKLAND,12th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Marleau,Jim,,14617
OAKLAND,12th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Democratic,Secrest,Paul,,7649
OAKLAND,12th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Democratic,VanNorwick,Kenneth,A.,3540
OAKLAND,13th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Baker,Ethan,D.,1546
OAKLAND,13th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Gui,Al,,276
