county,precinct,office,district,candidate,party,absentee,election_day,votes
Macomb,CHESTERFIELD TOWNSHIP 15,Straight Party,,Democratic Party,DEM,191,129,320
Macomb,CHESTERFIELD TOWNSHIP 15,Straight Party,,Green Party,GRN,1,0,1
Macomb,CHESTERFIELD TOWNSHIP 15,Straight Party,,Libertarian Party,LIB,2,3,5
Macomb,CHESTERFIELD TOWNSHIP 15,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CHESTERFIELD TOWNSHIP 15,Straight Party,,Republican Party,REP,156,324,480
Macomb,CHESTERFIELD TOWNSHIP 15,Straight Party,,U.S. Taxpayers Party,UST,1,0,1
Macomb,CHESTERFIELD TOWNSHIP 15,Straight Party,,Working Class Party,WC,0,2,2
Macomb,CHESTERFIELD TOWNSHIP 16,Straight Party,,Ballots Cast,,,,1136
Macomb,CHESTERFIELD TOWNSHIP 16,Straight Party,,Democratic Party,DEM,147,89,236
Macomb,CHESTERFIELD TOWNSHIP 16,Straight Party,,Green Party,GRN,0,2,2
Macomb,CHESTERFIELD TOWNSHIP 16,Straight Party,,Libertarian Party,LIB,0,3,3
Macomb,CHESTERFIELD TOWNSHIP 16,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CHESTERFIELD TOWNSHIP 16,Straight Party,,Republican Party,REP,128,227,355
Macomb,CHESTERFIELD TOWNSHIP 16,Straight Party,,U.S. Taxpayers Party,UST,1,1,2
Macomb,CHESTERFIELD TOWNSHIP 16,Straight Party,,Working Class Party,WC,0,0,0
Macomb,CHESTERFIELD TOWNSHIP 17,Straight Party,,Ballots Cast,,,,739
Macomb,CHESTERFIELD TOWNSHIP 17,Straight Party,,Democratic Party,DEM,104,187,291
Macomb,CHESTERFIELD TOWNSHIP 17,Straight Party,,Green Party,GRN,1,2,3
Macomb,CHESTERFIELD TOWNSHIP 17,Straight Party,,Libertarian Party,LIB,0,3,3
Macomb,CHESTERFIELD TOWNSHIP 17,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CHESTERFIELD TOWNSHIP 17,Straight Party,,Republican Party,REP,37,106,143
Macomb,CHESTERFIELD TOWNSHIP 17,Straight Party,,U.S. Taxpayers Party,UST,1,3,4
Macomb,CHESTERFIELD TOWNSHIP 17,Straight Party,,Working Class Party,WC,0,0,0
Macomb,CHESTERFIELD TOWNSHIP 18,Straight Party,,Ballots Cast,,,,901
Macomb,CHESTERFIELD TOWNSHIP 18,Straight Party,,Democratic Party,DEM,84,86,170
Macomb,CHESTERFIELD TOWNSHIP 18,Straight Party,,Green Party,GRN,2,1,3
Macomb,CHESTERFIELD TOWNSHIP 18,Straight Party,,Libertarian Party,LIB,1,2,3
Macomb,CHESTERFIELD TOWNSHIP 18,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CHESTERFIELD TOWNSHIP 18,Straight Party,,Republican Party,REP,44,186,230
Macomb,CHESTERFIELD TOWNSHIP 18,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CHESTERFIELD TOWNSHIP 18,Straight Party,,Working Class Party,WC,0,2,2
Macomb,CHESTERFIELD TOWNSHIP 19,Straight Party,,Ballots Cast,,,,1053
Macomb,CHESTERFIELD TOWNSHIP 19,Straight Party,,Democratic Party,DEM,120,125,245
Macomb,CHESTERFIELD TOWNSHIP 19,Straight Party,,Green Party,GRN,1,1,2
Macomb,CHESTERFIELD TOWNSHIP 19,Straight Party,,Libertarian Party,LIB,4,2,6
Macomb,CHESTERFIELD TOWNSHIP 19,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CHESTERFIELD TOWNSHIP 19,Straight Party,,Republican Party,REP,41,205,246
Macomb,CHESTERFIELD TOWNSHIP 19,Straight Party,,U.S. Taxpayers Party,UST,1,1,2
Macomb,CHESTERFIELD TOWNSHIP 19,Straight Party,,Working Class Party,WC,0,2,2
Macomb,CLINTON TOWNSHIP 01,Straight Party,,Ballots Cast,,,,1219
Macomb,CLINTON TOWNSHIP 01,Straight Party,,Democratic Party,DEM,223,253,476
Macomb,CLINTON TOWNSHIP 01,Straight Party,,Green Party,GRN,1,2,3
Macomb,CLINTON TOWNSHIP 01,Straight Party,,Libertarian Party,LIB,0,7,7
Macomb,CLINTON TOWNSHIP 01,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 01,Straight Party,,Republican Party,REP,87,186,273
Macomb,CLINTON TOWNSHIP 01,Straight Party,,U.S. Taxpayers Party,UST,0,2,2
Macomb,CLINTON TOWNSHIP 01,Straight Party,,Working Class Party,WC,1,2,3
Macomb,CLINTON TOWNSHIP 02,Straight Party,,Ballots Cast,,,,1302
Macomb,CLINTON TOWNSHIP 02,Straight Party,,Democratic Party,DEM,226,192,418
Macomb,CLINTON TOWNSHIP 02,Straight Party,,Green Party,GRN,1,0,1
Macomb,CLINTON TOWNSHIP 02,Straight Party,,Libertarian Party,LIB,0,2,2
Macomb,CLINTON TOWNSHIP 02,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 02,Straight Party,,Republican Party,REP,109,231,340
Macomb,CLINTON TOWNSHIP 02,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 02,Straight Party,,Working Class Party,WC,0,3,3
Macomb,CLINTON TOWNSHIP 03,Straight Party,,Ballots Cast,,,,1239
Macomb,CLINTON TOWNSHIP 03,Straight Party,,Democratic Party,DEM,165,133,298
Macomb,CLINTON TOWNSHIP 03,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 03,Straight Party,,Libertarian Party,LIB,0,1,1
Macomb,CLINTON TOWNSHIP 03,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 03,Straight Party,,Republican Party,REP,89,212,301
Macomb,CLINTON TOWNSHIP 03,Straight Party,,U.S. Taxpayers Party,UST,0,1,1
Macomb,CLINTON TOWNSHIP 03,Straight Party,,Working Class Party,WC,1,0,1
Macomb,CLINTON TOWNSHIP 04,Straight Party,,Ballots Cast,,,,1249
Macomb,CLINTON TOWNSHIP 04,Straight Party,,Democratic Party,DEM,170,126,296
Macomb,CLINTON TOWNSHIP 04,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 04,Straight Party,,Libertarian Party,LIB,0,0,0
Macomb,CLINTON TOWNSHIP 04,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 04,Straight Party,,Republican Party,REP,116,194,310
Macomb,CLINTON TOWNSHIP 04,Straight Party,,U.S. Taxpayers Party,UST,1,0,1
Macomb,CLINTON TOWNSHIP 04,Straight Party,,Working Class Party,WC,1,2,3
Macomb,CLINTON TOWNSHIP 05,Straight Party,,Ballots Cast,,,,528
Macomb,CLINTON TOWNSHIP 05,Straight Party,,Democratic Party,DEM,98,141,239
Macomb,CLINTON TOWNSHIP 05,Straight Party,,Green Party,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 05,Straight Party,,Libertarian Party,LIB,1,1,2
Macomb,CLINTON TOWNSHIP 05,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 05,Straight Party,,Republican Party,REP,24,66,90
Macomb,CLINTON TOWNSHIP 05,Straight Party,,U.S. Taxpayers Party,UST,0,1,1
Macomb,CLINTON TOWNSHIP 05,Straight Party,,Working Class Party,WC,1,1,2
Macomb,CLINTON TOWNSHIP 06,Straight Party,,Ballots Cast,,,,819
Macomb,CLINTON TOWNSHIP 06,Straight Party,,Democratic Party,DEM,187,183,370
Macomb,CLINTON TOWNSHIP 06,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 06,Straight Party,,Libertarian Party,LIB,1,1,2
Macomb,CLINTON TOWNSHIP 06,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 06,Straight Party,,Republican Party,REP,39,101,140
Macomb,CLINTON TOWNSHIP 06,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 06,Straight Party,,Working Class Party,WC,0,3,3
Macomb,CLINTON TOWNSHIP 07,Straight Party,,Ballots Cast,,,,1009
Macomb,CLINTON TOWNSHIP 07,Straight Party,,Democratic Party,DEM,157,102,259
Macomb,CLINTON TOWNSHIP 07,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 07,Straight Party,,Libertarian Party,LIB,0,1,1
Macomb,CLINTON TOWNSHIP 07,Straight Party,,Natural Law Party,NLP,0,2,2
Macomb,CLINTON TOWNSHIP 07,Straight Party,,Republican Party,REP,85,171,256
Macomb,CLINTON TOWNSHIP 07,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 07,Straight Party,,Working Class Party,WC,3,2,5
Macomb,CLINTON TOWNSHIP 08,Straight Party,,Ballots Cast,,,,1455
Macomb,CLINTON TOWNSHIP 08,Straight Party,,Democratic Party,DEM,260,150,410
Macomb,CLINTON TOWNSHIP 08,Straight Party,,Green Party,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 08,Straight Party,,Libertarian Party,LIB,1,3,4
Macomb,CLINTON TOWNSHIP 08,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 08,Straight Party,,Republican Party,REP,135,236,371
Macomb,CLINTON TOWNSHIP 08,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 08,Straight Party,,Working Class Party,WC,0,0,0
Macomb,CLINTON TOWNSHIP 09,Straight Party,,Ballots Cast,,,,1453
Macomb,CLINTON TOWNSHIP 09,Straight Party,,Democratic Party,DEM,228,129,357
Macomb,CLINTON TOWNSHIP 09,Straight Party,,Green Party,GRN,1,1,2
Macomb,CLINTON TOWNSHIP 09,Straight Party,,Libertarian Party,LIB,1,1,2
Macomb,CLINTON TOWNSHIP 09,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 09,Straight Party,,Republican Party,REP,197,185,382
Macomb,CLINTON TOWNSHIP 09,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 09,Straight Party,,Working Class Party,WC,2,1,3
Macomb,CLINTON TOWNSHIP 10,Straight Party,,Ballots Cast,,,,951
Macomb,CLINTON TOWNSHIP 10,Straight Party,,Democratic Party,DEM,159,55,214
Macomb,CLINTON TOWNSHIP 10,Straight Party,,Green Party,GRN,1,0,1
Macomb,CLINTON TOWNSHIP 10,Straight Party,,Libertarian Party,LIB,1,0,1
Macomb,CLINTON TOWNSHIP 10,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 10,Straight Party,,Republican Party,REP,103,146,249
Macomb,CLINTON TOWNSHIP 10,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 10,Straight Party,,Working Class Party,WC,1,1,2
Macomb,CLINTON TOWNSHIP 11,Straight Party,,Ballots Cast,,,,1480
Macomb,CLINTON TOWNSHIP 11,Straight Party,,Democratic Party,DEM,216,134,350
Macomb,CLINTON TOWNSHIP 11,Straight Party,,Green Party,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 11,Straight Party,,Libertarian Party,LIB,0,2,2
Macomb,CLINTON TOWNSHIP 11,Straight Party,,Natural Law Party,NLP,1,0,1
Macomb,CLINTON TOWNSHIP 11,Straight Party,,Republican Party,REP,155,210,365
Macomb,CLINTON TOWNSHIP 11,Straight Party,,U.S. Taxpayers Party,UST,2,1,3
Macomb,CLINTON TOWNSHIP 11,Straight Party,,Working Class Party,WC,2,1,3
Macomb,CLINTON TOWNSHIP 12,Straight Party,,Ballots Cast,,,,1049
Macomb,CLINTON TOWNSHIP 12,Straight Party,,Democratic Party,DEM,149,70,219
Macomb,CLINTON TOWNSHIP 12,Straight Party,,Green Party,GRN,0,2,2
Macomb,CLINTON TOWNSHIP 12,Straight Party,,Libertarian Party,LIB,0,3,3
Macomb,CLINTON TOWNSHIP 12,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 12,Straight Party,,Republican Party,REP,94,172,266
Macomb,CLINTON TOWNSHIP 12,Straight Party,,U.S. Taxpayers Party,UST,0,1,1
Macomb,CLINTON TOWNSHIP 12,Straight Party,,Working Class Party,WC,0,1,1
Macomb,CLINTON TOWNSHIP 13,Straight Party,,Ballots Cast,,,,638
Macomb,CLINTON TOWNSHIP 13,Straight Party,,Democratic Party,DEM,95,72,167
Macomb,CLINTON TOWNSHIP 13,Straight Party,,Green Party,GRN,1,0,1
Macomb,CLINTON TOWNSHIP 13,Straight Party,,Libertarian Party,LIB,1,1,2
Macomb,CLINTON TOWNSHIP 13,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 13,Straight Party,,Republican Party,REP,85,93,178
Macomb,CLINTON TOWNSHIP 13,Straight Party,,U.S. Taxpayers Party,UST,0,1,1
Macomb,CLINTON TOWNSHIP 13,Straight Party,,Working Class Party,WC,0,0,0
Macomb,CLINTON TOWNSHIP 14,Straight Party,,Ballots Cast,,,,870
Macomb,CLINTON TOWNSHIP 14,Straight Party,,Democratic Party,DEM,192,292,484
Macomb,CLINTON TOWNSHIP 14,Straight Party,,Green Party,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 14,Straight Party,,Libertarian Party,LIB,1,3,4
Macomb,CLINTON TOWNSHIP 14,Straight Party,,Natural Law Party,NLP,0,1,1
Macomb,CLINTON TOWNSHIP 14,Straight Party,,Republican Party,REP,33,75,108
Macomb,CLINTON TOWNSHIP 14,Straight Party,,U.S. Taxpayers Party,UST,0,1,1
Macomb,CLINTON TOWNSHIP 14,Straight Party,,Working Class Party,WC,1,3,4
Macomb,CLINTON TOWNSHIP 15,Straight Party,,Ballots Cast,,,,1297
Macomb,CLINTON TOWNSHIP 15,Straight Party,,Democratic Party,DEM,171,129,300
Macomb,CLINTON TOWNSHIP 15,Straight Party,,Green Party,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 15,Straight Party,,Libertarian Party,LIB,1,1,2
Macomb,CLINTON TOWNSHIP 15,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 15,Straight Party,,Republican Party,REP,139,206,345
Macomb,CLINTON TOWNSHIP 15,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 15,Straight Party,,Working Class Party,WC,1,4,5
Macomb,CLINTON TOWNSHIP 16,Straight Party,,Ballots Cast,,,,1565
Macomb,CLINTON TOWNSHIP 16,Straight Party,,Democratic Party,DEM,300,126,426
Macomb,CLINTON TOWNSHIP 16,Straight Party,,Green Party,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 16,Straight Party,,Libertarian Party,LIB,2,1,3
Macomb,CLINTON TOWNSHIP 16,Straight Party,,Natural Law Party,NLP,0,1,1
Macomb,CLINTON TOWNSHIP 16,Straight Party,,Republican Party,REP,211,196,407
Macomb,CLINTON TOWNSHIP 16,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 16,Straight Party,,Working Class Party,WC,1,3,4
Macomb,CLINTON TOWNSHIP 17,Straight Party,,Ballots Cast,,,,1100
Macomb,CLINTON TOWNSHIP 17,Straight Party,,Democratic Party,DEM,161,217,378
Macomb,CLINTON TOWNSHIP 17,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 17,Straight Party,,Libertarian Party,LIB,0,0,0
Macomb,CLINTON TOWNSHIP 17,Straight Party,,Natural Law Party,NLP,0,2,2
Macomb,CLINTON TOWNSHIP 17,Straight Party,,Republican Party,REP,107,146,253
Macomb,CLINTON TOWNSHIP 17,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 17,Straight Party,,Working Class Party,WC,1,1,2
Macomb,CLINTON TOWNSHIP 18,Straight Party,,Ballots Cast,,,,884
Macomb,CLINTON TOWNSHIP 18,Straight Party,,Democratic Party,DEM,157,60,217
Macomb,CLINTON TOWNSHIP 18,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 18,Straight Party,,Libertarian Party,LIB,1,3,4
Macomb,CLINTON TOWNSHIP 18,Straight Party,,Natural Law Party,NLP,1,0,1
Macomb,CLINTON TOWNSHIP 18,Straight Party,,Republican Party,REP,89,118,207
Macomb,CLINTON TOWNSHIP 18,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 18,Straight Party,,Working Class Party,WC,0,1,1
Macomb,CLINTON TOWNSHIP 19,Straight Party,,Ballots Cast,,,,746
Macomb,CLINTON TOWNSHIP 19,Straight Party,,Democratic Party,DEM,109,71,180
Macomb,CLINTON TOWNSHIP 19,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 19,Straight Party,,Libertarian Party,LIB,0,2,2
Macomb,CLINTON TOWNSHIP 19,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 19,Straight Party,,Republican Party,REP,67,106,173
Macomb,CLINTON TOWNSHIP 19,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 19,Straight Party,,Working Class Party,WC,0,0,0
Macomb,CLINTON TOWNSHIP 20,Straight Party,,Ballots Cast,,,,1085
Macomb,CLINTON TOWNSHIP 20,Straight Party,,Democratic Party,DEM,195,132,327
Macomb,CLINTON TOWNSHIP 20,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 20,Straight Party,,Libertarian Party,LIB,3,2,5
Macomb,CLINTON TOWNSHIP 20,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 20,Straight Party,,Republican Party,REP,82,177,259
Macomb,CLINTON TOWNSHIP 20,Straight Party,,U.S. Taxpayers Party,UST,0,1,1
Macomb,CLINTON TOWNSHIP 20,Straight Party,,Working Class Party,WC,1,8,9
Macomb,CLINTON TOWNSHIP 21,Straight Party,,Ballots Cast,,,,1042
Macomb,CLINTON TOWNSHIP 21,Straight Party,,Democratic Party,DEM,178,211,389
Macomb,CLINTON TOWNSHIP 21,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 21,Straight Party,,Libertarian Party,LIB,0,2,2
Macomb,CLINTON TOWNSHIP 21,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 21,Straight Party,,Republican Party,REP,72,164,236
Macomb,CLINTON TOWNSHIP 21,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 21,Straight Party,,Working Class Party,WC,0,0,0
Macomb,CLINTON TOWNSHIP 22,Straight Party,,Ballots Cast,,,,1160
Macomb,CLINTON TOWNSHIP 22,Straight Party,,Democratic Party,DEM,135,115,250
Macomb,CLINTON TOWNSHIP 22,Straight Party,,Green Party,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 22,Straight Party,,Libertarian Party,LIB,1,2,3
Macomb,CLINTON TOWNSHIP 22,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 22,Straight Party,,Republican Party,REP,108,197,305
Macomb,CLINTON TOWNSHIP 22,Straight Party,,U.S. Taxpayers Party,UST,0,1,1
Macomb,CLINTON TOWNSHIP 22,Straight Party,,Working Class Party,WC,1,1,2
Macomb,CLINTON TOWNSHIP 23,Straight Party,,Ballots Cast,,,,1191
Macomb,CLINTON TOWNSHIP 23,Straight Party,,Democratic Party,DEM,165,82,247
Macomb,CLINTON TOWNSHIP 23,Straight Party,,Green Party,GRN,2,0,2
Macomb,CLINTON TOWNSHIP 23,Straight Party,,Libertarian Party,LIB,0,2,2
Macomb,CLINTON TOWNSHIP 23,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 23,Straight Party,,Republican Party,REP,108,181,289
Macomb,CLINTON TOWNSHIP 23,Straight Party,,U.S. Taxpayers Party,UST,1,0,1
Macomb,CLINTON TOWNSHIP 23,Straight Party,,Working Class Party,WC,0,3,3
Macomb,CLINTON TOWNSHIP 24,Straight Party,,Ballots Cast,,,,583
Macomb,CLINTON TOWNSHIP 24,Straight Party,,Democratic Party,DEM,70,54,124
Macomb,CLINTON TOWNSHIP 24,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 24,Straight Party,,Libertarian Party,LIB,2,2,4
Macomb,CLINTON TOWNSHIP 24,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 24,Straight Party,,Republican Party,REP,59,109,168
Macomb,CLINTON TOWNSHIP 24,Straight Party,,U.S. Taxpayers Party,UST,0,1,1
Macomb,CLINTON TOWNSHIP 24,Straight Party,,Working Class Party,WC,0,0,0
Macomb,CLINTON TOWNSHIP 25,Straight Party,,Ballots Cast,,,,979
Macomb,CLINTON TOWNSHIP 25,Straight Party,,Democratic Party,DEM,120,119,239
Macomb,CLINTON TOWNSHIP 25,Straight Party,,Green Party,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 25,Straight Party,,Libertarian Party,LIB,1,0,1
Macomb,CLINTON TOWNSHIP 25,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 25,Straight Party,,Republican Party,REP,95,183,278
Macomb,CLINTON TOWNSHIP 25,Straight Party,,U.S. Taxpayers Party,UST,1,0,1
Macomb,CLINTON TOWNSHIP 25,Straight Party,,Working Class Party,WC,0,1,1
Macomb,CLINTON TOWNSHIP 26,Straight Party,,Ballots Cast,,,,1102
Macomb,CLINTON TOWNSHIP 26,Straight Party,,Democratic Party,DEM,220,240,460
Macomb,CLINTON TOWNSHIP 26,Straight Party,,Green Party,GRN,1,0,1
Macomb,CLINTON TOWNSHIP 26,Straight Party,,Libertarian Party,LIB,2,1,3
Macomb,CLINTON TOWNSHIP 26,Straight Party,,Natural Law Party,NLP,0,1,1
Macomb,CLINTON TOWNSHIP 26,Straight Party,,Republican Party,REP,61,142,203
Macomb,CLINTON TOWNSHIP 26,Straight Party,,U.S. Taxpayers Party,UST,1,2,3
Macomb,CLINTON TOWNSHIP 26,Straight Party,,Working Class Party,WC,0,4,4
Macomb,CLINTON TOWNSHIP 27,Straight Party,,Ballots Cast,,,,976
Macomb,CLINTON TOWNSHIP 27,Straight Party,,Democratic Party,DEM,174,146,320
Macomb,CLINTON TOWNSHIP 27,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 27,Straight Party,,Libertarian Party,LIB,3,3,6
Macomb,CLINTON TOWNSHIP 27,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 27,Straight Party,,Republican Party,REP,73,160,233
Macomb,CLINTON TOWNSHIP 27,Straight Party,,U.S. Taxpayers Party,UST,0,3,3
Macomb,CLINTON TOWNSHIP 27,Straight Party,,Working Class Party,WC,0,1,1
Macomb,CLINTON TOWNSHIP 28,Straight Party,,Ballots Cast,,,,1268
Macomb,CLINTON TOWNSHIP 28,Straight Party,,Democratic Party,DEM,210,261,471
Macomb,CLINTON TOWNSHIP 28,Straight Party,,Green Party,GRN,0,2,2
Macomb,CLINTON TOWNSHIP 28,Straight Party,,Libertarian Party,LIB,1,2,3
Macomb,CLINTON TOWNSHIP 28,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 28,Straight Party,,Republican Party,REP,70,175,245
Macomb,CLINTON TOWNSHIP 28,Straight Party,,U.S. Taxpayers Party,UST,0,2,2
Macomb,CLINTON TOWNSHIP 28,Straight Party,,Working Class Party,WC,2,2,4
Macomb,CLINTON TOWNSHIP 29,Straight Party,,Ballots Cast,,,,694
Macomb,CLINTON TOWNSHIP 29,Straight Party,,Democratic Party,DEM,85,90,175
Macomb,CLINTON TOWNSHIP 29,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 29,Straight Party,,Libertarian Party,LIB,0,2,2
Macomb,CLINTON TOWNSHIP 29,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 29,Straight Party,,Republican Party,REP,82,107,189
Macomb,CLINTON TOWNSHIP 29,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 29,Straight Party,,Working Class Party,WC,0,0,0
Macomb,CLINTON TOWNSHIP 30,Straight Party,,Ballots Cast,,,,1099
Macomb,CLINTON TOWNSHIP 30,Straight Party,,Democratic Party,DEM,195,156,351
Macomb,CLINTON TOWNSHIP 30,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 30,Straight Party,,Libertarian Party,LIB,2,2,4
Macomb,CLINTON TOWNSHIP 30,Straight Party,,Natural Law Party,NLP,1,3,4
Macomb,CLINTON TOWNSHIP 30,Straight Party,,Republican Party,REP,104,163,267
Macomb,CLINTON TOWNSHIP 30,Straight Party,,U.S. Taxpayers Party,UST,1,0,1
Macomb,CLINTON TOWNSHIP 30,Straight Party,,Working Class Party,WC,2,0,2
Macomb,CLINTON TOWNSHIP 31,Straight Party,,Ballots Cast,,,,796
Macomb,CLINTON TOWNSHIP 31,Straight Party,,Democratic Party,DEM,104,91,195
Macomb,CLINTON TOWNSHIP 31,Straight Party,,Green Party,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 31,Straight Party,,Libertarian Party,LIB,0,2,2
Macomb,CLINTON TOWNSHIP 31,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 31,Straight Party,,Republican Party,REP,69,153,222
Macomb,CLINTON TOWNSHIP 31,Straight Party,,U.S. Taxpayers Party,UST,0,2,2
Macomb,CLINTON TOWNSHIP 31,Straight Party,,Working Class Party,WC,1,1,2
Macomb,CLINTON TOWNSHIP 32,Straight Party,,Ballots Cast,,,,903
Macomb,CLINTON TOWNSHIP 32,Straight Party,,Democratic Party,DEM,98,98,196
Macomb,CLINTON TOWNSHIP 32,Straight Party,,Green Party,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 32,Straight Party,,Libertarian Party,LIB,0,4,4
Macomb,CLINTON TOWNSHIP 32,Straight Party,,Natural Law Party,NLP,0,1,1
Macomb,CLINTON TOWNSHIP 32,Straight Party,,Republican Party,REP,79,177,256
Macomb,CLINTON TOWNSHIP 32,Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Macomb,CLINTON TOWNSHIP 32,Straight Party,,Working Class Party,WC,2,3,5
Macomb,CLINTON TOWNSHIP 33,Straight Party,,Ballots Cast,,,,1090
Macomb,CLINTON TOWNSHIP 33,Straight Party,,Democratic Party,DEM,166,196,362
Macomb,CLINTON TOWNSHIP 33,Straight Party,,Green Party,GRN,0,2,2
Macomb,CLINTON TOWNSHIP 33,Straight Party,,Libertarian Party,LIB,0,2,2
Macomb,CLINTON TOWNSHIP 33,Straight Party,,Natural Law Party,NLP,0,0,0
Macomb,CLINTON TOWNSHIP 33,Straight Party,,Republican Party,REP,64,211,275
Macomb,CLINTON TOWNSHIP 33,Straight Party,,U.S. Taxpayers Party,UST,0,1,1
Macomb,CLINTON TOWNSHIP 33,Straight Party,,Working Class Party,WC,1,3,4
Macomb,CLINTON TOWNSHIP 34,Straight Party,,Ballots Cast,,,,899
Macomb,CLINTON TOWNSHIP 34,Straight Party,,Democratic Party,DEM,125,206,331
Macomb,CLINTON TOWNSHIP 34,Straight Party,,Green Party,GRN,1,0,1
Macomb,CLINTON TOWNSHIP 34,Straight Party,,Libertarian Party,LIB,1,4,5
Macomb,CLINTON TOWNSHIP 34,Straight Party,,Natural Law Party,NLP,0,1,1
