id,county,precinct,office,district,candidate,party,election_day,absentee,votes
32097,Ottawa,"Tallmadge Charter Township, Precinct 2B",Justice of Supreme Court,,Brian Zahra,,82,40,122
32098,Ottawa,"Tallmadge Charter Township, Precinct 2B",Justice of Supreme Court,,Cast Votes,,230,130,360
32099,Ottawa,"Tallmadge Charter Township, Precinct 2B",Justice of Supreme Court,,Undervotes,,147,68,215
32100,Ottawa,"Tallmadge Charter Township, Precinct 2B",Justice of Supreme Court,,Overvotes,,0,0,0
32101,Ottawa,"Tallmadge Charter Township, Precinct 2B",Justice of Supreme Court,,Rejected write-in votes,,3,0,3
32102,Ottawa,"Tallmadge Charter Township, Precinct 2B",Justice of Supreme Court,,Unresolved write-in votes,,0,0,0
32104,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,James Robert Redford,,114,45,159
32105,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Cast Votes,,114,45,159
32106,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Undervotes,,73,54,127
32107,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Overvotes,,0,0,0
32108,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Rejected write-in votes,,3,0,3
32109,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Unresolved write-in votes,,0,0,0
32113,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Christopher Yates,,109,44,153
32114,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Cast Votes,,109,44,153
32115,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Undervotes,,77,55,132
32116,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Overvotes,,1,0,1
32117,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Rejected write-in votes,,3,0,3
32118,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Unresolved write-in votes,,0,0,0
32120,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Kathleen A. Feeney,,56,31,87
32121,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Raymond P. Voet,,58,29,87
32122,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Cast Votes,,114,60,174
32123,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Undervotes,,74,39,113
32124,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Overvotes,,1,0,1
32125,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Rejected write-in votes,,1,0,1
32126,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Unresolved write-in votes,,0,0,0
32128,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit Incumbent Position,,Kent D. Engle,,89,43,132
32129,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit Incumbent Position,,Karen Jongekrijg Miedema,,89,41,130
32130,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit Incumbent Position,,Cast Votes,,178,84,262
32131,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit Incumbent Position,,Undervotes,,200,114,314
32132,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit Incumbent Position,,Overvotes,,0,0,0
32133,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit Incumbent Position,,Rejected write-in votes,,2,0,2
32134,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit Incumbent Position,,Unresolved write-in votes,,0,0,0
32137,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit New Judgeship,,Paul Kraus,,78,51,129
32138,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit New Judgeship,,Mercedes Watts,,37,11,48
32139,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit New Judgeship,,Cast Votes,,115,62,177
32140,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit New Judgeship,,Undervotes,,72,37,109
32141,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit New Judgeship,,Overvotes,,0,0,0
32142,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit New Judgeship,,Rejected write-in votes,,3,0,3
32143,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of Circuit Court 20th Circuit New Judgeship,,Unresolved write-in votes,,0,0,0
32145,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of District Court 58th District Incumbent Position,,Judy K. Mulder,,104,43,147
32146,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of District Court 58th District Incumbent Position,,Cast Votes,,104,43,147
32147,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of District Court 58th District Incumbent Position,,Undervotes,,82,56,138
32148,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of District Court 58th District Incumbent Position,,Overvotes,,0,0,0
32149,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of District Court 58th District Incumbent Position,,Rejected write-in votes,,4,0,4
32150,Ottawa,"Tallmadge Charter Township, Precinct 2B",Judge of District Court 58th District Incumbent Position,,Unresolved write-in votes,,0,0,0
32152,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College 6 Year Term,,Kenyatta Brame,,71,41,112
32153,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College 6 Year Term,,Kathleen Bruinsma,,98,41,139
32154,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College 6 Year Term,,Salvador Lopez,,69,37,106
32155,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College 6 Year Term,,Cast Votes,,238,119,357
32156,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College 6 Year Term,,Undervotes,,330,178,508
32157,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College 6 Year Term,,Overvotes,,0,0,0
32158,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College 6 Year Term,,Rejected write-in votes,,2,0,2
32159,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College 6 Year Term,,Unresolved write-in votes,,0,0,0
32163,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College Partial Term Ending 12/31/2024 - Vote,,David Koetje,,112,41,153
32164,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College Partial Term Ending 12/31/2024 - Vote,,Cast Votes,,112,41,153
32165,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College Partial Term Ending 12/31/2024 - Vote,,Undervotes,,77,58,135
32166,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College Partial Term Ending 12/31/2024 - Vote,,Overvotes,,0,0,0
32167,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College Partial Term Ending 12/31/2024 - Vote,,Rejected write-in votes,,1,0,1
32168,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board of Trustees Member Grand Rapids Community College Partial Term Ending 12/31/2024 - Vote,,Unresolved write-in votes,,0,0,0
32170,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board Member Grandville Public Schools,,Erica Abel,,38,21,59
32171,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board Member Grandville Public Schools,,Joe Steffes,,65,34,99
32172,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board Member Grandville Public Schools,,Trent Joseph Taylor,,35,24,59
32173,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board Member Grandville Public Schools,,Bob Wondergem,,66,25,91
32174,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board Member Grandville Public Schools,,Cameron Zbikowski,,37,26,63
32175,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board Member Grandville Public Schools,,Cast Votes,,241,130,371
32176,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board Member Grandville Public Schools,,Undervotes,,135,68,203
32177,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board Member Grandville Public Schools,,Overvotes,,1,0,1
32178,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board Member Grandville Public Schools,,Rejected write-in votes,,0,0,0
32179,Ottawa,"Tallmadge Charter Township, Precinct 2B",Board Member Grandville Public Schools,,Unresolved write-in votes,,2,0,2
32181,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-1,,Yes,,61,55,116
32182,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-1,,No,,125,39,164
32183,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-1,,Cast Votes,,186,94,280
32184,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-1,,Undervotes,,4,5,9
32185,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-1,,Overvotes,,0,0,0
32186,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-1,,Rejected write-in votes,,0,0,0
32187,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-1,,Unresolved write-in votes,,0,0,0
32190,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-2,,Yes,,45,49,94
32191,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-2,,No,,141,49,190
32192,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-2,,Cast Votes,,186,98,284
32193,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-2,,Undervotes,,4,1,5
32194,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-2,,Overvotes,,0,0,0
32195,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-2,,Rejected write-in votes,,0,0,0
32196,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-2,,Unresolved write-in votes,,0,0,0
32198,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-3,,Yes,,47,42,89
32199,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-3,,No,,141,56,197
32200,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-3,,Cast Votes,,188,98,286
32201,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-3,,Undervotes,,1,1,2
32202,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-3,,Overvotes,,1,0,1
32203,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-3,,Rejected write-in votes,,0,0,0
32204,Ottawa,"Tallmadge Charter Township, Precinct 2B",Proposal 22-3,,Unresolved write-in votes,,0,0,0
32207,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Democratic Party,DEM,9,9,18
32208,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Republican Party,REP,44,15,59
32209,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Libertarian Party,LIB,0,0,0
32210,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,U.S. Taxpayers Party,UST,0,0,0
32211,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Working Class Party,WC,0,0,0
32212,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Green Party,GRE,0,0,0
32213,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Natural Law Party,NAL,0,0,0
32214,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Cast Votes,,53,24,77
32215,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Undervotes,,40,15,55
32216,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Overvotes,,0,0,0
32217,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Rejected write-in votes,,0,0,0
32218,Ottawa,"Tallmadge Charter Township, Precinct 2C",Straight Party,,Unresolved write-in votes,,0,0,0
32221,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,18,19,37
32222,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Tudor M. Dixon Shane Hernandez,REP,75,20,95
32223,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Mary Buzuma Brian Ellison,LIB,0,0,0
32224,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Donna Brandenburg Mellissa Carone,UST,0,0,0
32225,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Kevin Hogan Destiny Clayton,GRE,0,0,0
32226,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Daryl M. Simpson Doug Dern,NAL,0,0,0
32227,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Bob Scott (W),,0,0,0
32228,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
32229,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Ervin Joseph Lamie (W),,0,0,0
32230,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
32231,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Evan S. Space (W),,0,0,0
32232,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Joseph Irving (W),,0,0,0
32233,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Joseph Michael Hunt (W),,0,0,0
32234,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Joyce Priscilla Gipson (W),,0,0,0
32235,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Justin Paul Blackburn (W),,0,0,0
32236,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Michael David Kelley (W),,0,0,0
32237,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Michael Ray Deck (W),,0,0,0
32238,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Cast Votes,,93,39,132
32239,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Undervotes,,0,0,0
32240,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Overvotes,,0,0,0
32241,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Rejected write-in votes,,0,0,0
32242,Ottawa,"Tallmadge Charter Township, Precinct 2C",Governor,,Unresolved write-in votes,,0,0,0
32245,Ottawa,"Tallmadge Charter Township, Precinct 2C",Secretary of State,,Jocelyn Benson,DEM,17,20,37
32246,Ottawa,"Tallmadge Charter Township, Precinct 2C",Secretary of State,,Kristina Elaine Karamo,REP,71,19,90
32247,Ottawa,"Tallmadge Charter Township, Precinct 2C",Secretary of State,,Gregory Scott Stempfle,LIB,2,0,2
32248,Ottawa,"Tallmadge Charter Township, Precinct 2C",Secretary of State,,Christine C. Schwartz,UST,0,0,0
32249,Ottawa,"Tallmadge Charter Township, Precinct 2C",Secretary of State,,Larry James Hutchinson Jr.,GRE,0,0,0
32250,Ottawa,"Tallmadge Charter Township, Precinct 2C",Secretary of State,,Cast Votes,,90,39,129
32251,Ottawa,"Tallmadge Charter Township, Precinct 2C",Secretary of State,,Undervotes,,3,0,3
32252,Ottawa,"Tallmadge Charter Township, Precinct 2C",Secretary of State,,Overvotes,,0,0,0
32253,Ottawa,"Tallmadge Charter Township, Precinct 2C",Secretary of State,,Rejected write-in votes,,0,0,0
32254,Ottawa,"Tallmadge Charter Township, Precinct 2C",Secretary of State,,Unresolved write-in votes,,0,0,0
32256,Ottawa,"Tallmadge Charter Township, Precinct 2C",Attorney General,,Dana Nessel,DEM,17,20,37
32257,Ottawa,"Tallmadge Charter Township, Precinct 2C",Attorney General,,Matthew DePerno,REP,72,19,91
32258,Ottawa,"Tallmadge Charter Township, Precinct 2C",Attorney General,,Joseph W. McHugh Jr.,LIB,1,0,1
32259,Ottawa,"Tallmadge Charter Township, Precinct 2C",Attorney General,,Gerald T. Van Sickle,UST,0,0,0
32260,Ottawa,"Tallmadge Charter Township, Precinct 2C",Attorney General,,Cast Votes,,90,39,129
32261,Ottawa,"Tallmadge Charter Township, Precinct 2C",Attorney General,,Undervotes,,3,0,3
32262,Ottawa,"Tallmadge Charter Township, Precinct 2C",Attorney General,,Overvotes,,0,0,0
32263,Ottawa,"Tallmadge Charter Township, Precinct 2C",Attorney General,,Rejected write-in votes,,0,0,0
32264,Ottawa,"Tallmadge Charter Township, Precinct 2C",Attorney General,,Unresolved write-in votes,,0,0,0
32266,Ottawa,"Tallmadge Charter Township, Precinct 2C",U.S. House,3,Hillary Scholten,DEM,16,19,35
32267,Ottawa,"Tallmadge Charter Township, Precinct 2C",U.S. House,3,John Gibbs,REP,73,19,92
32268,Ottawa,"Tallmadge Charter Township, Precinct 2C",U.S. House,3,Jamie Lewis,LIB,2,0,2
32269,Ottawa,"Tallmadge Charter Township, Precinct 2C",U.S. House,3,Louis Palus,WC,0,1,1
32270,Ottawa,"Tallmadge Charter Township, Precinct 2C",U.S. House,3,Cast Votes,,91,39,130
32271,Ottawa,"Tallmadge Charter Township, Precinct 2C",U.S. House,3,Undervotes,,2,0,2
32272,Ottawa,"Tallmadge Charter Township, Precinct 2C",U.S. House,3,Overvotes,,0,0,0
32273,Ottawa,"Tallmadge Charter Township, Precinct 2C",U.S. House,3,Rejected write-in votes,,0,0,0
32274,Ottawa,"Tallmadge Charter Township, Precinct 2C",U.S. House,3,Unresolved write-in votes,,0,0,0
32277,Ottawa,"Tallmadge Charter Township, Precinct 2C",State Senate,30,David LaGrand,DEM,15,17,32
32278,Ottawa,"Tallmadge Charter Township, Precinct 2C",State Senate,30,Mark Huizenga,REP,73,22,95
32279,Ottawa,"Tallmadge Charter Township, Precinct 2C",State Senate,30,Theodore Petzold,LIB,2,0,2
32280,Ottawa,"Tallmadge Charter Township, Precinct 2C",State Senate,30,Cast Votes,,90,39,129
32281,Ottawa,"Tallmadge Charter Township, Precinct 2C",State Senate,30,Undervotes,,3,0,3
32282,Ottawa,"Tallmadge Charter Township, Precinct 2C",State Senate,30,Overvotes,,0,0,0
