county,precinct,office,district,candidate,party,absentee,election_day,votes
Muskegon,Casnovia Township,President,,Jo Jorgensen,LIB,,,21
Muskegon,Casnovia Township,President,,Don Blankenship,UST,,,2
Muskegon,Casnovia Township,President,,Howie Hawkins,GRN,,,3
Muskegon,Casnovia Township,President,,Rocky De La Fuente,NLP,,,1
Muskegon,Casnovia Township,President,,Brian T. Carrol (W),,,,0
Muskegon,Casnovia Township,President,,Jade Simmons (W),,,,0
Muskegon,Casnovia Township,President,,Kasey Wells (W),,,,0
Muskegon,Casnovia Township,President,,Tara Renee Hunter (W),,,,0
Muskegon,Casnovia Township,President,,Tom Hoefling (W),,,,0
Muskegon,Casnovia Township,President,,Over Votes,,,,0
Muskegon,Casnovia Township,U.S. Senate,,Gary Peters,DEM,,,393
Muskegon,Casnovia Township,U.S. Senate,,John James,REP,,,1104
Muskegon,Casnovia Township,U.S. Senate,,Valerie L. Willis,UST,,,9
Muskegon,Casnovia Township,U.S. Senate,,Marcia Squier,GRN,,,6
Muskegon,Casnovia Township,U.S. Senate,,Doug Dern,NLP,,,2
Muskegon,Casnovia Township,U.S. Senate,,Leonard Paul Gadzinski (W),,,,0
Muskegon,Casnovia Township,U.S. Senate,,Rober william Carr (W),,,,0
Muskegon,Casnovia Township,U.S. Senate,,Over Votes,,,,0
Muskegon,Casnovia Township,U.S. House,2,Bryan Berghoef,DEM,,,347
Muskegon,Casnovia Township,U.S. House,2,Bill Huizenga,REP,,,1121
Muskegon,Casnovia Township,U.S. House,2,Max Riekse,LIB,,,11
Muskegon,Casnovia Township,U.S. House,2,Gerald T. VanSickle,UST,,,9
Muskegon,Casnovia Township,U.S. House,2,Jean-Michel Creviere,GRN,,,6
Muskegon,Casnovia Township,U.S. House,2,Over Votes,,,,0
Muskegon,Casnovia Township,State House,91,Brian Hosticka,DEM,,,363
Muskegon,Casnovia Township,State House,91,Greg VanWoerkom,REP,,,1105
Muskegon,Casnovia Township,State House,91,Over Votes,,,,0
Muskegon,Cedar Creek Township,Ballots Cast,,,,,,1785
Muskegon,Cedar Creek Township,Registered Voters,,,,,,2737
Muskegon,Cedar Creek Township,Straight Party,,Democratic Party,DEM,238,86,324
Muskegon,Cedar Creek Township,Straight Party,,Republican Party,REP,205,350,555
Muskegon,Cedar Creek Township,Straight Party,,Libertarian Party,LIB,2,3,5
Muskegon,Cedar Creek Township,Straight Party,,US Taxpayers Party,UST,1,2,3
Muskegon,Cedar Creek Township,Straight Party,,Working Class Party,WCP,1,3,4
Muskegon,Cedar Creek Township,Straight Party,,Green Party,GRN,1,5,6
Muskegon,Cedar Creek Township,Straight Party,,Natural Law Party,NLP,0,1,1
Muskegon,Cedar Creek Township,Straight Party,,Over Votes,,2,1,3
Muskegon,Cedar Creek Township,President,,Joseph R. Biden,DEM,458,146,604
Muskegon,Cedar Creek Township,President,,Donald J. Trump,REP,468,672,1140
Muskegon,Cedar Creek Township,President,,Jo Jorgensen,LIB,9,5,14
Muskegon,Cedar Creek Township,President,,Don Blankenship,UST,3,0,3
Muskegon,Cedar Creek Township,President,,Howie Hawkins,GRN,3,6,9
Muskegon,Cedar Creek Township,President,,Rocky De La Fuente,NLP,1,0,1
Muskegon,Cedar Creek Township,President,,Brian T. Carrol (W),,0,0,0
Muskegon,Cedar Creek Township,President,,Jade Simmons (W),,0,0,0
Muskegon,Cedar Creek Township,President,,Kasey Wells (W),,0,0,0
Muskegon,Cedar Creek Township,President,,Tara Renee Hunter (W),,0,0,0
Muskegon,Cedar Creek Township,President,,Tom Hoefling (W),,0,0,0
Muskegon,Cedar Creek Township,President,,Over Votes,,1,0,1
Muskegon,Cedar Creek Township,U.S. Senate,,Gary Peters,DEM,454,158,612
Muskegon,Cedar Creek Township,U.S. Senate,,John James,REP,435,636,1071
Muskegon,Cedar Creek Township,U.S. Senate,,Valerie L. Willis,UST,20,13,33
Muskegon,Cedar Creek Township,U.S. Senate,,Marcia Squier,GRN,13,9,22
Muskegon,Cedar Creek Township,U.S. Senate,,Doug Dern,NLP,5,1,6
Muskegon,Cedar Creek Township,U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,Cedar Creek Township,U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,Cedar Creek Township,U.S. Senate,,Over Votes,,0,0,0
Muskegon,Cedar Creek Township,U.S. House,2,Bryan Berghoef,DEM,372,131,503
Muskegon,Cedar Creek Township,U.S. House,2,Bill Huizenga,REP,510,648,1158
Muskegon,Cedar Creek Township,U.S. House,2,Max Riekse,LIB,12,13,25
Muskegon,Cedar Creek Township,U.S. House,2,Gerald T. VanSickle,UST,17,3,20
Muskegon,Cedar Creek Township,U.S. House,2,Jean-Michel Creviere,GRN,6,5,11
Muskegon,Cedar Creek Township,U.S. House,2,Over Votes,,1,1,2
Muskegon,Cedar Creek Township,State House,91,Brian Hosticka,DEM,421,168,589
Muskegon,Cedar Creek Township,State House,91,Greg VanWoerkom,REP,484,610,1094
Muskegon,Cedar Creek Township,State House,91,Over Votes,,0,2,2
Muskegon,"Dalton Township, Precinct 1",Ballots Cast,,,,,,1542
Muskegon,"Dalton Township, Precinct 1",Registered Voters,,,,,,2082
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Democratic Party,DEM,179,57,236
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Republican Party,REP,167,244,411
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Libertarian Party,LIB,1,2,3
Muskegon,"Dalton Township, Precinct 1",Straight Party,,US Taxpayers Party,UST,2,0,2
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Working Class Party,WCP,2,8,10
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Green Party,GRN,2,3,5
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,Joseph R. Biden,DEM,408,123,531
Muskegon,"Dalton Township, Precinct 1",President,,Donald J. Trump,REP,422,545,967
Muskegon,"Dalton Township, Precinct 1",President,,Jo Jorgensen,LIB,13,11,24
Muskegon,"Dalton Township, Precinct 1",President,,Don Blankenship,UST,1,2,3
Muskegon,"Dalton Township, Precinct 1",President,,Howie Hawkins,GRN,2,2,4
Muskegon,"Dalton Township, Precinct 1",President,,Rocky De La Fuente,NLP,2,0,2
Muskegon,"Dalton Township, Precinct 1",President,,Brian T. Carrol (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,Jade Simmons (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,Kasey Wells (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,Tara Renee Hunter (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,Tom Hoefling (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,Over Votes,,1,0,1
Muskegon,"Dalton Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,411,127,538
Muskegon,"Dalton Township, Precinct 1",U.S. Senate,,John James,REP,393,531,924
Muskegon,"Dalton Township, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,19,5,24
Muskegon,"Dalton Township, Precinct 1",U.S. Senate,,Marcia Squier,GRN,5,8,13
Muskegon,"Dalton Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,2,1,3
Muskegon,"Dalton Township, Precinct 1",U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",U.S. Senate,,Over Votes,,1,0,1
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Bryan Berghoef,DEM,347,104,451
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Bill Huizenga,REP,447,541,988
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Max Riekse,LIB,13,6,19
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Gerald T. VanSickle,UST,6,5,11
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Jean-Michel Creviere,GRN,5,6,11
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Over Votes,,0,1,1
Muskegon,"Dalton Township, Precinct 1",State House,91,Brian Hosticka,DEM,374,126,500
Muskegon,"Dalton Township, Precinct 1",State House,91,Greg VanWoerkom,REP,431,532,963
Muskegon,"Dalton Township, Precinct 1",State House,91,Over Votes,,0,0,0
Muskegon,Dalton Township Precinct 2,Ballots Cast,,,,,,1074
Muskegon,Dalton Township Precinct 2,Registered Voters,,,,,,1757
Muskegon,Dalton Township Precinct 2,Straight Party,,Democratic Party,DEM,158,81,239
Muskegon,Dalton Township Precinct 2,Straight Party,,Republican Party,REP,96,239,335
Muskegon,Dalton Township Precinct 2,Straight Party,,Libertarian Party,LIB,0,2,2
Muskegon,Dalton Township Precinct 2,Straight Party,,US Taxpayers Party,UST,1,0,1
Muskegon,Dalton Township Precinct 2,Straight Party,,Working Class Party,WCP,2,1,3
Muskegon,Dalton Township Precinct 2,Straight Party,,Green Party,GRN,0,0,0
Muskegon,Dalton Township Precinct 2,Straight Party,,Natural Law Party,NLP,1,1,2
Muskegon,Dalton Township Precinct 2,Straight Party,,Over Votes,,2,3,5
Muskegon,Dalton Township Precinct 2,President,,Joseph R. Biden,DEM,275,131,406
Muskegon,Dalton Township Precinct 2,President,,Donald J. Trump,REP,197,453,650
Muskegon,Dalton Township Precinct 2,President,,Jo Jorgensen,LIB,3,9,12
Muskegon,Dalton Township Precinct 2,President,,Don Blankenship,UST,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Howie Hawkins,GRN,0,3,3
Muskegon,Dalton Township Precinct 2,President,,Rocky De La Fuente,NLP,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Brian T. Carrol (W),,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Jade Simmons (W),,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Kasey Wells (W),,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Tara Renee Hunter (W),,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Tom Hoefling (W),,0,0,0
Muskegon,Dalton Township Precinct 2,President,,Over Votes,,0,1,1
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Gary Peters,DEM,258,130,388
Muskegon,Dalton Township Precinct 2,U.S. Senate,,John James,REP,192,440,632
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Valerie L. Willis,UST,14,6,20
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Marcia Squier,GRN,8,4,12
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Doug Dern,NLP,0,1,1
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,Dalton Township Precinct 2,U.S. Senate,,Over Votes,,1,0,1
Muskegon,Dalton Township Precinct 2,U.S. House,2,Bryan Berghoef,DEM,226,115,341
Muskegon,Dalton Township Precinct 2,U.S. House,2,Bill Huizenga,REP,229,440,669
Muskegon,Dalton Township Precinct 2,U.S. House,2,Max Riekse,LIB,3,6,9
Muskegon,Dalton Township Precinct 2,U.S. House,2,Gerald T. VanSickle,UST,5,6,11
Muskegon,Dalton Township Precinct 2,U.S. House,2,Jean-Michel Creviere,GRN,4,6,10
Muskegon,Dalton Township Precinct 2,U.S. House,2,Over Votes,,2,1,3
Muskegon,Dalton Township Precinct 2,State House,91,Brian Hosticka,DEM,258,156,414
Muskegon,Dalton Township Precinct 2,State House,91,Greg VanWoerkom,REP,204,410,614
Muskegon,Dalton Township Precinct 2,State House,91,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 3",Ballots Cast,,,,,,859
Muskegon,"Dalton Township, Precinct 3",Registered Voters,,,,,,1310
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Democratic Party,DEM,148,40,188
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Republican Party,REP,87,169,256
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Libertarian Party,LIB,2,2,4
Muskegon,"Dalton Township, Precinct 3",Straight Party,,US Taxpayers Party,UST,0,0,0
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Working Class Party,WCP,1,0,1
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Green Party,GRN,1,1,2
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Natural Law Party,NLP,1,1,2
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Joseph R. Biden,DEM,262,74,336
Muskegon,"Dalton Township, Precinct 3",President,,Donald J. Trump,REP,180,322,502
Muskegon,"Dalton Township, Precinct 3",President,,Jo Jorgensen,LIB,5,9,14
Muskegon,"Dalton Township, Precinct 3",President,,Don Blankenship,UST,1,0,1
Muskegon,"Dalton Township, Precinct 3",President,,Howie Hawkins,GRN,2,2,4
Muskegon,"Dalton Township, Precinct 3",President,,Rocky De La Fuente,NLP,1,0,1
Muskegon,"Dalton Township, Precinct 3",President,,Brian T. Carrol (W),,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Jade Simmons (W),,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Kasey Wells (W),,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Tara Renee Hunter (W),,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Tom Hoefling (W),,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,258,75,333
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,John James,REP,166,313,479
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Valerie L. Willis,UST,8,4,12
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Marcia Squier,GRN,6,2,8
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Doug Dern,NLP,4,0,4
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Bryan Berghoef,DEM,232,65,297
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Bill Huizenga,REP,192,310,502
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Max Riekse,LIB,5,13,18
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Gerald T. VanSickle,UST,3,4,7
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Jean-Michel Creviere,GRN,7,1,8
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 3",State House,91,Brian Hosticka,DEM,248,85,333
Muskegon,"Dalton Township, Precinct 3",State House,91,Greg VanWoerkom,REP,187,308,495
Muskegon,"Dalton Township, Precinct 3",State House,91,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 4",Ballots Cast,,,,,,1648
Muskegon,"Dalton Township, Precinct 4",Registered Voters,,,,,,2419
Muskegon,"Dalton Township, Precinct 4",Straight Party,,Democratic Party,DEM,282,72,354
Muskegon,"Dalton Township, Precinct 4",Straight Party,,Republican Party,REP,211,247,458
Muskegon,"Dalton Township, Precinct 4",Straight Party,,Libertarian Party,LIB,0,4,4
Muskegon,"Dalton Township, Precinct 4",Straight Party,,US Taxpayers Party,UST,1,0,1
Muskegon,"Dalton Township, Precinct 4",Straight Party,,Working Class Party,WCP,0,4,4
Muskegon,"Dalton Township, Precinct 4",Straight Party,,Green Party,GRN,1,0,1
Muskegon,"Dalton Township, Precinct 4",Straight Party,,Natural Law Party,NLP,0,0,0
Muskegon,"Dalton Township, Precinct 4",Straight Party,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,Joseph R. Biden,DEM,516,128,644
Muskegon,"Dalton Township, Precinct 4",President,,Donald J. Trump,REP,466,497,963
Muskegon,"Dalton Township, Precinct 4",President,,Jo Jorgensen,LIB,11,17,28
Muskegon,"Dalton Township, Precinct 4",President,,Don Blankenship,UST,3,0,3
Muskegon,"Dalton Township, Precinct 4",President,,Howie Hawkins,GRN,5,1,6
Muskegon,"Dalton Township, Precinct 4",President,,Rocky De La Fuente,NLP,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,Brian T. Carrol (W),,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,Jade Simmons (W),,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,Kasey Wells (W),,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,Tara Renee Hunter (W),,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,Tom Hoefling (W),,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,521,136,657
Muskegon,"Dalton Township, Precinct 4",U.S. Senate,,John James,REP,434,481,915
Muskegon,"Dalton Township, Precinct 4",U.S. Senate,,Valerie L. Willis,UST,15,7,22
Muskegon,"Dalton Township, Precinct 4",U.S. Senate,,Marcia Squier,GRN,9,4,13
Muskegon,"Dalton Township, Precinct 4",U.S. Senate,,Doug Dern,NLP,3,1,4
Muskegon,"Dalton Township, Precinct 4",U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,"Dalton Township, Precinct 4",U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,"Dalton Township, Precinct 4",U.S. Senate,,Over Votes,,1,0,1
Muskegon,"Dalton Township, Precinct 4",U.S. House,2,Bryan Berghoef,DEM,462,115,577
Muskegon,"Dalton Township, Precinct 4",U.S. House,2,Bill Huizenga,REP,489,480,969
Muskegon,"Dalton Township, Precinct 4",U.S. House,2,Max Riekse,LIB,8,15,23
Muskegon,"Dalton Township, Precinct 4",U.S. House,2,Gerald T. VanSickle,UST,4,5,9
Muskegon,"Dalton Township, Precinct 4",U.S. House,2,Jean-Michel Creviere,GRN,11,4,15
Muskegon,"Dalton Township, Precinct 4",U.S. House,2,Over Votes,,0,2,2
Muskegon,"Dalton Township, Precinct 4",State House,91,Brian Hosticka,DEM,481,142,623
Muskegon,"Dalton Township, Precinct 4",State House,91,Greg VanWoerkom,REP,478,466,944
Muskegon,"Dalton Township, Precinct 4",State House,91,Over Votes,,0,0,0
Muskegon,"Egelston Township, Precinct 1",Ballots Cast,,,,,,1319
Muskegon,"Egelston Township, Precinct 1",Registered Voters,,,,,,1961
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Democratic Party,DEM,,,263
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Republican Party,REP,,,352
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Libertarian Party,LIB,,,3
Muskegon,"Egelston Township, Precinct 1",Straight Party,,US Taxpayers Party,UST,,,1
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Working Class Party,WCP,,,5
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Green Party,GRN,,,1
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Natural Law Party,NLP,,,1
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Over Votes,,,,1
Muskegon,"Egelston Township, Precinct 1",President,,Joseph R. Biden,DEM,,,536
Muskegon,"Egelston Township, Precinct 1",President,,Donald J. Trump,REP,,,755
Muskegon,"Egelston Township, Precinct 1",President,,Jo Jorgensen,LIB,,,16
Muskegon,"Egelston Township, Precinct 1",President,,Don Blankenship,UST,,,1
Muskegon,"Egelston Township, Precinct 1",President,,Howie Hawkins,GRN,,,3
Muskegon,"Egelston Township, Precinct 1",President,,Rocky De La Fuente,NLP,,,0
Muskegon,"Egelston Township, Precinct 1",President,,Brian T. Carrol (W),,,,0
Muskegon,"Egelston Township, Precinct 1",President,,Jade Simmons (W),,,,0
Muskegon,"Egelston Township, Precinct 1",President,,Kasey Wells (W),,,,0
Muskegon,"Egelston Township, Precinct 1",President,,Tara Renee Hunter (W),,,,0
Muskegon,"Egelston Township, Precinct 1",President,,Tom Hoefling (W),,,,0
Muskegon,"Egelston Township, Precinct 1",President,,Over Votes,,,,2
Muskegon,"Egelston Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,,,544
Muskegon,"Egelston Township, Precinct 1",U.S. Senate,,John James,REP,,,701
Muskegon,"Egelston Township, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,,,21
Muskegon,"Egelston Township, Precinct 1",U.S. Senate,,Marcia Squier,GRN,,,12
Muskegon,"Egelston Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,,,3
Muskegon,"Egelston Township, Precinct 1",U.S. Senate,,Leonard Paul Gadzinski (W),,,,0
Muskegon,"Egelston Township, Precinct 1",U.S. Senate,,Rober william Carr (W),,,,0
Muskegon,"Egelston Township, Precinct 1",U.S. Senate,,Over Votes,,,,2
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Bryan Berghoef,DEM,,,448
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Bill Huizenga,REP,,,761
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Max Riekse,LIB,,,19
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Gerald T. VanSickle,UST,,,18
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Jean-Michel Creviere,GRN,,,10
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Over Votes,,,,4
Muskegon,"Egelston Township, Precinct 1",State House,91,Brian Hosticka,DEM,,,495
Muskegon,"Egelston Township, Precinct 1",State House,91,Greg VanWoerkom,REP,,,745
Muskegon,"Egelston Township, Precinct 1",State House,91,Over Votes,,,,1
Muskegon,"Egelston Township, Precinct 2",Ballots Cast,,,,,,2114
Muskegon,"Egelston Township, Precinct 2",Registered Voters,,,,,,3226
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Democratic Party,DEM,,,441
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Republican Party,REP,,,588
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Libertarian Party,LIB,,,8
Muskegon,"Egelston Township, Precinct 2",Straight Party,,US Taxpayers Party,UST,,,4
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Working Class Party,WCP,,,12
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Green Party,GRN,,,2
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Natural Law Party,NLP,,,0
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Over Votes,,,,1
Muskegon,"Egelston Township, Precinct 2",President,,Joseph R. Biden,DEM,,,821
Muskegon,"Egelston Township, Precinct 2",President,,Donald J. Trump,REP,,,1242
Muskegon,"Egelston Township, Precinct 2",President,,Jo Jorgensen,LIB,,,39
Muskegon,"Egelston Township, Precinct 2",President,,Don Blankenship,UST,,,5
Muskegon,"Egelston Township, Precinct 2",President,,Howie Hawkins,GRN,,,4
Muskegon,"Egelston Township, Precinct 2",President,,Rocky De La Fuente,NLP,,,0
Muskegon,"Egelston Township, Precinct 2",President,,Brian T. Carrol (W),,,,0
Muskegon,"Egelston Township, Precinct 2",President,,Jade Simmons (W),,,,0
Muskegon,"Egelston Township, Precinct 2",President,,Kasey Wells (W),,,,0
Muskegon,"Egelston Township, Precinct 2",President,,Tara Renee Hunter (W),,,,0
Muskegon,"Egelston Township, Precinct 2",President,,Tom Hoefling (W),,,,0
Muskegon,"Egelston Township, Precinct 2",President,,Over Votes,,,,1
Muskegon,"Egelston Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,,,816
Muskegon,"Egelston Township, Precinct 2",U.S. Senate,,John James,REP,,,1172
Muskegon,"Egelston Township, Precinct 2",U.S. Senate,,Valerie L. Willis,UST,,,47
Muskegon,"Egelston Township, Precinct 2",U.S. Senate,,Marcia Squier,GRN,,,13
Muskegon,"Egelston Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,,,8
