county,precinct,office,district,candidate,party,election_day,absentee,votes
Benzie,Gilmore,U.S. Senate,,Valerie L. Willis,UST,,,3
Benzie,Gilmore,U.S. Senate,,Marcia Squier,GRN,,,5
Benzie,Gilmore,U.S. Senate,,Doug Dern,NLP,,,3
Benzie,Gilmore,U.S. House,1,Dana Ferguson,D,,,268
Benzie,Gilmore,U.S. House,1,Jack Bergman,R,,,258
Benzie,Gilmore,U.S. House,1,Ben Boren,L,,,7
Benzie,Gilmore,State House,101,Beth McGill-Rizer,D,,,270
Benzie,Gilmore,State House,101,Jack O'Malley,R,,,270
Benzie,Homestead,Ballots Cast,,,,,,1468
Benzie,Homestead,President,,Joseph R. Biden/Kamala D. Harris,D,,,555
Benzie,Homestead,President,,Donald J. Trump/Michael R. Pense,R,,,875
Benzie,Homestead,President,,Jo Jorgensen/Jeremy Cohen,L,,,24
Benzie,Homestead,President,,Don Blankenship/William Mohr,UST,,,2
Benzie,Homestead,President,,Howie Hawkins/Angela Walker,GRN,,,4
Benzie,Homestead,President,,Rocky DeLaFuente/Darcy Richardson,NLP,,,1
Benzie,Homestead,U.S. Senate,,Gary Peters,D,,,532
Benzie,Homestead,U.S. Senate,,John James,R,,,884
Benzie,Homestead,U.S. Senate,,Valerie L. Willis,UST,,,8
Benzie,Homestead,U.S. Senate,,Marcia Squier,GRN,,,9
Benzie,Homestead,U.S. Senate,,Doug Dern,NLP,,,2
Benzie,Homestead,U.S. House,1,Dana Ferguson,D,,,495
Benzie,Homestead,U.S. House,1,Jack Bergman,R,,,909
Benzie,Homestead,U.S. House,1,Ben Boren,L,,,26
Benzie,Homestead,State House,101,Beth McGill-Rizer,D,,,475
Benzie,Homestead,State House,101,Jack O'Malley,R,,,958
Benzie,Inland,Ballots Cast,,,,,,1513
Benzie,Inland,President,,Joseph R. Biden/Kamala D. Harris,D,,,517
Benzie,Inland,President,,Donald J. Trump/Michael R. Pense,R,,,961
Benzie,Inland,President,,Jo Jorgensen/Jeremy Cohen,L,,,13
Benzie,Inland,President,,Don Blankenship/William Mohr,UST,,,2
Benzie,Inland,President,,Howie Hawkins/Angela Walker,GRN,,,7
Benzie,Inland,President,,Rocky DeLaFuente/Darcy Richardson,NLP,,,0
Benzie,Inland,U.S. Senate,,Gary Peters,D,,,500
Benzie,Inland,U.S. Senate,,John James,R,,,957
Benzie,Inland,U.S. Senate,,Valerie L. Willis,UST,,,12
Benzie,Inland,U.S. Senate,,Marcia Squier,GRN,,,14
Benzie,Inland,U.S. Senate,,Doug Dern,NLP,,,1
Benzie,Inland,U.S. House,1,Dana Ferguson,D,,,452
Benzie,Inland,U.S. House,1,Jack Bergman,R,,,988
Benzie,Inland,U.S. House,1,Ben Boren,L,,,27
Benzie,Inland,State House,101,Beth McGill-Rizer,D,,,433
Benzie,Inland,State House,101,Jack O'Malley,R,,,1039
Benzie,Joyfield,Ballots Cast,,,,,,498
Benzie,Joyfield,President,,Joseph R. Biden/Kamala D. Harris,D,,,199
Benzie,Joyfield,President,,Donald J. Trump/Michael R. Pense,R,,,289
Benzie,Joyfield,President,,Jo Jorgensen/Jeremy Cohen,L,,,2
Benzie,Joyfield,President,,Don Blankenship/William Mohr,UST,,,2
Benzie,Joyfield,President,,Howie Hawkins/Angela Walker,GRN,,,1
Benzie,Joyfield,President,,Rocky DeLaFuente/Darcy Richardson,NLP,,,1
Benzie,Joyfield,U.S. Senate,,Gary Peters,D,,,203
Benzie,Joyfield,U.S. Senate,,John James,R,,,279
Benzie,Joyfield,U.S. Senate,,Valerie L. Willis,UST,,,0
Benzie,Joyfield,U.S. Senate,,Marcia Squier,GRN,,,3
Benzie,Joyfield,U.S. Senate,,Doug Dern,NLP,,,1
Benzie,Joyfield,U.S. House,1,Dana Ferguson,D,,,176
Benzie,Joyfield,U.S. House,1,Jack Bergman,R,,,307
Benzie,Joyfield,U.S. House,1,Ben Boren,L,,,5
Benzie,Joyfield,State House,101,Beth McGill-Rizer,D,,,180
Benzie,Joyfield,State House,101,Jack O'Malley,R,,,313
Benzie,Lake,Ballots Cast,,,,,,716
Benzie,Lake,President,,Joseph R. Biden/Kamala D. Harris,D,,,357
Benzie,Lake,President,,Donald J. Trump/Michael R. Pense,R,,,343
Benzie,Lake,President,,Jo Jorgensen/Jeremy Cohen,L,,,4
Benzie,Lake,President,,Don Blankenship/William Mohr,UST,,,0
Benzie,Lake,President,,Howie Hawkins/Angela Walker,GRN,,,1
Benzie,Lake,President,,Rocky DeLaFuente/Darcy Richardson,NLP,,,0
Benzie,Lake,U.S. Senate,,Gary Peters,D,,,345
Benzie,Lake,U.S. Senate,,John James,R,,,365
Benzie,Lake,U.S. Senate,,Valerie L. Willis,UST,,,0
Benzie,Lake,U.S. Senate,,Marcia Squier,GRN,,,1
Benzie,Lake,U.S. Senate,,Doug Dern,NLP,,,2
Benzie,Lake,U.S. House,1,Dana Ferguson,D,,,308
Benzie,Lake,U.S. House,1,Jack Bergman,R,,,395
Benzie,Lake,U.S. House,1,Ben Boren,L,,,5
Benzie,Lake,State House,101,Beth McGill-Rizer,D,,,317
Benzie,Lake,State House,101,Jack O'Malley,R,,,393
Benzie,Platte,Ballots Cast,,,,,,265
Benzie,Platte,President,,Joseph R. Biden/Kamala D. Harris,D,,,134
Benzie,Platte,President,,Donald J. Trump/Michael R. Pense,R,,,121
Benzie,Platte,President,,Jo Jorgensen/Jeremy Cohen,L,,,6
Benzie,Platte,President,,Don Blankenship/William Mohr,UST,,,1
Benzie,Platte,President,,Howie Hawkins/Angela Walker,GRN,,,0
Benzie,Platte,President,,Rocky DeLaFuente/Darcy Richardson,NLP,,,0
Benzie,Platte,U.S. Senate,,Gary Peters,D,,,125
Benzie,Platte,U.S. Senate,,John James,R,,,133
Benzie,Platte,U.S. Senate,,Valerie L. Willis,UST,,,1
Benzie,Platte,U.S. Senate,,Marcia Squier,GRN,,,3
Benzie,Platte,U.S. Senate,,Doug Dern,NLP,,,0
Benzie,Platte,U.S. House,1,Dana Ferguson,D,,,114
Benzie,Platte,U.S. House,1,Jack Bergman,R,,,138
Benzie,Platte,U.S. House,1,Ben Boren,L,,,6
Benzie,Platte,State House,101,Beth McGill-Rizer,D,,,108
Benzie,Platte,State House,101,Jack O'Malley,R,,,150
Benzie,Weldon,Ballots Cast,,,,,,383
Benzie,Weldon,President,,Joseph R. Biden/Kamala D. Harris,D,,,144
Benzie,Weldon,President,,Donald J. Trump/Michael R. Pense,R,,,226
Benzie,Weldon,President,,Jo Jorgensen/Jeremy Cohen,L,,,7
Benzie,Weldon,President,,Don Blankenship/William Mohr,UST,,,1
Benzie,Weldon,President,,Howie Hawkins/Angela Walker,GRN,,,1
Benzie,Weldon,President,,Rocky DeLaFuente/Darcy Richardson,NLP,,,0
Benzie,Weldon,U.S. Senate,,Gary Peters,D,,,140
Benzie,Weldon,U.S. Senate,,John James,R,,,230
Benzie,Weldon,U.S. Senate,,Valerie L. Willis,UST,,,4
Benzie,Weldon,U.S. Senate,,Marcia Squier,GRN,,,2
Benzie,Weldon,U.S. Senate,,Doug Dern,NLP,,,1
Benzie,Weldon,U.S. House,1,Dana Ferguson,D,,,127
Benzie,Weldon,U.S. House,1,Jack Bergman,R,,,241
Benzie,Weldon,U.S. House,1,Ben Boren,L,,,4
Benzie,Weldon,State House,101,Beth McGill-Rizer,D,,,124
Benzie,Weldon,State House,101,Jack O'Malley,R,,,252
Benzie,City of Frankfort,Ballots Cast,,,,,,822
Benzie,City of Frankfort,President,,Joseph R. Biden/Kamala D. Harris,D,,,490
Benzie,City of Frankfort,President,,Donald J. Trump/Michael R. Pense,R,,,317
Benzie,City of Frankfort,President,,Jo Jorgensen/Jeremy Cohen,L,,,8
Benzie,City of Frankfort,President,,Don Blankenship/William Mohr,UST,,,3
Benzie,City of Frankfort,President,,Howie Hawkins/Angela Walker,GRN,,,2
Benzie,City of Frankfort,President,,Rocky DeLaFuente/Darcy Richardson,NLP,,,0
Benzie,City of Frankfort,U.S. Senate,,Gary Peters,D,,,476
Benzie,City of Frankfort,U.S. Senate,,John James,R,,,331
Benzie,City of Frankfort,U.S. Senate,,Valerie L. Willis,UST,,,3
Benzie,City of Frankfort,U.S. Senate,,Marcia Squier,GRN,,,3
Benzie,City of Frankfort,U.S. Senate,,Doug Dern,NLP,,,1
Benzie,City of Frankfort,U.S. House,1,Dana Ferguson,D,,,444
Benzie,City of Frankfort,U.S. House,1,Jack Bergman,R,,,356
Benzie,City of Frankfort,U.S. House,1,Ben Boren,L,,,10
Benzie,City of Frankfort,State House,101,Beth McGill-Rizer,D,,,438
Benzie,City of Frankfort,State House,101,Jack O'Malley,R,,,364
