county,precinct,office,district,candidate,party,votes,election_day,absentee
Bay,"Bay City, Ward 9, Pct 1",Straight Party,,Republican Party,REP,459,340,119
Bay,"Bay City, Ward 9, Pct 1",Straight Party,,Libertarian Party,LIB,11,8,3
Bay,"Bay City, Ward 9, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,4,4,0
Bay,"Bay City, Ward 9, Pct 1",Straight Party,,Working Class Party,WCP,16,15,1
Bay,"Bay City, Ward 9, Pct 1",Straight Party,,Green Party,GRN,1,1,0
Bay,"Bay City, Ward 9, Pct 1",Straight Party,,Natural Law Party,NLP,1,0,1
Bay,"Bay City, Ward 9, Pct 1",President,,Joseph R. Biden,DEM,900,311,589
Bay,"Bay City, Ward 9, Pct 1",President,,Donald J. Trump,REP,905,635,270
Bay,"Bay City, Ward 9, Pct 1",President,,Jo Jorgensen,LIB,21,18,3
Bay,"Bay City, Ward 9, Pct 1",President,,Don Blankenship,UTP,2,2,0
Bay,"Bay City, Ward 9, Pct 1",President,,Howie Hawkins,GRN,2,1,1
Bay,"Bay City, Ward 9, Pct 1",President,,Rocky De La Fuente,NLP,1,1,0
Bay,"Bay City, Ward 9, Pct 1",President,,Write-In,,4,3,1
Bay,"Bay City, Ward 9, Pct 1",U.S. Senate,,Gary Peters,DEM,935,340,595
Bay,"Bay City, Ward 9, Pct 1",U.S. Senate,,John James,REP,844,599,245
Bay,"Bay City, Ward 9, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,22,14,8
Bay,"Bay City, Ward 9, Pct 1",U.S. Senate,,Marcia Squier,GRN,13,8,5
Bay,"Bay City, Ward 9, Pct 1",U.S. Senate,,Doug Dern,NLP,5,3,2
Bay,"Bay City, Ward 9, Pct 1",U.S. Senate,,Write-In,,3,2,1
Bay,"Bay City, Ward 9, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,925,335,590
Bay,"Bay City, Ward 9, Pct 1",U.S. House,5,Tim Kelly,REP,804,561,243
Bay,"Bay City, Ward 9, Pct 1",U.S. House,5,James Harris,LIB,30,26,4
Bay,"Bay City, Ward 9, Pct 1",U.S. House,5,Kathy Goodwin,WCP,48,34,14
Bay,"Bay City, Ward 9, Pct 1",U.S. House,5,Write-In,,5,2,3
Bay,"Bay City, Ward 9, Pct 1",State Representative,96,Brian K. Elder,DEM,860,326,534
Bay,"Bay City, Ward 9, Pct 1",State Representative,96,Timothy Beson,REP,950,630,320
Bay,"Bay City, Ward 9, Pct 1",State Representative,96,Write-In,,9,3,6
Bay,"Essexville City, Pct 1",Registered Voters,,,,1387,,
Bay,"Essexville City, Pct 1",Ballots Cast,,,,1069,501,568
Bay,"Essexville City, Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Essexville City, Pct 1",Straight Party,,Democratic Party,DEM,282,80,202
Bay,"Essexville City, Pct 1",Straight Party,,Republican Party,REP,234,143,91
Bay,"Essexville City, Pct 1",Straight Party,,Libertarian Party,LIB,3,2,1
Bay,"Essexville City, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,1,1,0
Bay,"Essexville City, Pct 1",Straight Party,,Working Class Party,WCP,2,2,0
Bay,"Essexville City, Pct 1",Straight Party,,Green Party,GRN,0,0,0
Bay,"Essexville City, Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Essexville City, Pct 1",President,,Joseph R. Biden,DEM,517,157,360
Bay,"Essexville City, Pct 1",President,,Donald J. Trump,REP,518,328,190
Bay,"Essexville City, Pct 1",President,,Jo Jorgensen,LIB,20,13,7
Bay,"Essexville City, Pct 1",President,,Don Blankenship,UTP,1,1,0
Bay,"Essexville City, Pct 1",President,,Howie Hawkins,GRN,4,2,2
Bay,"Essexville City, Pct 1",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Essexville City, Pct 1",President,,Write-In,,0,0,0
Bay,"Essexville City, Pct 1",U.S. Senate,,Gary Peters,DEM,528,166,362
Bay,"Essexville City, Pct 1",U.S. Senate,,John James,REP,516,323,193
Bay,"Essexville City, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,4,2,2
Bay,"Essexville City, Pct 1",U.S. Senate,,Marcia Squier,GRN,3,0,3
Bay,"Essexville City, Pct 1",U.S. Senate,,Doug Dern,NLP,2,0,2
Bay,"Essexville City, Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Essexville City, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,529,161,368
Bay,"Essexville City, Pct 1",U.S. House,5,Tim Kelly,REP,482,300,182
Bay,"Essexville City, Pct 1",U.S. House,5,James Harris,LIB,12,9,3
Bay,"Essexville City, Pct 1",U.S. House,5,Kathy Goodwin,WCP,21,14,7
Bay,"Essexville City, Pct 1",U.S. House,5,Write-In,,0,0,0
Bay,"Essexville City, Pct 1",State Representative,96,Brian K. Elder,DEM,503,157,346
Bay,"Essexville City, Pct 1",State Representative,96,Timothy Beson,REP,545,329,216
Bay,"Essexville City, Pct 1",State Representative,96,Write-In,,2,2,0
Bay,"Essexville City, Pct 2",Registered Voters,,,,1456,,
Bay,"Essexville City, Pct 2",Ballots Cast,,,,1113,548,565
Bay,"Essexville City, Pct 2",Ballots Cast Blank,,,,0,0,0
Bay,"Essexville City, Pct 2",Straight Party,,Democratic Party,DEM,272,94,178
Bay,"Essexville City, Pct 2",Straight Party,,Republican Party,REP,248,166,82
Bay,"Essexville City, Pct 2",Straight Party,,Libertarian Party,LIB,6,5,1
Bay,"Essexville City, Pct 2",Straight Party,,U.S. Taxpayers Party,UTP,2,0,2
Bay,"Essexville City, Pct 2",Straight Party,,Working Class Party,WCP,5,3,2
Bay,"Essexville City, Pct 2",Straight Party,,Green Party,GRN,0,0,0
Bay,"Essexville City, Pct 2",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Essexville City, Pct 2",President,,Joseph R. Biden,DEM,541,194,347
Bay,"Essexville City, Pct 2",President,,Donald J. Trump,REP,550,342,208
Bay,"Essexville City, Pct 2",President,,Jo Jorgensen,LIB,12,9,3
Bay,"Essexville City, Pct 2",President,,Don Blankenship,UTP,1,1,0
Bay,"Essexville City, Pct 2",President,,Howie Hawkins,GRN,0,0,0
Bay,"Essexville City, Pct 2",President,,Rocky De La Fuente,NLP,1,1,0
Bay,"Essexville City, Pct 2",President,,Write-In,,0,0,0
Bay,"Essexville City, Pct 2",U.S. Senate,,Gary Peters,DEM,541,198,343
Bay,"Essexville City, Pct 2",U.S. Senate,,John James,REP,536,329,207
Bay,"Essexville City, Pct 2",U.S. Senate,,Valerie L. Willis,UTP,9,5,4
Bay,"Essexville City, Pct 2",U.S. Senate,,Marcia Squier,GRN,3,2,1
Bay,"Essexville City, Pct 2",U.S. Senate,,Doug Dern,NLP,3,3,0
Bay,"Essexville City, Pct 2",U.S. Senate,,Write-In,,1,1,0
Bay,"Essexville City, Pct 2",U.S. House,5,Daniel T. Kildee,DEM,544,198,346
Bay,"Essexville City, Pct 2",U.S. House,5,Tim Kelly,REP,508,316,192
Bay,"Essexville City, Pct 2",U.S. House,5,James Harris,LIB,10,4,6
Bay,"Essexville City, Pct 2",U.S. House,5,Kathy Goodwin,WCP,26,16,10
Bay,"Essexville City, Pct 2",U.S. House,5,Write-In,,0,0,0
Bay,"Essexville City, Pct 2",State Representative,96,Brian K. Elder,DEM,525,195,330
Bay,"Essexville City, Pct 2",State Representative,96,Timothy Beson,REP,561,335,226
Bay,"Essexville City, Pct 2",State Representative,96,Write-In,,2,1,1
Bay,"Pinconning City, Pct 1",Registered Voters,,,,951,,
Bay,"Pinconning City, Pct 1",Ballots Cast,,,,596,596,0
Bay,"Pinconning City, Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Pinconning City, Pct 1",Straight Party,,Democratic Party,DEM,129,129,0
Bay,"Pinconning City, Pct 1",Straight Party,,Republican Party,REP,170,170,0
Bay,"Pinconning City, Pct 1",Straight Party,,Libertarian Party,LIB,2,2,0
Bay,"Pinconning City, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,0,0,0
Bay,"Pinconning City, Pct 1",Straight Party,,Working Class Party,WCP,4,4,0
Bay,"Pinconning City, Pct 1",Straight Party,,Green Party,GRN,2,2,0
Bay,"Pinconning City, Pct 1",Straight Party,,Natural Law Party,NLP,1,1,0
Bay,"Pinconning City, Pct 1",President,,Joseph R. Biden,DEM,247,247,0
Bay,"Pinconning City, Pct 1",President,,Donald J. Trump,REP,336,336,0
Bay,"Pinconning City, Pct 1",President,,Jo Jorgensen,LIB,3,3,0
Bay,"Pinconning City, Pct 1",President,,Don Blankenship,UTP,1,1,0
Bay,"Pinconning City, Pct 1",President,,Howie Hawkins,GRN,3,3,0
Bay,"Pinconning City, Pct 1",President,,Rocky De La Fuente,NLP,2,2,0
Bay,"Pinconning City, Pct 1",President,,Write-In,,0,0,0
Bay,"Pinconning City, Pct 1",U.S. Senate,,Gary Peters,DEM,262,262,0
Bay,"Pinconning City, Pct 1",U.S. Senate,,John James,REP,307,307,0
Bay,"Pinconning City, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,4,4,0
Bay,"Pinconning City, Pct 1",U.S. Senate,,Marcia Squier,GRN,6,6,0
Bay,"Pinconning City, Pct 1",U.S. Senate,,Doug Dern,NLP,3,3,0
Bay,"Pinconning City, Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Pinconning City, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,263,263,0
Bay,"Pinconning City, Pct 1",U.S. House,5,Tim Kelly,REP,297,297,0
Bay,"Pinconning City, Pct 1",U.S. House,5,James Harris,LIB,5,5,0
Bay,"Pinconning City, Pct 1",U.S. House,5,Kathy Goodwin,WCP,15,15,0
Bay,"Pinconning City, Pct 1",U.S. House,5,Write-In,,3,3,0
Bay,"Pinconning City, Pct 1",State Representative,98,Sarah Schulz,DEM,250,250,0
Bay,"Pinconning City, Pct 1",State Representative,98,Annette Glenn,REP,332,332,0
Bay,"Pinconning City, Pct 1",State Representative,98,Write-In,,0,0,0
Bay,"Bangor Twp., Pct 1",Registered Voters,,,,1467,,
Bay,"Bangor Twp., Pct 1",Ballots Cast,,,,1156,481,675
Bay,"Bangor Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Bangor Twp., Pct 1",Straight Party,,Democratic Party,DEM,231,54,177
Bay,"Bangor Twp., Pct 1",Straight Party,,Republican Party,REP,257,148,109
Bay,"Bangor Twp., Pct 1",Straight Party,,Libertarian Party,LIB,3,2,1
Bay,"Bangor Twp., Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,0,0,0
Bay,"Bangor Twp., Pct 1",Straight Party,,Working Class Party,WCP,5,5,0
Bay,"Bangor Twp., Pct 1",Straight Party,,Green Party,GRN,0,0,0
Bay,"Bangor Twp., Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Joseph R. Biden,DEM,478,112,366
Bay,"Bangor Twp., Pct 1",President,,Donald J. Trump,REP,652,356,296
Bay,"Bangor Twp., Pct 1",President,,Jo Jorgensen,LIB,15,10,5
Bay,"Bangor Twp., Pct 1",President,,Don Blankenship,UTP,2,0,2
Bay,"Bangor Twp., Pct 1",President,,Howie Hawkins,GRN,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Rocky De La Fuente,NLP,1,1,0
Bay,"Bangor Twp., Pct 1",President,,Write-In,,1,1,0
Bay,"Bangor Twp., Pct 1",U.S. Senate,,Gary Peters,DEM,467,115,352
Bay,"Bangor Twp., Pct 1",U.S. Senate,,John James,REP,645,343,302
Bay,"Bangor Twp., Pct 1",U.S. Senate,,Valerie L. Willis,UTP,6,3,3
Bay,"Bangor Twp., Pct 1",U.S. Senate,,Marcia Squier,GRN,4,2,2
Bay,"Bangor Twp., Pct 1",U.S. Senate,,Doug Dern,NLP,2,1,1
Bay,"Bangor Twp., Pct 1",U.S. Senate,,Write-In,,3,2,1
Bay,"Bangor Twp., Pct 1",U.S. House,5,Daniel T. Kildee,DEM,482,120,362
Bay,"Bangor Twp., Pct 1",U.S. House,5,Tim Kelly,REP,607,322,285
Bay,"Bangor Twp., Pct 1",U.S. House,5,James Harris,LIB,10,6,4
Bay,"Bangor Twp., Pct 1",U.S. House,5,Kathy Goodwin,WCP,19,11,8
Bay,"Bangor Twp., Pct 1",U.S. House,5,Write-In,,1,1,0
Bay,"Bangor Twp., Pct 1",State Representative,96,Brian K. Elder,DEM,425,113,312
Bay,"Bangor Twp., Pct 1",State Representative,96,Timothy Beson,REP,708,362,346
Bay,"Bangor Twp., Pct 1",State Representative,96,Write-In,,0,0,0
Bay,"Bangor Twp., Pct 2",Registered Voters,,,,1968,,
Bay,"Bangor Twp., Pct 2",Ballots Cast,,,,1444,572,872
Bay,"Bangor Twp., Pct 2",Ballots Cast Blank,,,,0,0,0
Bay,"Bangor Twp., Pct 2",Straight Party,,Democratic Party,DEM,238,45,193
Bay,"Bangor Twp., Pct 2",Straight Party,,Republican Party,REP,362,197,165
Bay,"Bangor Twp., Pct 2",Straight Party,,Libertarian Party,LIB,8,8,0
Bay,"Bangor Twp., Pct 2",Straight Party,,U.S. Taxpayers Party,UTP,2,2,0
Bay,"Bangor Twp., Pct 2",Straight Party,,Working Class Party,WCP,9,7,2
Bay,"Bangor Twp., Pct 2",Straight Party,,Green Party,GRN,1,0,1
Bay,"Bangor Twp., Pct 2",Straight Party,,Natural Law Party,NLP,1,1,0
Bay,"Bangor Twp., Pct 2",President,,Joseph R. Biden,DEM,573,112,461
Bay,"Bangor Twp., Pct 2",President,,Donald J. Trump,REP,842,450,392
Bay,"Bangor Twp., Pct 2",President,,Jo Jorgensen,LIB,15,7,8
Bay,"Bangor Twp., Pct 2",President,,Don Blankenship,UTP,3,2,1
Bay,"Bangor Twp., Pct 2",President,,Howie Hawkins,GRN,1,1,0
Bay,"Bangor Twp., Pct 2",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Write-In,,1,0,1
Bay,"Bangor Twp., Pct 2",U.S. Senate,,Gary Peters,DEM,604,129,475
Bay,"Bangor Twp., Pct 2",U.S. Senate,,John James,REP,796,424,372
Bay,"Bangor Twp., Pct 2",U.S. Senate,,Valerie L. Willis,UTP,14,6,8
Bay,"Bangor Twp., Pct 2",U.S. Senate,,Marcia Squier,GRN,6,4,2
Bay,"Bangor Twp., Pct 2",U.S. Senate,,Doug Dern,NLP,1,0,1
Bay,"Bangor Twp., Pct 2",U.S. Senate,,Write-In,,1,0,1
Bay,"Bangor Twp., Pct 2",U.S. House,5,Daniel T. Kildee,DEM,606,136,470
Bay,"Bangor Twp., Pct 2",U.S. House,5,Tim Kelly,REP,753,384,369
Bay,"Bangor Twp., Pct 2",U.S. House,5,James Harris,LIB,25,18,7
Bay,"Bangor Twp., Pct 2",U.S. House,5,Kathy Goodwin,WCP,25,15,10
Bay,"Bangor Twp., Pct 2",U.S. House,5,Write-In,,0,0,0
Bay,"Bangor Twp., Pct 2",State Representative,96,Brian K. Elder,DEM,536,134,402
Bay,"Bangor Twp., Pct 2",State Representative,96,Timothy Beson,REP,881,430,451
Bay,"Bangor Twp., Pct 2",State Representative,96,Write-In,,5,1,4
Bay,"Bangor Twp., Pct 3",Registered Voters,,,,3126,,
Bay,"Bangor Twp., Pct 3",Ballots Cast,,,,1459,698,761
Bay,"Bangor Twp., Pct 3",Ballots Cast Blank,,,,0,0,0
Bay,"Bangor Twp., Pct 3",Straight Party,,Democratic Party,DEM,322,107,215
Bay,"Bangor Twp., Pct 3",Straight Party,,Republican Party,REP,379,252,127
Bay,"Bangor Twp., Pct 3",Straight Party,,Libertarian Party,LIB,3,3,0
Bay,"Bangor Twp., Pct 3",Straight Party,,U.S. Taxpayers Party,UTP,2,2,0
Bay,"Bangor Twp., Pct 3",Straight Party,,Working Class Party,WCP,5,4,1
Bay,"Bangor Twp., Pct 3",Straight Party,,Green Party,GRN,1,0,1
Bay,"Bangor Twp., Pct 3",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Joseph R. Biden,DEM,620,190,430
Bay,"Bangor Twp., Pct 3",President,,Donald J. Trump,REP,814,496,318
Bay,"Bangor Twp., Pct 3",President,,Jo Jorgensen,LIB,10,7,3
Bay,"Bangor Twp., Pct 3",President,,Don Blankenship,UTP,4,3,1
Bay,"Bangor Twp., Pct 3",President,,Howie Hawkins,GRN,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Write-In,,1,1,0
Bay,"Bangor Twp., Pct 3",U.S. Senate,,Gary Peters,DEM,633,202,431
Bay,"Bangor Twp., Pct 3",U.S. Senate,,John James,REP,786,469,317
Bay,"Bangor Twp., Pct 3",U.S. Senate,,Valerie L. Willis,UTP,6,6,0
Bay,"Bangor Twp., Pct 3",U.S. Senate,,Marcia Squier,GRN,6,5,1
Bay,"Bangor Twp., Pct 3",U.S. Senate,,Doug Dern,NLP,0,0,0
Bay,"Bangor Twp., Pct 3",U.S. Senate,,Write-In,,3,3,0
Bay,"Bangor Twp., Pct 3",U.S. House,5,Daniel T. Kildee,DEM,649,206,443
Bay,"Bangor Twp., Pct 3",U.S. House,5,Tim Kelly,REP,718,433,285
Bay,"Bangor Twp., Pct 3",U.S. House,5,James Harris,LIB,17,13,4
Bay,"Bangor Twp., Pct 3",U.S. House,5,Kathy Goodwin,WCP,39,25,14
Bay,"Bangor Twp., Pct 3",U.S. House,5,Write-In,,2,2,0
Bay,"Bangor Twp., Pct 3",State Representative,96,Brian K. Elder,DEM,564,187,377
Bay,"Bangor Twp., Pct 3",State Representative,96,Timothy Beson,REP,858,493,365
Bay,"Bangor Twp., Pct 3",State Representative,96,Write-In,,4,1,3
Bay,"Bangor Twp., Pct 4",Registered Voters,,,,1705,,
Bay,"Bangor Twp., Pct 4",Ballots Cast,,,,1236,454,782
Bay,"Bangor Twp., Pct 4",Ballots Cast Blank,,,,0,0,0
Bay,"Bangor Twp., Pct 4",Straight Party,,Democratic Party,DEM,326,67,259
Bay,"Bangor Twp., Pct 4",Straight Party,,Republican Party,REP,287,139,148
Bay,"Bangor Twp., Pct 4",Straight Party,,Libertarian Party,LIB,4,4,0
Bay,"Bangor Twp., Pct 4",Straight Party,,U.S. Taxpayers Party,UTP,0,0,0
Bay,"Bangor Twp., Pct 4",Straight Party,,Working Class Party,WCP,4,3,1
Bay,"Bangor Twp., Pct 4",Straight Party,,Green Party,GRN,1,1,0
Bay,"Bangor Twp., Pct 4",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Joseph R. Biden,DEM,573,125,448
Bay,"Bangor Twp., Pct 4",President,,Donald J. Trump,REP,637,320,317
Bay,"Bangor Twp., Pct 4",President,,Jo Jorgensen,LIB,8,7,1
Bay,"Bangor Twp., Pct 4",President,,Don Blankenship,UTP,3,0,3
Bay,"Bangor Twp., Pct 4",President,,Howie Hawkins,GRN,4,0,4
Bay,"Bangor Twp., Pct 4",President,,Rocky De La Fuente,NLP,2,0,2
Bay,"Bangor Twp., Pct 4",President,,Write-In,,0,0,0
Bay,"Bangor Twp., Pct 4",U.S. Senate,,Gary Peters,DEM,599,135,464
Bay,"Bangor Twp., Pct 4",U.S. Senate,,John James,REP,601,303,298
Bay,"Bangor Twp., Pct 4",U.S. Senate,,Valerie L. Willis,UTP,5,2,3
Bay,"Bangor Twp., Pct 4",U.S. Senate,,Marcia Squier,GRN,6,1,5
Bay,"Bangor Twp., Pct 4",U.S. Senate,,Doug Dern,NLP,2,0,2
Bay,"Bangor Twp., Pct 4",U.S. Senate,,Write-In,,0,0,0
Bay,"Bangor Twp., Pct 4",U.S. House,5,Daniel T. Kildee,DEM,600,137,463
Bay,"Bangor Twp., Pct 4",U.S. House,5,Tim Kelly,REP,567,278,289
Bay,"Bangor Twp., Pct 4",U.S. House,5,James Harris,LIB,15,12,3
Bay,"Bangor Twp., Pct 4",U.S. House,5,Kathy Goodwin,WCP,17,8,9
Bay,"Bangor Twp., Pct 4",U.S. House,5,Write-In,,1,1,0
Bay,"Bangor Twp., Pct 4",State Representative,96,Brian K. Elder,DEM,554,131,423
Bay,"Bangor Twp., Pct 4",State Representative,96,Timothy Beson,REP,653,310,343
Bay,"Bangor Twp., Pct 4",State Representative,96,Write-In,,0,0,0
Bay,"Bangor Twp., Pct 5",Registered Voters,,,,2805,,
Bay,"Bangor Twp., Pct 5",Ballots Cast,,,,1947,830,1117
Bay,"Bangor Twp., Pct 5",Ballots Cast Blank,,,,0,0,0
Bay,"Bangor Twp., Pct 5",Straight Party,,Democratic Party,DEM,442,91,351
Bay,"Bangor Twp., Pct 5",Straight Party,,Republican Party,REP,511,323,188
Bay,"Bangor Twp., Pct 5",Straight Party,,Libertarian Party,LIB,9,8,1
Bay,"Bangor Twp., Pct 5",Straight Party,,U.S. Taxpayers Party,UTP,4,1,3
Bay,"Bangor Twp., Pct 5",Straight Party,,Working Class Party,WCP,4,3,1
Bay,"Bangor Twp., Pct 5",Straight Party,,Green Party,GRN,2,2,0
Bay,"Bangor Twp., Pct 5",Straight Party,,Natural Law Party,NLP,1,1,0
Bay,"Bangor Twp., Pct 5",President,,Joseph R. Biden,DEM,863,196,667
Bay,"Bangor Twp., Pct 5",President,,Donald J. Trump,REP,1053,622,431
Bay,"Bangor Twp., Pct 5",President,,Jo Jorgensen,LIB,10,7,3
Bay,"Bangor Twp., Pct 5",President,,Don Blankenship,UTP,5,0,5
Bay,"Bangor Twp., Pct 5",President,,Howie Hawkins,GRN,6,3,3
Bay,"Bangor Twp., Pct 5",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Bangor Twp., Pct 5",President,,Write-In,,1,0,1
Bay,"Bangor Twp., Pct 5",U.S. Senate,,Gary Peters,DEM,860,218,642
Bay,"Bangor Twp., Pct 5",U.S. Senate,,John James,REP,1002,583,419
Bay,"Bangor Twp., Pct 5",U.S. Senate,,Valerie L. Willis,UTP,22,3,19
Bay,"Bangor Twp., Pct 5",U.S. Senate,,Marcia Squier,GRN,18,12,6
Bay,"Bangor Twp., Pct 5",U.S. Senate,,Doug Dern,NLP,4,0,4
Bay,"Bangor Twp., Pct 5",U.S. Senate,,Write-In,,3,1,2
Bay,"Bangor Twp., Pct 5",U.S. House,5,Daniel T. Kildee,DEM,879,227,652
Bay,"Bangor Twp., Pct 5",U.S. House,5,Tim Kelly,REP,960,544,416
Bay,"Bangor Twp., Pct 5",U.S. House,5,James Harris,LIB,27,18,9
Bay,"Bangor Twp., Pct 5",U.S. House,5,Kathy Goodwin,WCP,28,16,12
Bay,"Bangor Twp., Pct 5",U.S. House,5,Write-In,,3,2,1
Bay,"Bangor Twp., Pct 5",State Representative,96,Brian K. Elder,DEM,798,214,584
Bay,"Bangor Twp., Pct 5",State Representative,96,Timothy Beson,REP,1100,597,503
Bay,"Bangor Twp., Pct 5",State Representative,96,Write-In,,6,2,4
Bay,"Bangor Twp., Pct 6",Registered Voters,,,,2067,,
Bay,"Bangor Twp., Pct 6",Ballots Cast,,,,1520,579,941
Bay,"Bangor Twp., Pct 6",Ballots Cast Blank,,,,1,0,1
Bay,"Bangor Twp., Pct 6",Straight Party,,Democratic Party,DEM,336,60,276
Bay,"Bangor Twp., Pct 6",Straight Party,,Republican Party,REP,334,187,147
Bay,"Bangor Twp., Pct 6",Straight Party,,Libertarian Party,LIB,7,3,4
Bay,"Bangor Twp., Pct 6",Straight Party,,U.S. Taxpayers Party,UTP,2,1,1
Bay,"Bangor Twp., Pct 6",Straight Party,,Working Class Party,WCP,5,4,1
Bay,"Bangor Twp., Pct 6",Straight Party,,Green Party,GRN,3,2,1
Bay,"Bangor Twp., Pct 6",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Bangor Twp., Pct 6",President,,Joseph R. Biden,DEM,707,143,564
Bay,"Bangor Twp., Pct 6",President,,Donald J. Trump,REP,778,425,353
Bay,"Bangor Twp., Pct 6",President,,Jo Jorgensen,LIB,18,8,10
Bay,"Bangor Twp., Pct 6",President,,Don Blankenship,UTP,2,0,2
Bay,"Bangor Twp., Pct 6",President,,Howie Hawkins,GRN,2,1,1
Bay,"Bangor Twp., Pct 6",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Bangor Twp., Pct 6",President,,Write-In,,7,2,5
Bay,"Bangor Twp., Pct 6",U.S. Senate,,Gary Peters,DEM,708,146,562
Bay,"Bangor Twp., Pct 6",U.S. Senate,,John James,REP,763,412,351
Bay,"Bangor Twp., Pct 6",U.S. Senate,,Valerie L. Willis,UTP,9,3,6
Bay,"Bangor Twp., Pct 6",U.S. Senate,,Marcia Squier,GRN,9,4,5
Bay,"Bangor Twp., Pct 6",U.S. Senate,,Doug Dern,NLP,5,2,3
Bay,"Bangor Twp., Pct 6",U.S. Senate,,Write-In,,4,2,2
Bay,"Bangor Twp., Pct 6",U.S. House,5,Daniel T. Kildee,DEM,713,149,564
Bay,"Bangor Twp., Pct 6",U.S. House,5,Tim Kelly,REP,704,378,326
Bay,"Bangor Twp., Pct 6",U.S. House,5,James Harris,LIB,31,14,17
Bay,"Bangor Twp., Pct 6",U.S. House,5,Kathy Goodwin,WCP,31,17,14
Bay,"Bangor Twp., Pct 6",U.S. House,5,Write-In,,4,2,2
Bay,"Bangor Twp., Pct 6",State Representative,96,Brian K. Elder,DEM,655,142,513
Bay,"Bangor Twp., Pct 6",State Representative,96,Timothy Beson,REP,832,427,405
Bay,"Bangor Twp., Pct 6",State Representative,96,Write-In,,3,2,1
Bay,"Beaver Twp., Pct 1",Registered Voters,,,,2259,,
Bay,"Beaver Twp., Pct 1",Ballots Cast,,,,1773,978,795
Bay,"Beaver Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Beaver Twp., Pct 1",Straight Party,,Democratic Party,DEM,246,73,173
Bay,"Beaver Twp., Pct 1",Straight Party,,Republican Party,REP,507,377,130
Bay,"Beaver Twp., Pct 1",Straight Party,,Libertarian Party,LIB,8,5,3
Bay,"Beaver Twp., Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,1,1,0
Bay,"Beaver Twp., Pct 1",Straight Party,,Working Class Party,WCP,4,1,3
Bay,"Beaver Twp., Pct 1",Straight Party,,Green Party,GRN,1,1,0
Bay,"Beaver Twp., Pct 1",Straight Party,,Natural Law Party,NLP,2,2,0
Bay,"Beaver Twp., Pct 1",President,,Joseph R. Biden,DEM,550,175,375
Bay,"Beaver Twp., Pct 1",President,,Donald J. Trump,REP,1179,788,391
Bay,"Beaver Twp., Pct 1",President,,Jo Jorgensen,LIB,19,7,12
Bay,"Beaver Twp., Pct 1",President,,Don Blankenship,UTP,3,2,1
Bay,"Beaver Twp., Pct 1",President,,Howie Hawkins,GRN,3,2,1
Bay,"Beaver Twp., Pct 1",President,,Rocky De La Fuente,NLP,1,0,1
Bay,"Beaver Twp., Pct 1",President,,Write-In,,4,3,1
Bay,"Beaver Twp., Pct 1",U.S. Senate,,Gary Peters,DEM,612,208,404
Bay,"Beaver Twp., Pct 1",U.S. Senate,,John James,REP,1098,738,360
Bay,"Beaver Twp., Pct 1",U.S. Senate,,Valerie L. Willis,UTP,17,7,10
Bay,"Beaver Twp., Pct 1",U.S. Senate,,Marcia Squier,GRN,5,2,3
Bay,"Beaver Twp., Pct 1",U.S. Senate,,Doug Dern,NLP,3,2,1
Bay,"Beaver Twp., Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Beaver Twp., Pct 1",U.S. House,5,Daniel T. Kildee,DEM,600,197,403
Bay,"Beaver Twp., Pct 1",U.S. House,5,Tim Kelly,REP,1015,688,327
Bay,"Beaver Twp., Pct 1",U.S. House,5,James Harris,LIB,37,23,14
