county,precinct,office,vote_type,district,party,candidate,votes
Monroe,"Bedford Township, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"Bedford Township, Precinct 2",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Bedford Township, Precinct 3",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Bedford Township, Precinct 4",Governor,Election Day,,UST,Donna Brandenburg,5
Monroe,"Bedford Township, Precinct 5",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Bedford Township, Precinct 6",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Bedford Township, Precinct 7",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Bedford Township, Precinct 8",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"Bedford Township, Precinct 9",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Bedford Township, Precinct 10",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"Bedford Township, Precinct 11",Governor,Election Day,,UST,Donna Brandenburg,0
Monroe,"Bedford Township, Precinct 12",Governor,Election Day,,UST,Donna Brandenburg,4
Monroe,"Bedford Township, Precinct 13",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Bedford Township, Precinct 14",Governor,Election Day,,UST,Donna Brandenburg,5
Monroe,"Berlin Township, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Berlin Township, Precinct 2",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Berlin Township, Precinct 3",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"Berlin Township, Precinct 4",Governor,Election Day,,UST,Donna Brandenburg,6
Monroe,"City of Luna Pier, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,4
Monroe,"City of Milan, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"City of Monroe, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,0
Monroe,"City of Monroe, Precinct 2",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"City of Monroe, Precinct 3N",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"City of Monroe, Precinct 3S",Governor,Election Day,,UST,Donna Brandenburg,
Monroe,"City of Monroe, Precinct 4",Governor,Election Day,,UST,Donna Brandenburg,4
Monroe,"City of Monroe, Precinct 5",Governor,Election Day,,UST,Donna Brandenburg,5
Monroe,"City of Monroe, Precinct 6",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"City of Petersburg, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Dundee Township, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,4
Monroe,"Dundee Township, Precinct 2",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Dundee Township, Precinct 3",Governor,Election Day,,UST,Donna Brandenburg,5
Monroe,"Erie Township, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Erie Township, Precinct 2",Governor,Election Day,,UST,Donna Brandenburg,5
Monroe,"Exeter Township, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,9
Monroe,"Exeter Township, Precinct 2",Governor,Election Day,,UST,Donna Brandenburg,9
Monroe,"Frenchtown Township,Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Frenchtown Township,Precinct 2",Governor,Election Day,,UST,Donna Brandenburg,4
Monroe,"Frenchtown Township,Precinct 3",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"Frenchtown Township,Precinct 4",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Frenchtown Township,Precinct 5",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"Frenchtown Township,Precinct 6",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Frenchtown Township,Precinct 7",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"Frenchtown Township,Precinct 8",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Frenchtown Township,Precinct 9",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Ida Township, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Ida Township, Precinct 2",Governor,Election Day,,UST,Donna Brandenburg,4
Monroe,"La Salle Township, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,4
Monroe,"La Salle Township, Precinct 2",Governor,Election Day,,UST,Donna Brandenburg,4
Monroe,"London Township, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,9
Monroe,"Milan Township, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,7
Monroe,"Monroe Township, Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,4
Monroe,"Monroe Township, Precinct 2",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Monroe Township, Precinct 3",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Monroe Township, Precinct 4",Governor,Election Day,,UST,Donna Brandenburg,6
Monroe,"Monroe Township, Precinct 5",Governor,Election Day,,UST,Donna Brandenburg,4
Monroe,"Monroe Township, Precinct 6",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Raisinville Township, Precinct1",Governor,Election Day,,UST,Donna Brandenburg,1
Monroe,"Raisinville Township, Precinct2",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"Summerfield Township,Precinct 1",Governor,Election Day,,UST,Donna Brandenburg,2
Monroe,"Whiteford Township, Precinct1",Governor,Election Day,,UST,Donna Brandenburg,5
Monroe,"Whiteford Township, Precinct2",Governor,Election Day,,UST,Donna Brandenburg,3
Monroe,"Ash Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Ash Township, Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,6
Monroe,"Ash Township, Precinct 3",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"Bedford Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Bedford Township, Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Bedford Township, Precinct 3",Governor,Absentee,,UST,Donna Brandenburg,5
Monroe,"Bedford Township, Precinct 4",Governor,Absentee,,UST,Donna Brandenburg,3
Monroe,"Bedford Township, Precinct 5",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"Bedford Township, Precinct 6",Governor,Absentee,,UST,Donna Brandenburg,3
Monroe,"Bedford Township, Precinct 7",Governor,Absentee,,UST,Donna Brandenburg,4
Monroe,"Bedford Township, Precinct 8",Governor,Absentee,,UST,Donna Brandenburg,3
Monroe,"Bedford Township, Precinct 9",Governor,Absentee,,UST,Donna Brandenburg,6
Monroe,"Bedford Township, Precinct 10",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Bedford Township, Precinct 11",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"Bedford Township, Precinct 12",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Bedford Township, Precinct 13",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Bedford Township, Precinct 14",Governor,Absentee,,UST,Donna Brandenburg,3
Monroe,"Berlin Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Berlin Township, Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,3
Monroe,"Berlin Township, Precinct 3",Governor,Absentee,,UST,Donna Brandenburg,3
Monroe,"Berlin Township, Precinct 4",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"City of Luna Pier, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"City of Milan, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"City of Monroe, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"City of Monroe, Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"City of Monroe, Precinct 3N",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"City of Monroe, Precinct 3S",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"City of Monroe, Precinct 4",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"City of Monroe, Precinct 5",Governor,Absentee,,UST,Donna Brandenburg,4
Monroe,"City of Monroe, Precinct 6",Governor,Absentee,,UST,Donna Brandenburg,5
Monroe,"City of Petersburg, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Dundee Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Dundee Township, Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Dundee Township, Precinct 3",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Erie Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Erie Township, Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Exeter Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Exeter Township, Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Frenchtown Township,Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Frenchtown Township,Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Frenchtown Township,Precinct 3",Governor,Absentee,,UST,Donna Brandenburg,3
Monroe,"Frenchtown Township,Precinct 4",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Frenchtown Township,Precinct 5",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"Frenchtown Township,Precinct 6",Governor,Absentee,,UST,Donna Brandenburg,3
Monroe,"Frenchtown Township,Precinct 7",Governor,Absentee,,UST,Donna Brandenburg,4
Monroe,"Frenchtown Township,Precinct 8",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"Frenchtown Township,Precinct 9",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Ida Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,4
Monroe,"Ida Township, Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"La Salle Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,6
Monroe,"La Salle Township, Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"London Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Milan Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Monroe Township, Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,4
Monroe,"Monroe Township, Precinct 2",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"Monroe Township, Precinct 3",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Monroe Township, Precinct 4",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"Monroe Township, Precinct 5",Governor,Absentee,,UST,Donna Brandenburg,5
Monroe,"Monroe Township, Precinct 6",Governor,Absentee,,UST,Donna Brandenburg,3
Monroe,"Raisinville Township, Precinct1",Governor,Absentee,,UST,Donna Brandenburg,1
Monroe,"Raisinville Township, Precinct2",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Summerfield Township,Precinct 1",Governor,Absentee,,UST,Donna Brandenburg,4
Monroe,"Whiteford Township, Precinct1",Governor,Absentee,,UST,Donna Brandenburg,2
Monroe,"Whiteford Township, Precinct2",Governor,Absentee,,UST,Donna Brandenburg,0
Monroe,"Ash Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Ash Township, Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,5
Monroe,"Ash Township, Precinct 3",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Bedford Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,4
Monroe,"Bedford Township, Precinct 3",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Bedford Township, Precinct 4",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Bedford Township, Precinct 5",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Bedford Township, Precinct 6",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Bedford Township, Precinct 7",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Bedford Township, Precinct 8",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 9",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 10",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Bedford Township, Precinct 11",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Bedford Township, Precinct 12",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Bedford Township, Precinct 13",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Bedford Township, Precinct 14",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Berlin Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,3
Monroe,"Berlin Township, Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Berlin Township, Precinct 3",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Berlin Township, Precinct 4",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"City of Luna Pier, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,5
Monroe,"City of Milan, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,5
Monroe,"City of Monroe, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"City of Monroe, Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,3
Monroe,"City of Monroe, Precinct 3N",Governor,Election Day,,GRN,Kevin Hogan,3
Monroe,"City of Monroe, Precinct 3S",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"City of Monroe, Precinct 4",Governor,Election Day,,GRN,Kevin Hogan,5
Monroe,"City of Monroe, Precinct 5",Governor,Election Day,,GRN,Kevin Hogan,3
Monroe,"City of Monroe, Precinct 6",Governor,Election Day,,GRN,Kevin Hogan,3
Monroe,"City of Petersburg, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Dundee Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Dundee Township, Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,4
Monroe,"Dundee Township, Precinct 3",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Erie Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Erie Township, Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,3
Monroe,"Exeter Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Exeter Township, Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Frenchtown Township,Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"Frenchtown Township,Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Frenchtown Township,Precinct 3",Governor,Election Day,,GRN,Kevin Hogan,3
Monroe,"Frenchtown Township,Precinct 4",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Frenchtown Township,Precinct 5",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Frenchtown Township,Precinct 6",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Frenchtown Township,Precinct 7",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Frenchtown Township,Precinct 8",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Frenchtown Township,Precinct 9",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"Ida Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Ida Township, Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,4
Monroe,"La Salle Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"La Salle Township, Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"London Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,3
Monroe,"Milan Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Monroe Township, Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"Monroe Township, Precinct 2",Governor,Election Day,,GRN,Kevin Hogan,3
Monroe,"Monroe Township, Precinct 3",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"Monroe Township, Precinct 4",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Monroe Township, Precinct 5",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"Monroe Township, Precinct 6",Governor,Election Day,,GRN,Kevin Hogan,2
Monroe,"Raisinville Township, Precinct1",Governor,Election Day,,GRN,Kevin Hogan,3
Monroe,"Raisinville Township, Precinct2",Governor,Election Day,,GRN,Kevin Hogan,6
Monroe,"Summerfield Township,Precinct 1",Governor,Election Day,,GRN,Kevin Hogan,4
Monroe,"Whiteford Township, Precinct1",Governor,Election Day,,GRN,Kevin Hogan,0
Monroe,"Whiteford Township, Precinct2",Governor,Election Day,,GRN,Kevin Hogan,1
Monroe,"Ash Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,2
Monroe,"Ash Township, Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"Ash Township, Precinct 3",Governor,Absentee,,GRN,Kevin Hogan,2
Monroe,"Bedford Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,2
Monroe,"Bedford Township, Precinct 3",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 4",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"Bedford Township, Precinct 5",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"Bedford Township, Precinct 6",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 7",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"Bedford Township, Precinct 8",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 9",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 10",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 11",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 12",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 13",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Bedford Township, Precinct 14",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Berlin Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"Berlin Township, Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,2
Monroe,"Berlin Township, Precinct 3",Governor,Absentee,,GRN,Kevin Hogan,2
Monroe,"Berlin Township, Precinct 4",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"City of Luna Pier, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"City of Milan, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"City of Monroe, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"City of Monroe, Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"City of Monroe, Precinct 3N",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"City of Monroe, Precinct 3S",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"City of Monroe, Precinct 4",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"City of Monroe, Precinct 5",Governor,Absentee,,GRN,Kevin Hogan,3
Monroe,"City of Monroe, Precinct 6",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"City of Petersburg, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Dundee Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"Dundee Township, Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Dundee Township, Precinct 3",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Erie Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Erie Township, Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,2
Monroe,"Exeter Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Exeter Township, Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Frenchtown Township,Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Frenchtown Township,Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"Frenchtown Township,Precinct 3",Governor,Absentee,,GRN,Kevin Hogan,3
Monroe,"Frenchtown Township,Precinct 4",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Frenchtown Township,Precinct 5",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Frenchtown Township,Precinct 6",Governor,Absentee,,GRN,Kevin Hogan,2
Monroe,"Frenchtown Township,Precinct 7",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Frenchtown Township,Precinct 8",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Frenchtown Township,Precinct 9",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Ida Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,2
Monroe,"Ida Township, Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"La Salle Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"La Salle Township, Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"London Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Milan Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Monroe Township, Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Monroe Township, Precinct 2",Governor,Absentee,,GRN,Kevin Hogan,2
Monroe,"Monroe Township, Precinct 3",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"Monroe Township, Precinct 4",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Monroe Township, Precinct 5",Governor,Absentee,,GRN,Kevin Hogan,2
Monroe,"Monroe Township, Precinct 6",Governor,Absentee,,GRN,Kevin Hogan,3
Monroe,"Raisinville Township, Precinct1",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"Raisinville Township, Precinct2",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Summerfield Township,Precinct 1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Whiteford Township, Precinct1",Governor,Absentee,,GRN,Kevin Hogan,0
Monroe,"Whiteford Township, Precinct2",Governor,Absentee,,GRN,Kevin Hogan,1
Monroe,"Ash Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,3
Monroe,"Ash Township, Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Ash Township, Precinct 3",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Bedford Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"Bedford Township, Precinct 3",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Bedford Township, Precinct 4",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Bedford Township, Precinct 5",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 6",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 7",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Bedford Township, Precinct 8",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 9",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 10",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 11",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"Bedford Township, Precinct 12",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 13",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 14",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Berlin Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"Berlin Township, Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Berlin Township, Precinct 3",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"Berlin Township, Precinct 4",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"City of Luna Pier, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"City of Milan, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"City of Monroe, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"City of Monroe, Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"City of Monroe, Precinct 3N",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"City of Monroe, Precinct 3S",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"City of Monroe, Precinct 4",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"City of Monroe, Precinct 5",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"City of Monroe, Precinct 6",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"City of Petersburg, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Dundee Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Dundee Township, Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"Dundee Township, Precinct 3",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"Erie Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Erie Township, Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"Exeter Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Exeter Township, Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Frenchtown Township,Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Frenchtown Township,Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Frenchtown Township,Precinct 3",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Frenchtown Township,Precinct 4",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Frenchtown Township,Precinct 5",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Frenchtown Township,Precinct 6",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Frenchtown Township,Precinct 7",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"Frenchtown Township,Precinct 8",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Frenchtown Township,Precinct 9",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Ida Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Ida Township, Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"La Salle Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"La Salle Township, Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"London Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Milan Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,1
