county,precinct,office,vote_type,district,party,candidate,votes
Monroe,"Ida Township, Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,13
Monroe,"La Salle Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,8
Monroe,"La Salle Township, Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,17
Monroe,"London Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,17
Monroe,"Milan Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,19
Monroe,"Monroe Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,9
Monroe,"Monroe Township, Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,2
Monroe,"Monroe Township, Precinct 3",U.S. House,Election Day,5,LIB,Norman Peterson,4
Monroe,"Monroe Township, Precinct 4",U.S. House,Election Day,5,LIB,Norman Peterson,4
Monroe,"Monroe Township, Precinct 5",U.S. House,Election Day,5,LIB,Norman Peterson,8
Monroe,"Monroe Township, Precinct 6",U.S. House,Election Day,5,LIB,Norman Peterson,9
Monroe,"Raisinville Township, Precinct1",U.S. House,Election Day,5,LIB,Norman Peterson,12
Monroe,"Raisinville Township, Precinct2",U.S. House,Election Day,5,LIB,Norman Peterson,21
Monroe,"Summerfield Township,Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,12
Monroe,"Whiteford Township, Precinct1",U.S. House,Election Day,5,LIB,Norman Peterson,10
Monroe,"Whiteford Township, Precinct2",U.S. House,Election Day,5,LIB,Norman Peterson,10
Monroe,"Ash Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"Ash Township, Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"Ash Township, Precinct 3",U.S. House,Absentee,5,LIB,Norman Peterson,5
Monroe,"Bedford Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,4
Monroe,"Bedford Township, Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,7
Monroe,"Bedford Township, Precinct 3",U.S. House,Absentee,5,LIB,Norman Peterson,4
Monroe,"Bedford Township, Precinct 4",U.S. House,Absentee,5,LIB,Norman Peterson,3
Monroe,"Bedford Township, Precinct 5",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"Bedford Township, Precinct 6",U.S. House,Absentee,5,LIB,Norman Peterson,4
Monroe,"Bedford Township, Precinct 7",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"Bedford Township, Precinct 8",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"Bedford Township, Precinct 9",U.S. House,Absentee,5,LIB,Norman Peterson,4
Monroe,"Bedford Township, Precinct 10",U.S. House,Absentee,5,LIB,Norman Peterson,3
Monroe,"Bedford Township, Precinct 11",U.S. House,Absentee,5,LIB,Norman Peterson,7
Monroe,"Bedford Township, Precinct 12",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"Bedford Township, Precinct 13",U.S. House,Absentee,5,LIB,Norman Peterson,1
Monroe,"Bedford Township, Precinct 14",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"Berlin Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,3
Monroe,"Berlin Township, Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,3
Monroe,"Berlin Township, Precinct 3",U.S. House,Absentee,5,LIB,Norman Peterson,1
Monroe,"Berlin Township, Precinct 4",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"City of Luna Pier, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,0
Monroe,"City of Monroe, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"City of Monroe, Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,4
Monroe,"City of Monroe, Precinct 3N",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"City of Monroe, Precinct 3S",U.S. House,Absentee,5,LIB,Norman Peterson,1
Monroe,"City of Monroe, Precinct 4",U.S. House,Absentee,5,LIB,Norman Peterson,7
Monroe,"City of Monroe, Precinct 5",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"City of Monroe, Precinct 6",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"City of Petersburg, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,1
Monroe,"Dundee Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"Dundee Township, Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"Dundee Township, Precinct 3",U.S. House,Absentee,5,LIB,Norman Peterson,8
Monroe,"Erie Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"Erie Township, Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"Exeter Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,0
Monroe,"Exeter Township, Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,0
Monroe,"Frenchtown Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,1
Monroe,"Frenchtown Township,Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"Frenchtown Township,Precinct 3",U.S. House,Absentee,5,LIB,Norman Peterson,8
Monroe,"Frenchtown Township,Precinct 4",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"Frenchtown Township,Precinct 5",U.S. House,Absentee,5,LIB,Norman Peterson,8
Monroe,"Frenchtown Township,Precinct 6",U.S. House,Absentee,5,LIB,Norman Peterson,3
Monroe,"Frenchtown Township,Precinct 7",U.S. House,Absentee,5,LIB,Norman Peterson,3
Monroe,"Frenchtown Township,Precinct 8",U.S. House,Absentee,5,LIB,Norman Peterson,1
Monroe,"Frenchtown Township,Precinct 9",U.S. House,Absentee,5,LIB,Norman Peterson,1
Monroe,"Ida Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"Ida Township, Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"La Salle Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"La Salle Township, Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,5
Monroe,"London Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,0
Monroe,"Milan Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,0
Monroe,"Monroe Township, Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,3
Monroe,"Monroe Township, Precinct 2",U.S. House,Absentee,5,LIB,Norman Peterson,5
Monroe,"Monroe Township, Precinct 3",U.S. House,Absentee,5,LIB,Norman Peterson,4
Monroe,"Monroe Township, Precinct 4",U.S. House,Absentee,5,LIB,Norman Peterson,8
Monroe,"Monroe Township, Precinct 5",U.S. House,Absentee,5,LIB,Norman Peterson,4
Monroe,"Monroe Township, Precinct 6",U.S. House,Absentee,5,LIB,Norman Peterson,2
Monroe,"Raisinville Township, Precinct1",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"Raisinville Township, Precinct2",U.S. House,Absentee,5,LIB,Norman Peterson,6
Monroe,"Summerfield Township,Precinct 1",U.S. House,Absentee,5,LIB,Norman Peterson,7
Monroe,"Whiteford Township, Precinct1",U.S. House,Absentee,5,LIB,Norman Peterson,0
Monroe,"Whiteford Township, Precinct2",U.S. House,Absentee,5,LIB,Norman Peterson,1
Monroe,"Ash Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,6
Monroe,"Ash Township, Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,6
Monroe,"Ash Township, Precinct 3",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Bedford Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,3
Monroe,"Bedford Township, Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Bedford Township, Precinct 3",U.S. House,Election Day,5,UST,Ezra Scott,3
Monroe,"Bedford Township, Precinct 4",U.S. House,Election Day,5,UST,Ezra Scott,6
Monroe,"Bedford Township, Precinct 5",U.S. House,Election Day,5,UST,Ezra Scott,3
Monroe,"Bedford Township, Precinct 6",U.S. House,Election Day,5,UST,Ezra Scott,3
Monroe,"Bedford Township, Precinct 7",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Bedford Township, Precinct 8",U.S. House,Election Day,5,UST,Ezra Scott,2
Monroe,"Bedford Township, Precinct 9",U.S. House,Election Day,5,UST,Ezra Scott,2
Monroe,"Bedford Township, Precinct 10",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Bedford Township, Precinct 11",U.S. House,Election Day,5,UST,Ezra Scott,1
Monroe,"Bedford Township, Precinct 12",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Bedford Township, Precinct 13",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Bedford Township, Precinct 14",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Berlin Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,8
Monroe,"Berlin Township, Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,11
Monroe,"Berlin Township, Precinct 3",U.S. House,Election Day,5,UST,Ezra Scott,5
Monroe,"Berlin Township, Precinct 4",U.S. House,Election Day,5,UST,Ezra Scott,6
Monroe,"City of Luna Pier, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,12
Monroe,"City of Monroe, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,11
Monroe,"City of Monroe, Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"City of Monroe, Precinct 3N",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"City of Monroe, Precinct 3S",U.S. House,Election Day,5,UST,Ezra Scott,7
Monroe,"City of Monroe, Precinct 4",U.S. House,Election Day,5,UST,Ezra Scott,16
Monroe,"City of Monroe, Precinct 5",U.S. House,Election Day,5,UST,Ezra Scott,10
Monroe,"City of Monroe, Precinct 6",U.S. House,Election Day,5,UST,Ezra Scott,6
Monroe,"City of Petersburg, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,5
Monroe,"Dundee Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,5
Monroe,"Dundee Township, Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,3
Monroe,"Dundee Township, Precinct 3",U.S. House,Election Day,5,UST,Ezra Scott,9
Monroe,"Erie Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,7
Monroe,"Erie Township, Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,3
Monroe,"Exeter Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,7
Monroe,"Exeter Township, Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,9
Monroe,"Frenchtown Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Frenchtown Township,Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Frenchtown Township,Precinct 3",U.S. House,Election Day,5,UST,Ezra Scott,3
Monroe,"Frenchtown Township,Precinct 4",U.S. House,Election Day,5,UST,Ezra Scott,3
Monroe,"Frenchtown Township,Precinct 5",U.S. House,Election Day,5,UST,Ezra Scott,12
Monroe,"Frenchtown Township,Precinct 6",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Frenchtown Township,Precinct 7",U.S. House,Election Day,5,UST,Ezra Scott,7
Monroe,"Frenchtown Township,Precinct 8",U.S. House,Election Day,5,UST,Ezra Scott,6
Monroe,"Frenchtown Township,Precinct 9",U.S. House,Election Day,5,UST,Ezra Scott,6
Monroe,"Ida Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,1
Monroe,"Ida Township, Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,8
Monroe,"La Salle Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"La Salle Township, Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,6
Monroe,"London Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,20
Monroe,"Milan Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,6
Monroe,"Monroe Township, Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,8
Monroe,"Monroe Township, Precinct 2",U.S. House,Election Day,5,UST,Ezra Scott,7
Monroe,"Monroe Township, Precinct 3",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Monroe Township, Precinct 4",U.S. House,Election Day,5,UST,Ezra Scott,5
Monroe,"Monroe Township, Precinct 5",U.S. House,Election Day,5,UST,Ezra Scott,10
Monroe,"Monroe Township, Precinct 6",U.S. House,Election Day,5,UST,Ezra Scott,3
Monroe,"Raisinville Township, Precinct1",U.S. House,Election Day,5,UST,Ezra Scott,2
Monroe,"Raisinville Township, Precinct2",U.S. House,Election Day,5,UST,Ezra Scott,6
Monroe,"Summerfield Township,Precinct 1",U.S. House,Election Day,5,UST,Ezra Scott,8
Monroe,"Whiteford Township, Precinct1",U.S. House,Election Day,5,UST,Ezra Scott,7
Monroe,"Whiteford Township, Precinct2",U.S. House,Election Day,5,UST,Ezra Scott,4
Monroe,"Ash Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,4
Monroe,"Ash Township, Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,11
Monroe,"Ash Township, Precinct 3",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Bedford Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,1
Monroe,"Bedford Township, Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Bedford Township, Precinct 3",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"Bedford Township, Precinct 4",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Bedford Township, Precinct 5",U.S. House,Absentee,5,UST,Ezra Scott,4
Monroe,"Bedford Township, Precinct 6",U.S. House,Absentee,5,UST,Ezra Scott,1
Monroe,"Bedford Township, Precinct 7",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Bedford Township, Precinct 8",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Bedford Township, Precinct 9",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Bedford Township, Precinct 10",U.S. House,Absentee,5,UST,Ezra Scott,1
Monroe,"Bedford Township, Precinct 11",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Bedford Township, Precinct 12",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Bedford Township, Precinct 13",U.S. House,Absentee,5,UST,Ezra Scott,1
Monroe,"Bedford Township, Precinct 14",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Berlin Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Berlin Township, Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,4
Monroe,"Berlin Township, Precinct 3",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Berlin Township, Precinct 4",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"City of Luna Pier, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"City of Monroe, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,6
Monroe,"City of Monroe, Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,1
Monroe,"City of Monroe, Precinct 3N",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"City of Monroe, Precinct 3S",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"City of Monroe, Precinct 4",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"City of Monroe, Precinct 5",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"City of Monroe, Precinct 6",U.S. House,Absentee,5,UST,Ezra Scott,8
Monroe,"City of Petersburg, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Dundee Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Dundee Township, Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"Dundee Township, Precinct 3",U.S. House,Absentee,5,UST,Ezra Scott,1
Monroe,"Erie Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Erie Township, Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Exeter Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Exeter Township, Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Frenchtown Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"Frenchtown Township,Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Frenchtown Township,Precinct 3",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"Frenchtown Township,Precinct 4",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Frenchtown Township,Precinct 5",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"Frenchtown Township,Precinct 6",U.S. House,Absentee,5,UST,Ezra Scott,7
Monroe,"Frenchtown Township,Precinct 7",U.S. House,Absentee,5,UST,Ezra Scott,5
Monroe,"Frenchtown Township,Precinct 8",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Frenchtown Township,Precinct 9",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Ida Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,1
Monroe,"Ida Township, Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,4
Monroe,"La Salle Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"La Salle Township, Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,5
Monroe,"London Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Milan Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Monroe Township, Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"Monroe Township, Precinct 2",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"Monroe Township, Precinct 3",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"Monroe Township, Precinct 4",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Monroe Township, Precinct 5",U.S. House,Absentee,5,UST,Ezra Scott,2
Monroe,"Monroe Township, Precinct 6",U.S. House,Absentee,5,UST,Ezra Scott,1
Monroe,"Raisinville Township, Precinct1",U.S. House,Absentee,5,UST,Ezra Scott,3
Monroe,"Raisinville Township, Precinct2",U.S. House,Absentee,5,UST,Ezra Scott,4
Monroe,"Summerfield Township,Precinct 1",U.S. House,Absentee,5,UST,Ezra Scott,5
Monroe,"Whiteford Township, Precinct1",U.S. House,Absentee,5,UST,Ezra Scott,0
Monroe,"Whiteford Township, Precinct2",U.S. House,Absentee,5,UST,Ezra Scott,1
Monroe,"Ash Township, Precinct 1",U.S. House,Election Day,5,,Write-in,1
Monroe,"Ash Township, Precinct 2",U.S. House,Election Day,5,,Write-in,2
Monroe,"Ash Township, Precinct 3",U.S. House,Election Day,5,,Write-in,2
Monroe,"Bedford Township, Precinct 1",U.S. House,Election Day,5,,Write-in,1
Monroe,"Bedford Township, Precinct 2",U.S. House,Election Day,5,,Write-in,2
Monroe,"Bedford Township, Precinct 3",U.S. House,Election Day,5,,Write-in,0
Monroe,"Bedford Township, Precinct 4",U.S. House,Election Day,5,,Write-in,1
Monroe,"Bedford Township, Precinct 5",U.S. House,Election Day,5,,Write-in,1
Monroe,"Bedford Township, Precinct 6",U.S. House,Election Day,5,,Write-in,2
Monroe,"Bedford Township, Precinct 7",U.S. House,Election Day,5,,Write-in,1
Monroe,"Bedford Township, Precinct 8",U.S. House,Election Day,5,,Write-in,0
Monroe,"Bedford Township, Precinct 9",U.S. House,Election Day,5,,Write-in,0
Monroe,"Bedford Township, Precinct 10",U.S. House,Election Day,5,,Write-in,1
Monroe,"Bedford Township, Precinct 11",U.S. House,Election Day,5,,Write-in,3
Monroe,"Bedford Township, Precinct 12",U.S. House,Election Day,5,,Write-in,1
Monroe,"Bedford Township, Precinct 13",U.S. House,Election Day,5,,Write-in,0
Monroe,"Bedford Township, Precinct 14",U.S. House,Election Day,5,,Write-in,0
Monroe,"Berlin Township, Precinct 1",U.S. House,Election Day,5,,Write-in,2
Monroe,"Berlin Township, Precinct 2",U.S. House,Election Day,5,,Write-in,4
Monroe,"Berlin Township, Precinct 3",U.S. House,Election Day,5,,Write-in,0
Monroe,"Berlin Township, Precinct 4",U.S. House,Election Day,5,,Write-in,4
Monroe,"City of Luna Pier, Precinct 1",U.S. House,Election Day,5,,Write-in,0
Monroe,"City of Monroe, Precinct 1",U.S. House,Election Day,5,,Write-in,2
Monroe,"City of Monroe, Precinct 2",U.S. House,Election Day,5,,Write-in,5
Monroe,"City of Monroe, Precinct 3N",U.S. House,Election Day,5,,Write-in,0
Monroe,"City of Monroe, Precinct 3S",U.S. House,Election Day,5,,Write-in,1
Monroe,"City of Monroe, Precinct 4",U.S. House,Election Day,5,,Write-in,2
Monroe,"City of Monroe, Precinct 5",U.S. House,Election Day,5,,Write-in,3
Monroe,"City of Monroe, Precinct 6",U.S. House,Election Day,5,,Write-in,4
Monroe,"City of Petersburg, Precinct 1",U.S. House,Election Day,5,,Write-in,0
Monroe,"Dundee Township, Precinct 1",U.S. House,Election Day,5,,Write-in,4
Monroe,"Dundee Township, Precinct 2",U.S. House,Election Day,5,,Write-in,1
Monroe,"Dundee Township, Precinct 3",U.S. House,Election Day,5,,Write-in,2
Monroe,"Erie Township, Precinct 1",U.S. House,Election Day,5,,Write-in,2
Monroe,"Erie Township, Precinct 2",U.S. House,Election Day,5,,Write-in,2
Monroe,"Exeter Township, Precinct 1",U.S. House,Election Day,5,,Write-in,0
Monroe,"Exeter Township, Precinct 2",U.S. House,Election Day,5,,Write-in,1
Monroe,"Frenchtown Township, Precinct 1",U.S. House,Election Day,5,,Write-in,3
Monroe,"Frenchtown Township,Precinct 2",U.S. House,Election Day,5,,Write-in,3
Monroe,"Frenchtown Township,Precinct 3",U.S. House,Election Day,5,,Write-in,1
Monroe,"Frenchtown Township,Precinct 4",U.S. House,Election Day,5,,Write-in,1
Monroe,"Frenchtown Township,Precinct 5",U.S. House,Election Day,5,,Write-in,0
Monroe,"Frenchtown Township,Precinct 6",U.S. House,Election Day,5,,Write-in,2
Monroe,"Frenchtown Township,Precinct 7",U.S. House,Election Day,5,,Write-in,0
Monroe,"Frenchtown Township,Precinct 8",U.S. House,Election Day,5,,Write-in,1
