county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Park Township, Precinct 5",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Park Township, Precinct 5",Straight Party,,Cast Votes,,578,466,1044
Ottawa,"Park Township, Precinct 5",Straight Party,,Undervotes,,400,299,699
Ottawa,"Park Township, Precinct 5",Straight Party,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 5",Straight Party,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 5",Straight Party,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Gretchen Whitmer,DEM,372,478,850
Ottawa,"Park Township, Precinct 5",Governor,,Tudor M. Dixon,REP,589,274,863
Ottawa,"Park Township, Precinct 5",Governor,,Mary Buzuma,LIB,13,4,17
Ottawa,"Park Township, Precinct 5",Governor,,Donna Brandenburg,UST,2,1,3
Ottawa,"Park Township, Precinct 5",Governor,,Kevin Hogan,GRE,1,1,2
Ottawa,"Park Township, Precinct 5",Governor,,Daryl M. Simpson,NAL,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Cast Votes,,977,758,1735
Ottawa,"Park Township, Precinct 5",Governor,,Undervotes,,0,6,6
Ottawa,"Park Township, Precinct 5",Governor,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 5",Governor,,Rejected,,1,1,2
Ottawa,"Park Township, Precinct 5",Governor,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 5",Secretary of State,,Jocelyn Benson,DEM,383,485,868
Ottawa,"Park Township, Precinct 5",Secretary of State,,Kristina Elaine Karamo,REP,562,258,820
Ottawa,"Park Township, Precinct 5",Secretary of State,,Gregory Scott Stempfle,LIB,22,4,26
Ottawa,"Park Township, Precinct 5",Secretary of State,,Christine C. Schwartz,UST,3,0,3
Ottawa,"Park Township, Precinct 5",Secretary of State,,Larry James Hutchinson Jr.,GRE,2,2,4
Ottawa,"Park Township, Precinct 5",Secretary of State,,Cast Votes,,972,749,1721
Ottawa,"Park Township, Precinct 5",Secretary of State,,Undervotes,,6,16,22
Ottawa,"Park Township, Precinct 5",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 5",Secretary of State,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 5",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 5",Attorney General,,Dana Nessel,DEM,348,462,810
Ottawa,"Park Township, Precinct 5",Attorney General,,Matthew DePerno,REP,589,279,868
Ottawa,"Park Township, Precinct 5",Attorney General,,Joseph W. McHugh Jr.,LIB,21,6,27
Ottawa,"Park Township, Precinct 5",Attorney General,,Gerald T. Van Sickle,UST,7,1,8
Ottawa,"Park Township, Precinct 5",Attorney General,,Cast Votes,,965,748,1713
Ottawa,"Park Township, Precinct 5",Attorney General,,Undervotes,,13,17,30
Ottawa,"Park Township, Precinct 5",Attorney General,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 5",Attorney General,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 5",Attorney General,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 5",U.S. House,4,Joseph Alfonso,DEM,298,414,712
Ottawa,"Park Township, Precinct 5",U.S. House,4,Bill Huizenga,REP,637,322,959
Ottawa,"Park Township, Precinct 5",U.S. House,4,Lorence Wenke,LIB,21,7,28
Ottawa,"Park Township, Precinct 5",U.S. House,4,Curtis Michael Clark,UST,6,0,6
Ottawa,"Park Township, Precinct 5",U.S. House,4,Cast Votes,,962,743,1705
Ottawa,"Park Township, Precinct 5",U.S. House,4,Undervotes,,16,22,38
Ottawa,"Park Township, Precinct 5",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 5",U.S. House,4,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 5",U.S. House,4,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 5",State Senate,31,Kim S. Nagy,DEM,293,416,709
Ottawa,"Park Township, Precinct 5",State Senate,31,Roger Victory,REP,625,317,942
Ottawa,"Park Township, Precinct 5",State Senate,31,Jessica L. Fox,LIB,35,8,43
Ottawa,"Park Township, Precinct 5",State Senate,31,Cast Votes,,953,741,1694
Ottawa,"Park Township, Precinct 5",State Senate,31,Undervotes,,25,23,48
Ottawa,"Park Township, Precinct 5",State Senate,31,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 5",State Senate,31,Rejected,,0,1,1
Ottawa,"Park Township, Precinct 5",State Senate,31,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 5",State House,86,Larry D. Jackson,DEM,304,398,702
Ottawa,"Park Township, Precinct 5",State House,86,Nancy De Boer,REP,647,344,991
Ottawa,"Park Township, Precinct 5",State House,86,Cast Votes,,951,742,1693
Ottawa,"Park Township, Precinct 5",State House,86,Undervotes,,25,22,47
Ottawa,"Park Township, Precinct 5",State House,86,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 5",State House,86,Rejected,,2,1,3
Ottawa,"Park Township, Precinct 5",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 5",State House,86,,,,,
Ottawa,"Park Township, Precinct 5",State House,86,Pamela Pugh,DEM,303,408,711
Ottawa,"Park Township, Precinct 5",State House,86,Mitchell Robinson,DEM,290,389,679
Ottawa,"Park Township, Precinct 5",State House,86,Tamara D. Carlone,REP,594,300,894
Ottawa,"Park Township, Precinct 5",State House,86,Linda Lee Tarver,REP,578,297,875
Ottawa,"Park Township, Precinct 5",State House,86,Donna Gundle-Krieg,LIB,27,9,36
Ottawa,"Park Township, Precinct 5",State House,86,Bill Hall,LIB,26,9,35
Ottawa,"Park Township, Precinct 5",State House,86,Ethan Hobson,UST,11,1,12
Ottawa,"Park Township, Precinct 5",State House,86,Mary Anne Hering,WC,18,13,31
Ottawa,"Park Township, Precinct 5",State House,86,Cast Votes,,1847,1426,3273
Ottawa,"Park Township, Precinct 5",State House,86,Undervotes,,109,102,211
Ottawa,"Park Township, Precinct 5",State House,86,Overvotes,,0,1,1
Ottawa,"Park Township, Precinct 5",State House,86,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 5",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 6",Straight Party,,Democratic,DEM,127,199,326
Ottawa,"Park Township, Precinct 6",Straight Party,,Republican,REP,273,179,452
Ottawa,"Park Township, Precinct 6",Straight Party,,Libertarian,LIB,2,2,4
Ottawa,"Park Township, Precinct 6",Straight Party,,U.S. Taxpayers,UST,0,1,1
Ottawa,"Park Township, Precinct 6",Straight Party,,Working Class,WC,0,0,0
Ottawa,"Park Township, Precinct 6",Straight Party,,Green,GRE,0,1,1
Ottawa,"Park Township, Precinct 6",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Park Township, Precinct 6",Straight Party,,Cast Votes,,402,382,784
Ottawa,"Park Township, Precinct 6",Straight Party,,Undervotes,,344,248,592
Ottawa,"Park Township, Precinct 6",Straight Party,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 6",Straight Party,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 6",Straight Party,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Gretchen Whitmer,DEM,304,367,671
Ottawa,"Park Township, Precinct 6",Governor,,Tudor M. Dixon,REP,427,257,684
Ottawa,"Park Township, Precinct 6",Governor,,Mary Buzuma,LIB,6,4,10
Ottawa,"Park Township, Precinct 6",Governor,,Donna Brandenburg,UST,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Kevin Hogan,GRE,1,1,2
Ottawa,"Park Township, Precinct 6",Governor,,Daryl M. Simpson,NAL,1,0,1
Ottawa,"Park Township, Precinct 6",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Cast Votes,,739,629,1368
Ottawa,"Park Township, Precinct 6",Governor,,Undervotes,,6,1,7
Ottawa,"Park Township, Precinct 6",Governor,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 6",Governor,,Rejected,,1,0,1
Ottawa,"Park Township, Precinct 6",Governor,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 6",Secretary of State,,Jocelyn Benson,DEM,292,377,669
Ottawa,"Park Township, Precinct 6",Secretary of State,,Kristina Elaine Karamo,REP,416,241,657
Ottawa,"Park Township, Precinct 6",Secretary of State,,Gregory Scott Stempfle,LIB,12,5,17
Ottawa,"Park Township, Precinct 6",Secretary of State,,Christine C. Schwartz,UST,1,4,5
Ottawa,"Park Township, Precinct 6",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,2,5
Ottawa,"Park Township, Precinct 6",Secretary of State,,Cast Votes,,724,629,1353
Ottawa,"Park Township, Precinct 6",Secretary of State,,Undervotes,,21,1,22
Ottawa,"Park Township, Precinct 6",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 6",Secretary of State,,Rejected,,1,0,1
Ottawa,"Park Township, Precinct 6",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 6",Attorney General,,Dana Nessel,DEM,279,355,634
Ottawa,"Park Township, Precinct 6",Attorney General,,Matthew DePerno,REP,424,248,672
Ottawa,"Park Township, Precinct 6",Attorney General,,Joseph W. McHugh Jr.,LIB,13,10,23
Ottawa,"Park Township, Precinct 6",Attorney General,,Gerald T. Van Sickle,UST,3,7,10
Ottawa,"Park Township, Precinct 6",Attorney General,,Cast Votes,,719,620,1339
Ottawa,"Park Township, Precinct 6",Attorney General,,Undervotes,,26,9,35
Ottawa,"Park Township, Precinct 6",Attorney General,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 6",Attorney General,,Rejected,,1,1,2
Ottawa,"Park Township, Precinct 6",Attorney General,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 6",U.S. House,4,Joseph Alfonso,DEM,241,302,543
Ottawa,"Park Township, Precinct 6",U.S. House,4,Bill Huizenga,REP,469,294,763
Ottawa,"Park Township, Precinct 6",U.S. House,4,Lorence Wenke,LIB,11,12,23
Ottawa,"Park Township, Precinct 6",U.S. House,4,Curtis Michael Clark,UST,2,7,9
Ottawa,"Park Township, Precinct 6",U.S. House,4,Cast Votes,,723,615,1338
Ottawa,"Park Township, Precinct 6",U.S. House,4,Undervotes,,22,13,35
Ottawa,"Park Township, Precinct 6",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 6",U.S. House,4,Rejected,,1,2,3
Ottawa,"Park Township, Precinct 6",U.S. House,4,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 6",State Senate,31,Kim S. Nagy,DEM,249,311,560
Ottawa,"Park Township, Precinct 6",State Senate,31,Roger Victory,REP,443,287,730
Ottawa,"Park Township, Precinct 6",State Senate,31,Jessica L. Fox,LIB,19,11,30
Ottawa,"Park Township, Precinct 6",State Senate,31,Cast Votes,,711,609,1320
Ottawa,"Park Township, Precinct 6",State Senate,31,Undervotes,,34,19,53
Ottawa,"Park Township, Precinct 6",State Senate,31,Overvotes,,0,1,1
Ottawa,"Park Township, Precinct 6",State Senate,31,Rejected,,1,1,2
Ottawa,"Park Township, Precinct 6",State Senate,31,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 6",State House,86,Larry D. Jackson,DEM,250,290,540
Ottawa,"Park Township, Precinct 6",State House,86,Nancy De Boer,REP,470,320,790
Ottawa,"Park Township, Precinct 6",State House,86,Cast Votes,,720,610,1330
Ottawa,"Park Township, Precinct 6",State House,86,Undervotes,,25,19,44
Ottawa,"Park Township, Precinct 6",State House,86,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 6",State House,86,Rejected,,1,1,2
Ottawa,"Park Township, Precinct 6",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 6",State House,86,,,,,
Ottawa,"Park Township, Precinct 6",State House,86,Pamela Pugh,DEM,245,304,549
Ottawa,"Park Township, Precinct 6",State House,86,Mitchell Robinson,DEM,231,294,525
Ottawa,"Park Township, Precinct 6",State House,86,Tamara D. Carlone,REP,419,267,686
Ottawa,"Park Township, Precinct 6",State House,86,Linda Lee Tarver,REP,418,263,681
Ottawa,"Park Township, Precinct 6",State House,86,Donna Gundle-Krieg,LIB,16,5,21
Ottawa,"Park Township, Precinct 6",State House,86,Bill Hall,LIB,15,9,24
Ottawa,"Park Township, Precinct 6",State House,86,Ethan Hobson,UST,3,8,11
Ottawa,"Park Township, Precinct 6",State House,86,Mary Anne Hering,WC,15,14,29
Ottawa,"Park Township, Precinct 6",State House,86,Cast Votes,,1362,1164,2526
Ottawa,"Park Township, Precinct 6",State House,86,Undervotes,,128,92,220
Ottawa,"Park Township, Precinct 6",State House,86,Overvotes,,0,2,2
Ottawa,"Park Township, Precinct 6",State House,86,Rejected,,2,0,2
Ottawa,"Park Township, Precinct 6",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 7",Straight Party,,Democratic,DEM,133,240,373
Ottawa,"Park Township, Precinct 7",Straight Party,,Republican,REP,355,231,586
Ottawa,"Park Township, Precinct 7",Straight Party,,Libertarian,LIB,4,2,6
Ottawa,"Park Township, Precinct 7",Straight Party,,U.S. Taxpayers,UST,0,1,1
Ottawa,"Park Township, Precinct 7",Straight Party,,Working Class,WC,0,0,0
Ottawa,"Park Township, Precinct 7",Straight Party,,Green,GRE,0,0,0
Ottawa,"Park Township, Precinct 7",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Park Township, Precinct 7",Straight Party,,Cast Votes,,492,474,966
Ottawa,"Park Township, Precinct 7",Straight Party,,Undervotes,,379,318,697
Ottawa,"Park Township, Precinct 7",Straight Party,,Overvotes,,2,0,2
Ottawa,"Park Township, Precinct 7",Straight Party,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 7",Straight Party,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Gretchen Whitmer,DEM,309,447,756
Ottawa,"Park Township, Precinct 7",Governor,,Tudor M. Dixon,REP,540,332,872
Ottawa,"Park Township, Precinct 7",Governor,,Mary Buzuma,LIB,12,2,14
Ottawa,"Park Township, Precinct 7",Governor,,Donna Brandenburg,UST,5,2,7
Ottawa,"Park Township, Precinct 7",Governor,,Kevin Hogan,GRE,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Daryl M. Simpson,NAL,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Park Township, Precinct 7",Governor,,Cast Votes,,866,783,1649
Ottawa,"Park Township, Precinct 7",Governor,,Undervotes,,6,7,13
Ottawa,"Park Township, Precinct 7",Governor,,Overvotes,,1,0,1
Ottawa,"Park Township, Precinct 7",Governor,,Rejected,,0,2,2
Ottawa,"Park Township, Precinct 7",Governor,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 7",Secretary of State,,Jocelyn Benson,DEM,310,471,781
Ottawa,"Park Township, Precinct 7",Secretary of State,,Kristina Elaine Karamo,REP,527,298,825
Ottawa,"Park Township, Precinct 7",Secretary of State,,Gregory Scott Stempfle,LIB,16,5,21
Ottawa,"Park Township, Precinct 7",Secretary of State,,Christine C. Schwartz,UST,6,5,11
Ottawa,"Park Township, Precinct 7",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,1,4
Ottawa,"Park Township, Precinct 7",Secretary of State,,Cast Votes,,862,780,1642
Ottawa,"Park Township, Precinct 7",Secretary of State,,Undervotes,,10,12,22
Ottawa,"Park Township, Precinct 7",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 7",Secretary of State,,Rejected,,1,0,1
Ottawa,"Park Township, Precinct 7",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 7",Attorney General,,Dana Nessel,DEM,293,449,742
Ottawa,"Park Township, Precinct 7",Attorney General,,Matthew DePerno,REP,541,311,852
Ottawa,"Park Township, Precinct 7",Attorney General,,Joseph W. McHugh Jr.,LIB,16,8,24
Ottawa,"Park Township, Precinct 7",Attorney General,,Gerald T. Van Sickle,UST,4,4,8
Ottawa,"Park Township, Precinct 7",Attorney General,,Cast Votes,,854,772,1626
Ottawa,"Park Township, Precinct 7",Attorney General,,Undervotes,,19,20,39
Ottawa,"Park Township, Precinct 7",Attorney General,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 7",Attorney General,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 7",Attorney General,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 7",U.S. House,4,Joseph Alfonso,DEM,249,384,633
Ottawa,"Park Township, Precinct 7",U.S. House,4,Bill Huizenga,REP,587,372,959
Ottawa,"Park Township, Precinct 7",U.S. House,4,Lorence Wenke,LIB,16,11,27
Ottawa,"Park Township, Precinct 7",U.S. House,4,Curtis Michael Clark,UST,7,4,11
Ottawa,"Park Township, Precinct 7",U.S. House,4,Cast Votes,,859,771,1630
Ottawa,"Park Township, Precinct 7",U.S. House,4,Undervotes,,14,18,32
Ottawa,"Park Township, Precinct 7",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 7",U.S. House,4,Rejected,,0,3,3
Ottawa,"Park Township, Precinct 7",U.S. House,4,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 7",State Senate,31,Kim S. Nagy,DEM,254,386,640
Ottawa,"Park Township, Precinct 7",State Senate,31,Roger Victory,REP,576,381,957
Ottawa,"Park Township, Precinct 7",State Senate,31,Jessica L. Fox,LIB,18,9,27
Ottawa,"Park Township, Precinct 7",State Senate,31,Cast Votes,,848,776,1624
Ottawa,"Park Township, Precinct 7",State Senate,31,Undervotes,,25,15,40
Ottawa,"Park Township, Precinct 7",State Senate,31,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 7",State Senate,31,Rejected,,0,1,1
Ottawa,"Park Township, Precinct 7",State Senate,31,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 7",State House,86,Larry D. Jackson,DEM,254,372,626
Ottawa,"Park Township, Precinct 7",State House,86,Nancy De Boer,REP,593,401,994
Ottawa,"Park Township, Precinct 7",State House,86,Cast Votes,,847,773,1620
Ottawa,"Park Township, Precinct 7",State House,86,Undervotes,,26,19,45
Ottawa,"Park Township, Precinct 7",State House,86,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 7",State House,86,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 7",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 7",State House,86,,,,,
Ottawa,"Park Township, Precinct 7",State House,86,Pamela Pugh,DEM,242,377,619
Ottawa,"Park Township, Precinct 7",State House,86,Mitchell Robinson,DEM,231,375,606
Ottawa,"Park Township, Precinct 7",State House,86,Tamara D. Carlone,REP,537,337,874
Ottawa,"Park Township, Precinct 7",State House,86,Linda Lee Tarver,REP,529,338,867
Ottawa,"Park Township, Precinct 7",State House,86,Donna Gundle-Krieg,LIB,12,11,23
Ottawa,"Park Township, Precinct 7",State House,86,Bill Hall,LIB,19,14,33
Ottawa,"Park Township, Precinct 7",State House,86,Ethan Hobson,UST,6,8,14
Ottawa,"Park Township, Precinct 7",State House,86,Mary Anne Hering,WC,14,10,24
Ottawa,"Park Township, Precinct 7",State House,86,Cast Votes,,1590,1470,3060
Ottawa,"Park Township, Precinct 7",State House,86,Undervotes,,156,114,270
